Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
Isaiah Carrillo,46.4,96.5,12.68,97.82608695652173,85.14851485148515,97.83,93.48,48.91,110.87,9.78,29.35,0.0,0.0,23.91,28.26,3.26,10.87,4.35,13.04,20.65,52.17,Abilene Christian Wildcats
Ma'Shy Hill,332.2,660.0,5.72,85.60250391236308,79.88252569750367,85.6,85.13,46.32,92.18,7.98,23.63,0.0,0.0,12.83,26.45,9.39,15.34,5.63,20.66,25.67,39.28,Abilene Christian Wildcats
Tylan Lewis,121.0,240.0,4.97,86.60714285714286,81.640625,86.61,93.3,49.11,101.79,6.7,25.89,0.0,0.0,19.2,27.68,5.8,15.62,2.68,17.41,30.36,46.88,Abilene Christian Wildcats
Zy Wright,576.0,1193.0,1.89,89.3526405451448,87.45874587458746,89.35,90.29,50.0,94.8,8.09,24.02,0.0,0.0,13.2,26.41,11.33,11.58,3.41,18.4,24.79,39.61,Abilene Christian Wildcats
Bradyn Hubbard,898.2,1855.0,1.73,86.3905325443787,84.65694219340897,86.39,84.29,50.24,97.26,6.56,21.52,0.0,0.0,13.77,25.44,10.44,12.1,3.07,16.51,25.87,39.21,Abilene Christian Wildcats
Joseph Venzant,830.9,1649.5,-0.57,85.70548367221195,86.27684964200478,85.71,89.09,48.92,95.93,6.78,21.87,0.0,0.0,13.37,25.69,10.17,12.94,3.57,17.44,27.42,39.06,Abilene Christian Wildcats
Rich Smith,943.1,1916.5,-0.82,86.43979057591623,87.25949037961519,86.44,87.85,49.11,96.44,7.07,21.99,0.0,0.0,14.19,24.92,11.62,11.2,3.35,17.75,25.86,39.11,Abilene Christian Wildcats
Yaniel Rivera,709.4,1456.5,-1.2,87.17059639389736,88.37525492861998,87.17,90.15,49.31,94.87,7.84,23.23,0.0,0.0,12.0,25.17,11.37,12.97,3.19,17.13,25.31,37.17,Abilene Christian Wildcats
Cbo Newton,772.3,1580.5,-1.44,87.40359897172236,88.84735202492212,87.4,91.65,50.71,95.24,6.3,20.95,0.0,0.0,12.28,24.23,11.95,11.89,2.83,17.03,26.09,36.51,Abilene Christian Wildcats
Cade Hornecker,522.6,1068.5,-1.77,87.5116495806151,89.28571428571429,87.51,88.54,49.3,94.69,7.74,23.21,0.0,0.0,13.42,25.35,13.23,10.25,3.36,18.73,23.58,38.77,Abilene Christian Wildcats
Isaac Dye,191.8,399.5,-4.44,86.42297650130548,90.86538461538461,86.42,98.69,46.74,100.26,8.62,28.72,0.0,0.0,18.54,25.59,6.27,12.01,4.96,18.28,23.76,44.13,Abilene Christian Wildcats
Joseph Scott,344.2,669.5,-6.38,87.87878787878788,94.2562592047128,87.88,96.97,50.76,99.85,6.52,22.12,0.0,0.0,15.91,25.61,8.48,11.06,2.27,16.06,28.64,41.52,Abilene Christian Wildcats
Christian Alston,337.0,687.5,-12.16,76.47058823529412,88.63309352517985,76.47,90.59,43.82,98.09,5.59,22.21,0.0,0.0,16.91,26.18,7.79,10.44,4.41,18.82,26.32,43.09,Abilene Christian Wildcats
Sam Imade,33.6,70.0,-14.3,92.64705882352942,106.94444444444444,92.65,113.24,44.12,94.12,14.71,39.71,0.0,0.0,7.35,25.0,20.59,5.88,2.94,13.24,16.18,32.35,Air Force Falcons
Kolby Gilles,407.5,768.5,-18.24,83.04862023653088,101.28865979381443,83.05,103.29,44.28,88.44,9.2,28.78,0.0,0.0,9.99,28.65,11.17,7.36,3.42,21.55,25.49,38.64,Air Force Falcons
Ethan Greenberg,861.5,1654.0,-19.17,83.15982853643601,102.32835820895522,83.16,104.96,43.29,91.18,9.8,30.43,0.0,0.0,9.25,29.64,10.35,7.96,3.0,18.06,22.47,38.89,Air Force Falcons
Kyle Marshall,65.4,139.0,-19.28,69.23076923076923,88.51351351351352,69.23,100.77,36.15,92.31,6.92,23.85,0.0,0.0,19.23,33.08,0.0,9.23,4.62,26.92,34.62,52.31,Air Force Falcons
Lucas Hobin,927.5,1809.0,-21.43,81.5126050420168,102.94599018003274,81.51,105.71,44.26,90.03,8.74,28.52,0.0,0.0,8.91,28.57,9.69,6.83,3.08,18.88,24.54,37.48,Air Force Falcons
Kam Sanders,957.3,1858.0,-21.76,80.33495407887628,102.0911528150134,80.33,102.86,43.49,90.6,8.43,28.15,0.0,0.0,8.75,28.53,9.56,7.35,3.13,18.15,21.83,37.28,Air Force Falcons
A.J. Patterson,415.6,806.0,-22.35,78.14070351758794,100.49019607843137,78.14,103.02,43.47,88.44,7.41,25.0,0.0,0.0,9.42,27.51,10.8,8.04,3.02,20.98,26.01,36.93,Air Force Falcons
Wesley Celichowski,661.6,1258.5,-22.52,76.69902912621359,99.21935987509758,76.7,102.83,40.37,89.56,8.58,30.83,0.0,0.0,8.74,30.34,10.03,7.69,2.99,19.17,22.98,39.08,Air Force Falcons
Caleb Walker,518.2,1026.5,-22.95,80.07774538386784,103.02734375,80.08,102.53,45.48,89.12,7.0,21.28,0.0,0.0,8.65,27.41,6.03,7.68,2.92,19.53,21.57,36.06,Air Force Falcons
Josh Gatete,64.0,134.5,-23.07,79.06976744186046,102.14285714285714,79.07,110.85,40.31,89.15,10.08,31.78,0.0,0.0,11.63,24.81,10.08,5.43,5.43,22.48,19.38,36.44,Air Force Falcons
Justin Hinds,334.3,639.5,-23.5,76.34069400630915,99.84496124031008,76.34,101.58,42.74,89.27,7.1,25.55,0.0,0.0,9.15,28.71,10.88,6.78,3.94,19.87,22.87,37.86,Air Force Falcons
Riley Dering,189.4,364.0,-24.85,83.79888268156425,108.64864864864865,83.8,112.29,43.3,93.02,10.61,31.28,0.0,0.0,11.73,28.77,18.44,5.59,2.51,18.72,27.93,40.5,Air Force Falcons
Eli Robinson,867.4,1666.5,-25.16,77.45454545454545,102.61437908496731,77.45,104.67,42.06,88.85,7.7,26.61,0.0,0.0,8.73,29.7,8.73,7.21,2.97,19.88,23.09,38.43,Air Force Falcons
Brendan Martin,64.1,127.5,-36.11,81.45161290322581,117.55725190839695,81.45,124.19,41.13,91.13,10.48,29.84,0.0,0.0,8.87,20.16,20.97,6.45,1.61,17.74,20.16,29.03,Air Force Falcons
Conner Groce,26.1,65.0,29.29,90.1639344262295,60.86956521739131,90.16,68.85,50.82,100.0,6.56,26.23,0.0,0.0,18.03,39.34,6.56,19.67,3.28,18.03,21.31,57.37,Akron Zips
Chabi Barre,115.2,253.5,21.69,110.75697211155378,89.0625,110.76,90.84,58.17,100.0,13.55,29.88,0.0,0.0,15.94,35.06,6.37,7.17,5.98,15.94,21.51,51.0,Akron Zips
Evan Mahaffey,999.8,1994.0,21.43,111.97574532592218,90.54255848680936,111.98,91.92,56.09,100.3,14.15,35.78,0.0,0.0,13.44,32.74,14.25,10.01,3.59,13.14,18.8,46.18,Akron Zips
Eric Mahaffey,746.2,1518.0,20.68,111.09652002626396,90.41639127561136,111.1,89.82,58.04,100.39,13.2,33.62,0.0,0.0,14.51,32.44,13.99,10.05,3.81,14.12,19.04,46.95,Akron Zips
Sharron Young,647.4,1330.5,18.05,106.96629213483146,88.91402714932126,106.97,88.31,55.51,101.35,12.51,35.96,0.0,0.0,14.31,32.58,13.86,8.69,4.34,12.96,22.25,46.89,Akron Zips
Tavari Johnson,1117.3,2240.5,17.68,110.27244305493524,92.59589652096342,110.27,92.72,56.36,100.22,13.22,34.35,0.0,0.0,13.8,31.98,14.87,9.33,3.22,13.58,18.94,45.78,Akron Zips
