Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Bradyn Hubbard, Joseph Venzant",40.0,84.0,63.75,126.25,62.5,126.25,68.75,58.75,102.5,16.25,37.5,0.0,0.0,13.75,42.5,0.0,17.5,5.0,11.25,17.5,56.25,Abilene Christian Wildcats
"Cade Hornecker, Joseph Venzant",40.0,81.5,17.71,90.0,72.28915662650603,90.0,75.0,50.0,88.75,10.0,16.25,0.0,0.0,13.75,30.0,0.0,13.75,5.0,25.0,40.0,43.75,Abilene Christian Wildcats
"Christian Alston, Hunter Jack Madden",27.2,60.5,14.24,85.45454545454545,71.21212121212122,85.45,85.45,45.45,98.18,1.82,12.73,0.0,0.0,18.18,34.55,0.0,21.82,7.27,20.0,23.64,52.73,Abilene Christian Wildcats
"Dontrez Williams, Yaniel Rivera",25.5,50.0,13.17,82.97872340425532,69.81132075471697,82.98,78.72,51.06,93.62,4.26,12.77,0.0,0.0,10.64,29.79,0.0,21.28,2.13,17.02,23.4,40.43,Abilene Christian Wildcats
"Joseph Venzant, Nasir DeGruy",200.0,411.0,12.08,96.28712871287128,84.21052631578947,96.29,87.13,55.2,99.75,7.67,20.05,0.0,0.0,16.34,29.7,0.0,13.37,4.21,16.58,27.23,46.04,Abilene Christian Wildcats
"Hunter Jack Madden, Joseph Venzant",200.0,411.0,12.08,96.28712871287128,84.21052631578947,96.29,87.13,55.2,99.75,7.67,20.05,0.0,0.0,16.34,29.7,0.0,13.37,4.21,16.58,27.23,46.04,Abilene Christian Wildcats
"Joseph Venzant, Leonardo Bettiol",160.0,329.5,10.68,97.8395061728395,87.16417910447761,97.84,90.12,56.48,102.47,7.1,20.99,0.0,0.0,16.98,29.63,0.0,13.27,4.01,14.51,24.07,46.61,Abilene Christian Wildcats
"Dontrez Williams, Leonardo Bettiol",42.5,76.5,9.28,91.78082191780823,82.5,91.78,90.41,49.32,100.0,4.11,17.81,0.0,0.0,19.18,30.14,0.0,15.07,2.74,19.18,39.73,49.32,Abilene Christian Wildcats
"Christian Alston, Quion Williams",26.7,56.0,8.87,94.11764705882352,85.24590163934425,94.12,101.96,47.06,103.92,1.96,19.61,0.0,0.0,19.61,25.49,0.0,19.61,1.96,15.69,27.45,45.1,Abilene Christian Wildcats
"Bradyn Hubbard, Hunter Jack Madden",648.9,1270.0,8.43,93.22834645669292,84.80314960629921,93.23,84.8,51.34,98.98,7.24,21.42,0.0,0.0,14.72,28.19,0.0,13.86,3.31,15.75,24.88,42.91,Abilene Christian Wildcats
"Hunter Jack Madden, Yaniel Rivera",185.3,379.5,7.76,85.44973544973546,77.69028871391076,85.45,78.31,49.21,102.91,5.29,22.22,0.0,0.0,21.16,29.37,0.0,13.49,4.76,18.25,24.6,50.53,Abilene Christian Wildcats
"Bradyn Hubbard, Nasir DeGruy",197.6,387.5,6.98,92.68929503916449,85.71428571428571,92.69,87.73,48.83,100.0,7.57,26.11,0.0,0.0,15.67,27.94,0.0,14.1,3.13,15.67,25.07,43.61,Abilene Christian Wildcats
"Bradyn Hubbard, Leonardo Bettiol",748.3,1437.5,6.53,92.99229152067274,86.46408839779005,92.99,87.74,50.6,96.99,7.22,20.95,0.0,0.0,14.02,28.73,0.0,14.02,3.22,17.03,24.81,42.75,Abilene Christian Wildcats
"Rich Smith, Yaniel Rivera",284.7,553.5,6.41,88.44036697247707,82.02846975088967,88.44,84.59,50.28,98.9,5.69,19.08,0.0,0.0,18.9,30.46,0.0,13.21,3.67,20.0,26.24,49.36,Abilene Christian Wildcats
"Dontrez Williams, Rich Smith",55.5,115.5,6.24,81.65137614678899,75.40983606557377,81.65,84.4,52.29,98.17,2.75,12.84,0.0,0.0,17.43,29.36,0.0,12.84,4.59,19.27,34.86,46.79,Abilene Christian Wildcats
"Bradyn Hubbard, Rich Smith",637.2,1232.5,5.78,92.18877135882832,86.40776699029125,92.19,86.9,51.26,97.31,6.83,19.2,0.0,0.0,14.81,29.13,0.0,13.26,3.42,17.49,25.55,43.94,Abilene Christian Wildcats
"Bradyn Hubbard, Yaniel Rivera",228.8,427.0,5.65,95.48693586698337,89.83833718244803,95.49,92.4,50.59,96.91,8.55,23.52,0.0,0.0,17.34,30.4,0.0,13.3,3.56,20.43,24.47,47.74,Abilene Christian Wildcats
"Leonardo Bettiol, Yaniel Rivera",335.9,650.0,4.5,87.05148205928236,82.54931714719271,87.05,84.87,48.21,97.82,5.62,20.75,0.0,0.0,18.72,29.33,0.0,13.73,4.06,20.9,25.74,48.05,Abilene Christian Wildcats
"Bradyn Hubbard, Dontrez Williams",44.3,84.0,4.47,81.48148148148148,77.01149425287356,81.48,82.72,45.68,95.06,6.17,18.52,0.0,0.0,14.81,30.86,0.0,12.35,2.47,19.75,33.33,45.67,Abilene Christian Wildcats
"Leonardo Bettiol, Nasir DeGruy",338.0,677.0,4.02,89.4894894894895,85.46511627906976,89.49,88.29,50.15,98.65,5.41,21.92,0.0,0.0,15.47,29.13,0.0,13.66,4.2,16.82,25.38,44.6,Abilene Christian Wildcats
"Hunter Jack Madden, Nasir DeGruy",398.8,814.0,3.89,89.15510718789407,85.26946107784431,89.16,89.79,50.57,98.87,5.67,21.19,0.0,0.0,16.14,28.5,0.0,13.24,3.91,17.28,27.11,44.64,Abilene Christian Wildcats
"Hunter Jack Madden, Leonardo Bettiol",902.4,1785.0,2.91,89.42307692307693,86.5149833518313,89.42,88.18,50.4,98.53,5.94,19.57,0.0,0.0,15.72,27.6,0.0,13.74,3.39,17.19,25.34,43.32,Abilene Christian Wildcats
"Leonardo Bettiol, Rich Smith",731.2,1419.0,1.91,89.05472636815921,87.14185883997206,89.05,88.63,50.04,97.44,6.11,18.19,0.0,0.0,15.71,27.58,0.0,13.43,3.2,18.27,26.01,43.29,Abilene Christian Wildcats
"Hunter Jack Madden, Rich Smith",643.0,1271.5,1.89,87.93375394321767,86.0392156862745,87.93,86.51,50.0,98.66,5.91,18.38,0.0,0.0,16.09,27.21,0.0,13.33,3.39,17.43,26.5,43.3,Abilene Christian Wildcats
"Cade Hornecker, Rich Smith",41.5,85.5,1.18,80.72289156626506,79.54545454545455,80.72,84.34,46.99,108.43,3.61,22.89,0.0,0.0,25.3,31.33,0.0,13.25,4.82,16.87,28.92,56.63,Abilene Christian Wildcats
"Bradyn Hubbard, Quion Williams",702.7,1363.0,0.54,88.93805309734513,88.39416058394161,88.94,89.31,49.78,96.68,6.05,19.17,0.0,0.0,14.16,27.73,0.0,12.61,3.1,17.48,26.11,41.89,Abilene Christian Wildcats
"Quion Williams, Yaniel Rivera",298.6,592.0,0.29,82.24137931034483,81.95364238410596,82.24,85.34,47.24,94.83,4.48,17.93,0.0,0.0,16.9,30.0,0.0,11.55,3.97,22.07,26.38,46.9,Abilene Christian Wildcats
"Quion Williams, Rich Smith",732.2,1444.5,-0.5,86.35409377186843,86.84931506849315,86.35,88.73,49.55,97.2,5.25,17.07,0.0,0.0,15.54,27.85,0.0,12.46,3.29,18.33,27.01,43.39,Abilene Christian Wildcats
"Joseph Venzant, Quion Williams",160.0,327.0,-1.11,88.88888888888889,90.0,88.89,91.67,54.32,99.07,5.56,15.74,0.0,0.0,16.98,26.54,0.0,12.35,4.01,17.9,29.63,43.52,Abilene Christian Wildcats
"Leonardo Bettiol, Quion Williams",959.4,1879.5,-1.65,86.50537634408603,88.15165876777252,86.51,90.0,49.41,97.2,5.11,18.01,0.0,0.0,15.43,27.31,0.0,12.85,3.33,18.23,26.34,42.74,Abilene Christian Wildcats
"Hunter Jack Madden, Quion Williams",926.8,1859.0,-2.1,85.35655960805661,87.4534821903243,85.36,89.55,49.48,97.99,4.95,18.02,0.0,0.0,15.68,26.73,0.0,12.79,3.43,17.69,27.33,42.41,Abilene Christian Wildcats
"Cade Hornecker, Hunter Jack Madden",105.9,219.5,-2.16,83.17757009345794,85.33333333333334,83.18,89.72,47.2,101.4,6.07,21.5,0.0,0.0,20.56,26.64,0.0,11.21,4.21,19.16,31.31,47.2,Abilene Christian Wildcats
"Christian Alston, Leonardo Bettiol",25.5,54.0,-2.85,71.69811320754717,74.54545454545455,71.7,77.36,37.74,84.91,0.0,11.32,0.0,0.0,7.55,26.42,0.0,22.64,3.77,22.64,28.3,33.97,Abilene Christian Wildcats
"Nasir DeGruy, Quion Williams",373.3,756.0,-3.69,85.15519568151147,88.84565499351491,85.16,92.44,49.53,97.98,4.72,19.7,0.0,0.0,16.19,26.45,0.0,13.09,3.91,18.22,28.74,42.64,Abilene Christian Wildcats
"Bradyn Hubbard, Cade Hornecker",59.4,117.0,-5.98,88.88888888888889,94.87179487179486,88.89,94.87,48.72,111.11,6.84,24.79,0.0,0.0,28.21,27.35,0.0,10.26,3.42,17.09,28.21,55.56,Abilene Christian Wildcats
"Cade Hornecker, Quion Williams",109.3,226.5,-6.35,84.33179723502305,90.67796610169492,84.33,98.62,47.47,99.08,6.45,21.66,0.0,0.0,19.35,26.73,0.0,11.98,3.69,20.28,31.8,46.08,Abilene Christian Wildcats
"Nasir DeGruy, Yaniel Rivera",78.6,156.0,-6.38,81.04575163398692,87.42138364779875,81.05,90.85,42.48,92.81,5.88,24.84,0.0,0.0,16.34,29.41,0.0,12.42,4.58,23.53,24.18,45.75,Abilene Christian Wildcats
"Dontrez Williams, Hunter Jack Madden",75.1,159.5,-6.77,76.66666666666667,83.4319526627219,76.67,94.0,46.0,96.0,2.67,16.0,0.0,0.0,14.67,30.67,0.0,10.67,4.0,18.67,34.0,45.34,Abilene Christian Wildcats
"Cade Hornecker, Nasir DeGruy",92.3,188.5,-7.62,85.71428571428571,93.33333333333333,85.71,100.0,47.8,98.35,7.69,19.78,0.0,0.0,19.23,26.92,0.0,12.09,3.85,20.88,31.32,46.15,Abilene Christian Wildcats
"Dontrez Williams, Quion Williams",64.4,139.0,-10.92,73.64341085271317,84.56375838926175,73.64,97.67,48.06,98.45,0.78,16.28,0.0,0.0,13.95,30.23,0.0,10.85,4.65,15.5,39.53,44.18,Abilene Christian Wildcats
