athlete_id,o_rapm,d_rapm,rapm,athlete_display_name,team_id,team_display_name,total_poss
4397210,1.2,2.1,3.3,Gabe Brown,127,Michigan State Spartans,1093.52
4432827,0.93,2.37,3.3000000000000003,Oscar Tshiebwe,277,West Virginia Mountaineers,2051.88
4278506,1.59,1.71,3.3,Evan Battey,38,Colorado Buffaloes,2025.08
4278507,1.59,1.71,3.3,McKinley Wright IV,38,Colorado Buffaloes,2025.08
4395630,1.45,1.84,3.29,Devin Vassell,52,Florida State Seminoles,1945.52
3908856,1.65,1.63,3.28,Xeyrius Williams,2006,Akron Zips,1947.68
4397807,1.65,1.63,3.28,Channel Banks,2006,Akron Zips,1947.68
4066919,1.65,1.63,3.28,Loren Cristian Jackson,2006,Akron Zips,1947.68
4397209,2.11,1.18,3.29,Aaron Henry,127,Michigan State Spartans,1846.48
3908808,1.32,1.96,3.2800000000000002,Ryan McMahon,97,Louisville Cardinals,1013.16
4397189,1.63,1.64,3.2699999999999996,Jalen Smith,120,Maryland Terrapins,2006.68
4066371,1.63,1.64,3.2699999999999996,Anthony Cowan Jr.,120,Maryland Terrapins,2006.68
4278417,1.21,2.04,3.25,Mike'L Simms,2670,VCU Rams,1723.44
4278076,1.87,1.38,3.25,Nick Richards,96,Kentucky Wildcats,2050.2400000000002
4277954,1.53,1.71,3.24,Darryl Morsell,120,Maryland Terrapins,1857.8
3906692,1.52,1.71,3.23,Derric Jean,2348,Louisiana Tech Bulldogs,1976.44
4066997,1.52,1.71,3.23,DaQuan Bracey,2348,Louisiana Tech Bulldogs,1976.44
3906969,3.15,0.07,3.2199999999999998,Tyler Hamilton,2729,William & Mary Tribe,1407.68
4067696,1.5,1.71,3.21,MaCio Teague,239,Baylor Bears,1857.2
4277957,1.79,1.4,3.19,Isaiah Livers,130,Michigan Wolverines,1443.8
4409222,1.8,1.38,3.1799999999999997,Trevelin Queen,166,New Mexico State Aggies,1491.84
4067472,1.93,1.22,3.15,Johnny McCants,166,New Mexico State Aggies,1061.1200000000001
4431673,1.24,1.91,3.15,Matthew Hurt,150,Duke Blue Devils,1600.48
4279111,1.36,1.78,3.14,Trey Wade,2724,Wichita State Shockers,1909.6
4431766,0.73,2.39,3.12,Damion Baugh,235,Memphis Tigers,1846.2
4278502,1.43,1.69,3.12,Tyler Bey,38,Colorado Buffaloes,1896.8799999999999
4278552,1.34,1.75,3.09,Aaron Thompson,2086,Butler Bulldogs,1708.6000000000001
4397100,0.9,2.18,3.08,Jordan McCabe,277,West Virginia Mountaineers,1926.8400000000001
4279696,1.68,1.37,3.05,Jalen Gabbidon,43,Yale Bulldogs,2027.2
4066848,1.68,1.37,3.05,Eric Monroe,43,Yale Bulldogs,2027.2
4279098,1.58,1.46,3.04,Malik Osborne,52,Florida State Seminoles,1795.8
3915081,1.23,1.8,3.0300000000000002,Everett Duncan,261,Vermont Catamounts,2063.08
4066790,1.23,1.8,3.0300000000000002,Anthony Lamb,261,Vermont Catamounts,2063.08
4398347,1.55,1.47,3.02,DaQuan Smith,93,Murray State Racers,1886.0800000000002
4395702,1.5,1.52,3.02,Isaiah Joe,8,Arkansas Razorbacks,1648.52
4279699,1.7,1.31,3.01,Paul Atkinson Jr.,43,Yale Bulldogs,1962.16
3934623,1.77,1.24,3.01,Steven Enoch,97,Louisville Cardinals,1873.68
4397014,2.24,0.76,3.0,Quentin Grimes,248,Houston Cougars,1400.6
4067017,2.02,0.97,2.99,A.J. Lawson,2377,McNeese Cowboys,4178.8
4280203,1.98,0.99,2.9699999999999998,Trae Berhow,2460,Northern Iowa Panthers,2059.92
4279169,1.98,0.99,2.9699999999999998,Austin Phyfe,2460,Northern Iowa Panthers,2059.92
4397475,1.98,0.99,2.9699999999999998,AJ Green,2460,Northern Iowa Panthers,2059.92
4067050,1.98,0.99,2.9699999999999998,Isaiah Brown,2460,Northern Iowa Panthers,2059.92
4397371,0.71,2.26,2.9699999999999998,Nathan Mensah,21,San Diego State Aztecs,879.24
4280037,0.83,2.13,2.96,Isaiah Miller,2430,UNC Greensboro Spartans,2230.76
4067610,0.83,2.13,2.96,Malik Massey,2430,UNC Greensboro Spartans,2230.76
3948855,0.83,2.13,2.96,James Dickey,2430,UNC Greensboro Spartans,2230.76
4395722,1.6,1.35,2.95,Ashton Hagans,96,Kentucky Wildcats,1929.0
4397002,1.54,1.41,2.95,Ayo Dosunmu,356,Illinois Fighting Illini,2017.48
3912274,0.91,2.03,2.94,Daniel Giddens,261,Vermont Catamounts,1931.56
4067579,1.15,1.79,2.94,Georgie Pacheco-Ortiz,2335,Liberty Flames,1802.84
4396745,1.15,1.79,2.94,Darius McGhee,2335,Liberty Flames,1802.84
3907110,1.15,1.79,2.94,Scottie James,2335,Liberty Flames,1802.84
4278881,1.15,1.79,2.94,Elijah Cuffee,2335,Liberty Flames,1802.84
4277878,1.93,1.0,2.9299999999999997,Darius Perry,97,Louisville Cardinals,1748.1200000000001
4066736,2.26,0.65,2.9099999999999997,Jordan Ford,2608,Saint Mary's Gaels,1944.4
4066467,2.26,0.65,2.9099999999999997,Malik Fitts,2608,Saint Mary's Gaels,1944.4
4396979,2.18,0.74,2.92,Emmitt Williams,99,LSU Tigers,1758.28
4066269,2.62,0.28,2.9000000000000004,Skylar Mays,99,LSU Tigers,2188.04
4395709,2.04,0.85,2.89,J'Von McCormick,2,Auburn Tigers,2137.6
3913188,2.04,0.85,2.89,Samir Doughty,2,Auburn Tigers,2137.6
4078506,2.04,0.85,2.89,Austin Wiley,2,Auburn Tigers,2137.6
4397003,1.19,1.7,2.8899999999999997,Giorgi Bezhanishvili,356,Illinois Fighting Illini,1635.04
3936192,1.93,0.94,2.87,Tanner Krebs,2608,Saint Mary's Gaels,1880.24
4397307,2.39,0.48,2.87,Trent Harris,2458,Northern Colorado Bears,978.04
4397109,1.43,1.43,2.86,A.J. Reeves,2507,Providence Friars,1114.0
4278585,1.73,1.13,2.86,Collin Gillespie,222,Villanova Wildcats,2083.4
4432813,1.73,1.13,2.86,Jeremiah Robinson-Earl,222,Villanova Wildcats,2083.4
4397136,1.73,1.13,2.86,Saddiq Bey,222,Villanova Wildcats,2083.4
4277960,1.31,1.54,2.85,Eli Brooks,130,Michigan Wolverines,1940.88
4067611,0.9,1.94,2.84,Kyrin Galloway,2430,UNC Greensboro Spartans,1853.3600000000001
3906782,1.58,1.26,2.84,Michael Benkert,2057,Belmont Bruins,2307.96
4398300,1.58,1.26,2.84,Adam Kunkel,2057,Belmont Bruins,2307.96
4067099,1.58,1.26,2.84,Tyler Scanlon,2057,Belmont Bruins,2307.96
4279920,1.58,1.26,2.84,Grayson Murphy,2057,Belmont Bruins,2307.96
3920203,0.87,1.95,2.82,Marcus Evans,2670,VCU Rams,1455.8400000000001
4593473,1.3,1.51,2.81,Russhard Cruickshank,2198,Eastern Kentucky Colonels,1430.0
4397099,0.65,2.16,2.81,Emmitt Matthews Jr.,277,West Virginia Mountaineers,1983.92
4278582,1.65,1.15,2.8,Romaro Gill,2550,Seton Hall Pirates,1740.88
4431679,0.02,2.77,2.79,Precious Achiuwa,235,Memphis Tigers,2258.76
3913173,1.64,1.15,2.79,Chase Jeter,12,Arizona Wildcats,1055.72
4397026,1.47,1.3,2.77,Bryce Golden,2086,Butler Bulldogs,1974.24
3908903,1.47,1.3,2.77,Sean McDermott,2086,Butler Bulldogs,1974.24
4067439,1.47,1.3,2.77,Bryce Nze,2086,Butler Bulldogs,1974.24
4397183,0.3,2.46,2.76,Aaron Wiggins,120,Maryland Terrapins,1114.64
4432932,1.84,0.91,2.75,Max Abmas,198,Oral Roberts Golden Eagles,1876.56
3949224,1.84,0.91,2.75,Deondre Burns,198,Oral Roberts Golden Eagles,1876.56
4294217,2.46,0.28,2.74,Kolby Lee,252,BYU Cougars,1972.28
4277978,1.29,1.45,2.74,Jamari Wheeler,213,Penn State Nittany Lions,2194.12
4066405,1.29,1.45,2.74,Lamar Stevens,213,Penn State Nittany Lions,2194.12
4395704,1.57,1.16,2.73,Mason Jones,8,Arkansas Razorbacks,2015.84
4280016,1.53,1.21,2.74,Alex Hunter,231,Furman Paladins,2158.48
4278954,2.08,0.65,2.73,Shakur Juiston,2483,Oregon Ducks,1671.12
4067607,1.57,1.16,2.73,Jordan Lyons,231,Furman Paladins,2220.84
4280015,1.57,1.16,2.73,Noah Gurley,231,Furman Paladins,2220.84
4398207,1.57,1.16,2.73,Jalen Slawson,231,Furman Paladins,2220.84
3947674,1.16,1.55,2.71,Quincy McKnight,2550,Seton Hall Pirates,1968.76
4066632,1.55,1.17,2.7199999999999998,Justinian Jessup,68,Boise State Broncos,2261.8
4595432,1.5,1.22,2.7199999999999998,Spirit Ricks,2450,Norfolk State Spartans,1074.68
4397111,0.38,2.33,2.71,Bryce Wills,24,Stanford Cardinal,2056.16
3912836,1.81,0.9,2.71,Jonah Radebaugh,2458,Northern Colorado Bears,1775.36
4397311,1.81,0.9,2.71,Bodie Hume,2458,Northern Colorado Bears,1775.36
4397312,1.81,0.9,2.71,Kur Jockuch,2458,Northern Colorado Bears,1775.36
4278649,1.81,0.9,2.71,Matt Johnson,2458,Northern Colorado Bears,1775.36
4278244,0.94,1.77,2.71,Stef Smith,261,Vermont Catamounts,1993.72
4066974,1.59,1.11,2.7,Koch Bar,71,Bradley Braves,1876.68
4397243,0.94,1.76,2.7,Eric Hunter Jr.,2509,Purdue Boilermakers,1830.8400000000001
4397097,0.67,2.02,2.69,Jermaine Haley,277,West Virginia Mountaineers,1980.68
4066378,1.51,1.18,2.69,Jon Teske,130,Michigan Wolverines,2006.48
4592402,1.76,0.92,2.68,Chris Duarte,2483,Oregon Ducks,1908.08
4278524,0.6,2.08,2.68,Oscar da Silva,24,Stanford Cardinal,2053.6
4279923,1.03,1.65,2.6799999999999997,Nick Muszynski,2057,Belmont Bruins,2234.28
4397019,0.9,1.78,2.68,David McCormack,2305,Kansas Jayhawks,1229.24
4397251,0.92,1.75,2.67,Ron Harper Jr.,164,Rutgers Scarlet Knights,1883.48
4397250,0.92,1.75,2.67,Montez Mathis,164,Rutgers Scarlet Knights,1883.48
4066832,1.31,1.36,2.67,Nick Sherod,257,Richmond Spiders,2017.68
4278378,1.31,1.36,2.67,Jacob Gilyard,257,Richmond Spiders,2017.68
4278380,1.31,1.36,2.67,Nathan Cayo,257,Richmond Spiders,2017.68
4397094,0.35,2.29,2.64,Derek Culver,277,West Virginia Mountaineers,1656.64
3941317,0.89,1.73,2.62,Issac Vann,2670,VCU Rams,2060.56
4278420,0.89,1.73,2.62,Marcus Santos-Silva,2670,VCU Rams,2060.56
4066500,0.51,2.11,2.62,De'Riante Jenkins,2670,VCU Rams,1864.56
4592427,0.85,1.75,2.6,Spencer Jones,24,Stanford Cardinal,1918.16
4431744,1.87,0.72,2.59,Armaan Franklin,84,Indiana Hoosiers,635.48
4067807,1.49,1.1,2.59,Nijal Pearson,326,Texas State Bobcats,2097.0
4432828,1.43,1.17,2.5999999999999996,Kofi Cockburn,356,Illinois Fighting Illini,2080.08
4066414,1.02,1.56,2.58,Aleem Ford,275,Wisconsin Badgers,1979.28
4066413,1.02,1.56,2.58,D'Mitrik Trice,275,Wisconsin Badgers,1979.28
4277994,1.02,1.56,2.58,Nate Reuvers,275,Wisconsin Badgers,1979.28
4431678,1.98,0.6,2.58,Tyrese Maxey,96,Kentucky Wildcats,1898.16
4279891,1.17,1.4,2.57,Anthony Smith,93,Murray State Racers,2021.16
4279886,1.17,1.4,2.57,Tevin Brown,93,Murray State Racers,2021.16
4278229,1.46,1.11,2.5700000000000003,Josh Carlton,41,UConn Huskies,2191.36
4066443,1.46,1.11,2.5700000000000003,Christian Vital,41,UConn Huskies,2191.36
4066377,1.48,1.08,2.56,Zavier Simpson,130,Michigan Wolverines,1932.92
4066789,1.13,1.42,2.55,Ben Shungu,261,Vermont Catamounts,1391.76
4431752,0.81,1.74,2.55,Kobe Brown,142,Missouri Tigers,1733.56
4280020,1.02,1.5,2.52,Jeromy Rodriguez,2193,East Tennessee State Buccaneers,1024.76
4067608,1.42,1.1,2.52,Clay Mounce,231,Furman Paladins,2010.08
4397516,1.18,1.32,2.5,Mubarak Muhammed,2348,Louisiana Tech Bulldogs,1909.52
4066976,1.45,1.05,2.5,Nate Kennell,71,Bradley Braves,2005.04
4066295,0.95,1.56,2.51,Jakolby Long,253,Southern Utah Thunderbirds,1110.44
4066240,-0.11,2.6,2.49,Braxton Key,258,Virginia Cavaliers,1522.76
3948642,0.55,1.94,2.49,Lamonte Turner,2633,Tennessee Volunteers,738.04
4397238,1.06,1.43,2.49,Myreon Jones,213,Penn State Nittany Lions,1717.36
4278588,1.56,0.92,2.48,Jermaine Samuels,222,Villanova Wildcats,2013.68
4277936,1.1,1.38,2.48,Trent Frazier,356,Illinois Fighting Illini,2018.6
4278522,0.52,1.95,2.4699999999999998,Daejon Davis,24,Stanford Cardinal,2126.64
4278074,0.77,1.69,2.46,Quade Green,264,Washington Huskies,981.0
4279313,0.35,2.09,2.44,Ishmael El-Amin,2050,Ball State Cardinals,2065.04
4067362,0.35,2.09,2.44,Kyle Mallers,2050,Ball State Cardinals,2065.04
4396959,1.96,0.48,2.44,Reggie Perry,344,Mississippi State Bulldogs,2070.44
4066288,1.96,0.48,2.44,Abdul Ado,344,Mississippi State Bulldogs,2070.44
4396961,1.96,0.48,2.44,Robert Woodard II,344,Mississippi State Bulldogs,2070.44
4277951,1.95,0.48,2.4299999999999997,Luka Garza,2294,Iowa Hawkeyes,2170.92
4397033,1.95,0.48,2.4299999999999997,Joe Wieskamp,2294,Iowa Hawkeyes,2170.92
4277950,1.95,0.48,2.4299999999999997,Connor McCaffery,2294,Iowa Hawkeyes,2170.92
4067446,0.59,1.84,2.43,Dantez Walton,94,Northern Kentucky Norse,1400.76
4433069,1.11,1.33,2.4400000000000004,Demond Robinson,93,Murray State Racers,1461.88
4067810,1.3,1.13,2.4299999999999997,Eric Terry,326,Texas State Bobcats,2159.88
4278982,1.14,1.28,2.42,Elijah Childs,71,Bradley Braves,1271.92
3947221,1.08,1.34,2.42,Luwane Pipkins,2507,Providence Friars,1754.2
4277993,1.07,1.34,2.41,Brad Davison,275,Wisconsin Badgers,1912.68
4277812,2.01,0.39,2.4,Alex Reese,333,Alabama Crimson Tide,1887.0
4594152,0.86,1.54,2.4,Roti Ware,2617,Stephen F. Austin Lumberjacks,2059.56
4067858,0.86,1.54,2.4,Kevon Harris,2617,Stephen F. Austin Lumberjacks,2059.56
4397045,1.08,1.31,2.39,Isaac Likekele,197,Oklahoma State Cowboys,1885.44
4066836,1.5,0.89,2.39,Grant Golden,257,Richmond Spiders,1948.48
4279493,0.77,1.62,2.39,Gavin Kensmil,2617,Stephen F. Austin Lumberjacks,1987.48
4395714,1.48,0.91,2.39,Keyontae Johnson,57,Florida Gators,2043.72
3945564,1.48,0.91,2.39,Kerry Blackshear Jr.,57,Florida Gators,2043.72
4395712,1.48,0.91,2.39,Andrew Nembhard,57,Florida Gators,2043.72
4066965,1.71,0.66,2.37,Jerrick Harding,2692,Weber State Wildcats,1916.88
4397724,1.47,0.9,2.37,Matthias Tass,2608,Saint Mary's Gaels,651.88
4066720,1.95,0.42,2.37,Damien Jefferson,156,Creighton Bluejays,1586.28
4278579,0.62,1.75,2.37,Myles Cale,2550,Seton Hall Pirates,1693.3600000000001
4397239,0.96,1.4,2.36,Myles Dread,213,Penn State Nittany Lions,1635.04
4066628,1.45,0.9,2.35,Derrick Alston Jr.,68,Boise State Broncos,2121.36
4278338,0.87,1.47,2.34,John Comeaux,2617,Stephen F. Austin Lumberjacks,1986.48
4277987,0.69,1.65,2.34,Myles Johnson,164,Rutgers Scarlet Knights,1485.04
4397046,1.14,1.2,2.34,Yor Anei,197,Oklahoma State Cowboys,1829.88
4431684,1.13,1.2,2.33,Trayce Jackson-Davis,84,Indiana Hoosiers,2182.04
4277943,1.13,1.2,2.33,Justin Smith,84,Indiana Hoosiers,2182.04
4277942,1.13,1.2,2.33,Al Durham,84,Indiana Hoosiers,2182.04
4395713,1.61,0.72,2.33,Noah Locke,57,Florida Gators,1915.2
4396972,2.32,0.01,2.3299999999999996,Javonte Smart,99,LSU Tigers,2113.68
4396978,2.32,0.01,2.3299999999999996,Darius Days,99,LSU Tigers,2113.68
4065763,1.18,1.14,2.32,Joey Brunk,84,Indiana Hoosiers,2122.44
4277986,0.75,1.57,2.3200000000000003,Geo Baker,164,Rutgers Scarlet Knights,1157.44
3913169,0.72,1.6,2.3200000000000003,Akwasi Yeboah,164,Rutgers Scarlet Knights,1405.16
4065816,1.51,0.81,2.3200000000000003,Myles Powell,2550,Seton Hall Pirates,1829.4
4278079,-0.01,2.32,2.31,Brandon Rachal,202,Tulsa Golden Hurricane,1713.72
4431675,2.51,-0.2,2.3099999999999996,Trendon Watford,99,LSU Tigers,2114.8
4395662,1.7,0.62,2.32,Manny Bates,152,NC State Wolfpack,1857.08
4066751,1.52,0.8,2.3200000000000003,Charles Minlend,2539,San Francisco Dons,2225.04
4066748,1.52,0.8,2.3200000000000003,Jimbo Lull,2539,San Francisco Dons,2225.04
4280245,1.52,0.8,2.3200000000000003,Jamaree Bouyea,2539,San Francisco Dons,2225.04
4066752,1.52,0.8,2.3200000000000003,Jordan Ratinho,2539,San Francisco Dons,2225.04
4066973,1.25,1.06,2.31,Darrell Brown,71,Bradley Braves,1941.44
4278007,1.67,0.63,2.3,Braxton Beverly,152,NC State Wolfpack,1287.4
4066761,1.24,1.04,2.2800000000000002,Diogo Brito,328,Utah State Aggies,507.76
4395727,1.38,0.9,2.28,EJ Montgomery,96,Kentucky Wildcats,1620.1200000000001
4066757,1.1,1.17,2.27,Sam Merrill,328,Utah State Aggies,2173.52
4277982,0.79,1.48,2.27,Aaron Wheeler,2509,Purdue Boilermakers,574.88
4278542,0.55,1.71,2.26,Nahziah Carter,264,Washington Huskies,2182.64
4396677,1.15,1.12,2.27,Jamarius Burton,2724,Wichita State Shockers,1705.24
4396682,1.15,1.12,2.27,Jaime Echenique,2724,Wichita State Shockers,1705.24
4277984,1.09,1.17,2.26,Nojel Eastern,2509,Purdue Boilermakers,1635.4
4067741,0.95,1.31,2.26,Josh Ferguson,2737,Winthrop Eagles,2318.2400000000002
4397753,1.04,1.21,2.25,Trey Wertz,2541,Santa Clara Broncos,2108.36
4280250,1.04,1.21,2.25,Josip Vrankic,2541,Santa Clara Broncos,2108.36
4431794,0.12,2.11,2.23,Grant Sherfield,2724,Wichita State Shockers,840.28
4397071,1.52,0.71,2.23,Mac McClung,46,Georgetown Hoyas,1368.76
4592585,1.44,0.79,2.23,Ellis Magnuson,331,Eastern Washington Eagles,2236.88
4066880,1.44,0.79,2.23,Mason Peatling,331,Eastern Washington Eagles,2236.88
4066878,1.44,0.79,2.23,Jacob Davison,331,Eastern Washington Eagles,2236.88
4278602,1.44,0.79,2.23,Kim Aiken Jr.,331,Eastern Washington Eagles,2236.88
3936293,1.35,0.88,2.23,Jimmy Whitt Jr.,8,Arkansas Razorbacks,2152.36
3947214,0.54,1.68,2.2199999999999998,Jaire Grayer,2628,TCU Horned Frogs,1782.0
4431747,0.67,1.56,2.23,Tyrell Terry,24,Stanford Cardinal,2056.28
4397037,2.02,0.19,2.21,Christian Bishop,156,Creighton Bluejays,1650.16
4278556,2.02,0.19,2.21,Mitch Ballock,156,Creighton Bluejays,1650.16
4278555,2.02,0.19,2.21,Ty-Shon Alexander,156,Creighton Bluejays,1650.16
4277902,0.86,1.35,2.21,Brady Manek,201,Oklahoma Sooners,2142.6
4066457,0.86,1.35,2.21,Austin Reaves,201,Oklahoma Sooners,2142.6
4592479,1.02,1.19,2.21,Julian Champagnie,2599,St. John's Red Storm,1915.68
4431671,0.5,1.71,2.21,Jaden McDaniels,264,Washington Huskies,1472.68
4065699,1.44,0.76,2.2,Markell Johnson,152,NC State Wolfpack,2100.08
4398211,1.37,0.83,2.2,Vinnie Shahid,2449,North Dakota State Bison,1819.52
4067700,1.37,0.83,2.2,Tyson Ward,2449,North Dakota State Bison,1819.52
4065653,1.67,0.53,2.2,Jack White,150,Duke Blue Devils,511.68
4066292,0.61,1.59,2.2,Mark Vital,239,Baylor Bears,1508.2
4278134,0.96,1.23,2.19,Kimani Lawrence,9,Arizona State Sun Devils,1672.44
4278569,1.2,1.0,2.2,Theo John,269,Marquette Golden Eagles,1940.08
4067386,0.91,1.28,2.19,Mitch Peterson,2309,Kent State Golden Flashes,720.48
4432818,1.68,0.5,2.1799999999999997,Rocket Watts,127,Michigan State Spartans,948.24
4278402,0.72,1.46,2.1799999999999997,Jordan Goodwin,139,Saint Louis Billikens,2133.12
4397107,0.79,1.38,2.17,David Duke Jr.,2507,Providence Friars,2155.16
4065761,1.17,1.0,2.17,Kamar Baldwin,2086,Butler Bulldogs,1913.44
4397036,1.74,0.43,2.17,Marcus Zegarowski,156,Creighton Bluejays,1587.16
4432810,0.58,1.59,2.17,Isaiah Stewart,264,Washington Huskies,2256.36
4279565,0.69,1.48,2.17,Ryan Schwieger,163,Princeton Tigers,1134.56
4278217,0.59,1.57,2.16,Keith Williams,2132,Cincinnati Bearcats,2053.64
4279252,0.59,1.57,2.16,Chris Vogt,2132,Cincinnati Bearcats,2053.64
4395677,-0.67,2.83,2.16,Kihei Clark,258,Virginia Cavaliers,1817.32
3947156,-0.67,2.83,2.16,Mamadi Diakite,258,Virginia Cavaliers,1817.32
4279197,1.26,0.89,2.15,Alihan Demir,135,Minnesota Golden Gophers,1861.76
