Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
Drake Green,325.0,563.0,13.98,98.18181818181819,84.20138888888889,98.18,88.18,53.64,102.36,8.18,28.55,0.0,0.0,19.09,34.36,0.0,11.45,4.91,16.73,26.18,53.45,Abilene Christian Wildcats
Isaiah Tripp,205.0,413.0,12.7,101.71990171990173,89.02147971360382,101.72,91.65,54.05,96.07,10.07,25.8,0.0,0.0,10.81,30.71,0.0,9.58,4.18,14.74,22.6,41.52,Abilene Christian Wildcats
B.J. Maxwell,80.0,184.0,9.96,87.91208791208791,77.95698924731182,87.91,79.67,50.55,89.01,6.59,18.68,0.0,0.0,8.24,31.32,0.0,10.99,4.95,19.23,26.92,39.56,Abilene Christian Wildcats
Jalone Friday,1085.0,2151.0,8.86,92.37689393939394,83.51598173515981,92.38,86.6,50.05,95.12,8.33,25.66,0.0,0.0,12.55,32.39,0.0,9.94,5.4,17.42,26.61,44.94,Abilene Christian Wildcats
Payten Ricks,640.0,1335.0,8.49,88.93129770992367,80.44117647058823,88.93,83.51,47.56,92.6,8.4,25.34,0.0,0.0,10.31,30.46,0.0,10.61,5.65,17.71,27.63,40.77,Abilene Christian Wildcats
Jaren Lewis,1250.0,2487.0,7.95,92.20992209922099,84.2603550295858,92.21,87.58,49.77,94.79,8.32,25.34,0.0,0.0,12.3,31.61,0.0,10.21,5.25,17.51,26.45,43.91,Abilene Christian Wildcats
Jaylen Franklin,1250.0,2487.0,7.95,92.20992209922099,84.2603550295858,92.21,87.58,49.77,94.79,8.32,25.34,0.0,0.0,12.3,31.61,0.0,10.21,5.25,17.51,26.45,43.91,Abilene Christian Wildcats
Tevin Foster,1170.0,2320.5,6.08,91.24890061565523,85.17110266159695,91.25,88.65,49.38,94.64,8.14,25.24,0.0,0.0,12.4,31.71,0.0,10.07,5.32,17.77,26.61,44.11,Abilene Christian Wildcats
Hayden Howell,125.0,258.0,2.85,91.2,88.34586466165413,91.2,94.0,48.4,89.6,8.8,23.2,0.0,0.0,9.6,26.4,0.0,12.4,3.6,20.0,24.4,36.0,Abilene Christian Wildcats
Hayden Farquhar,40.0,78.0,-0.23,90.9090909090909,91.13924050632912,90.91,93.51,46.75,102.6,6.49,23.38,0.0,0.0,14.29,27.27,0.0,10.39,6.49,11.69,28.57,41.56,Abilene Christian Wildcats
Trey Lenox,80.0,158.5,-5.24,92.90322580645162,98.14814814814815,92.9,102.58,48.39,92.26,8.39,21.94,0.0,0.0,12.26,32.9,0.0,5.16,5.16,20.0,24.52,45.16,Abilene Christian Wildcats
Frank Toohey,480.0,936.5,2.48,91.66666666666666,89.1891891891892,91.67,87.03,49.37,95.46,10.34,30.38,0.0,0.0,12.34,30.7,0.0,7.7,2.32,16.88,22.57,43.04,Air Force Falcons
CJ Siples,525.0,809.0,2.41,93.44262295081968,91.03030303030303,93.44,94.7,50.32,99.75,11.73,33.8,0.0,0.0,14.5,39.72,0.0,10.72,5.3,14.75,23.46,54.22,Air Force Falcons
Sid Tomes,445.0,745.0,1.34,95.9731543624161,94.63087248322147,95.97,94.63,52.35,98.39,9.8,27.92,0.0,0.0,13.02,33.69,0.0,9.4,3.89,14.63,22.15,46.71,Air Force Falcons
Ryan Manning,480.0,935.0,-0.88,89.77871443624869,90.66232356134635,89.78,87.99,48.68,95.79,10.01,31.09,0.0,0.0,12.33,30.66,0.0,7.17,2.21,16.54,22.02,42.99,Air Force Falcons
Pervis Louder,200.0,379.5,-1.31,88.53333333333333,89.84375,88.53,92.0,45.07,91.73,10.67,32.0,0.0,0.0,10.13,30.13,0.0,9.6,3.2,18.4,24.27,40.26,Air Force Falcons
Trevor Lyons,1205.0,2104.5,-2.6,90.38095238095238,92.98245614035088,90.38,93.38,49.52,97.52,9.95,30.38,0.0,0.0,13.33,32.48,0.0,9.19,3.57,15.81,23.33,45.81,Air Force Falcons
