Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Cameron Steele, Damien Daniels",175.0,351.5,19.69,93.98280802292264,74.29378531073446,93.98,75.36,52.15,104.58,8.02,26.36,0.0,0.0,19.48,28.08,0.0,15.76,2.29,14.9,25.5,47.56,Abilene Christian Wildcats
"Airion Simmons, Damien Daniels",175.0,351.5,19.69,93.98280802292264,74.29378531073446,93.98,75.36,52.15,104.58,8.02,26.36,0.0,0.0,19.48,28.08,0.0,15.76,2.29,14.9,25.5,47.56,Abilene Christian Wildcats
"Damien Daniels, Reggie Miller",175.0,351.5,19.69,93.98280802292264,74.29378531073446,93.98,75.36,52.15,104.58,8.02,26.36,0.0,0.0,19.48,28.08,0.0,15.76,2.29,14.9,25.5,47.56,Abilene Christian Wildcats
"Damien Daniels, Mahki Morris",175.0,351.5,19.69,93.98280802292264,74.29378531073446,93.98,75.36,52.15,104.58,8.02,26.36,0.0,0.0,19.48,28.08,0.0,15.76,2.29,14.9,25.5,47.56,Abilene Christian Wildcats
"Airion Simmons, Cameron Steele",695.0,1433.0,19.17,92.9616724738676,73.79454926624737,92.96,73.59,51.71,99.51,8.29,25.57,0.0,0.0,14.77,28.01,0.0,14.49,2.23,15.26,26.13,42.78,Abilene Christian Wildcats
"Cameron Steele, Mahki Morris",775.0,1588.0,15.05,92.12846347607054,77.07808564231739,92.13,77.08,51.45,99.31,8.25,25.94,0.0,0.0,14.55,27.2,0.0,14.04,2.08,15.24,26.7,41.75,Abilene Christian Wildcats
"Cameron Steele, Reggie Miller",775.0,1588.0,15.05,92.12846347607054,77.07808564231739,92.13,77.08,51.45,99.31,8.25,25.94,0.0,0.0,14.55,27.2,0.0,14.04,2.08,15.24,26.7,41.75,Abilene Christian Wildcats
"Cameron Steele, Coryon Mason",600.0,1236.5,13.73,91.60613397901534,77.87682333873582,91.61,77.56,51.25,97.82,8.31,25.83,0.0,0.0,13.16,26.96,0.0,13.56,2.02,15.33,27.04,40.12,Abilene Christian Wildcats
"Airion Simmons, Reggie Miller",1379.9,2844.5,13.55,92.46213455442057,78.91228070175438,92.46,79.22,52.45,99.51,8.28,25.64,0.0,0.0,14.65,26.91,0.0,13.31,2.32,15.15,26.66,41.56,Abilene Christian Wildcats
"Airion Simmons, Mahki Morris",1379.9,2844.5,13.55,92.46213455442057,78.91228070175438,92.46,79.22,52.45,99.51,8.28,25.64,0.0,0.0,14.65,26.91,0.0,13.31,2.32,15.15,26.66,41.56,Abilene Christian Wildcats
