athlete_id,o_rapm,d_rapm,rapm,o_rapm_bp,d_rapm_bp,rapm_bp,athlete_display_name,team_id,team_display_name,total_poss
4431695,3.63,1.64,5.27,4.07,1.86,5.930000000000001,Drew Timme,2250,Gonzaga Bulldogs,1937.6
4280150,3.63,1.64,5.27,3.8,1.89,5.6899999999999995,Joel Ayayi,2250,Gonzaga Bulldogs,1937.6
4280151,3.63,1.64,5.27,4.03,1.86,5.890000000000001,Corey Kispert,2250,Gonzaga Bulldogs,1937.6
4066796,2.62,1.8,4.42,2.83,2.06,4.890000000000001,DeJon Jarreau,248,Houston Cougars,1704.84
4067322,2.62,1.8,4.42,2.85,2.04,4.890000000000001,Justin Gorham,248,Houston Cougars,1704.84
4432165,3.05,1.34,4.39,3.25,1.63,4.88,Jalen Suggs,2250,Gonzaga Bulldogs,1789.1599999999999
4397014,2.29,1.84,4.13,2.71,2.11,4.82,Quentin Grimes,248,Houston Cougars,1641.0
4395708,2.71,1.27,3.98,3.2,1.52,4.720000000000001,Reggie Chaney,248,Houston Cougars,538.92
4431705,2.54,1.33,3.87,2.73,1.56,4.29,Anton Watson,2250,Gonzaga Bulldogs,1268.8
4432107,2.32,1.44,3.76,2.61,1.62,4.23,Marcus Sasser,248,Houston Cougars,1501.2
4277960,2.37,1.39,3.76,2.49,1.65,4.140000000000001,Eli Brooks,130,Michigan Wolverines,1534.84
4279147,1.64,2.1,3.74,1.74,2.39,4.13,Lucas Williamson,2350,Loyola Chicago Ramblers,1649.0
4066717,1.64,2.1,3.74,1.79,2.34,4.13,Aher Uguak,2350,Loyola Chicago Ramblers,1649.0
4397778,1.64,2.1,3.74,1.75,2.31,4.0600000000000005,Braden Norris,2350,Loyola Chicago Ramblers,1649.0
4396745,2.27,1.39,3.66,2.66,1.64,4.3,Darius McGhee,2335,Liberty Flames,1653.96
4592272,2.27,1.39,3.66,2.39,1.59,3.9800000000000004,Kyle Rode,2335,Liberty Flames,1653.96
4593747,0.95,2.7,3.6500000000000004,1.05,2.93,3.9800000000000004,Reggie Miller,2000,Abilene Christian Wildcats,1944.24
4067625,0.95,2.7,3.6500000000000004,1.24,2.87,4.11,Kolton Kohl,2000,Abilene Christian Wildcats,1944.24
4432185,1.54,2.08,3.62,1.58,2.23,3.81,Micah Peavy,2641,Texas Tech Red Raiders,1592.84
4277936,2.08,1.5,3.58,2.22,1.75,3.97,Trent Frazier,356,Illinois Fighting Illini,2069.36
4432828,2.08,1.5,3.58,2.59,1.8,4.39,Kofi Cockburn,356,Illinois Fighting Illini,2069.36
4432175,2.08,1.5,3.58,2.04,1.69,3.73,Adam Miller,356,Illinois Fighting Illini,2069.36
4703680,1.66,1.9,3.5599999999999996,1.68,2.08,3.76,Javion May,2534,Sam Houston Bearkats,1864.16
4277943,1.56,1.96,3.52,1.86,2.2,4.0600000000000005,Justin Smith,8,Arkansas Razorbacks,1642.6
4289550,2.17,1.35,3.52,2.35,1.52,3.87,Chris Parker,2335,Liberty Flames,1593.8
4432171,1.63,1.84,3.4699999999999998,2.09,2.06,4.15,Moses Moody,8,Arkansas Razorbacks,1878.72
4067442,1.63,1.84,3.4699999999999998,1.75,2.01,3.76,Jalen Tate,8,Arkansas Razorbacks,1878.72
4395695,2.42,0.99,3.41,2.93,1.28,4.21,Jared Butler,239,Baylor Bears,1462.68
4067696,2.42,0.99,3.41,2.91,1.23,4.140000000000001,MaCio Teague,239,Baylor Bears,1462.68
4066292,2.42,0.99,3.41,2.48,1.26,3.74,Mark Vital,239,Baylor Bears,1462.68
4395692,2.42,0.99,3.41,2.34,1.13,3.4699999999999998,Flo Thamba,239,Baylor Bears,1462.68
4278053,2.42,0.99,3.41,2.88,1.25,4.13,Davion Mitchell,239,Baylor Bears,1462.68
4278420,1.53,1.86,3.39,1.7,2.11,3.8099999999999996,Marcus Santos-Silva,2641,Texas Tech Red Raiders,1732.04
4397071,1.53,1.86,3.39,1.85,2.07,3.92,Mac McClung,2641,Texas Tech Red Raiders,1732.04
