Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Damien Daniels, Hayden Farquhar",120.0,225.0,19.3,99.11894273127754,79.82062780269058,99.12,78.41,53.3,97.8,10.13,25.55,0.0,0.0,11.89,31.28,0.0,13.66,2.64,14.1,20.26,43.17,Abilene Christian Wildcats
"Damien Daniels, Payten Ricks",159.6,293.5,19.19,98.98305084745763,79.7945205479452,98.98,78.98,51.19,96.61,11.19,27.8,0.0,0.0,10.51,33.9,0.0,13.22,2.03,13.9,20.0,44.41,Abilene Christian Wildcats
"Damien Daniels, Jaylen Franklin",159.6,293.5,19.19,98.98305084745763,79.7945205479452,98.98,78.98,51.19,96.61,11.19,27.8,0.0,0.0,10.51,33.9,0.0,13.22,2.03,13.9,20.0,44.41,Abilene Christian Wildcats
"Damien Daniels, Jaren Lewis",159.6,293.5,19.19,98.98305084745763,79.7945205479452,98.98,78.98,51.19,96.61,11.19,27.8,0.0,0.0,10.51,33.9,0.0,13.22,2.03,13.9,20.0,44.41,Abilene Christian Wildcats
"Jalone Friday, Trey Lenox",40.0,81.5,18.94,87.17948717948718,68.23529411764706,87.18,74.36,46.15,88.46,10.26,21.79,0.0,0.0,11.54,29.49,0.0,14.1,5.13,23.08,25.64,41.03,Abilene Christian Wildcats
"Damien Daniels, Kolton Kohl",39.6,68.5,18.82,98.52941176470588,79.71014492753623,98.53,80.88,44.12,92.65,14.71,35.29,0.0,0.0,5.88,42.65,0.0,11.76,0.0,13.24,19.12,48.53,Abilene Christian Wildcats
"Hayden Farquhar, Payten Ricks",160.0,299.0,13.5,97.34219269102991,83.83838383838383,97.34,82.72,52.16,95.68,10.96,23.92,0.0,0.0,12.29,29.57,0.0,13.95,2.66,16.61,20.93,41.86,Abilene Christian Wildcats
"Hayden Farquhar, Jaylen Franklin",160.0,299.0,13.5,97.34219269102991,83.83838383838383,97.34,82.72,52.16,95.68,10.96,23.92,0.0,0.0,12.29,29.57,0.0,13.95,2.66,16.61,20.93,41.86,Abilene Christian Wildcats
"Hayden Farquhar, Jaren Lewis",160.0,299.0,13.5,97.34219269102991,83.83838383838383,97.34,82.72,52.16,95.68,10.96,23.92,0.0,0.0,12.29,29.57,0.0,13.95,2.66,16.61,20.93,41.86,Abilene Christian Wildcats
"Jalone Friday, Jaren Lewis",409.9,830.5,12.89,90.98660170523752,78.0952380952381,90.99,79.9,49.57,93.91,8.53,24.12,0.0,0.0,12.06,29.6,0.0,11.21,4.14,18.15,24.24,41.66,Abilene Christian Wildcats
"Jalone Friday, Jaylen Franklin",409.9,830.5,12.89,90.98660170523752,78.0952380952381,90.99,79.9,49.57,93.91,8.53,24.12,0.0,0.0,12.06,29.6,0.0,11.21,4.14,18.15,24.24,41.66,Abilene Christian Wildcats
"Jalone Friday, Payten Ricks",409.9,830.5,12.89,90.98660170523752,78.0952380952381,90.99,79.9,49.57,93.91,8.53,24.12,0.0,0.0,12.06,29.6,0.0,11.21,4.14,18.15,24.24,41.66,Abilene Christian Wildcats
"B.J. Maxwell, Jalone Friday",369.9,749.0,12.18,91.38627187079408,79.20529801324503,91.39,80.48,49.93,94.48,8.34,24.36,0.0,0.0,12.11,29.61,0.0,10.9,4.04,17.63,24.09,41.72,Abilene Christian Wildcats
"Clay Gayman, Payten Ricks",40.0,72.0,11.94,96.0,84.05797101449275,96.0,77.33,53.33,104.0,10.67,34.67,0.0,0.0,17.33,37.33,0.0,6.67,6.67,13.33,18.67,54.66,Abilene Christian Wildcats
"Clay Gayman, Kolton Kohl",40.0,72.0,11.94,96.0,84.05797101449275,96.0,77.33,53.33,104.0,10.67,34.67,0.0,0.0,17.33,37.33,0.0,6.67,6.67,13.33,18.67,54.66,Abilene Christian Wildcats
"Clay Gayman, Jaylen Franklin",40.0,72.0,11.94,96.0,84.05797101449275,96.0,77.33,53.33,104.0,10.67,34.67,0.0,0.0,17.33,37.33,0.0,6.67,6.67,13.33,18.67,54.66,Abilene Christian Wildcats
"Clay Gayman, Jaren Lewis",40.0,72.0,11.94,96.0,84.05797101449275,96.0,77.33,53.33,104.0,10.67,34.67,0.0,0.0,17.33,37.33,0.0,6.67,6.67,13.33,18.67,54.66,Abilene Christian Wildcats
"Jaylen Franklin, Payten Ricks",769.6,1495.5,11.43,93.67854741089442,82.24734042553192,93.68,83.19,50.44,95.63,9.75,25.49,0.0,0.0,11.9,30.13,0.0,11.03,3.77,16.27,23.67,42.03,Abilene Christian Wildcats
