team_id,opp_orb,opp_drb,opp_trb,opp_fga,opp_3pa,opp_poss
2,355,774,1129,1830,669,2223.36
3,14,26,40,73,24,83.28
5,298,743,1041,1742,638,2179.56
6,321,691,1012,1627,623,1946.76
8,294,779,1073,1795,713,2220.8
9,341,850,1191,1736,713,2053.48
12,372,677,1049,2017,688,2257.92
13,253,642,895,1478,540,1778.28
16,244,732,976,1494,552,1797.04
21,266,659,925,1504,572,1841.4
22,29,91,120,133,47,170.36
23,292,792,1084,1746,589,1969.88
24,218,675,893,1665,648,1996.92
25,248,797,1045,1723,603,2007.28
26,245,719,964,1622,612,1978.96
27,208,667,875,1540,459,1805.3600000000001
28,268,753,1021,1726,570,1973.12
29,11,29,40,62,12,81.96000000000001
30,332,724,1056,1899,662,2095.6
36,226,660,886,1578,707,1868.48
38,269,685,954,1746,646,2044.48
41,309,687,996,1733,551,2051.24
42,292,741,1033,1739,672,2004.0
43,273,723,996,1628,666,1964.12
44,279,719,998,1692,584,1958.92
45,326,802,1128,1747,599,2018.92
46,315,802,1117,1819,757,2113.84
47,338,701,1039,1626,525,2034.84
48,330,710,1040,1820,641,2117.36
49,10,28,38,62,29,65.08
50,347,720,1067,1630,583,1931.04
52,313,725,1038,1695,720,2054.44
53,14,30,44,67,30,65.48
55,274,662,936,1729,777,1957.16
56,256,728,984,1701,701,1972.48
57,337,738,1075,1716,564,2046.24
58,275,801,1076,1611,673,1952.68
59,301,792,1093,1788,690,2151.68
60,13,25,38,63,30,74.4
61,323,750,1073,1922,776,2147.8
62,222,581,803,1451,445,1700.24
66,278,738,1016,1585,597,2078.76
68,204,718,922,1635,539,2028.0
70,276,801,1077,1835,617,2147.4
71,254,701,955,1693,639,2037.6
75,11,20,31,55,28,63.480000000000004
77,243,809,1052,1605,669,2000.2
79,206,717,923,1536,500,1868.48
82,246,744,990,1609,442,1943.36
83,5,24,29,52,23,58.52
84,271,734,1005,1723,689,2046.44
85,278,645,923,1439,587,1763.8
87,270,770,1040,1835,649,2053.32
91,270,701,971,1632,764,1923.04
93,268,664,932,1682,683,2025.76
94,299,668,967,1621,641,1921.44
96,280,654,934,1847,663,2144.08
97,267,801,1068,1735,678,2032.56
98,353,796,1149,1969,869,2190.96
99,344,735,1079,1686,786,2180.48
103,247,756,1003,1612,601,1958.04
104,245,698,943,1714,553,2040.6
107,283,782,1065,1706,564,2014.88
108,199,713,912,1434,566,1820.6000000000001
109,8,29,37,57,26,71.16
111,208,647,855,1628,597,1895.2
113,297,758,1055,1787,645,2087.76
116,264,657,921,1578,516,1835.64
117,29,52,81,134,50,158.56
119,277,647,924,1693,708,2036.28
120,306,775,1081,1855,724,2081.76
127,307,698,1005,1842,688,2091.96
129,12,50,62,104,51,127.12
130,240,661,901,1748,597,2011.84
134,10,46,56,68,24,86.56
135,273,815,1088,1697,584,1901.68
139,311,688,999,1784,620,2148.32
140,237,752,989,1543,547,2064.56
142,324,730,1054,1742,622,2070.68
145,273,784,1057,1742,634,2088.64
147,240,727,967,1740,620,2172.44
148,10,35,45,60,27,69.48
149,253,804,1057,1637,497,2073.84
150,335,711,1046,1944,648,2119.04
151,292,760,1052,1676,686,1990.3600000000001
152,322,839,1161,1819,629,2127.2
153,243,748,991,1941,725,2194.92
154,309,729,1038,1898,692,2206.0
155,275,851,1126,1859,667,2133.56
156,342,722,1064,1905,617,2048.64
158,367,879,1246,1963,786,2264.88
159,220,668,888,1395,524,1675.04
160,194,659,853,1476,582,1701.0
161,300,680,980,1516,528,1767.8
163,218,683,901,1613,521,1872.16
164,283,730,1013,1682,676,1970.1200000000001
166,271,660,931,1761,752,2060.56
167,310,856,1166,1842,636,2207.48
171,253,703,956,1614,689,1848.32
172,269,635,904,1559,676,1844.04
173,14,29,43,69,23,70.04
179,257,681,938,1595,723,1859.68
181,10,35,45,62,22,73.48
183,372,798,1170,1948,957,2144.64
185,9,26,35,62,22,71.92
189,344,844,1188,1974,851,2291.44
190,38,98,136,186,62,198.64
191,14,34,48,62,28,72.8
193,314,813,1127,1829,745,2134.12
194,301,631,932,1698,599,1909.48
195,253,824,1077,1717,655,2131.44
197,351,728,1079,1730,694,2098.16
198,271,767,1038,1860,665,2097.44
201,269,683,952,1700,582,2068.52
202,292,710,1002,1616,718,1935.6
204,337,762,1099,1788,719,2044.8
210,5,22,27,56,18,73.44
212,12,31,43,78,33,78.08
213,237,647,884,1583,609,1776.6
214,49,109,158,208,99,220.48000000000002
218,312,704,1016,1640,603,1878.68
219,273,705,978,1641,625,1869.88
221,269,701,970,1701,734,1977.8
222,280,677,957,1657,717,1935.0
224,7,30,37,58,31,61.32
225,271,731,1002,1627,617,2000.52
227,304,696,1000,1637,684,1946.4
228,256,749,1005,1740,741,2057.56
231,288,752,1040,1788,655,2090.64
232,266,748,1014,1767,618,2235.64
233,208,682,890,1605,598,1963.6
235,337,591,928,1657,706,1989.8
236,290,682,972,1759,705,2054.08
238,291,752,1043,1655,658,2053.8
239,305,685,990,1727,617,2114.04
241,12,26,38,64,20,76.56
242,287,735,1022,1901,669,2091.72
245,351,711,1062,1696,636,2144.64
248,304,690,994,1631,706,2034.68
249,213,596,809,1375,405,1705.84
250,332,691,1023,1636,654,1908.68
251,302,689,991,1567,531,1985.24
252,253,712,965,1765,660,2067.72
253,241,757,998,1788,701,2148.76
254,316,770,1086,1785,630,2009.28
255,22,31,53,65,30,64.36
256,313,730,1043,1724,789,2057.64
257,294,806,1100,1811,638,2100.68
258,275,648,923,1565,596,1790.32
259,264,678,942,1656,606,1947.12
261,195,680,875,1661,634,1961.48
264,370,795,1165,1796,612,2131.12
265,308,752,1060,1703,610,2072.4
269,373,798,1171,1868,667,2150.52
270,362,786,1148,1893,778,2082.92
275,247,789,1036,1703,581,2002.84
276,326,863,1189,1937,663,2256.64
277,338,777,1115,1696,621,2093.6
278,212,679,891,1535,650,1872.8
279,209,800,1009,1633,689,2005.24
282,242,804,1046,1809,658,2109.96
286,22,26,48,62,21,68.12
287,16,27,43,72,20,78.8
288,340,778,1118,2039,819,2217.08
290,282,619,901,1503,594,1813.04
291,21,40,61,73,24,71.48
292,386,783,1169,1869,730,2166.8
294,211,598,809,1460,661,1767.4
295,304,741,1045,1753,795,2018.32
299,270,743,1013,1734,690,2098.28
300,232,537,769,1337,438,1562.56
301,268,743,1011,1711,478,1954.4
302,225,543,768,1223,411,1485.12
304,255,708,963,1584,580,1894.8
305,321,768,1089,1838,653,2094.96
308,8,27,35,58,29,69.04
309,271,639,910,1579,519,1912.76
310,3,32,35,48,26,63.28
311,268,763,1031,1577,559,1911.92
314,332,763,1095,1813,605,2174.76
315,255,727,982,1640,608,1917.2
316,5,36,41,57,15,68.92
322,302,784,1086,1708,625,1934.0
323,16,37,53,72,38,77.28
324,321,626,947,1688,768,1884.8400000000001
325,310,604,914,1599,694,1944.8
326,246,573,819,1403,545,1763.28
328,247,724,971,1742,686,2101.76
329,21,66,87,129,57,154.28
331,275,783,1058,1881,787,2226.08
333,369,755,1124,1921,683,2243.56
338,267,691,958,1632,670,2001.72
339,182,832,1014,1532,514,1890.4
343,12,45,57,74,22,75.8
344,270,675,945,1716,730,2071.84
349,284,772,1056,1790,719,2101.56
350,309,759,1068,1621,505,1948.8400000000001
353,17,37,54,73,30,81.44
355,7,35,42,56,20,67.96000000000001
356,288,685,973,1797,538,2060.16
357,307,742,1049,1716,747,2229.6
366,16,25,41,79,30,75.04
