team_id,team_display_name,off_eff,def_eff,net_eff,pace,adj_off,adj_def,adj_net_eff,sos_opp_off,sos_opp_def,sos_overall,sos_rank,elo_rating,wins,games,losses,win_pct,composite_score,rank_adj_eff,rank_elo,rank_composite
2244,George Mason Patriots,112.89,104.01,8.88,64.93,115.16318998854574,100.17487905435058,14.988310934195155,110.86106947493576,106.2226285426271,4.638440932308658,162.0,1580.2985475159535,23,32,9,0.71875,11.509082842895252,91.0,71.0,74.0
9,Arizona State Sun Devils,108.2,110.92,-2.72,70.59,118.268707862353,98.2010235888146,20.06768427353839,119.72539511729852,98.86317510234943,20.86222001494908,13.0,1528.391557691276,17,33,16,0.5151515151515151,11.453420021332992,65.0,152.0,75.0
43,Yale Bulldogs,122.38,105.93,16.45,66.9,119.9762508430259,109.28541749156926,10.690833351456632,105.78553239563773,109.14871116683243,-3.3631787711946886,337.0,1620.7580624395641,24,30,6,0.8,11.383319797706523,103.0,38.0,76.0
264,Washington Huskies,111.93,107.35,4.58,68.75,119.4743358521917,97.15877403672705,22.315561815464648,118.94891661964364,100.64743139296681,18.301485226676835,39.0,1503.6320057742694,16,33,17,0.48484848484848486,11.339381196445792,53.0,201.0,77.0
154,Wake Forest Demon Deacons,112.17,109.62,2.55,70.3,119.64127210826106,100.33412547963208,19.307146628628985,118.1114783021268,100.23968937751226,17.871788924614528,44.0,1525.878106427151,17,33,16,0.5151515151515151,10.947478635672038,67.0,159.0,78.0
3084,Utah Valley Wolverines,113.27,96.96,16.31,70.7,111.61903622958656,102.35755116615847,9.261485063428083,103.8635565347115,108.0707250038724,-4.207168469160897,358.0,1623.1126042852452,25,33,8,0.7575757575757576,10.786372745976301,112.0,34.0,79.0
2617,Stephen F. Austin Lumberjacks,114.49,98.97,15.52,66.66,110.64095755485317,104.34610118153932,6.2948563733138485,102.73957007859634,111.4505210596692,-8.710950981072848,514.0,1648.4377373291072,28,33,5,0.8484848484848485,10.569315053112286,134.0,19.0,80.0
77,Northwestern Wildcats,111.99,109.4,2.6,65.55,119.88976084859347,98.86613266976025,21.02362817883322,119.26915007375169,99.69680182843268,19.572348245319017,25.0,1496.5143373739509,15,34,19,0.4411764705882353,10.337530958114154,61.0,218.0,81.0
62,Hawai'i Rainbow Warriors,109.5,96.07,13.43,72.64,108.30899026575871,98.5682583041425,9.740731961616206,105.8260601463351,109.11440721229586,-3.2883470659607634,334.0,1607.920454216326,24,32,8,0.75,10.266388691624408,106.0,45.0,82.0
350,UNC Wilmington Seahawks,114.95,100.96,13.99,67.03,111.37319904527783,103.8601530413866,7.513046003891233,104.68547903354371,111.66890392778049,-6.983424894236766,463.0,1630.1573560851868,26,32,6,0.8125,10.26439080620496,128.0,29.0,83.0
30,USC Trojans,108.49,107.61,0.88,72.43,116.46147645366514,98.02622508343518,18.435251370229963,117.69968285197902,100.39539828194603,17.304284570032994,57.0,1513.7052323742146,18,32,14,0.5625,9.902887303825711,71.0,178.0,84.0
2275,Hofstra Pride,114.44,99.99,14.46,66.07,112.92435609973923,104.60107749918309,8.323278600556137,104.97361211455859,108.12580557030857,-3.1521934557499693,327.0,1611.171387932851,24,34,10,0.7058823529411765,9.720208696920622,119.0,43.0,85.0
45,George Washington Revolutionaries,115.73,104.84,10.89,70.62,119.11061107608667,102.67264443266785,16.437966643418818,110.14107990684161,104.37724762173025,5.763832285111365,148.0,1523.2334624338107,18,33,15,0.5454545454545454,9.380656443399944,82.0,168.0,86.0
2856,California Baptist Lancers,107.45,98.71,8.75,68.21,106.80945022106147,100.99363716674209,5.815813054319378,106.0969920685024,108.02820389775619,-1.9312118292537868,293.0,1624.9416251063883,25,33,8,0.7575757575757576,9.154987782479104,140.0,33.0,87.0
2507,Providence Friars,115.12,113.09,2.03,74.19,123.78319113702582,105.20839313057057,18.574798006455254,116.0601416518453,98.82054405571434,17.239597596130952,58.0,1495.2699100486977,15,33,18,0.45454545454545453,9.050894505662514,69.0,222.0,88.0
135,Minnesota Golden Gophers,110.37,107.09,3.29,63.72,116.47484337411103,98.10347318608527,18.371370188025764,117.60070804556845,101.81784070418746,15.782867341380992,77.0,1496.7918783424402,15,32,17,0.46875,9.025279011134893,72.0,216.0,89.0
2335,Liberty Flames,119.54,107.42,12.12,65.46,117.47478770363988,110.80984271308529,6.664944990554588,105.41422453208384,109.1588153154528,-3.7445907833689502,343.0,1613.7218862778489,25,32,7,0.78125,9.018566809169737,133.0,42.0,90.0
2449,North Dakota State Bison,115.93,100.21,15.72,69.54,110.48810719895843,105.99499025206308,4.493116946895356,103.27130140562808,112.61795241828727,-9.346651012659198,539.0,1634.748556796744,27,34,7,0.7941176470588235,8.983986313284877,143.0,25.0,91.0
99,LSU Tigers,114.95,111.89,3.06,70.5,122.53738426109787,102.25811262397511,20.27927163712276,117.3400880460805,101.16443483391468,16.175653212165813,70.0,1475.570506794936,15,32,17,0.46875,8.918161158308177,64.0,571.0,92.0
2603,Saint Joseph's Hawks,106.86,101.89,4.97,68.59,108.74982681881102,100.13452046092976,8.615306357881252,109.44258496255993,105.99960502632578,3.442979936234152,180.0,1592.1274009324982,22,33,11,0.6666666666666666,8.914023225565535,117.0,59.0,93.0
2086,Butler Bulldogs,111.73,109.06,2.67,71.06,119.24494038362069,101.34336646429054,17.901573919330147,115.98631380310992,100.102216264173,15.884097538936931,74.0,1498.4568353977875,16,32,16,0.5,8.873628729554447,74.0,211.0,94.0
145,Ole Miss Rebels,109.05,109.7,-0.65,69.49,116.15554127668211,97.67773892445432,18.477802352227798,119.74470271066777,101.05638232631999,18.688320384347772,31.0,1489.001836663231,15,35,20,0.42857142857142855,8.688993009275446,70.0,449.0,95.0
46,Georgetown Hoyas,108.68,107.61,1.07,67.75,116.91876273650153,99.88355410077668,17.035208635724857,115.6471785195123,99.60228879019627,16.044889729316033,72.0,1501.2992416406667,16,34,18,0.47058823529411764,8.58256639989576,81.0,204.0,96.0
300,UC Irvine Anteaters,106.9,95.05,11.85,72.21,104.90294977595914,97.19874956842868,7.704200207530462,106.73225279029369,109.06812176642654,-2.3358689761328493,314.0,1593.188950176059,23,34,11,0.6764705882352942,8.511547612568183,124.0,57.0,97.0
156,Creighton Bluejays,109.37,108.98,0.39,68.77,118.2351132790037,100.97111304042235,17.264000238581346,116.70802808521147,98.5251258840258,18.182902201185662,41.0,1496.1019059776295,15,32,17,0.46875,8.437095418172147,79.0,219.0,98.0
71,Bradley Braves,110.62,104.46,6.17,70.2,113.21023854526612,103.48172207060402,9.7285164746621,108.31592706515796,105.86151058950419,2.454416475653771,193.0,1571.2378673608198,21,33,12,0.6363636363636364,8.42615160537204,107.0,82.0,99.0
2287,Illinois State Redbirds,110.71,101.44,9.26,67.66,111.44360583764326,100.36257645730859,11.08102938033467,109.80643158819916,106.81651847489977,2.9899131132993957,186.0,1554.5011997560468,20,32,12,0.625,8.265574677969678,100.0,105.0,100.0
2166,Davidson Wildcats,110.14,103.04,7.1,65.28,112.48562326120953,101.19561104542863,11.29001221578089,109.94820762184423,104.92130352418023,5.026904097663993,157.0,1551.1921265384549,20,33,13,0.6060606060606061,8.204612434813189,98.0,109.0,101.0
2751,Wyoming Cowboys,113.91,108.2,5.71,67.56,117.1992325238449,103.54342480987718,13.655807713967718,113.14572265668787,104.67342199923436,8.472300657453511,124.0,1525.9680467153155,18,32,14,0.5625,8.126306192749635,94.0,158.0,102.0
183,Syracuse Orange,108.45,107.49,0.96,69.12,117.115785710574,99.6761254376415,17.4396602729325,115.64736245345937,99.66817430002187,15.979188153437484,73.0,1487.5491124483174,15,32,17,0.46875,8.09728575888212,77.0,480.0,103.0
2426,Navy Midshipmen,113.44,96.62,16.83,65.93,107.08315747562624,104.10394231158105,2.9792151640451863,100.75019540499869,113.558026637457,-12.807831232458314,614.0,1622.7028028167779,26,33,7,0.7878787878787878,7.624747722861487,150.0,35.0,104.0
305,DePaul Blue Demons,103.52,102.9,0.62,67.73,110.38700405523718,95.24074168886867,15.146262366368518,115.06839527719508,101.75299836259899,13.315396914596091,91.0,1499.6335363099843,16,32,16,0.5,7.554807998683472,90.0,208.0,105.0
2752,Xavier Musketeers,109.42,112.18,-2.76,71.75,119.70203070974706,103.38544828378753,16.31658242595954,116.14113985668531,98.33274313151415,17.80839672517115,47.0,1486.994938877628,15,33,18,0.45454545454545453,7.508038156861174,83.0,483.0,106.0
2439,UNLV Rebels,111.11,109.96,1.15,71.46,116.85265873095403,104.78494246676003,12.067716264194004,113.19797872393855,102.31910568923807,10.878873034700478,102.0,1529.0527568582886,17,33,16,0.5151515151515151,7.486495975011432,96.0,149.0,107.0
269,Marquette Golden Eagles,106.09,106.78,-0.69,70.91,114.4526665261875,96.7121367323393,17.740529793848197,117.60023023518056,99.99301541710604,17.607214818074524,52.0,1470.9171056207786,12,32,20,0.375,7.416120177963026,75.0,585.0,108.0
5,UAB Blazers,110.61,102.85,7.77,71.68,111.06688596218531,102.42201811751941,8.644867844665896,108.85516992566484,107.18551718137174,1.6696527442931068,205.0,1559.8878320511556,20,32,12,0.625,7.316825524890726,116.0,98.0,109.0
2534,Sam Houston Bearkats,115.8,104.22,11.58,71.09,113.67494854995746,106.90165682365385,6.773291726303611,106.83006572344603,108.82215863535754,-1.9920929119115167,296.0,1577.0903893976185,22,33,11,0.6666666666666666,7.241165333032733,132.0,77.0,110.0
2900,St. Thomas-Minnesota Tommies,118.21,102.25,15.95,70.03,112.92612640071253,107.60513206810928,5.320994332603249,103.33896281914149,112.54632727067647,-9.207364451534982,533.0,1591.3791284240783,24,33,9,0.7272727272727273,7.229453587505541,141.0,60.0,111.0
2309,Kent State Golden Flashes,114.6,107.53,7.07,74.15,111.83337796399738,108.0594309389388,3.7739470250585754,107.50524267101918,110.74664359718614,-3.241400926166972,329.0,1602.05621991055,24,33,9,0.7272727272727273,6.989784508056788,148.0,52.0,112.0
87,Notre Dame Fighting Irish,109.74,111.36,-1.62,67.74,118.51863900751208,101.3407330183257,17.177905989186385,116.75655381704706,99.9925140872952,16.76403972975185,62.0,1467.872689395848,13,31,18,0.41935483870967744,6.982587464385595,80.0,608.0,113.0
2547,Seattle U Redhawks,103.4,96.99,6.41,69.31,104.0015404537525,94.57231822037858,9.42922223337392,110.82930434773452,107.01089045686099,3.818413890873533,174.0,1543.2148280046517,20,33,13,0.6060606060606061,6.875352516919547,110.0,124.0,114.0
28,UC San Diego Tritons,108.23,100.78,7.45,69.83,107.37314593989055,101.41320047935005,5.959945460540496,107.03137045354323,109.30954729707781,-2.278176843534574,305.0,1572.6104649880112,23,34,11,0.6764705882352942,6.6104959796708105,138.0,80.0,115.0
2483,Oregon Ducks,105.76,111.15,-5.4,66.75,115.63426482893614,99.39784641270013,16.236418416236006,118.88952557200803,99.06518707559465,19.824338496413375,23.0,1462.8780471742296,12,32,20,0.375,6.26211156682948,84.0,616.0,116.0
221,Pittsburgh Panthers,108.08,110.8,-2.72,65.03,116.02834910301476,101.750148877045,14.278200225969755,117.01500649644926,100.07135754763603,16.943648948813223,61.0,1478.4225330236336,13,33,20,0.3939393939393939,6.060226764166558,93.0,559.0,117.0
82,UIC Flames,110.54,102.73,7.8,68.21,110.00374025952722,102.37839197681448,7.625348282712736,108.85960875569228,107.9676431086673,0.8919656470249798,221.0,1544.0205032296064,19,34,15,0.5588235294117647,6.01369930283669,127.0,123.0,118.0
2184,Duquesne Dukes,110.21,106.6,3.61,70.79,112.96354863984139,104.13911748795381,8.82443115188758,110.10040128175424,105.44622837147966,4.654172910274584,161.0,1531.631037765476,18,33,15,0.5454545454545454,5.993767464217595,115.0,142.0,119.0
93,Murray State Racers,115.68,110.26,5.43,72.27,116.69699460643902,109.06467752742637,7.632317079012651,109.5972170705179,106.30610683426258,3.2911102362553173,183.0,1542.51431394827,20,32,12,0.625,5.941874236919825,126.0,127.0,120.0
2750,Wright State Raiders,116.63,105.92,10.71,69.28,111.30170292561465,108.8678301114721,2.4338728141425463,106.30392505385123,112.66458105753375,-6.360656003682508,434.0,1593.6361779501622,23,34,11,0.6764705882352942,5.898745304579381,151.0,55.0,121.0
