athlete_id,o_rapm,d_rapm,rapm,athlete_display_name,team_id,team_display_name,total_poss
3155941,2.32,2.5,4.82,Josh Perkins,2250,Gonzaga Bulldogs,1248.68
66328,2.05,2.35,4.4,Jordan Mathews,2250,Gonzaga Bulldogs,1322.44
66260,2.05,2.35,4.4,Johnathan Williams,2250,Gonzaga Bulldogs,1322.44
62585,2.05,2.35,4.4,Przemek Karnowski,2250,Gonzaga Bulldogs,1322.44
3914044,2.37,1.7,4.07,Landry Shamet,2724,Wichita State Shockers,1355.56
3148998,2.14,1.76,3.9000000000000004,Zach Brown,2724,Wichita State Shockers,1292.0
67814,1.68,2.14,3.8200000000000003,Nigel Williams-Goss,2250,Gonzaga Bulldogs,1255.24
3914047,2.29,1.45,3.74,Markis McDuffie,2724,Wichita State Shockers,1284.52
67434,1.7,1.88,3.58,Conner Frankamp,2724,Wichita State Shockers,935.76
67751,2.04,1.48,3.52,Shaquille Morris,2724,Wichita State Shockers,867.28
3915195,2.18,1.06,3.24,Shake Milton,2567,SMU Mustangs,1312.28
66915,2.18,1.06,3.24,Semi Ojeleye,2567,SMU Mustangs,1312.28
66116,2.18,1.06,3.24,Sterling Brown,2567,SMU Mustangs,1312.28
66118,2.18,1.06,3.24,Ben Moore,2567,SMU Mustangs,1312.28
4066790,1.31,1.9,3.21,Anthony Lamb,261,Vermont Catamounts,1143.84
66500,1.31,1.9,3.21,Kurt Steidl,261,Vermont Catamounts,1143.84
3130765,1.31,1.9,3.21,Trae Bell-Haynes,261,Vermont Catamounts,1143.84
3090679,1.68,1.43,3.11,Emmett Naar,2608,Saint Mary's Gaels,1255.32
3146558,1.68,1.43,3.11,Evan Fitzner,2608,Saint Mary's Gaels,1255.32
61156,1.68,1.43,3.11,Joe Rahon,2608,Saint Mary's Gaels,1255.32
66473,1.68,1.43,3.11,Calvin Hermanson,2608,Saint Mary's Gaels,1255.32
3146557,1.68,1.43,3.11,Jock Landale,2608,Saint Mary's Gaels,1255.32
61562,1.32,1.53,2.85,JaCorey Williams,2393,Middle Tennessee Blue Raiders,1295.08
66747,1.32,1.53,2.85,Reggie Upshaw Jr.,2393,Middle Tennessee Blue Raiders,1295.08
4070740,0.74,2.08,2.8200000000000003,Kevin Scott,2640,Texas Southern Tigers,1121.52
3136940,0.71,2.1,2.81,Marvin Jones,2640,Texas Southern Tigers,1188.08
3130767,1.1,1.57,2.67,Ernie Duncan,261,Vermont Catamounts,1013.96
4067008,1.32,1.29,2.6100000000000003,Tyrik Dixon,2393,Middle Tennessee Blue Raiders,1234.8
3147657,1.5,1.08,2.58,Mikal Bridges,222,Villanova Wildcats,1303.52
3934672,1.5,1.08,2.58,Jalen Brunson,222,Villanova Wildcats,1303.52
66173,1.5,1.08,2.58,Josh Hart,222,Villanova Wildcats,1303.52
