Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
Hayden Howell,365.0,724.5,0.73,84.29172510518934,83.55978260869566,84.29,86.26,46.14,91.44,9.82,25.81,0.0,0.0,10.52,27.21,0.0,8.98,3.65,19.07,30.15,37.73,Abilene Christian Wildcats
Trey Lenox,40.0,76.0,0.24,79.72972972972973,79.48717948717949,79.73,83.78,37.84,95.95,10.81,27.03,0.0,0.0,14.86,32.43,0.0,5.41,5.41,18.92,24.32,47.29,Abilene Christian Wildcats
Diamante Langston,160.0,323.0,-0.19,80.8641975308642,81.05590062111801,80.86,80.56,45.37,90.43,8.64,22.22,0.0,0.0,9.26,27.47,0.0,10.8,4.01,18.83,28.4,36.73,Abilene Christian Wildcats
Payten Ricks,80.0,168.5,-0.77,96.93251533742331,97.70114942528735,96.93,104.29,51.53,93.87,10.43,23.93,0.0,0.0,9.82,26.99,0.0,8.59,1.23,15.95,30.06,36.81,Abilene Christian Wildcats
Jalone Friday,365.0,727.0,-0.9,89.84700973574408,90.74829931972789,89.85,92.77,47.98,93.32,10.43,25.73,0.0,0.0,10.99,26.98,0.0,7.51,3.48,17.66,27.12,37.97,Abilene Christian Wildcats
Jaren Lewis,684.9,1352.5,-2.18,87.39684921230307,89.57725947521867,87.4,92.2,46.81,92.12,9.6,25.06,0.0,0.0,10.58,27.61,0.0,8.48,3.38,18.45,28.66,38.19,Abilene Christian Wildcats
Jaylen Franklin,644.9,1276.5,-2.34,87.84749801429706,90.1854714064915,87.85,92.69,47.34,91.9,9.53,24.94,0.0,0.0,10.33,27.32,0.0,8.66,3.26,18.43,28.91,37.65,Abilene Christian Wildcats
Isaiah Tripp,524.9,1030.5,-2.39,88.35143139190524,90.7442748091603,88.35,93.88,47.19,92.0,9.58,25.57,0.0,0.0,10.86,27.94,0.0,8.19,3.26,18.85,28.92,38.8,Abilene Christian Wildcats
Hayden Farquhar,239.9,465.5,-3.52,89.08296943231441,92.60042283298098,89.08,95.63,45.63,93.89,9.61,25.98,0.0,0.0,12.45,31.0,0.0,8.52,3.49,18.56,25.76,43.45,Abilene Christian Wildcats
Jovan Crnic,40.0,81.0,-4.67,84.61538461538461,89.28571428571429,84.62,96.15,50.0,89.74,7.69,21.79,0.0,0.0,11.54,23.08,0.0,7.69,2.56,21.79,38.46,34.62,Abilene Christian Wildcats
Drake Green,279.9,537.5,-7.31,86.4406779661017,93.75,86.44,96.05,45.39,90.96,8.85,23.92,0.0,0.0,8.85,26.37,0.0,8.29,3.39,17.89,29.0,35.22,Abilene Christian Wildcats
Ryan Manning,125.0,240.5,-5.79,90.04149377593362,95.83333333333334,90.04,95.44,46.47,90.46,10.37,25.73,0.0,0.0,7.47,29.05,0.0,9.13,1.66,17.01,20.75,36.52,Air Force Falcons
Sid Tomes,165.0,320.0,-6.04,88.9937106918239,95.03105590062113,88.99,96.23,46.23,90.88,9.43,22.96,0.0,0.0,7.23,30.19,0.0,8.49,2.83,16.35,22.33,37.42,Air Force Falcons
Pervis Louder,40.0,79.5,-6.97,85.71428571428571,92.6829268292683,85.71,98.7,45.45,92.21,6.49,14.29,0.0,0.0,6.49,33.77,0.0,6.49,6.49,14.29,27.27,40.26,Air Force Falcons
Hayden Graham,775.0,1521.5,-9.24,86.9281045751634,96.16655651024455,86.93,95.1,47.71,96.73,9.22,27.84,0.0,0.0,11.76,30.33,0.0,7.84,2.03,15.03,22.48,42.09,Air Force Falcons
Trevor Lyons,410.0,813.5,-9.68,85.36585365853658,95.04337050805452,85.37,93.54,48.05,98.29,9.02,29.02,0.0,0.0,13.78,30.85,0.0,7.2,2.2,15.49,23.41,44.63,Air Force Falcons
Frank Toohey,815.0,1598.5,-10.48,86.372121966397,96.85534591194968,86.37,95.83,47.48,96.2,9.09,27.69,0.0,0.0,11.64,30.24,0.0,8.09,1.99,15.43,22.46,41.88,Air Force Falcons
Zach Kocur,815.0,1598.5,-10.48,86.372121966397,96.85534591194968,86.37,95.83,47.48,96.2,9.09,27.69,0.0,0.0,11.64,30.24,0.0,8.09,1.99,15.43,22.46,41.88,Air Force Falcons
Jacob Van,650.0,1278.5,-11.59,85.72536850271528,97.3186119873817,85.73,95.73,47.79,97.52,9.0,28.86,0.0,0.0,12.72,30.26,0.0,7.99,1.78,15.21,22.5,42.98,Air Force Falcons
Lavelle Scottie,120.0,229.0,-14.64,84.91379310344827,99.5575221238938,84.91,96.98,48.28,95.69,8.62,31.03,0.0,0.0,8.62,27.16,0.0,8.19,0.43,12.93,20.26,35.78,Air Force Falcons
CJ Siples,120.0,236.0,-15.22,87.76371308016878,102.9787234042553,87.76,102.11,46.41,96.62,9.28,26.16,0.0,0.0,13.08,31.22,0.0,10.55,1.69,16.46,21.52,44.3,Air Force Falcons
Dane Norman,40.0,77.0,-35.06,75.32467532467533,110.3896103896104,75.32,110.39,42.86,85.71,6.49,24.68,0.0,0.0,9.09,28.57,0.0,12.99,1.3,23.38,22.08,37.66,Air Force Falcons
Daniel Utomi,40.0,80.5,3.86,91.35802469135803,87.5,91.36,86.42,51.85,95.06,12.35,29.63,0.0,0.0,11.11,29.63,0.0,16.05,4.94,16.05,23.46,40.74,Akron Zips
Antino Jackson,800.0,1568.0,3.67,95.69620253164557,92.03084832904884,95.7,90.63,50.76,97.47,11.9,33.29,0.0,0.0,11.27,30.57,0.0,7.15,3.8,13.8,24.11,41.84,Akron Zips
Isaiah Johnson,800.0,1568.0,3.67,95.69620253164557,92.03084832904884,95.7,90.63,50.76,97.47,11.9,33.29,0.0,0.0,11.27,30.57,0.0,7.15,3.8,13.8,24.11,41.84,Akron Zips
Jimond Ivey,800.0,1568.0,3.67,95.69620253164557,92.03084832904884,95.7,90.63,50.76,97.47,11.9,33.29,0.0,0.0,11.27,30.57,0.0,7.15,3.8,13.8,24.11,41.84,Akron Zips
Noah Robotham,800.0,1568.0,3.67,95.69620253164557,92.03084832904884,95.7,90.63,50.76,97.47,11.9,33.29,0.0,0.0,11.27,30.57,0.0,7.15,3.8,13.8,24.11,41.84,Akron Zips
Kwan Cheatham Jr.,760.0,1487.5,3.65,95.93062041360906,92.27642276422763,95.93,90.86,50.7,97.6,11.87,33.49,0.0,0.0,11.27,30.62,0.0,6.67,3.74,13.68,24.15,41.89,Akron Zips
Adrian Edwards,80.0,148.5,-20.72,82.0,102.72108843537416,82.0,100.67,48.0,96.0,4.0,16.67,0.0,0.0,12.67,27.33,0.0,2.67,2.67,16.67,20.0,40.0,Alabama A&M Bulldogs
Marcus Merriweather,80.0,148.5,-20.72,82.0,102.72108843537416,82.0,100.67,48.0,96.0,4.0,16.67,0.0,0.0,12.67,27.33,0.0,2.67,2.67,16.67,20.0,40.0,Alabama A&M Bulldogs
Eugene Jones Jr.,40.0,77.0,-28.21,81.25,109.45945945945945,81.25,101.25,48.75,88.75,7.5,17.5,0.0,0.0,11.25,28.75,0.0,3.75,0.0,22.5,20.0,40.0,Alabama A&M Bulldogs
De'Ederick Petty,160.0,308.0,-30.13,75.40453074433657,105.53745928338762,75.4,104.85,44.34,93.85,3.88,15.86,0.0,0.0,11.97,25.57,0.0,2.59,1.29,18.12,22.65,37.54,Alabama A&M Bulldogs
Quinterian McConico,160.0,308.0,-30.13,75.40453074433657,105.53745928338762,75.4,104.85,44.34,93.85,3.88,15.86,0.0,0.0,11.97,25.57,0.0,2.59,1.29,18.12,22.65,37.54,Alabama A&M Bulldogs
Rakiya Battle,160.0,308.0,-30.13,75.40453074433657,105.53745928338762,75.4,104.85,44.34,93.85,3.88,15.86,0.0,0.0,11.97,25.57,0.0,2.59,1.29,18.12,22.65,37.54,Alabama A&M Bulldogs
Evan Wiley,80.0,159.5,-38.94,69.18238993710692,108.125,69.18,108.81,40.88,91.82,3.77,15.09,0.0,0.0,11.32,23.9,0.0,2.52,0.0,19.5,25.16,35.22,Alabama A&M Bulldogs
Ariston Johnson,40.0,82.5,-50.01,56.9620253164557,106.9767441860465,56.96,116.46,32.91,94.94,0.0,12.66,0.0,0.0,11.39,18.99,0.0,1.27,0.0,16.46,30.38,30.38,Alabama A&M Bulldogs
Jimmie Taylor,240.0,465.0,6.67,89.03225806451613,82.36559139784946,89.03,82.37,49.46,97.42,8.17,24.73,0.0,0.0,14.41,35.27,0.0,5.81,5.38,16.99,24.95,49.68,Alabama Crimson Tide
Bola Olaniyan,580.0,1132.0,5.86,86.7790594498669,80.91468777484609,86.78,81.63,49.33,98.05,8.16,25.2,0.0,0.0,15.44,33.98,0.0,6.48,4.79,17.39,25.82,49.42,Alabama Crimson Tide
Braxton Key,820.0,1624.0,4.72,85.65244279529995,80.9319435928878,85.65,81.63,48.48,98.76,8.16,25.42,0.0,0.0,16.08,33.46,0.0,6.74,4.58,17.32,25.66,49.54,Alabama Crimson Tide
Dazon Ingram,820.0,1624.0,4.72,85.65244279529995,80.9319435928878,85.65,81.63,48.48,98.76,8.16,25.42,0.0,0.0,16.08,33.46,0.0,6.74,4.58,17.32,25.66,49.54,Alabama Crimson Tide
Riley Norris,740.0,1472.0,4.53,86.07508532423208,81.54158215010142,86.08,82.32,48.94,99.8,8.05,25.46,0.0,0.0,16.79,32.97,0.0,6.83,4.16,17.0,25.87,49.76,Alabama Crimson Tide
