athlete_id,athlete_display_name,team_id,team_display_name,ortg_on,drtg_on,nrtg_on,ortg_off,drtg_off,nrtg_off,on_off,ortg_on_pct,drtg_on_pct,nrtg_on_pct,ortg_off_pct,drtg_off_pct,nrtg_off_pct,on_off_pct,fg_pct_on,efg_pct_on,3p_pct_on,3p_rate_on,ft_rate_on,ft_pct_on,opp_fg_pct_on,opp_efg_pct_on,opp_3p_pct_on,opp_3p_rate_on,drb_pct_on,orb_pct_on,drb_per100_on,orb_per100_on,opp_orb_per100_on,poss_off_on,poss_def_on,poss_off_off,poss_def_off,pts_for_on,pts_against_on,pts_for_off,pts_against_off,fga_for_on,fgm_for_on,tpa_for_on,tpm_for_on,fga_against_on,fgm_against_on,tpa_against_on,tpm_against_on,orb_for_on,drb_for_on,orb_against_on,drb_against_on
4066968,Quentin Jackson Jr.,2351,Loyola Marymount Lions,135.3791,113.1687,22.2103,86.0126,128.3039,-42.2913,64.5017,,,,,,,,0.5614,0.5614,,0.0,0.2982,0.8235,0.4603,0.4603,,0.0,0.8108,0.1786,44.0917,7.5211,10.2881,66.48,68.04,337.16,337.48,90.0,77.0,290.0,433.0,57.0,32.0,0.0,0.0,63.0,29.0,0.0,0.0,5.0,30.0,7.0,23.0
4701221,Nick Jourdain,218,Temple Owls,98.6012,96.2145,2.3867,73.8126,126.9649,-53.1524,55.539,,,,,,,,0.3853,0.3853,,0.0,0.3988,0.6771,0.3899,0.3899,,0.0,0.6958,0.3393,39.0817,19.8079,17.0873,1140.96,1141.2,62.32,66.16,1125.0,1098.0,46.0,84.0,963.0,371.0,0.0,0.0,949.0,370.0,0.0,0.0,226.0,446.0,195.0,440.0
4397556,Kamani Johnson,8,Arkansas Razorbacks,120.0994,60.4272,59.6722,104.7921,99.168,5.6241,54.0481,,,,,,,,0.5,0.5,,0.0,0.4062,0.7308,0.2917,0.2917,,0.0,0.8,0.359,39.3479,19.3263,9.837,72.44,71.16,1079.28,1076.96,87.0,43.0,1131.0,1068.0,64.0,32.0,0.0,0.0,48.0,14.0,0.0,0.0,14.0,28.0,7.0,25.0
4702376,Chris Osten,2459,Northern Illinois Huskies,103.6194,96.6008,7.0186,84.5865,130.7735,-46.187,53.2056,,,,,,,,0.4857,0.4857,,0.0,0.3905,0.6585,0.4141,0.4141,,0.0,0.7258,0.2951,32.6845,13.1349,12.3475,137.04,137.68,74.48,71.88,142.0,133.0,63.0,94.0,105.0,51.0,0.0,0.0,99.0,41.0,0.0,0.0,18.0,45.0,17.0,43.0
4396789,Frankie Policelli,2619,Stony Brook Seawolves,108.8425,107.6668,1.1756,103.9667,153.5088,-49.542,50.7177,,,,,,,,0.4292,0.4292,,0.0,0.3242,0.7923,0.4505,0.4505,,0.0,0.6819,0.2865,36.7763,15.3929,17.1557,1006.96,1014.24,62.52,63.84,1096.0,1092.0,65.0,98.0,876.0,376.0,0.0,0.0,879.0,396.0,0.0,0.0,155.0,373.0,174.0,386.0
4897536,Majok Kuath,23,San José State Spartans,112.3418,87.5796,24.7622,92.7052,118.0176,-25.3124,50.0746,,,,,,,,0.5263,0.5263,,0.0,0.0877,0.6,0.3455,0.3455,,0.0,0.6744,0.3103,46.1783,14.2405,22.293,63.2,62.8,263.2,263.52,71.0,55.0,244.0,311.0,57.0,30.0,0.0,0.0,55.0,19.0,0.0,0.0,9.0,29.0,14.0,20.0
4397257,Abe Kinrade,2005,Air Force Falcons,83.5253,78.5797,4.9456,80.0924,125.0409,-44.9484,49.894,,,,,,,,0.3958,0.3958,,0.0,0.5417,0.6538,0.3684,0.3684,,0.0,0.6341,0.2368,37.8347,12.9608,21.8277,69.44,68.72,250.96,244.72,58.0,54.0,201.0,306.0,48.0,19.0,0.0,0.0,57.0,21.0,0.0,0.0,9.0,26.0,15.0,29.0
4897373,Jason Roche,2643,The Citadel Bulldogs,105.4575,109.864,-4.4065,89.0163,141.994,-52.9777,48.5712,,,,,,,,0.4349,0.4349,,0.0,0.3286,0.6821,0.4522,0.4522,,0.0,0.7052,0.265,38.3871,14.5513,16.0458,1278.24,1302.52,66.28,66.2,1348.0,1431.0,59.0,94.0,1053.0,458.0,0.0,0.0,1172.0,530.0,0.0,0.0,186.0,500.0,209.0,516.0
4277853,Justin Lindner,52,Florida State Seminoles,180.5315,157.1767,23.3547,88.8145,112.6317,-23.8171,47.1719,,,,,,,,0.5488,0.5488,,0.0,0.378,0.8065,0.4177,0.4177,,0.0,0.7288,0.3488,63.7604,21.6638,23.7248,69.24,67.44,424.48,425.28,125.0,106.0,377.0,479.0,82.0,45.0,0.0,0.0,79.0,33.0,0.0,0.0,15.0,43.0,16.0,28.0
4702372,Azuolas Tubelis,12,Arizona Wildcats,116.3476,96.3385,20.0092,80.9995,106.8376,-25.8382,45.8473,,,,,,,,0.5082,0.5082,,0.0,0.3734,0.744,0.3991,0.3991,,0.0,0.6874,0.3437,40.4688,15.6158,18.401,1492.08,1499.92,72.84,70.2,1736.0,1445.0,59.0,75.0,1224.0,622.0,0.0,0.0,1368.0,546.0,0.0,0.0,233.0,607.0,276.0,445.0
