athlete_id,athlete_display_name,team_id,team_display_name
5144153,Kareem Stagg,61,Georgia Bulldogs
5144158,Luke Bevilacqua,322,Lafayette Leopards
5144165,Isaac Asuma,135,Minnesota Golden Gophers
5144166,T.O. Barrett,142,Missouri Tigers
5144371,Ty Bevins,45,George Washington Revolutionaries
5144372,Isaiah Brown,57,Florida Gators
5144373,Cole Certa,87,Notre Dame Fighting Irish
5144375,Larry Johnson,2377,McNeese Cowboys
5144378,Andre Mills,120,Maryland Terrapins
5144380,Austin Swartz,156,Creighton Bluejays
5144381,Darrion Sutton,2623,Missouri State Bears
5144382,Zion Wilburn,2535,Samford Bulldogs
5144387,Bryce Dortch,164,Rutgers Scarlet Knights
5144388,Kuol Atak,201,Oklahoma Sooners
5144391,Chance Puryear,2567,SMU Mustangs
5144392,Sebastian Rancik,38,Colorado Buffaloes
5144495,Alijah Arenas,30,USC Trojans
5145712,Lefteris Liotopoulos,2599,St. John's Red Storm
5147322,Tyler Ode,2649,Toledo Rockets
5147928,Thierry Darlan,2541,Santa Clara Broncos
5149077,Kingston Flemings,248,Houston Cougars
5149078,Moustapha Thiam,2132,Cincinnati Bearcats
5149083,Nic Codie,251,Texas Longhorns
5149115,Allen Graves,2541,Santa Clara Broncos
5149116,Ty Davis,156,Creighton Bluejays
5149117,Jahvin Carter,2393,Middle Tennessee Blue Raiders
5149633,Eric Freeny,26,UCLA Bruins
5150404,Chance Mallory,258,Virginia Cavaliers
5151855,Luka Toews,103,Boston College Eagles
5152623,Connor Amundsen,159,Dartmouth Big Green
5152656,Josiah Moseley,2641,Texas Tech Red Raiders
5152658,Pape N'Diaye,502,Calumet St. Joseph Crimson Wave
5152726,Tallis Toure,24,Stanford Cardinal
5152729,Jalin Holland,38,Colorado Buffaloes
5152761,Devon Pryor,2483,Oregon Ducks
5152763,Eric Reibe,41,UConn Huskies
5156117,Ryan Mela,2507,Providence Friars
5164367,Malachi Brown,2247,Georgia State Panthers
5164368,David Punch,2628,TCU Horned Frogs
5164369,Emmanuel Stephen,2439,UNLV Rebels
5164370,Evan Stinson,24,Stanford Cardinal
5164558,Oswin Erhunmwunse,2507,Providence Friars
5164559,Nate Ament,2633,Tennessee Volunteers
5164560,Semetri Carr,25,California Golden Bears
5165275,Tyler Johnson,259,Virginia Tech Hokies
5165276,Jeremiah Wilkinson,61,Georgia Bulldogs
5169569,Trent Burns,142,Missouri Tigers
5170078,Saša Ciani,213,Penn State Nittany Lions
5171688,Isaiah Johnson-Arigu,2900,St. Thomas-Minnesota Tommies
5171788,Eduardo Klafke,145,Ole Miss Rebels
5172339,DaJohn Craig,324,Coastal Carolina Chanticleers
5172343,Cole Kirouac,59,Georgia Tech Yellow Jackets
5173445,Dominick Stewart,213,Penn State Nittany Lions
5173589,Hayden Assemian,2579,South Carolina Gamecocks
5173645,Jason Jakstys,356,Illinois Fighting Illini
5174287,Coleson Messer,238,Vanderbilt Commodores
5174288,Jason Rivera-Torres,2405,Monmouth Hawks
5174289,William Patterson,2443,New Orleans Privateers
5174291,Bryce Lindsay,222,Villanova Wildcats
5174292,Rob Dockery,2325,La Salle Explorers
5174293,Tyler Ringgold,2655,Tulane Green Wave
5174294,Morris Ugusuk,277,West Virginia Mountaineers
5174297,Cameron Barnes,2287,Illinois State Redbirds
5174298,Danny Stephens,2710,Western Illinois Leathernecks
5174316,Harrison Alexander,2565,SIU Edwardsville Cougars
5174317,Jaquan Scott,2029,Arkansas-Pine Bluff Golden Lions
5174319,Mike Williams,2550,Seton Hall Pirates
5174452,Jayce Nathaniel,82,UIC Flames
5174555,Elijah Strong,2579,South Carolina Gamecocks
5174557,Naithan George,183,Syracuse Orange
5174558,Ibrahima Sacko,2424,New Mexico Highlands Cowboys
5174559,Ibrahim Souare,183,Syracuse Orange
5174561,Koron Davis,2010,Alabama A&M Bulldogs
5174565,Papa Amadou Kante,221,Pittsburgh Panthers
5174568,Bobby Durkin,135,Minnesota Golden Gophers
5174569,Mike Loughnane,111,Northeastern Huskies
5174570,Hunter Adam,2166,Davidson Wildcats
5174571,Rikus Schulte,2230,Fordham Rams
5174572,Desmond Roberts,258,Virginia Cavaliers
5174574,Jaiun Simon,2168,Dayton Flyers
5174575,Evan Dickey,2168,Dayton Flyers
5174577,Will Maxwell,2168,Dayton Flyers
5174578,Makai Grant,2168,Dayton Flyers
5174579,Marqus Marion,154,Wake Forest Demon Deacons
5174580,Vincent Ricchiuti,154,Wake Forest Demon Deacons
5174581,Will Underwood,154,Wake Forest Demon Deacons
5174582,Jakub Necas,2184,Duquesne Dukes
5174583,Ethan Anish,2184,Duquesne Dukes
5174585,Seamus McDermott,2184,Duquesne Dukes
5174586,Jake DiMichele,2184,Duquesne Dukes
5174587,Kailon Nicholls,2025,Angelo State Rams
5174589,Jameson O'Toole,2230,Fordham Rams
5174594,Baraka Okojie,2382,Mercer Bears
5174599,Trey Autry,45,George Washington Revolutionaries
5174600,Amir Arrington,45,George Washington Revolutionaries
5174601,Zamoku Weluche-Ume,2448,North Carolina A&T Aggies
5174602,Luke Cronin,2655,Tulane Green Wave
5174608,Tunde Vahlberg Fasasi,2729,William & Mary Tribe
5174609,Miles Rubin,2350,Loyola Chicago Ramblers
5174611,Jaylen Curry,197,Oklahoma State Cowboys
5174612,Robert Davis Jr.,295,Old Dominion Monarchs
5174613,Marqui Worthy Jr.,27,UC Riverside Highlanders
5174614,Jayden Ndjigue,113,Massachusetts Minutemen
5174615,Tarique Foster,399,UAlbany Great Danes
5174617,Mathok Majok,2443,New Orleans Privateers
5174618,Rollie Castineyra,113,Massachusetts Minutemen
5174619,Cam Estevez,2217,Fairfield Stags
5174620,Always Wright,292,UT Rio Grande Valley Vaqueros
5174621,Tyson Brown,2515,Radford Highlanders
5174622,Connor Dubsky,2427,UNC Asheville Bulldogs
5174623,David Green,202,Tulsa Golden Hurricane
5174624,David Fuchs,2539,San Francisco Dons
5174627,Trevor Smith,2207,Elizabeth City State Vikings
5174628,Collin Tanner,257,Richmond Spiders
5174629,Mikkel Tyne,257,Richmond Spiders
5174630,Jack Graham,160,New Hampshire Wildcats
5174631,Ryan Soulis,171,Columbia Lions
5174632,Shawn Simmons II,2349,UMass Lowell River Hawks
5174633,Xzayvier Brown,201,Oklahoma Sooners
5174634,Anthony Finkley,2603,Saint Joseph's Hawks
5174635,Will Lange,2603,Saint Joseph's Hawks
5174636,Dasear Haskins,2603,Saint Joseph's Hawks
5174637,Cian Medley,2309,Kent State Golden Flashes
5174638,Djordje Curcic,232,Charleston Cougars
5174639,Abou Magassa,2751,Wyoming Cowboys
5174642,Tsvet Sotirov,290,Georgia Southern Eagles
5174643,Stef van Bussel,2184,Duquesne Dukes
5174652,Blake Muschalek,2,Auburn Tigers
5174653,Reed Trapp,2,Auburn Tigers
5174654,Addarin Scott,140,Kansas City Roos
5174657,Alex Condon,57,Florida Gators
5174659,Kajus Kublickas,279,Pacific Tigers
5174660,Cooper Josefsberg,57,Florida Gators
5174661,Blue Cain,61,Georgia Bulldogs
5174664,Markel Jennings,61,Georgia Bulldogs
5174665,Zvonimir Ivisic,356,Illinois Fighting Illini
5174668,Jack DeRose,179,St. Bonaventure Bonnies
5174669,Miles Rose,399,UAlbany Great Danes
5174671,Waka Mbatch,147,Montana State Bobcats
5174672,Michael Belle,2670,VCU Rams
5174781,James Goodis,239,Baylor Bears
5174783,Ian Stephens,84,Indiana Hoosiers
5174791,Malik Abdullahi,163,Princeton Tigers
5174799,Matar Diop,56,Stetson Hatters
5174800,Blake Barkley,2193,East Tennessee State Buccaneers
5174804,Jace Rayl,2509,Purdue Boilermakers
5174805,Emmanuel Ogbole,164,Rutgers Scarlet Knights
5174807,Jack Janicki,275,Wisconsin Badgers
5174808,Winters Grady,130,Michigan Wolverines
5174814,Stephan Snagg,2066,Binghamton Bearcats
5174815,Gavin Walsh,350,UNC Wilmington Seahawks
5174850,Aaron Davis III,2803,Bryant Bulldogs
5174851,Keyshawn Mitchell,2670,VCU Rams
5174853,Seth Joba,70,Idaho Vandals
5174858,Franck Emmou,326,Texas State Bobcats
5174860,Ace Valentine,2378,UMBC Retrievers
5174932,KiJan Robinson,160,New Hampshire Wildcats
5174934,Eric Parnell,161,Fairleigh Dickinson Knights
5174935,Nick Dorn,84,Indiana Hoosiers
5174937,Takai Simpkins,2483,Oregon Ducks
5174938,Isaac Harrell,2210,Elon Phoenix
5174939,Savion Taylor,2210,Elon Phoenix
5174940,Ned Hull,2210,Elon Phoenix
5174941,Horace Simmons Jr.,2182,Drexel Dragons
5174946,Kobe Rodgers,97,Louisville Cardinals
5174947,Colby Duggan,232,Charleston Cougars
5174949,Mehmet Bener,2720,Whitman Blues
5174952,KJ Lewis,46,Georgetown Hoyas
5174953,Will Kuykendall,239,Baylor Bears
5174954,Motiejus Krivas,12,Arizona Wildcats
5174955,Paulius Murauskas,2608,Saint Mary's Gaels
5174956,Jackson Cook,12,Arizona Wildcats
5174957,Conrad Martinez,2272,High Point Panthers
5174958,Jerry Deng,152,NC State Wolfpack
5174959,Abdi Bashir Jr.,2306,Kansas State Wildcats
5174960,Corey Miller,2405,Monmouth Hawks
5174961,Jack Leahy,2405,Monmouth Hawks
5174962,Cornelius Robinson III,2405,Monmouth Hawks
5174963,Quinn Peters,2405,Monmouth Hawks
5174970,Isaiah Watts,120,Maryland Terrapins
5174971,Rueben Chinyelu,57,Florida Gators
5174972,AJ LaBeau,172,Cornell Big Red
5174973,Oscar Cluff,2509,Purdue Boilermakers
5174974,Isaiah Sherrard,2247,Georgia State Panthers
5174976,Jayden Teat,16,Sacramento State Hornets
5174977,Jake Wahlin,228,Clemson Tigers
5174978,Ayomide Bamisile,2433,UL Monroe Warhawks
5174979,Jerry Huang,254,Utah Utes
5174981,Brandon Williams,26,UCLA Bruins
5174982,Berke Buyuktuncel,158,Nebraska Cornhuskers
5174983,Aday Mara,130,Michigan Wolverines
5174984,Jan Vide,2351,Loyola Marymount Lions
5174995,Camian Shell,2169,Delaware State Hornets
5175001,Nikolaos Chitikoudis,2523,Robert Morris Colonials
5175006,Jordan Martin,2301,John Brown Golden Eagles
5175007,Andrej Stojakovic,356,Illinois Fighting Illini
5175008,Cameron Grant,24,Stanford Cardinal
5175009,Aidan Cammann,24,Stanford Cardinal
5175011,Josiah Lake II,204,Oregon State Beavers
5175014,Thomas Ndong,2856,California Baptist Lancers
5175016,William Kermoury,111,Northeastern Huskies
5175017,JB Frankel,111,Northeastern Huskies
5175021,Bangot Dak,38,Colorado Buffaloes
5175023,Grady Whitt,350,UNC Wilmington Seahawks
5175024,Vladimir Pavlovic,2385,Mercyhurst Lakers
5175026,Omar Adegbola,2466,Northwestern State Demons
5175027,Yanis Ndjonga,2377,McNeese Cowboys
5175028,Braelon Green,2199,Eastern Michigan Eagles
5175029,Malachi Davis,112358,Long Island University Sharks
5175032,Day Day Thomas,2132,Cincinnati Bearcats
5175033,Jizzle James,2132,Cincinnati Bearcats
5175036,Cade Kelderman,66,Iowa State Cyclones
5175037,Omaha Biliew,154,Wake Forest Demon Deacons
5175042,RJ Jones,2628,TCU Horned Frogs
5175048,Andrew Bailey,2429,Charlotte 49ers
5175049,Sterling Young,282,Indiana State Sycamores
5175050,Nick Richart,2429,Charlotte 49ers
5175054,Cyr Malonga,166,New Mexico State Aggies
5175056,Callum Richard,2747,Wofford Terriers
5175057,Jakel Powell,2427,UNC Asheville Bulldogs
5175058,Devin Vanterpool,2226,Florida Atlantic Owls
5175059,Reid Lovelace,201,Oklahoma Sooners
5175063,JJ Taylor,2459,Northern Illinois Huskies
5175064,Jason Edwards,2507,Providence Friars
5175065,Alex Cotton,47,Howard Bison
5175066,Terrance Dixon Jr.,2582,Southern Jaguars
5175067,Zion Stanford,222,Villanova Wildcats
5175069,Chris Johnson,2116,UCF Knights
5175077,Jack Francis,2641,Texas Tech Red Raiders
5175078,Eemeli Yalaho,265,Washington State Cougars
5175080,Nils Machowski,2747,Wofford Terriers
5175112,Peyton Frey,2980,Ohio Wesleyan Battling Bishops
5175145,Jaiden Cole,119,Towson Tigers
5175146,Mekhi Lowery,82,UIC Flames
5175148,Tyler Tejada,119,Towson Tigers
5175170,Joel Armotrading,2440,Nevada Wolf Pack
5175171,Quentin Jones,139,Saint Louis Billikens
5175173,Jackson Mosley,13,Cal Poly Mustangs
5175174,Justin Page,315,Niagara Purple Eagles
5175352,Ofri Naveh,198,Oral Roberts Golden Eagles
5175354,Augusto Cassiá,145,Ole Miss Rebels
5175355,Ethan McComb,2086,Butler Bulldogs
5175357,Brock Vice,93,Murray State Racers
5175358,Shane Thomas,156,Creighton Bluejays
5175359,Josh Townley-Thomas,156,Creighton Bluejays
5175360,Churchill Abass,2443,New Orleans Privateers
5175361,Dramane Camara,2450,Norfolk State Spartans
5175364,Caedin Hamilton,269,Marquette Golden Eagles
5175365,Casey O'Malley,269,Marquette Golden Eagles
5175368,Lazar Djokovic,2670,VCU Rams
5175369,Gytis Nemeiksa,62,Hawai'i Rainbow Warriors
5175371,Nic McClain,2057,Belmont Bruins
5175372,Sebastian Hartmann,236,Chattanooga Mocs
5175374,Emmett Marquardt,331,Eastern Washington Eagles
5175375,Vice Zanki,315,Niagara Purple Eagles
5175379,Calum Rutherfurd,147,Montana State Bobcats
5175391,Arman Madi,16,Sacramento State Hornets
5175392,Tichyque Musaka,2617,Stephen F. Austin Lumberjacks
5175397,Viljami Vartiainen,2692,Weber State Wildcats
5175399,Nemanja Sarenac,2269,Hawaiʻi Pacific Sea Warriors
5175404,Bailey Nunn,2239,Cal State Fullerton Titans
5175405,Alex Kovatchev,57,Florida Gators
5175406,Michael Wilson,2957,Dominican (CA) Penguins
5175408,Bowyn Beatty,2325,La Salle Explorers
5175409,Chudi Dioramma,2032,Arkansas State Red Wolves
5175414,Mekhi Cameron,2635,Tennessee Tech Golden Eagles
5175415,Dejour Reaves,2230,Fordham Rams
5175417,Egan Shields,2458,Northern Colorado Bears
5175588,Matt Hodge,222,Villanova Wildcats
5175589,Jase Butler,36,Colorado State Rams
5175591,C.J. Cox,2509,Purdue Boilermakers
5175592,Trent Noah,96,Kentucky Wildcats
5175654,Quentin Bolton,2466,Northwestern State Demons
5175655,Lase Olalere,2127,Charleston Southern Buccaneers
5175657,Darryl Simmons II,179,St. Bonaventure Bonnies
5175658,Paul Lindberg,2241,Gardner-Webb Runnin' Bulldogs
5175660,Titas Sargiunas,288,Lipscomb Bisons
5175663,Denzel Hines,27,UC Riverside Highlanders
5175665,Emanuel Richards,2344,Longwood Lancers
5175666,Johan Nziemi,2344,Longwood Lancers
5175669,Jaylen Benard,2344,Longwood Lancers
5175671,Kory Mincy,2244,George Mason Patriots
5175672,Carl Parrish,2506,Presbyterian Blue Hose
5175673,Jonah Pierce,2506,Presbyterian Blue Hose
5175675,Trenton Walters,315,Niagara Purple Eagles
5175676,Trevor Roe,2330,Le Moyne Dolphins
5175677,Kelcy Phipps,2502,Portland State Vikings
5175690,Logan Carey,311,Maine Black Bears
5175691,Isaac Bonilla,311,Maine Black Bears
5175704,Ahmad Robinson,5,UAB Blazers
5175705,Davide Poser,160,New Hampshire Wildcats
5175711,Mier Panoam,2752,Xavier Musketeers
5175712,Spencer Elliott,2429,Charlotte 49ers
5175726,Tyshawn Archie,2377,McNeese Cowboys
5175727,Carlous Williams,2634,Tennessee State Tigers
5175737,Yaxel Lendeborg,130,Michigan Wolverines
5175741,Chandler Cuthrell,2210,Elon Phoenix
5175742,Nazar Mahmoud,2755,Grambling Tigers
5175745,Yanis Bamba,311,Maine Black Bears
5175758,Tom Mark,2934,Cal State Bakersfield Roadrunners
5175759,Corey Stephenson,2229,Florida International Panthers
5175763,Kendrick De Luna,2239,Cal State Fullerton Titans
5175785,Keonte Jones,2168,Dayton Flyers
5175787,Mahmoud Fofana,2463,Cal State Northridge Matadors
5175788,Bryan Ndjonga,2099,Canisius Golden Griffins
5175794,Jack Margoupis,2776,Salve Regina Seahawks
5175795,Bautista Giralt,399,UAlbany Great Danes
5175796,Muneer Newton,2097,Campbell Fighting Camels
5175797,Zacharie Matulu,399,UAlbany Great Danes
5175802,Sebastian Robinson,2885,NJIT Highlanders
5175806,Cameron Piggee,2885,NJIT Highlanders
5175807,Jeffrey Akintolu,2885,NJIT Highlanders
5175808,JJ Chaikovsky,299,Long Beach State Beach
5175809,Tariq Francis,164,Rutgers Scarlet Knights
5175814,Keenan Bey,2349,UMass Lowell River Hawks
5175820,Cole Andrews-Heitz,242,Rice Owls
5175821,Camp Wagner,282,Indiana State Sycamores
5175833,Daniel Tobiloba,27,UC Riverside Highlanders
5175842,Dez White,204,Oregon State Beavers
5175850,Kenyon Goodin,91,Bellarmine Knights
5175851,Grant Whitaker,91,Bellarmine Knights
5175852,Luke Anderson,91,Bellarmine Knights
5175853,Malcolm Wrisby-Jefferson,225,Brown Bears
5175854,Luke Paragon,225,Brown Bears
5175855,Adrian Uchidiuno,225,Brown Bears
5175857,N'famara Dabo,225,Brown Bears
5175859,J.D. Roberts,2772,Crookston (MN) Golden Eagles
5175860,Tucker Anderson,328,Utah State Aggies
5175887,Richard Nweke,171,Columbia Lions
5175888,Arop Arop,235,Memphis Tigers
5175889,Justin Cross,2305,Kansas Jayhawks
5175897,Ian Imegwu,172,Cornell Big Red
