athlete_id,o_rapm,d_rapm,rapm,o_rapm_bp,d_rapm_bp,rapm_bp,athlete_display_name,team_id,team_display_name,total_poss
4066808,1.41,1.17,2.58,1.46,1.25,2.71,Taze Moore,248,Houston Cougars,1367.32
4278229,1.41,1.17,2.58,1.59,1.2,2.79,Josh Carlton,248,Houston Cougars,1367.32
4278263,1.41,1.17,2.58,1.57,1.3,2.87,Fabian White Jr.,248,Houston Cougars,1367.32
4431941,1.81,0.76,2.5700000000000003,1.85,0.8,2.6500000000000004,RayJ Dennis,2649,Toledo Rockets,1525.16
4703538,1.81,0.76,2.5700000000000003,1.8,0.86,2.66,Ra'Heim Moss,2649,Toledo Rockets,1525.16
4703541,1.81,0.76,2.5700000000000003,2.04,0.81,2.85,JT Shumate,2649,Toledo Rockets,1525.16
4703540,1.81,0.76,2.5700000000000003,1.89,0.81,2.7,Setric Millner Jr.,2649,Toledo Rockets,1525.16
4591725,1.81,0.76,2.5700000000000003,2.03,0.91,2.94,Ryan Rollins,2649,Toledo Rockets,1525.16
4432848,1.16,1.37,2.5300000000000002,1.26,1.44,2.7,Jaime Jaquez Jr.,26,UCLA Bruins,1458.2
4280048,1.49,1.02,2.51,1.58,1.1,2.68,Jack Ferguson,2142,Colgate Raiders,1396.8
4398040,1.49,1.02,2.51,1.61,1.15,2.76,Tucker Richardson,2142,Colgate Raiders,1396.8
4279317,1.49,1.02,2.51,1.46,1.0,2.46,Nelly Cummings,2142,Colgate Raiders,1396.8
4432241,1.4,1.01,2.41,1.41,1.06,2.4699999999999998,Jamal Shead,248,Houston Cougars,1299.4
4593087,1.38,1.02,2.4,1.5,1.04,2.54,Ryan Moffatt,2142,Colgate Raiders,1329.16
4593089,1.38,1.02,2.4,1.53,1.09,2.62,Keegan Records,2142,Colgate Raiders,1329.16
4592707,2.23,0.08,2.31,2.19,0.11,2.3,Charlie Easley,2571,South Dakota State Jackrabbits,1386.68
4897251,2.23,0.08,2.31,2.24,0.09,2.33,Zeke Mayo,2571,South Dakota State Jackrabbits,1386.68
4395623,1.49,0.73,2.2199999999999998,1.37,0.77,2.14,Trey Jemison,5,UAB Blazers,1458.96
4067781,1.49,0.73,2.2199999999999998,1.54,0.91,2.45,Quan Jackson,5,UAB Blazers,1458.96
4432573,1.79,0.33,2.12,1.97,0.49,2.46,Paolo Banchero,150,Duke Blue Devils,1522.6
4701232,1.79,0.33,2.12,1.92,0.51,2.4299999999999997,Mark Williams,150,Duke Blue Devils,1522.6
4592187,1.79,0.33,2.12,1.85,0.44,2.29,Wendell Moore Jr.,150,Duke Blue Devils,1522.6
4067472,0.71,1.39,2.0999999999999996,0.66,1.5,2.16,Johnny McCants,166,New Mexico State Aggies,1207.44
4398206,0.86,1.24,2.1,1.16,1.37,2.5300000000000002,Joe Bryant Jr.,2450,Norfolk State Spartans,1036.84
4397180,0.86,1.24,2.1,0.8,1.29,2.09,Dana Tate Jr.,2450,Norfolk State Spartans,1036.84
4280289,0.86,1.24,2.1,0.98,1.36,2.34,Kris Bankston,2450,Norfolk State Spartans,1036.84
4433130,2.01,0.09,2.0999999999999996,2.09,0.1,2.19,Tony Perkins,2294,Iowa Hawkeyes,979.64
4067255,0.95,1.1,2.05,1.07,1.15,2.2199999999999998,David Jean-Baptiste,236,Chattanooga Mocs,1186.44
4431768,0.96,1.1,2.06,0.97,1.13,2.0999999999999996,Quinn Slazinski,314,Iona Gaels,916.32
4431736,1.03,1.03,2.06,1.12,1.13,2.25,Toumani Camara,2168,Dayton Flyers,1190.48
4396656,1.46,0.59,2.05,1.8,0.63,2.43,Jordan Walker,5,UAB Blazers,1389.68
4397778,0.61,1.43,2.04,0.62,1.43,2.05,Braden Norris,2350,Loyola Chicago Ramblers,1390.2
4279147,0.61,1.43,2.04,0.78,1.52,2.3,Lucas Williamson,2350,Loyola Chicago Ramblers,1390.2
4066717,0.61,1.43,2.04,0.56,1.45,2.01,Aher Uguak,2350,Loyola Chicago Ramblers,1390.2
4397128,1.11,0.93,2.04,1.15,0.96,2.11,Tyger Campbell,26,UCLA Bruins,1393.8
4397355,0.64,1.36,2.0,0.76,1.45,2.21,DeAndre Williams,235,Memphis Tigers,966.88
4703015,1.08,0.91,1.9900000000000002,1.15,1.08,2.23,Nelly Junior Joseph,314,Iona Gaels,1380.12
4397023,0.66,1.31,1.9700000000000002,0.62,1.32,1.94,Uros Plavsic,2633,Tennessee Volunteers,1145.68
4395873,1.05,0.91,1.96,0.94,0.85,1.79,Antonio Rizzuto,119,Towson Tigers,1118.28
4398203,1.51,0.44,1.95,1.8,0.52,2.3200000000000003,Mike Bothwell,231,Furman Paladins,1230.24
4397724,0.64,1.3,1.94,0.81,1.35,2.16,Matthias Tass,2608,Saint Mary's Gaels,1036.12
4431902,0.64,1.3,1.94,0.59,1.32,1.9100000000000001,Kyle Bowen,2608,Saint Mary's Gaels,1036.12
4396608,0.64,1.3,1.94,0.73,1.47,2.2,Logan Johnson,2608,Saint Mary's Gaels,1036.12
4432971,0.64,1.3,1.94,0.66,1.36,2.02,Alex Ducas,2608,Saint Mary's Gaels,1036.12
4897262,0.91,1.03,1.94,0.96,1.13,2.09,Will Richard,2057,Belmont Bruins,1319.32
4433076,0.91,1.03,1.94,1.12,1.08,2.2,Ben Sheppard,2057,Belmont Bruins,1319.32
4279920,0.91,1.03,1.94,0.91,1.21,2.12,Grayson Murphy,2057,Belmont Bruins,1319.32
4402243,0.91,1.03,1.94,0.81,1.01,1.82,Luke Smith,2057,Belmont Bruins,1319.32
4279923,0.91,1.03,1.94,1.12,1.08,2.2,Nick Muszynski,2057,Belmont Bruins,1319.32
4593263,1.14,0.8,1.94,1.47,0.96,2.4299999999999997,Charles Pride,2803,Bryant Bulldogs,1461.88
4279105,1.14,0.8,1.94,1.01,0.78,1.79,Luis Hurtado Jr.,2803,Bryant Bulldogs,1461.88
4593304,1.14,0.8,1.94,1.03,0.85,1.88,Adham Eleeda,2803,Bryant Bulldogs,1461.88
4897385,1.72,0.21,1.93,1.82,0.32,2.14,Conley Garrison,231,Furman Paladins,1234.56
4280016,1.6,0.32,1.9200000000000002,1.62,0.4,2.02,Alex Hunter,231,Furman Paladins,1292.08
4398207,1.6,0.32,1.9200000000000002,1.77,0.58,2.35,Jalen Slawson,231,Furman Paladins,1292.08
4432585,1.84,0.07,1.9100000000000001,1.95,0.15,2.1,AJ Griffin,150,Duke Blue Devils,1323.48
4396633,1.19,0.69,1.88,1.13,0.8,1.93,Alex Lomax,235,Memphis Tigers,1028.36
4396750,0.17,1.69,1.8599999999999999,0.13,1.62,1.75,Jake Wolfe,2413,Morehead State Eagles,1246.04
4397783,0.17,1.69,1.8599999999999999,0.18,1.72,1.9,Skyelar Potter,2413,Morehead State Eagles,1246.04
4700864,0.91,0.96,1.87,0.84,0.97,1.81,R.J. Blakney,2168,Dayton Flyers,1251.64
4433607,0.91,0.96,1.87,1.17,1.16,2.33,DaRon Holmes II,2168,Dayton Flyers,1251.64
4709318,0.91,0.95,1.8599999999999999,0.76,0.88,1.6400000000000001,AJ Braun,2750,Wright State Raiders,1145.92
4702722,0.95,0.91,1.8599999999999999,0.69,0.83,1.52,Chris Conway,2473,Oakland Golden Grizzlies,940.36
4070686,1.02,0.83,1.85,1.39,0.94,2.33,Peter Kiss,2803,Bryant Bulldogs,1322.8
4280181,0.51,1.32,1.83,0.47,1.33,1.8,Sir'Jabari Rice,166,New Mexico State Aggies,1269.48
4683633,1.13,0.7,1.8299999999999998,1.08,0.65,1.73,Kerr Kriisa,12,Arizona Wildcats,1356.24
4396968,1.17,0.65,1.8199999999999998,1.2,0.7,1.9,KJ Buffen,5,UAB Blazers,1321.08
4396010,0.59,1.23,1.8199999999999998,0.51,1.25,1.76,Clayton Henry,166,New Mexico State Aggies,1005.28
4398002,1.26,0.56,1.82,1.34,0.6,1.94,Jaelin Llewellyn,163,Princeton Tigers,963.76
4701200,0.79,1.04,1.83,0.83,1.13,1.96,Latrell Jones,2447,Nicholls Colonels,1224.32
4397560,0.31,1.5,1.81,0.2,1.61,1.81,JJ Murray,249,North Texas Mean Green,1178.24
4702773,0.31,1.5,1.81,0.4,1.56,1.96,Abou Ousmane,249,North Texas Mean Green,1178.24
4432430,0.31,1.5,1.81,0.27,1.54,1.81,Rubin Jones,249,North Texas Mean Green,1178.24
4702770,0.31,1.5,1.81,0.39,1.52,1.9100000000000001,Mardrez McBride,249,North Texas Mean Green,1178.24
4592870,0.31,1.5,1.81,0.46,1.61,2.0700000000000003,Thomas Bell,249,North Texas Mean Green,1178.24
4397227,0.29,1.51,1.8,0.58,1.7,2.28,Vince Williams Jr.,2670,VCU Rams,1077.84
4397133,1.37,0.43,1.8,1.33,0.43,1.76,Brandon Slater,222,Villanova Wildcats,1462.48
4278585,1.37,0.43,1.8,1.58,0.45,2.0300000000000002,Collin Gillespie,222,Villanova Wildcats,1462.48
4431718,1.37,0.43,1.8,1.45,0.45,1.9,Eric Dixon,222,Villanova Wildcats,1462.48
4592617,0.92,0.86,1.78,1.09,1.01,2.1,Jubrile Belo,147,Montana State Bobcats,1485.8400000000001
4278588,1.4,0.38,1.7799999999999998,1.44,0.47,1.91,Jermaine Samuels,222,Villanova Wildcats,1400.68
4595430,0.82,0.96,1.7799999999999998,0.89,0.97,1.8599999999999999,Tyrese Jenkins,2450,Norfolk State Spartans,613.8
4431795,0.91,0.84,1.75,0.9,0.91,1.81,Josh Pierre-Louis,2540,UC Santa Barbara Gauchos,850.96
4589474,0.62,1.12,1.7400000000000002,0.51,1.1,1.61,VonCameron Davis,2309,Kent State Golden Flashes,1202.6
4397559,0.96,0.76,1.72,0.87,0.86,1.73,Abdul Mohamed,147,Montana State Bobcats,1563.64
4067581,0.96,0.76,1.72,1.13,0.76,1.89,Xavier Bishop,147,Montana State Bobcats,1563.64
4702074,0.96,0.76,1.72,0.81,0.73,1.54,Tyler Patterson,147,Montana State Bobcats,1563.64
4396787,1.63,0.09,1.72,1.85,0.15,2.0,Luka Brajkovic,2166,Davidson Wildcats,1365.44
4396784,1.63,0.09,1.72,1.62,0.11,1.7300000000000002,Michael Jones,2166,Davidson Wildcats,1365.44
4397371,-0.3,2.02,1.72,-0.34,2.15,1.8099999999999998,Nathan Mensah,21,San Diego State Aztecs,1293.2
4431786,-0.3,2.02,1.72,-0.29,2.08,1.79,Keshad Johnson,21,San Diego State Aztecs,1293.2
4397049,-0.3,2.02,1.72,-0.01,2.1,2.0900000000000003,Matt Bradley,21,San Diego State Aztecs,1293.2
4593305,0.71,1.0,1.71,0.67,1.0,1.67,Bryson Langdon,94,Northern Kentucky Norse,1342.0
4066291,0.82,0.88,1.7,0.85,0.86,1.71,Tyson Jolly,314,Iona Gaels,1453.16
4285624,0.83,0.86,1.69,0.98,1.03,2.01,Yauhen Massalski,2539,San Francisco Dons,1214.24
4702127,1.14,0.54,1.68,1.42,0.71,2.13,Justin Hill,2344,Longwood Lancers,1050.1200000000001
4066768,0.54,1.12,1.6600000000000001,0.48,1.1,1.58,Andrew Garcia,2309,Kent State Golden Flashes,1482.0
4398005,1.31,0.35,1.6600000000000001,1.36,0.41,1.77,Ethan Wright,163,Princeton Tigers,1095.28
4398004,1.31,0.35,1.6600000000000001,1.3,0.32,1.62,Drew Friberg,163,Princeton Tigers,1095.28
4683135,0.46,1.19,1.65,0.49,1.14,1.63,Kobe Elvis,2168,Dayton Flyers,1191.4
4683861,0.46,1.19,1.65,0.51,1.29,1.8,Malachi Smith,2168,Dayton Flyers,1191.4
4066805,0.83,0.82,1.65,0.74,0.81,1.55,Patrick Tape,2539,San Francisco Dons,1286.16
4280245,0.83,0.82,1.65,0.99,1.04,2.0300000000000002,Jamaree Bouyea,2539,San Francisco Dons,1286.16
4279467,0.83,0.82,1.65,0.78,0.8,1.58,Gabe Stefanini,2539,San Francisco Dons,1286.16
4397745,0.83,0.82,1.65,0.98,0.88,1.8599999999999999,Khalil Shabazz,2539,San Francisco Dons,1286.16
4431915,1.27,0.37,1.6400000000000001,1.42,0.44,1.8599999999999999,Trey Calvin,2750,Wright State Raiders,1546.88
4279448,0.84,0.79,1.63,1.01,0.95,1.96,Ben Vander Plas,195,Ohio Bobcats,1495.12
4703530,0.84,0.79,1.63,1.16,0.87,2.03,Mark Sears,195,Ohio Bobcats,1495.12
4432959,0.4,1.22,1.62,0.46,1.26,1.72,Ta'lon Cooper,2413,Morehead State Eagles,1316.96
4433569,0.4,1.22,1.62,0.64,1.6,2.24,Johni Broome,2413,Morehead State Eagles,1316.96
4397784,0.73,0.88,1.6099999999999999,1.11,1.12,2.2300000000000004,Malachi Smith,236,Chattanooga Mocs,1315.28
4279210,0.73,0.88,1.6099999999999999,0.76,0.96,1.72,Darius Banks,236,Chattanooga Mocs,1315.28
4311618,0.67,0.94,1.6099999999999999,0.57,0.87,1.44,Zep Jasper,2,Auburn Tigers,1213.8
4432828,0.93,0.68,1.61,1.27,0.84,2.11,Kofi Cockburn,356,Illinois Fighting Illini,1284.72
4593267,0.66,0.95,1.6099999999999999,0.78,1.16,1.94,Hall Elisias,2803,Bryant Bulldogs,840.4
4897771,0.62,0.98,1.6,0.63,1.07,1.7000000000000002,AJ Lawson,2640,Texas Southern Tigers,758.36
4432646,0.4,1.2,1.6,0.55,1.31,1.86,Kennedy Chandler,2633,Tennessee Volunteers,1360.52
4593773,0.74,0.84,1.58,0.76,0.86,1.62,Seikou Sisoho Jawara,2692,Weber State Wildcats,1538.44
4593976,0.74,0.84,1.58,0.73,0.84,1.5699999999999998,JJ Overton,2692,Weber State Wildcats,1538.44
4066755,0.74,0.84,1.58,1.0,0.88,1.88,Koby McEwen,2692,Weber State Wildcats,1538.44
4597865,1.14,0.45,1.5899999999999999,1.4,0.57,1.9699999999999998,Tosan Evbuomwan,163,Princeton Tigers,1032.1200000000001
4280022,0.69,0.9,1.5899999999999999,0.61,0.94,1.5499999999999998,Mladen Armus,68,Boise State Broncos,1336.32
4278513,0.69,0.9,1.5899999999999999,0.88,0.97,1.85,Abu Kigab,68,Boise State Broncos,1336.32
4898260,0.69,0.9,1.5899999999999999,0.76,0.92,1.6800000000000002,Tyson Degenhart,68,Boise State Broncos,1336.32
4280208,0.69,0.9,1.5899999999999999,0.78,0.96,1.74,Marcus Shaver Jr.,68,Boise State Broncos,1336.32
4433103,0.79,0.79,1.58,1.0,0.91,1.9100000000000001,Charles Thompson,119,Towson Tigers,1306.04
4397595,0.79,0.79,1.58,0.88,0.84,1.72,Nicolas Timberlake,119,Towson Tigers,1306.04
4703407,0.79,0.79,1.58,0.87,0.94,1.81,Cameron Holden,119,Towson Tigers,1306.04
4592985,0.97,0.6,1.5699999999999998,0.98,0.62,1.6,Jason Gibson,119,Towson Tigers,1244.1200000000001
4594327,1.84,-0.27,1.57,2.32,-0.03,2.29,Keegan Murray,2294,Iowa Hawkeyes,1604.76
4395671,0.2,1.37,1.57,0.29,1.34,1.6300000000000001,Au'Diese Toney,8,Arkansas Razorbacks,1212.64
4397374,0.79,0.77,1.56,1.06,0.81,1.87,Josh Jefferson,2393,Middle Tennessee Blue Raiders,1063.56
4395664,1.07,0.49,1.56,1.15,0.53,1.68,Prentiss Hubb,87,Notre Dame Fighting Irish,1320.64
4432827,1.36,0.2,1.56,1.63,0.54,2.17,Oscar Tshiebwe,96,Kentucky Wildcats,1373.68
4431689,1.36,0.2,1.56,1.29,0.18,1.47,Keion Brooks,96,Kentucky Wildcats,1373.68
4278349,1.36,0.2,1.56,1.27,0.12,1.3900000000000001,Kellan Grady,96,Kentucky Wildcats,1373.68
4592615,0.54,1.01,1.55,0.61,1.06,1.67,Amin Adamu,147,Montana State Bobcats,1431.88
4593134,0.66,0.89,1.55,0.87,0.99,1.8599999999999999,Jalen Hawkins,2450,Norfolk State Spartans,970.36
4433183,-0.17,1.71,1.54,-0.28,1.74,1.46,Lamont Butler,21,San Diego State Aztecs,1226.64
4593083,-0.17,1.71,1.54,-0.26,1.67,1.41,Trey Pulliam,21,San Diego State Aztecs,1226.64
4398386,-0.27,1.8,1.53,-0.25,2.05,1.7999999999999998,KC Ndefo,2612,Saint Peter's Peacocks,1502.0
4593388,0.23,1.3,1.53,0.22,1.26,1.48,Matthew Lee,2612,Saint Peter's Peacocks,1109.36
4592308,1.51,0.01,1.52,1.63,0.08,1.71,Hyunjung Lee,2166,Davidson Wildcats,1301.6399999999999
4700862,1.51,0.01,1.52,1.48,0.03,1.51,Sam Mennenga,2166,Davidson Wildcats,1301.6399999999999
4592666,-0.0,1.52,1.52,-0.07,1.54,1.47,Davion Warren,2641,Texas Tech Red Raiders,1327.68
4593825,1.46,0.06,1.52,1.35,0.1,1.4500000000000002,DeShang Weaver,198,Oral Roberts Golden Eagles,1228.04
4431928,0.53,0.99,1.52,0.52,1.09,1.61,Chase Claxton,2737,Winthrop Eagles,657.28
4592697,1.34,0.17,1.51,1.26,0.2,1.46,Greg Tribble,2006,Akron Zips,1383.68
4397617,1.11,0.4,1.5100000000000002,1.11,0.4,1.5100000000000002,Zac Watson,2344,Longwood Lancers,1245.48
4702126,1.11,0.4,1.5100000000000002,0.93,0.35,1.28,Jesper Granlund,2344,Longwood Lancers,1245.48
4395681,1.11,0.4,1.5100000000000002,1.24,0.57,1.81,Isaiah Wilkins,2344,Longwood Lancers,1245.48
4396618,1.11,0.4,1.5100000000000002,1.19,0.45,1.64,DeShaun Wade,2344,Longwood Lancers,1245.48
4395686,0.78,0.73,1.51,0.74,0.76,1.5,Isaiah Mucius,154,Wake Forest Demon Deacons,1410.76
4277932,0.36,1.14,1.5,0.67,1.25,1.92,Teddy Allen,166,New Mexico State Aggies,1204.08
4593036,0.59,0.91,1.5,0.71,1.1,1.81,Elijah Ford,2681,Wagner Seahawks,699.8
4289536,0.37,1.14,1.5099999999999998,0.47,1.35,1.82,Tate Hall,2350,Loyola Chicago Ramblers,604.6
4398306,1.15,0.36,1.5099999999999998,1.16,0.39,1.5499999999999998,Carlos Jurgens,198,Oral Roberts Golden Eagles,995.2
4592491,0.99,0.51,1.5,1.08,0.62,1.7000000000000002,Justin Moore,222,Villanova Wildcats,1397.8
4397019,0.86,0.64,1.5,1.02,0.65,1.67,David McCormack,2305,Kansas Jayhawks,1248.6
4431990,1.53,-0.03,1.5,1.78,0.07,1.85,Tanner Holden,2750,Wright State Raiders,1680.24
4396017,1.53,-0.03,1.5,1.43,0.03,1.46,Tim Finke,2750,Wright State Raiders,1680.24
4397787,1.53,-0.03,1.5,1.79,0.13,1.92,Grant Basile,2750,Wright State Raiders,1680.24
4278435,0.26,1.24,1.5,0.41,1.36,1.77,JD Notae,8,Arkansas Razorbacks,1357.84
4431720,0.72,0.77,1.49,0.7,0.75,1.45,Lester Quinones,235,Memphis Tigers,1459.0
4900671,0.67,0.81,1.48,0.82,0.73,1.5499999999999998,Ajay Mitchell,2540,UC Santa Barbara Gauchos,1051.32
4593387,0.08,1.4,1.48,0.1,1.4,1.5,Hassan Drame,2612,Saint Peter's Peacocks,1364.12
4397348,0.58,0.89,1.47,0.91,1.12,2.0300000000000002,Garrett Sturtz,2181,Drake Bulldogs,1011.64
4397840,0.9,0.56,1.46,0.81,0.52,1.33,Micheal Anumba,2737,Winthrop Eagles,1286.3600000000001
4397615,-0.13,1.59,1.46,-0.2,1.7,1.5,Jordan Gilliam,2640,Texas Southern Tigers,783.16
4402919,-0.19,1.65,1.46,-0.04,1.78,1.74,Jayden Saddler,2582,Southern Jaguars,1205.4
4397229,-0.19,1.65,1.46,-0.26,1.69,1.43,P.J. Byrd,2582,Southern Jaguars,1205.4
4398221,-0.19,1.65,1.46,0.01,1.77,1.78,Tyrone Lyons,2582,Southern Jaguars,1205.4
4594110,-0.19,1.65,1.46,-0.09,1.68,1.5899999999999999,Terrell Williams Jr.,2582,Southern Jaguars,1205.4
4592883,0.99,0.46,1.45,1.12,0.48,1.6,Tre Gomillion,325,Cleveland State Vikings,1576.84
4397548,0.99,0.46,1.45,0.88,0.46,1.34,Deshon Parker,325,Cleveland State Vikings,1576.84
4702702,0.99,0.46,1.45,1.17,0.61,1.7799999999999998,D'Moi Hodge,325,Cleveland State Vikings,1576.84
4279311,0.99,0.46,1.45,1.1,0.58,1.6800000000000002,Torrey Patton,325,Cleveland State Vikings,1576.84
4399102,0.99,0.46,1.45,0.99,0.56,1.55,Deante Johnson,325,Cleveland State Vikings,1576.84
4592271,0.84,0.61,1.45,0.85,0.66,1.51,Shiloh Robinson,2335,Liberty Flames,1197.08
4396745,0.84,0.61,1.45,1.35,0.73,2.08,Darius McGhee,2335,Liberty Flames,1197.08
4592272,0.84,0.61,1.45,1.0,0.69,1.69,Kyle Rode,2335,Liberty Flames,1197.08
4897572,0.84,0.61,1.45,0.6,0.62,1.22,Joseph Venzant,2335,Liberty Flames,1197.08
4278525,0.72,0.73,1.45,0.73,0.75,1.48,Cody Riley,26,UCLA Bruins,1002.84
4279111,0.09,1.35,1.4400000000000002,-0.07,1.3,1.23,Trey Wade,8,Arkansas Razorbacks,1279.92
4396641,1.1,0.34,1.4400000000000002,1.21,0.38,1.5899999999999999,Xavier Castaneda,2006,Akron Zips,1445.3600000000001
4592699,1.1,0.34,1.4400000000000002,1.3,0.5,1.8,Enrique Freeman,2006,Akron Zips,1445.3600000000001
4593102,0.77,0.66,1.4300000000000002,0.75,0.62,1.37,Sean Bairstow,328,Utah State Aggies,1124.16
4431987,0.71,0.72,1.43,0.72,0.88,1.6,PJ Henry,2640,Texas Southern Tigers,827.8
4702670,0.77,0.66,1.4300000000000002,1.09,0.81,1.9000000000000001,Grant Nelson,2449,North Dakota State Bison,617.92
4433621,0.58,0.84,1.42,0.7,0.98,1.68,Jalen Duren,235,Memphis Tigers,1177.8
4066366,1.58,-0.15,1.4300000000000002,1.54,-0.18,1.36,Jordan Bohannon,2294,Iowa Hawkeyes,1679.44
4398190,1.58,-0.15,1.4300000000000002,1.44,-0.16,1.28,Filip Rebraca,2294,Iowa Hawkeyes,1679.44
4433077,0.21,1.22,1.43,0.33,1.31,1.6400000000000001,Airion Simmons,2000,Abilene Christian Wildcats,1409.04
4278303,0.4,1.02,1.42,0.36,1.05,1.4100000000000001,Ryghe Lyons,2447,Nicholls Colonels,1302.72
4592700,1.21,0.2,1.41,1.34,0.17,1.51,Ali Ali,2006,Akron Zips,1322.2
4433135,0.09,1.32,1.4100000000000001,0.27,1.24,1.51,Jeremy Roach,150,Duke Blue Devils,725.64
4431953,1.67,-0.26,1.41,1.74,-0.18,1.56,Marcus Foster,231,Furman Paladins,1149.88
4067398,0.46,0.95,1.41,0.53,1.05,1.58,Jason Carter,195,Ohio Bobcats,1425.56
4397737,0.53,0.87,1.4,0.58,0.98,1.56,Chris Brandon,94,Northern Kentucky Norse,1280.04
4397774,0.53,0.86,1.3900000000000001,0.54,0.86,1.4,Trevon Faulkner,94,Northern Kentucky Norse,1405.92
4431685,0.16,1.23,1.39,0.19,1.32,1.51,Josiah-Jordan James,2633,Tennessee Volunteers,1433.32
4609299,0.16,1.23,1.39,0.31,1.32,1.6300000000000001,Santiago Vescovi,2633,Tennessee Volunteers,1433.32
4897670,0.43,0.95,1.38,0.51,1.08,1.59,Aboubacar Traore,299,Long Beach State Beach,1322.08
4897197,0.62,0.76,1.38,0.38,0.75,1.13,Augustas Marciulionis,2608,Saint Mary's Gaels,639.44
4431674,0.89,0.49,1.38,1.18,0.75,1.93,Armando Bacot,153,North Carolina Tar Heels,1530.1200000000001
4433176,0.89,0.49,1.38,0.99,0.54,1.53,R.J. Davis,153,North Carolina Tar Heels,1530.1200000000001
4395650,0.89,0.49,1.38,0.8,0.55,1.35,Leaky Black,153,North Carolina Tar Heels,1530.1200000000001
4279241,0.55,0.82,1.37,0.66,0.85,1.51,Manny Patterson,2546,Southeast Missouri State Redhawks,1068.52
4433182,-0.14,1.52,1.38,-0.1,1.67,1.5699999999999998,Adrian Baldwin Jr.,2670,VCU Rams,1286.92
4397228,-0.14,1.52,1.38,-0.11,1.55,1.44,KeShawn Curry,2670,VCU Rams,1286.92
4397066,0.64,0.73,1.37,0.9,0.79,1.69,Kendric Davis,2567,SMU Mustangs,1151.04
4397199,0.55,0.82,1.37,0.62,0.91,1.53,Fred Thatch Jr.,139,Saint Louis Billikens,1233.44
4703008,0.54,0.82,1.3599999999999999,0.44,0.84,1.28,Berrick JeanLouis,314,Iona Gaels,1188.88
4702382,0.89,0.47,1.3599999999999999,0.94,0.48,1.42,Tristan da Silva,38,Colorado Buffaloes,1374.32
4592706,0.11,1.25,1.36,-0.06,1.27,1.21,Yvan Ouedraogo,2253,Grand Canyon Lopes,1274.12
4431826,0.11,1.25,1.36,0.25,1.31,1.56,Jovan Blacksher Jr.,2253,Grand Canyon Lopes,1274.12
4398356,0.11,1.25,1.36,0.06,1.27,1.33,Gabe McGlothan,2253,Grand Canyon Lopes,1274.12
