athlete_id,athlete_display_name,team_id,team_display_name,ortg_on,drtg_on,nrtg_on,ortg_off,drtg_off,nrtg_off,on_off,ortg_on_pct,drtg_on_pct,nrtg_on_pct,ortg_off_pct,drtg_off_pct,nrtg_off_pct,on_off_pct,fg_pct_on,efg_pct_on,3p_pct_on,3p_rate_on,ft_rate_on,ft_pct_on,opp_fg_pct_on,opp_efg_pct_on,opp_3p_pct_on,opp_3p_rate_on,drb_pct_on,orb_pct_on,drb_per100_on,orb_per100_on,opp_orb_per100_on,poss_off_on,poss_def_on,poss_off_off,poss_def_off,pts_for_on,pts_against_on,pts_for_off,pts_against_off,fga_for_on,fgm_for_on,tpa_for_on,tpm_for_on,fga_against_on,fgm_against_on,tpa_against_on,tpm_against_on,orb_for_on,drb_for_on,orb_against_on,drb_against_on
5175807,Jeffrey Akintolu,2885,NJIT Highlanders,163.1002,67.2468,95.8534,96.808,112.0769,-15.2689,111.1222,,,,,,,,0.5238,0.5238,,0.0,0.369,0.7419,0.4286,0.4286,,0.0,0.9375,0.6591,39.557,37.8392,2.6371,76.64,75.84,1622.8,1617.64,125.0,51.0,1571.0,1813.0,84.0,44.0,0.0,0.0,49.0,21.0,0.0,0.0,29.0,30.0,2.0,15.0
5176288,Demajion Topps,2415,Morgan State Bears,149.8501,60.5914,89.2588,100.7497,109.2088,-8.4591,97.7178,,,,,,,,0.6353,0.6353,,0.0,0.0824,0.7143,0.2405,0.2405,,0.0,0.8548,0.5938,64.2269,23.7263,10.9064,80.08,82.52,1819.36,1804.8,120.0,50.0,1833.0,1971.0,85.0,54.0,0.0,0.0,79.0,19.0,0.0,0.0,19.0,53.0,9.0,13.0
4707015,Chandler Baker,2142,Colgate Raiders,150.3661,47.5823,102.7838,106.894,95.9381,10.956,91.8278,,,,,,,,0.5641,0.5641,,0.0,0.2179,0.7059,0.2545,0.2545,,0.0,0.8333,0.3611,45.0103,16.9979,9.0021,76.48,77.76,2089.92,2103.44,115.0,37.0,2234.0,2018.0,78.0,44.0,0.0,0.0,55.0,14.0,0.0,0.0,13.0,35.0,7.0,23.0
4431751,Rylan Jones,2535,Samford Bulldogs,118.4065,99.6434,18.7631,59.8723,131.2266,-71.3543,90.1174,,,,,,,,0.5005,0.5005,,0.0,0.3612,0.7328,0.4256,0.4256,,0.0,0.6389,0.35,34.838,17.0568,19.6893,2421.32,2422.64,75.16,74.68,2867.0,2414.0,45.0,98.0,2010.0,1006.0,0.0,0.0,1948.0,829.0,0.0,0.0,413.0,844.0,477.0,767.0
4904721,Tony Singleton,2616,Stanislaus State Warriors,68.8211,96.3173,-27.4962,40.2762,153.383,-113.1068,85.6106,,,,,,,,0.3103,0.3103,,0.0,0.1897,0.6364,0.4386,0.4386,,0.0,0.7436,0.2727,41.0765,17.9533,14.1643,66.84,70.6,69.52,69.76,46.0,68.0,28.0,107.0,58.0,18.0,0.0,0.0,57.0,25.0,0.0,0.0,12.0,29.0,10.0,32.0
5177372,Javius Moore,88,Southern Indiana Screaming Eagles,141.0865,64.069,77.0175,96.756,104.9553,-8.1993,85.2168,,,,,,,,0.5312,0.5312,,0.0,0.5625,0.75,0.2712,0.2712,,0.0,0.8085,0.4103,49.6862,21.097,11.7678,75.84,76.48,1450.04,1453.0,107.0,49.0,1403.0,1525.0,64.0,34.0,0.0,0.0,59.0,16.0,0.0,0.0,16.0,38.0,9.0,23.0
5178204,Dondre Watson,2065,Bethune-Cookman Wildcats,130.7265,52.5834,78.1431,94.9807,99.1829,-4.2021,82.3452,,,,,,,,0.5063,0.5063,,0.0,0.3291,0.7692,0.2222,0.2222,,0.0,0.6981,0.4667,42.2954,24.2943,18.2899,86.44,87.48,373.76,372.04,113.0,46.0,355.0,369.0,79.0,40.0,0.0,0.0,63.0,14.0,0.0,0.0,21.0,37.0,16.0,24.0
5177653,Rodrick Payne,2710,Western Illinois Leathernecks,121.0716,71.2856,49.786,79.147,111.2583,-32.1112,81.8972,,,,,,,,0.4853,0.4853,,0.0,0.4559,0.5806,0.3,0.3,,0.0,0.82,0.5,51.2756,30.9119,11.2556,77.64,79.96,152.88,151.0,94.0,57.0,121.0,168.0,68.0,33.0,0.0,0.0,70.0,21.0,0.0,0.0,24.0,41.0,9.0,24.0
4711108,Mayuom Buom,233,South Dakota Coyotes,140.0,68.1818,71.8182,104.9678,113.0593,-8.0914,79.9096,,,,,,,,0.4615,0.4615,,0.0,0.3205,0.68,0.3214,0.3214,,0.0,0.825,0.6222,46.875,40.0,9.9432,70.0,70.4,1913.92,1906.08,98.0,48.0,2009.0,2155.0,78.0,36.0,0.0,0.0,56.0,18.0,0.0,0.0,28.0,33.0,7.0,17.0
4897226,Christopher Mantis,2026,Appalachian State Mountaineers,133.4776,42.6829,90.7947,110.3668,95.8966,14.4702,76.3245,,,,,,,,0.5057,0.5057,,0.0,0.1609,0.7857,0.1333,0.1333,,0.0,0.7746,0.5682,67.0732,30.0625,19.5122,83.16,82.0,2224.4,2243.04,111.0,35.0,2455.0,2151.0,87.0,44.0,0.0,0.0,75.0,10.0,0.0,0.0,25.0,55.0,16.0,19.0
