Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
Paul Hiepler,40.0,79.5,30.3,106.25,75.9493670886076,106.25,75.0,53.75,102.5,15.0,41.25,0.0,0.0,18.75,36.25,0.0,17.5,6.25,16.25,22.5,55.0,Abilene Christian Wildcats
Coryon Mason,400.0,814.0,22.15,98.03680981595092,75.89175891758919,98.04,75.71,52.64,99.75,10.67,26.75,0.0,0.0,18.04,32.64,0.0,13.01,3.8,18.28,25.77,50.68,Abilene Christian Wildcats
Joe Pleasant,680.0,1363.0,20.81,98.68228404099561,77.86764705882354,98.68,77.53,53.0,100.59,10.47,28.18,0.0,0.0,17.2,31.77,0.0,12.08,4.1,16.62,24.38,48.97,Abilene Christian Wildcats
Kolton Kohl,680.0,1363.0,20.81,98.68228404099561,77.86764705882354,98.68,77.53,53.0,100.59,10.47,28.18,0.0,0.0,17.2,31.77,0.0,12.08,4.1,16.62,24.38,48.97,Abilene Christian Wildcats
Reggie Miller,680.0,1363.0,20.81,98.68228404099561,77.86764705882354,98.68,77.53,53.0,100.59,10.47,28.18,0.0,0.0,17.2,31.77,0.0,12.08,4.1,16.62,24.38,48.97,Abilene Christian Wildcats
Damien Daniels,640.0,1283.5,20.23,98.21150855365475,77.98594847775175,98.21,77.68,52.95,100.47,10.19,27.37,0.0,0.0,17.11,31.49,0.0,11.74,3.97,16.64,24.49,48.6,Abilene Christian Wildcats
Mahki Morris,280.0,549.0,18.83,99.63702359346642,80.80438756855575,99.64,80.22,53.54,101.81,10.16,30.31,0.0,0.0,15.97,30.49,0.0,10.71,4.54,14.16,22.32,46.46,Abilene Christian Wildcats
Ameka Akaya,400.0,694.5,-12.33,84.70588235294117,97.03808180535967,84.71,101.18,43.38,90.44,11.18,34.56,0.0,0.0,9.26,26.62,0.0,10.15,5.15,18.82,25.88,35.88,Air Force Falcons
Camden Vander Zwaag,40.0,74.0,-13.33,86.66666666666667,100.0,86.67,97.33,48.0,97.33,8.0,32.0,0.0,0.0,13.33,18.67,0.0,16.0,2.67,16.0,21.33,32.0,Air Force Falcons
A.J. Walker,840.0,1496.0,-17.73,83.97827562797013,101.71165240289663,83.98,104.89,44.13,87.64,9.78,30.07,0.0,0.0,8.21,25.93,0.0,10.25,3.8,20.57,24.1,34.14,Air Force Falcons
Chris Joyce,840.0,1496.0,-17.73,83.97827562797013,101.71165240289663,83.98,104.89,44.13,87.64,9.78,30.07,0.0,0.0,8.21,25.93,0.0,10.25,3.8,20.57,24.1,34.14,Air Force Falcons
Nikc Jackson,840.0,1496.0,-17.73,83.97827562797013,101.71165240289663,83.98,104.89,44.13,87.64,9.78,30.07,0.0,0.0,8.21,25.93,0.0,10.25,3.8,20.57,24.1,34.14,Air Force Falcons
Glen McClintock,600.0,1061.0,-18.14,86.22009569377991,104.36397400185702,86.22,107.56,44.31,86.6,11.1,31.48,0.0,0.0,7.56,26.22,0.0,9.67,3.16,20.96,23.64,33.78,Air Force Falcons
Carter Murphy,200.0,363.5,-20.43,75.76601671309191,96.19565217391305,75.77,98.61,42.06,89.42,6.13,26.74,0.0,0.0,9.47,24.23,0.0,11.98,5.29,20.06,24.23,33.7,Air Force Falcons
Keaton Van Soelen,440.0,799.0,-21.07,83.86277001270648,104.93218249075215,83.86,108.13,45.11,84.88,8.64,25.67,0.0,0.0,7.12,26.43,0.0,9.78,2.92,22.24,23.38,33.55,Air Force Falcons
Maishe Dailey,644.6,1240.5,7.46,98.95666131621188,91.49797570850203,98.96,90.69,51.52,99.04,13.16,36.68,0.0,0.0,15.01,35.55,0.0,6.1,4.33,15.97,23.35,50.56,Akron Zips
Ali Ali,809.6,1565.5,5.02,97.3901973265436,92.37179487179488,97.39,91.73,51.37,100.76,12.16,35.52,0.0,0.0,15.85,34.95,0.0,5.92,4.9,15.09,23.11,50.8,Akron Zips
Bryan Trimble Jr.,809.6,1565.5,5.02,97.3901973265436,92.37179487179488,97.39,91.73,51.37,100.76,12.16,35.52,0.0,0.0,15.85,34.95,0.0,5.92,4.9,15.09,23.11,50.8,Akron Zips
