athlete_id,o_rapm,d_rapm,rapm,o_rapm_bp,d_rapm_bp,rapm_bp,athlete_display_name,team_id,team_display_name,total_poss
4397081,2.89,2.73,5.62,3.28,3.18,6.46,Kyler Edwards,248,Houston Cougars,2170.04
4397242,3.19,2.42,5.609999999999999,3.55,2.79,6.34,Rasir Bolton,2250,Gonzaga Bulldogs,2117.6
4395712,3.19,2.42,5.609999999999999,3.62,2.85,6.470000000000001,Andrew Nembhard,2250,Gonzaga Bulldogs,2117.6
4431695,3.19,2.42,5.609999999999999,3.74,2.85,6.59,Drew Timme,2250,Gonzaga Bulldogs,2117.6
4278263,2.96,2.62,5.58,3.39,3.07,6.46,Fabian White Jr.,248,Houston Cougars,2229.84
4433255,3.06,2.37,5.43,3.56,2.96,6.52,Chet Holmgren,2250,Gonzaga Bulldogs,2048.8
4432181,3.06,2.37,5.43,3.48,2.78,6.26,Julian Strawther,2250,Gonzaga Bulldogs,2048.8
4702372,2.72,2.1,4.82,3.22,2.54,5.76,Azuolas Tubelis,12,Arizona Wildcats,2324.36
4432241,2.71,1.97,4.68,3.15,2.41,5.5600000000000005,Jamal Shead,248,Houston Cougars,1843.2
4432646,1.79,2.85,4.640000000000001,2.27,3.3,5.57,Kennedy Chandler,2633,Tennessee Volunteers,2188.48
4592666,1.76,2.83,4.59,2.08,3.25,5.33,Davion Warren,2641,Texas Tech Red Raiders,2214.16
4433159,2.72,1.86,4.58,3.01,2.26,5.27,Dalen Terry,12,Arizona Wildcats,2468.52
4683634,2.72,1.86,4.58,3.22,2.27,5.49,Bennedict Mathurin,12,Arizona Wildcats,2468.52
4431778,2.72,1.86,4.58,3.13,2.33,5.46,Christian Koloko,12,Arizona Wildcats,2468.52
4397127,2.67,1.91,4.58,3.05,2.35,5.4,Jules Bernard,26,UCLA Bruins,2100.32
4067781,2.37,2.19,4.5600000000000005,2.68,2.65,5.33,Quan Jackson,5,UAB Blazers,2401.6
4609299,1.57,2.92,4.49,2.04,3.35,5.390000000000001,Santiago Vescovi,2633,Tennessee Volunteers,2261.28
4432827,2.94,1.54,4.48,3.54,2.11,5.65,Oscar Tshiebwe,96,Kentucky Wildcats,2276.72
4278349,2.94,1.54,4.48,3.23,1.9,5.13,Kellan Grady,96,Kentucky Wildcats,2276.72
4066678,1.59,2.81,4.4,2.09,3.19,5.279999999999999,Bryson Williams,2641,Texas Tech Red Raiders,2284.88
4398304,1.59,2.81,4.4,1.94,3.2,5.140000000000001,Kevin Obanor,2641,Texas Tech Red Raiders,2284.88
4432573,2.99,1.36,4.3500000000000005,3.48,1.83,5.3100000000000005,Paolo Banchero,150,Duke Blue Devils,2308.6
4592187,2.99,1.36,4.3500000000000005,3.47,1.81,5.28,Wendell Moore Jr.,150,Duke Blue Devils,2308.6
4701232,2.99,1.36,4.3500000000000005,3.43,1.85,5.28,Mark Williams,150,Duke Blue Devils,2308.6
4277985,3.67,0.67,4.34,4.0,1.08,5.08,Sasha Stefanovic,2509,Purdue Boilermakers,2272.64
4311618,2.16,2.15,4.3100000000000005,2.43,2.5,4.93,Zep Jasper,2,Auburn Tigers,2150.52
4592945,2.4,1.86,4.26,2.67,2.27,4.9399999999999995,Isaiah Powell,261,Vermont Catamounts,2068.8
4594327,3.61,0.63,4.24,4.44,1.16,5.6000000000000005,Keegan Murray,2294,Iowa Hawkeyes,2387.72
4432848,2.27,1.95,4.22,2.72,2.41,5.130000000000001,Jaime Jaquez Jr.,26,UCLA Bruins,2104.04
4396968,2.04,2.14,4.18,2.41,2.51,4.92,KJ Buffen,5,UAB Blazers,2263.72
