Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Drake Green, Isaiah Tripp, Jalone Friday, Jaren Lewis, Jaylen Franklin",40.0,92.0,58.49,124.44444444444444,65.95744680851064,124.44,68.89,67.78,101.11,10.0,21.11,0.0,0.0,12.22,36.67,0.0,13.33,3.33,11.11,26.67,48.89,Abilene Christian Wildcats
"B.J. Maxwell, Jalone Friday, Jaren Lewis, Jaylen Franklin, Tevin Foster",80.0,184.0,9.96,87.91208791208791,77.95698924731182,87.91,79.67,50.55,89.01,6.59,18.68,0.0,0.0,8.24,31.32,0.0,10.99,4.95,19.23,26.92,39.56,Abilene Christian Wildcats
"Jalone Friday, Jaren Lewis, Jaylen Franklin, Payten Ricks, Tevin Foster",520.0,1086.5,9.62,90.72164948453609,81.10307414104882,90.72,84.07,49.02,92.97,8.43,25.12,0.0,0.0,10.31,31.77,0.0,10.12,5.72,17.34,27.65,42.08,Abilene Christian Wildcats
"Drake Green, Jalone Friday, Jaren Lewis, Jaylen Franklin, Tevin Foster",245.0,396.5,5.6,95.06493506493506,89.4607843137255,95.06,94.81,52.99,104.68,7.01,29.35,0.0,0.0,22.6,36.1,0.0,11.17,5.19,17.92,27.01,58.7,Abilene Christian Wildcats
"Hayden Howell, Jaren Lewis, Jaylen Franklin, Payten Ricks, Tevin Foster",40.0,96.0,5.09,71.42857142857143,66.33663366336634,71.43,73.63,37.36,80.22,6.59,23.08,0.0,0.0,7.69,24.18,0.0,16.48,4.4,27.47,31.87,31.87,Abilene Christian Wildcats
"Drake Green, Jalone Friday, Jaren Lewis, Jaylen Franklin, Payten Ricks",40.0,74.5,4.29,82.66666666666667,78.37837837837837,82.67,77.33,40.0,92.0,12.0,33.33,0.0,0.0,9.33,22.67,0.0,10.67,5.33,17.33,21.33,32.0,Abilene Christian Wildcats
"Hayden Howell, Isaiah Tripp, Jaren Lewis, Jaylen Franklin, Tevin Foster",85.0,162.0,0.7,102.51572327044025,101.81818181818181,102.52,105.66,54.72,94.97,10.06,23.27,0.0,0.0,10.69,27.67,0.0,10.06,3.14,15.72,20.13,38.36,Abilene Christian Wildcats
"Hayden Farquhar, Jaren Lewis, Jaylen Franklin, Payten Ricks, Tevin Foster",40.0,78.0,-0.23,90.9090909090909,91.13924050632912,90.91,93.51,46.75,102.6,6.49,23.38,0.0,0.0,14.29,27.27,0.0,10.39,6.49,11.69,28.57,41.56,Abilene Christian Wildcats
"Isaiah Tripp, Jalone Friday, Jaren Lewis, Jaylen Franklin, Tevin Foster",80.0,159.0,-1.4,87.9746835443038,89.375,87.97,90.51,45.57,94.3,10.13,31.01,0.0,0.0,10.13,30.38,0.0,6.96,5.7,15.82,22.78,40.51,Abilene Christian Wildcats
"Jalone Friday, Jaren Lewis, Jaylen Franklin, Tevin Foster, Trey Lenox",80.0,158.5,-5.24,92.90322580645162,98.14814814814815,92.9,102.58,48.39,92.26,8.39,21.94,0.0,0.0,12.26,32.9,0.0,5.16,5.16,20.0,24.52,45.16,Abilene Christian Wildcats
"CJ Siples, Frank Toohey, Jacob Van, Ryan Manning, Trevor Lyons",40.0,77.5,27.19,106.41025641025641,79.22077922077922,106.41,78.21,50.0,103.85,20.51,52.56,0.0,0.0,12.82,43.59,0.0,6.41,3.85,8.97,20.51,56.41,Air Force Falcons
"Frank Toohey, Jacob Van, Lavelle Scottie, Pervis Louder, Trevor Lyons",40.0,72.0,15.83,92.85714285714286,77.02702702702703,92.86,81.43,45.71,98.57,11.43,28.57,0.0,0.0,14.29,28.57,0.0,15.71,4.29,15.71,30.0,42.86,Air Force Falcons
"CJ Siples, Keaton Van Soelen, Pervis Louder, Ryan Swan, Trevor Lyons",40.0,78.0,6.41,97.43589743589743,91.02564102564102,97.44,91.03,50.0,102.56,15.38,50.0,0.0,0.0,12.82,34.62,0.0,7.69,6.41,10.26,23.08,47.44,Air Force Falcons
