Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
Damien Daniels,175.0,351.5,19.69,93.98280802292264,74.29378531073446,93.98,75.36,52.15,104.58,8.02,26.36,0.0,0.0,19.48,28.08,0.0,15.76,2.29,14.9,25.5,47.56,Abilene Christian Wildcats
Cameron Steele,775.0,1588.0,15.05,92.12846347607054,77.07808564231739,92.13,77.08,51.45,99.31,8.25,25.94,0.0,0.0,14.55,27.2,0.0,14.04,2.08,15.24,26.7,41.75,Abilene Christian Wildcats
Airion Simmons,1379.9,2844.5,13.55,92.46213455442057,78.91228070175438,92.46,79.22,52.45,99.51,8.28,25.64,0.0,0.0,14.65,26.91,0.0,13.31,2.32,15.15,26.66,41.56,Abilene Christian Wildcats
Mahki Morris,1459.9,2999.5,11.67,92.04545454545455,80.37911539740605,92.05,80.78,52.27,99.4,8.26,25.84,0.0,0.0,14.54,26.54,0.0,13.14,2.24,15.14,26.94,41.08,Abilene Christian Wildcats
Reggie Miller,1459.9,2999.5,11.67,92.04545454545455,80.37911539740605,92.05,80.78,52.27,99.4,8.26,25.84,0.0,0.0,14.54,26.54,0.0,13.14,2.24,15.14,26.94,41.08,Abilene Christian Wildcats
Coryon Mason,1284.9,2648.0,10.6,91.78963299281119,81.19110441010177,91.79,81.5,52.29,98.71,8.29,25.77,0.0,0.0,13.89,26.33,0.0,12.79,2.23,15.17,27.13,40.22,Abilene Christian Wildcats
Tobias Cameron,684.9,1411.5,7.88,91.95156695156696,84.07329105003524,91.95,84.97,53.21,99.5,8.26,25.71,0.0,0.0,14.53,25.78,0.0,12.11,2.42,15.03,27.21,40.31,Abilene Christian Wildcats
Immanuel Allen,80.0,155.0,-22.69,84.31372549019608,107.00636942675159,84.31,109.8,49.02,97.39,7.84,29.41,0.0,0.0,12.42,19.61,0.0,9.8,0.65,15.03,32.03,32.03,Abilene Christian Wildcats
Abe Kinrade,40.0,77.0,-0.47,72.5,72.97297297297297,72.5,67.5,45.0,92.5,3.75,17.5,0.0,0.0,11.25,32.5,0.0,7.5,6.25,18.75,17.5,43.75,Air Force Falcons
Lucas Moerman,920.0,1623.0,-3.44,86.93181818181817,90.37304452466908,86.93,94.82,44.32,91.79,10.73,31.31,0.0,0.0,12.31,30.56,0.0,8.52,4.48,20.52,27.15,42.87,Air Force Falcons
Joseph Octave,960.0,1690.5,-5.07,85.25679758308156,90.32444959443801,85.26,94.2,44.11,91.78,9.91,29.97,0.0,0.0,12.08,30.63,0.0,8.52,4.59,20.3,26.47,42.71,Air Force Falcons
Ethan Taylor,1120.0,1947.5,-5.65,85.66176470588235,91.31089904570567,85.66,95.48,43.64,91.28,10.56,31.72,0.0,0.0,11.45,30.46,0.0,8.14,4.46,20.17,26.63,41.91,Air Force Falcons
A.J. Walker,1120.0,1967.0,-6.03,85.66233766233766,91.68740666998507,85.66,95.69,44.1,91.9,10.29,31.38,0.0,0.0,11.69,30.08,0.0,8.05,4.42,19.79,26.44,41.77,Air Force Falcons
Jake Heidbreder,1160.0,2030.0,-6.04,86.00201409869084,92.0443587270974,86.0,96.12,44.06,91.59,10.47,31.47,0.0,0.0,11.48,30.26,0.0,7.96,4.38,19.89,26.44,41.74,Air Force Falcons
Carter Murphy,40.0,63.0,-6.36,96.72131147540983,103.07692307692307,96.72,109.84,42.62,81.97,16.39,34.43,0.0,0.0,4.92,36.07,0.0,4.92,3.28,22.95,26.23,40.99,Air Force Falcons
Camden Vander Zwaag,200.0,339.5,-10.85,89.72809667673715,100.57471264367817,89.73,105.74,43.81,90.63,13.29,38.97,0.0,0.0,8.46,28.4,0.0,5.14,3.32,17.82,26.28,36.86,Air Force Falcons
Jeffrey Mills,40.0,82.5,-15.74,93.90243902439023,109.63855421686748,93.9,110.98,53.66,98.78,8.54,25.61,0.0,0.0,12.2,25.61,0.0,3.66,2.44,13.41,21.95,37.81,Air Force Falcons
Nikc Jackson,200.0,330.0,-19.66,84.78260869565217,104.4378698224852,84.78,109.63,42.55,90.37,10.87,35.71,0.0,0.0,7.45,28.26,0.0,5.28,3.42,17.08,25.16,35.71,Air Force Falcons
K.J. Walton,240.0,430.5,21.81,98.6046511627907,76.79814385150812,98.6,76.98,51.63,106.51,10.93,34.19,0.0,0.0,23.26,39.3,0.0,9.77,4.65,16.74,24.65,62.56,Akron Zips
Bryan Trimble Jr.,885.0,1579.5,8.78,96.12983770287141,87.34746307000643,96.13,84.89,51.81,100.87,10.74,31.02,0.0,0.0,17.6,35.89,0.0,7.68,4.62,16.73,22.28,53.49,Akron Zips
Mikal Dawson,399.8,704.5,8.31,98.04741980474198,89.73988439306359,98.05,86.61,54.39,99.16,10.46,28.03,0.0,0.0,13.53,33.75,0.0,9.62,4.46,14.37,21.62,47.28,Akron Zips
Ali Ali,1285.0,2298.5,8.01,96.95931477516059,88.94783377541998,96.96,86.17,52.85,100.94,10.79,30.41,0.0,0.0,16.7,34.95,0.0,8.14,4.33,15.76,21.71,51.65,Akron Zips
Enrique Freeman,1364.8,2434.5,7.92,96.72727272727273,88.80534670008355,96.73,85.9,52.77,100.69,10.71,30.18,0.0,0.0,16.53,34.99,0.0,8.12,4.44,15.84,21.82,51.52,Akron Zips
Xavier Castaneda,1364.8,2434.5,7.92,96.72727272727273,88.80534670008355,96.73,85.9,52.77,100.69,10.71,30.18,0.0,0.0,16.53,34.99,0.0,8.12,4.44,15.84,21.82,51.52,Akron Zips
Aziz Bandaogo,199.8,351.0,6.09,96.1218836565097,90.02932551319648,96.12,85.04,52.63,100.83,11.08,30.19,0.0,0.0,16.9,35.46,0.0,7.2,3.88,16.07,21.05,52.36,Akron Zips
Greg Tribble,1044.8,1872.0,4.19,96.60041841004184,92.41266375545851,96.6,88.55,53.35,99.27,10.62,29.03,0.0,0.0,14.91,33.73,0.0,7.53,4.6,15.64,21.23,48.64,Akron Zips
