team_id,athlete_id,on_court_pts,pts_scored,pts_ast,scored_pct,assist_pct,resp_pct
2350,5239631,9,5,0,0.5556,0.0,0.5556
2617,5314589,9,2,3,0.2222,0.3333,0.5556
152,4683860,1061,242,343,0.2281,0.3233,0.5514
2429,5240545,792,233,202,0.2942,0.2551,0.5492
59,5258494,33,9,9,0.2727,0.2727,0.5455
2579,4710770,1042,354,211,0.3397,0.2025,0.5422
6,5189001,1138,396,216,0.348,0.1898,0.5378
52,4685802,1019,308,240,0.3023,0.2355,0.5378
2523,5313734,15,8,0,0.5333,0.0,0.5333
269,5144086,1191,386,248,0.3241,0.2082,0.5323
356,5311835,34,6,12,0.1765,0.3529,0.5294
2463,5106291,1402,347,390,0.2475,0.2782,0.5257
23,5176315,1003,339,186,0.338,0.1854,0.5234
2005,5313893,880,253,207,0.2875,0.2352,0.5227
3101,5241399,46,18,6,0.3913,0.1304,0.5217
2127,5106775,952,328,167,0.3445,0.1754,0.52
232,5106754,1123,304,279,0.2707,0.2484,0.5191
301,4845369,644,194,140,0.3012,0.2174,0.5186
149,5177695,27,11,3,0.4074,0.1111,0.5185
57,5238201,29,10,5,0.3448,0.1724,0.5172
2627,4432741,532,247,28,0.4643,0.0526,0.5169
24,5258459,1192,420,191,0.3523,0.1602,0.5126
149,5177694,1107,371,195,0.3351,0.1762,0.5113
82,5060703,832,236,189,0.2837,0.2272,0.5108
2458,5176300,1319,341,331,0.2585,0.2509,0.5095
254,5177233,987,335,166,0.3394,0.1682,0.5076
231,5314511,1040,318,208,0.3058,0.2,0.5058
2617,5106037,1248,390,236,0.3125,0.1891,0.5016
2115,4703644,1036,217,302,0.2095,0.2915,0.501
6,4433582,12,3,3,0.25,0.25,0.5
41,5307570,4,2,0,0.5,0.0,0.5
166,5314527,6,3,0,0.5,0.0,0.5
225,5106207,8,4,0,0.5,0.0,0.5
294,5243206,4,2,0,0.5,0.0,0.5
2006,5241472,8,4,0,0.5,0.0,0.5
2294,5241367,18,4,5,0.2222,0.2778,0.5
2349,5239820,4,2,0,0.5,0.0,0.5
2440,5313916,4,2,0,0.5,0.0,0.5
26,5107782,1355,286,389,0.2111,0.2871,0.4982
164,5175809,1039,361,156,0.3474,0.1501,0.4976
8,5142620,1356,422,252,0.3112,0.1858,0.4971
2509,5105854,1437,329,384,0.2289,0.2672,0.4962
23,4873192,111,47,8,0.4234,0.0721,0.4955
2501,5314722,1144,319,244,0.2788,0.2133,0.4921
238,5187600,1308,387,256,0.2959,0.1957,0.4916
2856,5178207,1148,428,136,0.3728,0.1185,0.4913
44,5314444,715,242,109,0.3385,0.1524,0.4909
2771,5314298,1328,414,235,0.3117,0.177,0.4887
2619,5105560,1096,342,193,0.312,0.1761,0.4881
2641,5060701,1328,308,340,0.2319,0.256,0.488
2504,5176727,1173,439,132,0.3743,0.1125,0.4868
252,5142718,1318,466,174,0.3536,0.132,0.4856
87,5312258,722,261,89,0.3615,0.1233,0.4848
189,5242560,1310,386,249,0.2947,0.1901,0.4847
2603,5105858,1169,282,283,0.2412,0.2421,0.4833
2066,5177097,1018,241,249,0.2367,0.2446,0.4813
48,5142618,1322,360,276,0.2723,0.2088,0.4811
338,5106660,422,124,79,0.2938,0.1872,0.481
2405,5177703,533,141,115,0.2645,0.2158,0.4803
302,5241070,1020,268,220,0.2627,0.2157,0.4784
172,5175897,65,21,10,0.3231,0.1538,0.4769
2116,4704078,1171,273,285,0.2331,0.2434,0.4765
248,5149077,1186,311,254,0.2622,0.2142,0.4764
2540,5033017,460,98,121,0.213,0.263,0.4761
2612,5314168,536,157,97,0.2929,0.181,0.4739
160,5177101,19,6,3,0.3158,0.1579,0.4737
253,5314849,951,296,151,0.3113,0.1588,0.47
275,4702654,1347,415,218,0.3081,0.1618,0.4699
30,4700877,709,253,80,0.3568,0.1128,0.4697
2692,5313292,1218,375,197,0.3079,0.1617,0.4696
56,5240016,256,89,31,0.3477,0.1211,0.4688
2737,4682856,875,319,91,0.3646,0.104,0.4686
2870,5177707,1320,420,197,0.3182,0.1492,0.4674
2454,5119069,1301,397,211,0.3051,0.1622,0.4673
338,5176186,1128,313,214,0.2775,0.1897,0.4672
2352,5176286,439,144,61,0.328,0.139,0.467
2653,5176736,955,248,198,0.2597,0.2073,0.467
160,5313120,15,2,5,0.1333,0.3333,0.4667
2572,5105547,15,5,2,0.3333,0.1333,0.4667
2230,5175415,1063,336,160,0.3161,0.1505,0.4666
2198,5313634,951,213,230,0.224,0.2419,0.4658
2567,4898283,1228,322,250,0.2622,0.2036,0.4658
2511,5144110,868,246,158,0.2834,0.182,0.4654
41,5054083,1282,243,353,0.1895,0.2754,0.4649
82,5177126,680,217,99,0.3191,0.1456,0.4647
311,5313109,56,19,7,0.3393,0.125,0.4643
2400,5314773,1089,377,128,0.3462,0.1175,0.4637
270,5108000,54,21,4,0.3889,0.0741,0.463
2502,5175976,1071,351,144,0.3277,0.1345,0.4622
2006,5108059,1284,359,234,0.2796,0.1822,0.4618
333,4873090,1172,361,180,0.308,0.1536,0.4616
2226,5239837,13,6,0,0.4615,0.0,0.4615
2382,5174594,1327,374,238,0.2818,0.1794,0.4612
154,5108081,460,111,101,0.2413,0.2196,0.4609
198,4683748,829,284,98,0.3426,0.1182,0.4608
344,4895740,1189,408,139,0.3431,0.1169,0.4601
2084,5101672,770,222,132,0.2883,0.1714,0.4597
314,4897054,1132,262,258,0.2314,0.2279,0.4594
2306,5106275,1165,400,135,0.3433,0.1159,0.4592
236,5314472,1061,314,173,0.2959,0.1631,0.459
97,5101761,632,187,103,0.2959,0.163,0.4589
77,4895746,813,175,198,0.2153,0.2435,0.4588
2329,5176076,1223,389,172,0.3181,0.1406,0.4587
2294,5241364,1362,444,180,0.326,0.1322,0.4581
2502,5175974,1283,333,254,0.2595,0.198,0.4575
84,5176737,562,142,115,0.2527,0.2046,0.4573
399,5239812,1097,291,210,0.2653,0.1914,0.4567
166,5241846,1083,369,124,0.3407,0.1145,0.4552
9,5105457,1198,319,226,0.2663,0.1886,0.4549
120,5108023,910,283,131,0.311,0.144,0.4549
172,5174972,11,0,5,0.0,0.4545,0.4545
2057,5240585,11,5,0,0.4545,0.0,0.4545
2368,4873195,121,48,7,0.3967,0.0579,0.4545
2754,5314621,11,2,3,0.1818,0.2727,0.4545
264,5060705,1162,312,216,0.2685,0.1859,0.4544
5,4683680,1145,278,242,0.2428,0.2114,0.4541
328,5255260,505,96,133,0.1901,0.2634,0.4535
2142,5176046,1068,304,180,0.2846,0.1685,0.4532
2005,5313900,20,0,9,0.0,0.45,0.45
2649,5314228,20,7,2,0.35,0.1,0.45
2287,5176354,752,252,86,0.3351,0.1144,0.4495
356,5254165,1454,397,255,0.273,0.1754,0.4484
151,4683942,1310,458,129,0.3496,0.0985,0.4481
150,5041935,1262,408,156,0.3233,0.1236,0.4469
242,4702522,1066,302,174,0.2833,0.1632,0.4465
2050,5176370,898,292,109,0.3252,0.1214,0.4465
2678,5176530,1020,213,241,0.2088,0.2363,0.4451
2520,5242911,1108,342,151,0.3087,0.1363,0.4449
2747,5243278,886,276,118,0.3115,0.1332,0.4447
2413,5241383,551,122,123,0.2214,0.2232,0.4446
41,4703011,9,4,0,0.4444,0.0,0.4444
2309,5313325,9,4,0,0.4444,0.0,0.4444
2509,5239503,9,2,2,0.2222,0.2222,0.4444
2582,5243366,1204,291,244,0.2417,0.2027,0.4444
71,5241360,1170,337,182,0.288,0.1556,0.4436
202,5178210,1073,258,216,0.2404,0.2013,0.4418
195,5107317,1325,335,250,0.2528,0.1887,0.4415
2210,5175741,963,344,81,0.3572,0.0841,0.4413
2473,5107377,1539,363,315,0.2359,0.2047,0.4405
2277,5107282,184,46,35,0.25,0.1902,0.4402
135,5107857,1222,268,269,0.2193,0.2201,0.4394
2565,5183116,385,86,83,0.2234,0.2156,0.439
2181,5105965,1204,395,133,0.3281,0.1105,0.4385
2460,5241409,849,249,123,0.2933,0.1449,0.4382
276,4704015,1217,311,222,0.2555,0.1824,0.438
261,4685686,813,261,95,0.321,0.1169,0.4379
2464,4888717,297,63,67,0.2121,0.2256,0.4377
324,4698718,1081,338,135,0.3127,0.1249,0.4376
43,5313385,16,4,3,0.25,0.1875,0.4375
2011,5105478,608,165,101,0.2714,0.1661,0.4375
2169,5326468,16,7,0,0.4375,0.0,0.4375
3084,5314812,16,5,2,0.3125,0.125,0.4375
3101,5176272,16,7,0,0.4375,0.0,0.4375
2900,5241415,1052,279,181,0.2652,0.1721,0.4373
2443,5108082,1362,302,293,0.2217,0.2151,0.4369
2110,4897018,1253,396,151,0.316,0.1205,0.4366
99,4873093,133,32,26,0.2406,0.1955,0.4361
2466,4897467,1151,374,128,0.3249,0.1112,0.4361
2305,5041955,865,320,57,0.3699,0.0659,0.4358
79,5242121,971,268,155,0.276,0.1596,0.4356
225,5106206,707,241,67,0.3409,0.0948,0.4356
2427,5241756,1052,347,110,0.3298,0.1046,0.4344
2261,5107807,346,134,16,0.3873,0.0462,0.4335
2184,5243000,1126,302,185,0.2682,0.1643,0.4325
2368,5177120,477,157,49,0.3291,0.1027,0.4319
2550,5177275,1084,273,195,0.2518,0.1799,0.4317
2426,5105691,1258,349,194,0.2774,0.1542,0.4316
2837,4431815,1228,259,271,0.2109,0.2207,0.4316
2492,5241336,1079,256,209,0.2373,0.1937,0.431
2599,5106262,1221,340,186,0.2785,0.1523,0.4308
2433,5313381,1173,353,152,0.3009,0.1296,0.4305
66,4870564,1135,279,209,0.2458,0.1841,0.43
93,5113534,1065,316,142,0.2967,0.1333,0.43
2415,5263816,979,192,229,0.1961,0.2339,0.43
3101,5105493,214,80,12,0.3738,0.0561,0.4299
156,5106863,1067,227,231,0.2127,0.2165,0.4292
2261,5177538,671,180,108,0.2683,0.161,0.4292
2572,5313270,1100,361,111,0.3282,0.1009,0.4291
222,5144105,1205,258,259,0.2141,0.2149,0.429
2565,5107627,1047,175,274,0.1671,0.2617,0.4288
30,5241689,7,0,3,0.0,0.4286,0.4286
68,5252550,7,3,0,0.4286,0.0,0.4286
163,5241742,7,0,3,0.0,0.4286,0.4286
269,5105600,98,24,18,0.2449,0.1837,0.4286
275,5105863,7,3,0,0.4286,0.0,0.4286
282,5241386,7,3,0,0.4286,0.0,0.4286
2239,5312319,7,3,0,0.4286,0.0,0.4286
2352,5105688,7,3,0,0.4286,0.0,0.4286
2405,5242599,7,3,0,0.4286,0.0,0.4286
2430,5314572,7,0,3,0.0,0.4286,0.4286
2449,5314780,7,3,0,0.4286,0.0,0.4286
2535,5176194,7,3,0,0.4286,0.0,0.4286
2653,5313365,28,7,5,0.25,0.1786,0.4286
2751,4712838,1050,275,175,0.2619,0.1667,0.4286
77,5105832,1300,455,102,0.35,0.0785,0.4285
2275,5236222,1116,297,181,0.2661,0.1622,0.4283
2612,5176176,1005,233,196,0.2318,0.195,0.4269
2507,5175064,617,181,82,0.2934,0.1329,0.4263
2655,5106280,1180,332,171,0.2814,0.1449,0.4263
2046,5312891,1208,360,154,0.298,0.1275,0.4255
84,5105876,1343,464,107,0.3455,0.0797,0.4252
104,5314460,1205,289,223,0.2398,0.1851,0.4249
2569,5243405,784,218,115,0.2781,0.1467,0.4247
339,4433286,1047,322,122,0.3075,0.1165,0.4241
2535,5176193,972,317,95,0.3261,0.0977,0.4239
145,5105603,951,315,88,0.3312,0.0925,0.4238
2352,5242964,1145,305,180,0.2664,0.1572,0.4236
139,4917097,1030,230,206,0.2233,0.2,0.4233
2439,4711259,1401,471,122,0.3362,0.0871,0.4233
2623,5313696,1271,355,183,0.2793,0.144,0.4233
344,4873130,26,11,0,0.4231,0.0,0.4231
2230,5242936,804,158,182,0.1965,0.2264,0.4229
2026,5108925,1169,272,222,0.2327,0.1899,0.4226
288,5107530,1146,170,314,0.1483,0.274,0.4223
41,5241657,19,2,6,0.1053,0.3158,0.4211
2029,5106274,1249,321,205,0.257,0.1641,0.4211
2400,4703150,19,5,3,0.2632,0.1579,0.4211
2520,5107177,19,0,8,0.0,0.4211,0.4211
2032,5176449,525,146,75,0.2781,0.1429,0.421
2385,4898243,1017,331,97,0.3255,0.0954,0.4208
331,5176412,1203,334,172,0.2776,0.143,0.4206
113,4896505,1016,335,92,0.3297,0.0906,0.4203
2514,5242115,1154,287,198,0.2487,0.1716,0.4203
142,4433285,1240,331,190,0.2669,0.1532,0.4202
2335,5107069,1359,253,318,0.1862,0.234,0.4202
25,5196370,1036,252,183,0.2432,0.1766,0.4199
2916,4896368,1374,378,198,0.2751,0.1441,0.4192
322,5243035,950,260,138,0.2737,0.1453,0.4189
2000,5241310,932,193,197,0.2071,0.2114,0.4185
155,5241648,961,298,104,0.3101,0.1082,0.4183
171,5313686,557,122,111,0.219,0.1993,0.4183
2441,5185239,1050,298,141,0.2838,0.1343,0.4181
103,4684268,1043,318,118,0.3049,0.1131,0.418
2169,5243399,534,149,74,0.279,0.1386,0.4176
38,5254159,1131,323,149,0.2856,0.1317,0.4173
2305,5106260,12,5,0,0.4167,0.0,0.4167
2385,5243381,965,272,130,0.2819,0.1347,0.4166
140,5314675,794,185,145,0.233,0.1826,0.4156
249,5177691,1054,262,176,0.2486,0.167,0.4156
339,5313847,1095,254,201,0.232,0.1836,0.4155
2453,5176200,556,143,88,0.2572,0.1583,0.4155
2641,5143604,920,294,88,0.3196,0.0957,0.4152
2483,4432586,805,229,105,0.2845,0.1304,0.4149
2670,5060712,998,266,148,0.2665,0.1483,0.4148
56,5240018,586,80,163,0.1365,0.2782,0.4147
219,5241732,680,153,129,0.225,0.1897,0.4147
85,5313212,1206,351,149,0.291,0.1235,0.4146
2711,5239603,41,13,4,0.3171,0.0976,0.4146
2320,5313558,1079,357,90,0.3309,0.0834,0.4143
2529,5243019,1043,130,302,0.1246,0.2895,0.4142
304,5313166,831,184,160,0.2214,0.1925,0.414
56,5314559,885,139,227,0.1571,0.2565,0.4136
2275,5107198,1291,352,182,0.2727,0.141,0.4136
252,5060709,1331,368,182,0.2765,0.1367,0.4132
2539,5176425,1063,235,204,0.2211,0.1919,0.413
2440,5106706,897,195,175,0.2174,0.1951,0.4125
91,5106735,1091,385,64,0.3529,0.0587,0.4115
108,5061572,851,257,93,0.302,0.1093,0.4113
290,5107226,1068,310,129,0.2903,0.1208,0.411
55,5240082,1110,397,59,0.3577,0.0532,0.4108
2750,5241483,1103,285,168,0.2584,0.1523,0.4107
309,5106265,882,269,93,0.305,0.1054,0.4104
2390,4837356,1280,324,201,0.2531,0.157,0.4102
2348,5060724,1212,213,284,0.1757,0.2343,0.4101
16,4683786,627,181,76,0.2887,0.1212,0.4099
194,5105837,1440,394,196,0.2736,0.1361,0.4097
2711,5179286,586,143,97,0.244,0.1655,0.4096
2633,5107968,1297,326,205,0.2513,0.1581,0.4094
279,5107209,1035,140,283,0.1353,0.2734,0.4087
2515,4873143,1065,310,125,0.2911,0.1174,0.4085
2377,5175726,1125,320,139,0.2844,0.1236,0.408
349,5176030,1047,240,187,0.2292,0.1786,0.4078
2377,5144375,1128,376,84,0.3333,0.0745,0.4078
43,5107174,810,206,124,0.2543,0.1531,0.4074
2083,5314477,994,335,70,0.337,0.0704,0.4074
2172,5314641,1237,360,144,0.291,0.1164,0.4074
2250,4703396,985,329,72,0.334,0.0731,0.4071
2885,5175802,905,283,85,0.3127,0.0939,0.4066
292,5243136,1225,252,246,0.2057,0.2008,0.4065
96,4684270,101,30,11,0.297,0.1089,0.4059
238,4702049,621,161,91,0.2593,0.1465,0.4058
28,5105426,809,248,80,0.3066,0.0989,0.4054
153,5095151,745,221,81,0.2966,0.1087,0.4054
2174,5108764,1269,332,181,0.2616,0.1426,0.4043
2393,5177533,841,170,170,0.2021,0.2021,0.4043
2325,5174292,911,277,91,0.3041,0.0999,0.404
2117,5239560,1050,231,193,0.22,0.1838,0.4038
2437,5095063,971,302,90,0.311,0.0927,0.4037
2698,5179291,919,278,93,0.3025,0.1012,0.4037
107,5242942,952,240,144,0.2521,0.1513,0.4034
333,4684276,1136,277,181,0.2438,0.1593,0.4032
2908,5241748,898,252,110,0.2806,0.1225,0.4031
2253,5105821,1308,364,163,0.2783,0.1246,0.4029
315,5175174,472,130,60,0.2754,0.1271,0.4025
2460,5107887,1113,265,183,0.2381,0.1644,0.4025
13,5239525,1312,421,107,0.3209,0.0816,0.4024
2440,4845370,574,110,121,0.1916,0.2108,0.4024
292,5314736,1032,308,107,0.2984,0.1037,0.4021
113,5041934,1030,130,284,0.1262,0.2757,0.4019
111,5242276,570,152,77,0.2667,0.1351,0.4018
59,5106284,877,157,195,0.179,0.2223,0.4014
2050,5177148,1042,253,165,0.2428,0.1583,0.4012
235,5105984,676,225,46,0.3328,0.068,0.4009
2130,5106744,784,209,105,0.2666,0.1339,0.4005
2057,5255092,889,201,155,0.2261,0.1744,0.4004
2623,5241397,1059,300,124,0.2833,0.1171,0.4004
2330,5176713,747,219,80,0.2932,0.1071,0.4003
227,4431930,962,300,85,0.3119,0.0884,0.4002
56,5314563,15,3,3,0.2,0.2,0.4
193,5313369,5,0,2,0.0,0.4,0.4
261,5239826,5,0,2,0.0,0.4,0.4
290,5312455,10,4,0,0.4,0.0,0.4
305,5176418,5,2,0,0.4,0.0,0.4
349,5314459,15,0,6,0.0,0.4,0.4
2110,5239781,5,2,0,0.4,0.0,0.4
2229,5220980,5,2,0,0.4,0.0,0.4
2335,5254335,5,2,0,0.4,0.0,0.4
2363,5311765,10,4,0,0.4,0.0,0.4
2501,5314717,65,23,3,0.3538,0.0462,0.4
2502,5313264,10,2,2,0.2,0.2,0.4
2535,5243239,5,2,0,0.4,0.0,0.4
172,5175900,878,259,92,0.295,0.1048,0.3998
2065,5108978,363,95,50,0.2617,0.1377,0.3994
155,5314757,564,135,90,0.2394,0.1596,0.3989
2057,5176309,950,222,157,0.2337,0.1653,0.3989
2459,5241714,950,203,176,0.2137,0.1853,0.3989
2752,4684289,1161,354,109,0.3049,0.0939,0.3988
204,5175011,1041,225,190,0.2161,0.1825,0.3987
2427,4704109,993,263,132,0.2649,0.1329,0.3978
2306,4898278,1109,228,213,0.2056,0.1921,0.3977
322,5323981,639,185,69,0.2895,0.108,0.3975
2450,5106767,717,190,95,0.265,0.1325,0.3975
202,5254171,466,117,68,0.2511,0.1459,0.397
326,5240685,970,241,144,0.2485,0.1485,0.3969
250,5183293,822,193,133,0.2348,0.1618,0.3966
279,5174659,474,74,114,0.1561,0.2405,0.3966
284,5315084,883,271,79,0.3069,0.0895,0.3964
2368,5241491,1070,261,163,0.2439,0.1523,0.3963
28,5313049,530,104,106,0.1962,0.2,0.3962
111,5175016,876,255,92,0.2911,0.105,0.3961
2253,5176662,1131,316,132,0.2794,0.1167,0.3961
163,5177175,649,195,62,0.3005,0.0955,0.396
154,5142609,1278,413,93,0.3232,0.0728,0.3959
112358,5122836,1114,312,129,0.2801,0.1158,0.3959
213,5144108,950,207,169,0.2179,0.1779,0.3958
2608,5174955,1137,334,116,0.2938,0.102,0.3958
344,5105487,91,30,6,0.3297,0.0659,0.3956
2603,5239676,450,93,85,0.2067,0.1889,0.3956
130,4869764,1189,203,267,0.1707,0.2246,0.3953
2032,4712843,1017,201,201,0.1976,0.1976,0.3953
66,5106254,1081,230,197,0.2128,0.1822,0.395
326,5313358,1028,317,89,0.3084,0.0866,0.3949
139,5105980,674,185,81,0.2745,0.1202,0.3947
288,5106738,748,194,101,0.2594,0.135,0.3944
193,5106674,1263,288,210,0.228,0.1663,0.3943
58,5101765,274,55,53,0.2007,0.1934,0.3942
120,5144378,903,278,78,0.3079,0.0864,0.3942
325,5239604,865,232,109,0.2682,0.126,0.3942
526,4895738,1026,190,214,0.1852,0.2086,0.3938
2393,5149117,955,192,184,0.201,0.1927,0.3937
300,5241931,567,131,92,0.231,0.1623,0.3933
119,5107976,651,168,88,0.2581,0.1352,0.3932
158,5105825,1091,206,223,0.1888,0.2044,0.3932
301,5185563,824,185,139,0.2245,0.1687,0.3932
2199,4592404,992,266,124,0.2681,0.125,0.3931
2130,4703637,738,136,154,0.1843,0.2087,0.393
96,5106270,1247,380,110,0.3047,0.0882,0.3929
2363,5311767,28,8,3,0.2857,0.1071,0.3929
2547,5241342,789,209,101,0.2649,0.128,0.3929
2244,4838752,739,254,36,0.3437,0.0487,0.3924
2511,5240006,1190,260,207,0.2185,0.1739,0.3924
2050,5176789,671,176,87,0.2623,0.1297,0.392
2430,4896620,1182,351,112,0.297,0.0948,0.3917
2649,5314225,1264,308,187,0.2437,0.1479,0.3916
62,5254318,46,13,5,0.2826,0.1087,0.3913
171,5106236,918,248,111,0.2702,0.1209,0.3911
213,5125192,964,282,95,0.2925,0.0985,0.3911
325,5106598,946,261,109,0.2759,0.1152,0.3911
2608,5183875,1309,241,271,0.1841,0.207,0.3911
2541,5149115,803,243,71,0.3026,0.0884,0.391
2633,5164559,990,304,83,0.3071,0.0838,0.3909
258,4683758,763,228,70,0.2988,0.0917,0.3906
3084,5105468,1229,250,230,0.2034,0.1871,0.3906
68,5082704,927,301,61,0.3247,0.0658,0.3905
225,4873101,761,117,180,0.1537,0.2365,0.3903
2084,5177188,1317,357,157,0.2711,0.1192,0.3903
256,5177352,798,182,129,0.2281,0.1617,0.3897
2363,5177116,1309,314,196,0.2399,0.1497,0.3896
164,5248301,637,157,91,0.2465,0.1429,0.3893
2350,5241246,573,135,88,0.2356,0.1536,0.3892
2627,4896462,555,181,35,0.3261,0.0631,0.3892
2,5075625,1193,350,114,0.2934,0.0956,0.3889
2649,4845365,1319,313,200,0.2373,0.1516,0.3889
98,5176780,880,288,54,0.3273,0.0614,0.3886
88,4711838,827,202,119,0.2443,0.1439,0.3881
2247,4895747,1147,333,112,0.2903,0.0976,0.388
270,4897222,774,256,44,0.3307,0.0568,0.3876
2166,5176031,725,190,91,0.2621,0.1255,0.3876
62,4898118,831,271,51,0.3261,0.0614,0.3875
94,5107298,1231,392,85,0.3184,0.069,0.3875
166,4897978,787,173,132,0.2198,0.1677,0.3875
292,5176333,1162,323,127,0.278,0.1093,0.3873
58,5183925,1023,186,210,0.1818,0.2053,0.3871
16,5177722,1349,356,166,0.2639,0.1231,0.387
46,5175952,1189,271,189,0.2279,0.159,0.3869
47,5192142,977,270,108,0.2764,0.1105,0.3869
2272,5107904,959,252,119,0.2628,0.1241,0.3869
2426,5105698,1176,309,146,0.2628,0.1241,0.3869
251,4848625,1257,353,133,0.2808,0.1058,0.3866
2483,4845361,132,33,18,0.25,0.1364,0.3864
2440,5177690,1095,316,107,0.2886,0.0977,0.3863
3084,5176632,1134,282,156,0.2487,0.1376,0.3862
235,5105805,1158,249,198,0.215,0.171,0.386
2154,5252323,342,127,5,0.3713,0.0146,0.386
264,5101766,280,43,65,0.1536,0.2321,0.3857
2011,5242807,1066,235,176,0.2205,0.1651,0.3856
2351,5174984,931,220,139,0.2363,0.1493,0.3856
2579,5174555,599,187,44,0.3122,0.0735,0.3856
27,5174613,1328,378,134,0.2846,0.1009,0.3855
2755,5177557,996,215,169,0.2159,0.1697,0.3855
2539,5174624,711,208,66,0.2925,0.0928,0.3854
2640,5177608,794,210,96,0.2645,0.1209,0.3854
2598,4703980,1046,288,115,0.2753,0.1099,0.3853
357,4585602,657,151,102,0.2298,0.1553,0.3851
50,5105593,964,193,178,0.2002,0.1846,0.3849
2598,4898334,782,199,102,0.2545,0.1304,0.3849
2643,5314553,982,297,81,0.3024,0.0825,0.3849
2132,5075626,1094,239,182,0.2185,0.1664,0.3848
155,5314756,13,5,0,0.3846,0.0,0.3846
221,5060728,403,110,45,0.273,0.1117,0.3846
264,5312047,13,5,0,0.3846,0.0,0.3846
2441,5314315,26,8,2,0.3077,0.0769,0.3846
2483,5312019,614,148,88,0.241,0.1433,0.3844
2523,5108062,1371,336,191,0.2451,0.1393,0.3844
233,5107880,875,281,55,0.3211,0.0629,0.384
2635,5242994,672,236,22,0.3512,0.0327,0.3839
2247,5313068,1012,228,160,0.2253,0.1581,0.3834
97,5107157,1122,317,113,0.2825,0.1007,0.3832
36,5108770,1139,203,233,0.1782,0.2046,0.3828
2247,5164367,1019,246,144,0.2414,0.1413,0.3827
2031,4432589,1286,315,177,0.2449,0.1376,0.3826
2309,5174637,1286,190,302,0.1477,0.2348,0.3826
183,5174557,1148,207,232,0.1803,0.2021,0.3824
2127,5107223,513,145,51,0.2827,0.0994,0.3821
2608,5241001,123,31,16,0.252,0.1301,0.3821
2565,5242967,178,59,9,0.3315,0.0506,0.382
2305,5177301,1228,247,222,0.2011,0.1808,0.3819
159,5152623,804,155,152,0.1928,0.1891,0.3818
304,5313173,550,178,32,0.3236,0.0582,0.3818
315,5314360,346,74,58,0.2139,0.1676,0.3815
2348,5243118,595,171,56,0.2874,0.0941,0.3815
