athlete_id,o_rapm,d_rapm,rapm,off_poss,athlete_display_name,team_display_name,athlete_position_abbreviation
5175737,9.79,9.44,19.24,1755.6,Yaxel Lendeborg,Michigan Wolverines,F
5105571,7.46,9.96,17.43,1531.13,Henri Veesaar,North Carolina Tar Heels,C
4711255,9.94,7.43,17.37,1665.3,Jeremy Fears Jr.,Michigan State Spartans,G
5041935,10.72,6.61,17.34,1846.49,Cameron Boozer,Duke Blue Devils,F
5044426,6.78,10.09,16.87,1753.65,Flory Bidunga,Kansas Jayhawks,F
5105837,10.35,5.13,15.48,1964.05,Bruce Thornton,Ohio State Buckeyes,G
4917097,10.78,4.56,15.34,1461.67,Robbie Avila,Saint Louis Billikens,C
5254165,10.28,4.62,14.89,1746.17,Keaton Wagler,Illinois Fighting Illini,G
5174665,6.69,7.82,14.51,895.49,Zvonimir Ivisic,Illinois Fighting Illini,C
4848637,7.94,6.17,14.11,1686.59,Milan Momcilovic,Iowa State Cyclones,F
5241364,8.47,5.63,14.1,1884.45,Bennett Stirtz,Iowa Hawkeyes,G
4702049,8.6,5.45,14.04,1346.47,Duke Miles,Vanderbilt Commodores,G
5105401,8.44,5.59,14.03,1709.86,MJ Collins Jr.,Utah State Aggies,G
4683860,9.41,4.59,14.0,1535.1,Quadir Copeland,NC State Wolfpack,G
5105809,6.69,7.28,13.97,1220.49,Tarris Reed Jr.,UConn Huskies,C
4684276,11.08,2.86,13.94,1415.79,Aden Holloway,Alabama Crimson Tide,G
5109789,7.54,6.34,13.87,1401.89,Jake Ensminger,Santa Clara Broncos,G
5082206,7.12,6.75,13.87,1656.03,Brayden Burries,Arizona Wildcats,G
4897432,5.16,8.68,13.84,1654.66,Sam Hoiberg,Nebraska Cornhuskers,G
4858604,7.71,5.93,13.64,1736.96,Pryce Sandfort,Nebraska Cornhuskers,F
5183875,7.31,6.33,13.64,1886.6,Joshua Dent,Saint Mary's Gaels,G
4870564,7.47,5.96,13.43,1798.23,Joshua Jefferson,Iowa State Cyclones,F
5241658,7.68,5.69,13.38,1641.62,DeSean Goode,Robert Morris Colonials,F
5150404,9.47,3.8,13.27,1333.9,Chance Mallory,Virginia Cavaliers,G
5041953,5.57,7.68,13.26,1416.6,Koa Peat,Arizona Wildcats,F
5107968,10.44,2.81,13.25,1876.26,Ja'Kobi Gillespie,Tennessee Volunteers,G
5149077,10.55,2.53,13.08,1688.99,Kingston Flemings,Houston Cougars,G
5113969,9.03,4.05,13.08,1838.09,Cameron Carr,Baylor Bears,G
5174983,4.26,8.73,12.99,1343.46,Aday Mara,Michigan Wolverines,C
5238195,7.44,5.55,12.98,1715.38,Boogie Fland,Florida Gators,G
5174971,3.98,8.92,12.9,1424.6,Rueben Chinyelu,Florida Gators,C
4873209,3.73,9.15,12.89,1071.36,Patrick Ngongba II,Duke Blue Devils,C
5107251,4.56,8.03,12.59,1590.13,Izaiyah Nelson,South Florida Bulls,F
5238203,6.1,6.46,12.55,1209.08,Somtochukwu Cyril,Georgia Bulldogs,C
5174954,2.06,10.22,12.27,1413.23,Motiejus Krivas,Arizona Wildcats,C
5105847,6.89,5.25,12.14,1650.01,Evan Mahaffey,Akron Zips,G
5176084,5.02,7.12,12.14,1014.9,Cam Cole,Navy Midshipmen,G
5106058,4.26,7.71,11.97,1556.39,Emanuel Sharp,Houston Cougars,G
5314778,6.2,5.74,11.93,1775.86,Trevian Carson,North Dakota State Bison,G
5105794,8.13,3.79,11.93,990.06,Skyy Clark,UCLA Bruins,G
5281370,6.6,5.31,11.91,1675.09,Hannes Steinbach,Washington Huskies,F
4870569,3.62,8.27,11.9,1534.95,Duke Brennan,Villanova Wildcats,F
4896936,3.44,8.45,11.89,1462.39,Damon Nicholas Jr.,Sam Houston Bearkats,G
5174672,8.18,3.69,11.87,1219.4,Michael Belle,VCU Rams,F
5107355,7.84,3.99,11.83,1854.1,Donovan Atwell,Texas Tech Red Raiders,G
5105449,5.26,6.56,11.83,1338.56,RJ Godfrey,Clemson Tigers,F
4683147,3.19,8.62,11.81,1121.0,Jalen Warley,Gonzaga Bulldogs,G
5142718,8.25,3.51,11.76,1922.08,AJ Dybantsa,BYU Cougars,F
4684155,7.47,4.27,11.74,1726.1,John Camden,California Golden Bears,F
5105853,5.53,6.21,11.73,1652.19,Fletcher Loyer,Purdue Boilermakers,G
4837356,7.96,3.75,11.71,1848.13,Tre Donaldson,Miami Hurricanes,G
5315806,5.02,6.69,11.7,867.4,Tristan Smith,Northern Iowa Panthers,F
5107298,8.53,3.16,11.69,1699.93,Donovan Oday,Northern Kentucky Norse,G
5075626,3.65,8.02,11.67,1656.43,Baba Miller,Cincinnati Bearcats,F
5240387,7.35,4.28,11.63,1141.64,Tyler Behrend,Tulsa Golden Hurricane,F
4873183,4.51,7.12,11.62,679.29,Kam Williams,Kentucky Wildcats,G
4432737,6.14,5.46,11.61,1731.03,Jaden Bradley,Arizona Wildcats,G
5258459,8.21,3.4,11.61,1735.62,Ebuka Okorie,Stanford Cardinal,G
5174973,8.19,3.36,11.55,1337.14,Oscar Cluff,Purdue Boilermakers,C
5106262,5.4,6.14,11.54,1729.75,Zuby Ejiofor,St. John's Red Storm,F
5060701,9.18,2.35,11.52,1979.66,Christian Anderson,Texas Tech Red Raiders,G
5242999,6.65,4.85,11.5,1465.07,Andrija Bukumirovic,UT Martin Skyhawks,F
5241415,5.77,5.72,11.5,1708.47,Nolan Minessale,St. Thomas-Minnesota Tommies,G
5239821,4.9,6.58,11.48,1458.94,Martin Somerville,Florida State Seminoles,G
4917161,6.76,4.62,11.38,1711.02,Armani Mighty,Mercer Bears,C
5175787,4.58,6.79,11.37,1678.2,Mahmoud Fofana,Cal State Northridge Matadors,F
5106880,5.93,5.43,11.36,1453.4,Jestin Porter,Clemson Tigers,G
5060700,4.55,6.8,11.35,1239.77,Joseph Tugler,Houston Cougars,F
5105619,5.6,5.67,11.27,1647.73,Jayden Pierre,TCU Horned Frogs,G
4698719,6.82,4.45,11.27,1820.18,Trevon Brazile,Arkansas Razorbacks,F
4702784,7.11,4.12,11.23,1533.97,J'Vonne Hadley,Louisville Cardinals,G
4895783,5.43,5.79,11.23,1561.68,Nolan Winter,Wisconsin Badgers,F
4837238,5.68,5.53,11.22,1751.3,Tucker DeVries,Indiana Hoosiers,F
5105462,6.84,4.35,11.19,1280.17,Richie Saunders,BYU Cougars,G
5093250,5.0,6.11,11.11,882.52,Jordan Clayton,Northwestern Wildcats,G
4895753,5.17,5.94,11.11,862.47,Jayden Ross,UConn Huskies,F
5061585,6.84,4.19,11.03,1565.21,Isaiah Evans,Duke Blue Devils,G
4898283,7.51,3.45,10.97,1953.37,Boopie Miller,SMU Mustangs,G
5037878,2.59,8.36,10.94,979.1,Ugonna Onyenso,Virginia Cavaliers,C
5177104,2.39,8.55,10.94,1389.35,Jasper Floyd,West Virginia Mountaineers,G
5176300,6.11,4.82,10.93,1751.04,Quinn Denker,Northern Colorado Bears,G
5095151,6.31,4.6,10.91,1236.94,Caleb Wilson,North Carolina Tar Heels,F
5105854,9.45,1.44,10.9,1916.56,Braden Smith,Purdue Boilermakers,G
5060727,5.7,5.19,10.89,1631.0,Tyler Thompson,Montana Grizzlies,G
4703396,6.45,4.42,10.87,1508.67,Graham Ike,Gonzaga Bulldogs,F
5054083,7.71,3.15,10.86,1611.53,Silas Demary Jr.,UConn Huskies,G
5109020,6.03,4.77,10.8,1335.83,Carter Bjerke,St. Thomas-Minnesota Tommies,F
4683680,7.25,3.51,10.76,1644.14,Chance Westry,UAB Blazers,G
5105815,5.04,5.7,10.73,1433.83,Jaxon Kohler,Michigan State Spartans,F
5175591,6.77,3.85,10.62,1371.29,C.J. Cox,Purdue Boilermakers,G
5241360,6.61,4.0,10.61,1613.78,Jaquan Johnson,Bradley Braves,G
4896862,3.79,6.81,10.59,793.45,Ali Dibba,Texas A&M Aggies,G
5174661,7.74,2.86,10.59,1554.58,Blue Cain,Georgia Bulldogs,G
5041954,4.88,5.68,10.55,1281.53,Trey McKenney,Michigan Wolverines,G
5176241,4.76,5.78,10.55,1204.55,BJ Davis,San Diego State Aztecs,G
5105857,5.3,5.23,10.53,1155.79,Will Berg,Wichita State Shockers,C
5093142,6.69,3.82,10.51,848.82,J.P. Estrella,Tennessee Volunteers,F
4702739,4.63,5.87,10.5,688.79,Aly Khalifa,Louisville Cardinals,C
5037875,5.85,4.62,10.47,1544.62,Tyrone Riley IV,San Francisco Dons,G
5106293,3.83,6.61,10.44,1260.86,Mohamed Wague,Oklahoma Sooners,F
5177275,4.52,5.92,10.44,1634.28,Adam Clark,Seton Hall Pirates,G
4838721,7.82,2.59,10.41,1805.85,Tyler Nickel,Vanderbilt Commodores,F
4897898,5.41,4.98,10.39,1472.09,Pablo Tamba,LSU Tigers,F
4702654,6.81,3.57,10.39,1825.0,Nick Boyd,Wisconsin Badgers,G
5105464,5.39,4.99,10.38,1539.7,Dallin Hall,Virginia Cavaliers,G
5241590,8.33,2.04,10.37,1565.26,Terry Anderson,High Point Panthers,F
5060703,5.65,4.69,10.35,866.54,Elijah Crawford,UIC Flames,G
5077373,3.64,6.71,10.35,1335.79,Garwey Dual,McNeese Cowboys,G
5061598,3.13,7.2,10.34,684.92,JT Rock,New Mexico Lobos,C
4710770,5.44,4.8,10.24,1650.36,Meechie Johnson,South Carolina Gamecocks,G
5311896,5.8,4.43,10.23,1553.03,Ivan Kharchenkov,Arizona Wildcats,F
5176401,6.44,3.78,10.23,700.37,Lucas Scroggins,Saint Peter's Peacocks,F
4873184,5.16,5.06,10.21,1330.29,Aiden Sherrell,Alabama Crimson Tide,F
5105577,5.04,5.15,10.19,1453.5,Jasen Green,Creighton Bluejays,F
4685671,4.39,5.79,10.18,1056.73,Jayden Hastings,Boston College Eagles,F
5183809,9.03,1.12,10.15,1273.88,Ishan Sharma,Saint Louis Billikens,F
5311889,2.55,7.58,10.12,646.56,Andrew Osasuyi,St. Bonaventure Bonnies,C
4897768,5.39,4.73,10.11,1727.06,Bryce Harris,Howard Bison,G
5241610,3.42,6.62,10.04,1173.71,Reece Robinson,North Texas Mean Green,F
5287474,2.17,7.84,10.01,1260.45,Dame Sarr,Duke Blue Devils,G
5176681,8.56,1.44,10.0,1431.27,Marcus Millender,Georgia Bulldogs,G
5174557,7.69,2.29,9.98,1731.51,Naithan George,Syracuse Orange,G
5164368,1.96,8.02,9.98,1614.07,David Punch,TCU Horned Frogs,F
5105641,2.77,7.21,9.98,913.77,Vince Iwuchukwu,Georgetown Hoyas,C
5033017,6.41,3.53,9.94,829.92,Miro Little,UC Santa Barbara Gauchos,G
5101849,3.97,5.96,9.93,1280.58,Malachi Moreno,Kentucky Wildcats,C
5243088,0.41,9.49,9.9,1339.8,Jerald Colonel,Stephen F. Austin Lumberjacks,F
4706260,5.91,3.95,9.86,1310.72,Myles Corey,Rhode Island Rams,G
4873151,8.26,1.6,9.85,1532.54,Paul McNeil Jr.,NC State Wolfpack,G
5117648,7.4,2.44,9.84,1439.64,Kashie Natt,Sam Houston Bearkats,G
4685802,6.46,3.36,9.82,1638.72,Robert McCray V,Florida State Seminoles,G
5240353,5.78,4.04,9.82,1647.03,Jimmie Williams,Duquesne Dukes,G
4433285,5.92,3.86,9.79,1773.37,Mark Mitchell,Missouri Tigers,G
4702962,2.76,7.03,9.79,1359.56,Justice Ajogbor,Saint Joseph's Hawks,C
5175809,8.2,1.54,9.73,1465.92,Tariq Francis,Rutgers Scarlet Knights,G
5108062,8.59,1.14,9.73,1809.22,Ryan Prather Jr.,Robert Morris Colonials,G
5107271,5.61,4.12,9.73,1326.29,Cam Morris III,East Tennessee State Buccaneers,F
5175021,3.77,5.94,9.72,1363.1,Bangot Dak,Colorado Buffaloes,F
5143607,2.78,6.92,9.7,1062.46,Drayton Jones,Butler Bulldogs,C
4838717,4.18,5.51,9.69,1382.3,Patrick Wessler,UNC Wilmington Seahawks,F
5122836,5.63,3.99,9.63,1781.44,Jamal Fuller,Long Island University Sharks,G
5105552,5.8,3.82,9.63,1628.69,B.J. Edwards,SMU Mustangs,G
4873153,1.91,7.71,9.62,1459.63,Morez Johnson Jr.,Michigan Wolverines,F
5175171,3.02,6.59,9.61,1504.59,Quentin Jones,Saint Louis Billikens,G
5254340,4.29,5.3,9.59,1427.42,Uriah Tenette,New Mexico Lobos,G
5176283,2.78,6.8,9.57,919.74,Cam Manyawu,Iowa Hawkeyes,F
4432741,10.47,-0.91,9.57,949.21,Dior Johnson,Tarleton State Texans,G
5041951,7.03,2.53,9.55,1820.71,Meleek Thomas,Arkansas Razorbacks,G
5107209,5.08,4.47,9.55,1518.96,Jaden Clayton,Pacific Tigers,G
4873093,6.38,3.16,9.54,733.46,Dedan Thomas Jr.,LSU Tigers,G
5106283,3.76,5.78,9.54,1596.72,Dillon Mitchell,St. John's Red Storm,F
5313207,3.97,5.56,9.52,620.07,Reece Hagy,IU Indianapolis Jaguars,F
5313853,2.93,6.59,9.52,1150.6,Ty'Reek Coleman,Illinois State Redbirds,G
5187600,5.75,3.74,9.49,1949.56,Tyler Tanner,Vanderbilt Commodores,G
5241338,2.17,7.32,9.49,992.88,Austin Maurer,Seattle U Redhawks,C
5176632,4.48,4.99,9.47,1687.99,Jackson Holcombe,Utah Valley Wolverines,G
5061584,6.47,2.98,9.45,738.84,Pharaoh Compton,San Diego State Aztecs,F
5177686,5.26,4.15,9.41,1590.07,Jaidon Lipscomb,Cleveland State Vikings,G
4701125,3.39,6.02,9.41,1335.79,Javohn Garcia,McNeese Cowboys,G
5174623,5.38,4.01,9.4,1464.29,David Green,Tulsa Golden Hurricane,F
4565698,5.3,4.09,9.39,1642.36,Bryce Hopkins,St. John's Red Storm,F
5313531,1.68,7.7,9.38,967.92,Jafeth Martinez,South Carolina Upstate Spartans,F
5239713,5.24,4.14,9.38,1363.77,Brandon Jennings,VCU Rams,G
5176193,7.59,1.77,9.36,1285.03,Dylan Faulkner,Samford Bulldogs,F
5174657,4.76,4.6,9.35,1698.5,Alex Condon,Florida Gators,F
5239838,5.54,3.81,9.35,1372.55,Matas Vokietaitis,Texas Longhorns,C
5176333,3.39,5.96,9.35,1394.58,Koree Cotton,UT Rio Grande Valley Vaqueros,G
5242765,2.93,6.41,9.34,1520.72,Ben Defty,Boston University Terriers,F
4684443,4.35,4.99,9.34,1228.51,Rafael Castro,George Washington Revolutionaries,F
5142621,3.45,5.88,9.34,1309.53,Chris Cenac Jr.,Houston Cougars,F
4898210,3.65,5.68,9.33,1713.84,Nana Owusu-Anane,Grand Canyon Lopes,F
4873219,3.3,6.0,9.3,1553.91,Jacob Cofie,USC Trojans,F
5143604,2.26,7.02,9.28,1464.06,JT Toppin,Texas Tech Red Raiders,F
5176354,4.26,5.02,9.28,1045.06,Chase Walker,Illinois State Redbirds,F
5105463,6.85,2.43,9.28,1525.26,Tanner Hayhurst,Southern Utah Thunderbirds,G
5103630,5.94,3.34,9.27,1868.42,John Blackwell,Wisconsin Badgers,G
5144124,3.09,6.18,9.27,1090.41,Nikolas Khamenia,Duke Blue Devils,G
5176153,4.52,4.75,9.27,1211.04,Marcus Hill,Texas A&M Aggies,G
4683941,1.14,8.12,9.26,1055.78,RJ Keene II,Boise State Broncos,G
5175011,3.69,5.57,9.25,1819.06,Josiah Lake II,Oregon State Beavers,G
5060709,7.08,2.16,9.24,1911.74,Robert Wright III,BYU Cougars,G
5106588,5.46,3.77,9.23,1205.51,Jo'el Emanuel,William & Mary Tribe,F
4576062,9.11,0.12,9.23,1715.71,Nijel Pack,Oklahoma Sooners,G
4917149,4.52,4.7,9.21,1851.46,Alex Karaban,UConn Huskies,F
5080489,4.18,5.03,9.21,1875.33,Thomas Haugh,Florida Gators,F
5115458,4.38,4.83,9.2,1733.67,Sean Craig,Toledo Rockets,F
5105866,0.03,9.17,9.2,604.64,Sean Logan,Davidson Wildcats,F
4897474,4.32,4.87,9.19,1493.37,Ben Schwieger,Northern Iowa Panthers,F
5107899,5.25,3.93,9.17,1349.67,Damien Mayo Jr.,Southern Illinois Salukis,G
5106245,4.96,4.2,9.17,816.04,Josh Baldwin,Cornell Big Red,G
4873105,5.49,3.66,9.16,1631.07,Ben Hammond,Virginia Tech Hokies,G
5240539,5.31,3.84,9.15,590.42,Ruben Prey,St. John's Red Storm,F
5061581,-0.1,9.25,9.14,523.55,Luke Bamgboye,Texas Tech Red Raiders,F
5176787,2.56,6.58,9.14,1279.59,Emmanuel Innocenti,Gonzaga Bulldogs,F
5176351,3.95,5.19,9.14,1184.01,Ty Pence,Illinois State Redbirds,G
5241754,8.05,1.09,9.13,1480.69,Isaac Celiscar,Yale Bulldogs,F
5175900,8.61,0.51,9.13,1065.6,Jake Fiegen,Cornell Big Red,G
4895780,4.16,4.96,9.12,997.47,Mouhamed Dioubate,Kentucky Wildcats,F
5313049,4.61,4.5,9.11,982.51,Emanuel Prospere II,UC San Diego Tritons,G
5292602,3.76,5.31,9.07,897.19,Najai Hines,Seton Hall Pirates,F
5107287,1.39,7.67,9.06,1466.03,Treysen Eaglestaff,West Virginia Mountaineers,F
5175368,3.89,5.16,9.06,1481.43,Lazar Djokovic,VCU Rams,F
4898165,4.22,4.81,9.03,718.09,Imanuel Zorgvol,Youngstown State Penguins,C
5241843,4.53,4.5,9.03,946.82,Marvin McGhee IV,UC Santa Barbara Gauchos,G
4067423,4.18,4.84,9.02,880.27,Isaiah Jones,South Florida Bulls,F
5105698,2.0,7.02,9.02,1744.16,Aidan Kehoe,Navy Midshipmen,C
5241617,1.75,7.23,8.99,1062.39,Ryan Kalambay,Detroit Mercy Titans,F
5041949,5.01,3.98,8.99,1398.29,Jamier Jones,Providence Friars,F
5177185,5.96,3.02,8.99,1320.63,Trevor Mullin,Yale Bulldogs,G
5313112,3.91,5.07,8.98,1500.21,Alton Hamilton IV,Eastern Washington Eagles,F
4703115,5.81,3.15,8.95,1864.99,Jaron Pierre Jr.,SMU Mustangs,G
5177122,3.56,5.37,8.94,1666.91,De'Shayne Montgomery,Dayton Flyers,G
5240882,5.89,3.04,8.94,1695.86,Nate Kingz,Syracuse Orange,G
5241234,5.75,3.18,8.93,1056.6,Kyle Jorgensen,Colorado State Rams,F
4838703,4.32,4.6,8.92,1389.98,Tyler Hendricks,Utah Valley Wolverines,G
4897438,5.75,3.14,8.9,1480.83,Trey Kaufman-Renn,Purdue Boilermakers,F
5176317,1.92,6.95,8.88,1633.73,Elijah Price,Nevada Wolf Pack,F
5149115,5.5,3.37,8.87,1216.11,Allen Graves,Santa Clara Broncos,F
5241282,3.05,5.81,8.85,765.28,Cheikh Sow,Idaho State Bengals,G
5241471,5.3,3.54,8.85,1271.42,Eric Mahaffey,Akron Zips,G
5177707,3.97,4.87,8.84,1806.06,Corey Hadnot II,Purdue Fort Wayne Mastodons,G
5177736,3.95,4.88,8.83,1177.04,Ben Humrichous,Illinois Fighting Illini,F
5313163,4.73,4.1,8.83,1174.95,LJ Hackman,Western Kentucky Hilltoppers,G
5079838,3.88,4.92,8.8,1338.57,Blake Buchanan,Iowa State Cyclones,F
5105658,1.99,6.8,8.78,1176.7,Dylan Darling,St. John's Red Storm,G
4896505,4.11,4.66,8.77,1597.02,Leonardo Bettiol,Massachusetts Minutemen,F
5174614,0.57,8.19,8.76,1519.37,Jayden Ndjigue,Massachusetts Minutemen,G
4685673,4.57,4.16,8.73,1521.46,Amani Hansberry,Virginia Tech Hokies,F
4897970,1.83,6.88,8.71,1197.19,Parsa Fallah,Oklahoma State Cowboys,F
5041937,5.47,3.24,8.7,1223.27,Cayden Boozer,Duke Blue Devils,G
5242560,4.34,4.36,8.7,1864.4,Javontae Campbell,Bowling Green Falcons,G
5142609,6.9,1.8,8.7,1912.93,Juke Harris,Wake Forest Demon Deacons,G
5107069,4.31,4.39,8.69,1658.44,Zach Cleveland,Liberty Flames,F
5196913,5.01,3.68,8.69,734.59,Davis Fogle,Gonzaga Bulldogs,G
5107169,2.72,5.97,8.69,1580.67,Xaivian Lee,Florida Gators,G
5105527,5.71,2.97,8.68,1679.01,Denzel Aberdeen,Kentucky Wildcats,G
5107864,3.39,5.28,8.68,1769.24,Mason Falslev,Utah State Aggies,G
5164559,3.45,5.22,8.67,1520.78,Nate Ament,Tennessee Volunteers,F
5144372,6.9,1.77,8.67,688.71,Isaiah Brown,Florida Gators,G
5313012,4.34,4.31,8.65,1286.9,Mario Saint-Supery,Gonzaga Bulldogs,G
4685653,2.51,6.13,8.65,1010.52,Austin Herro,St. Thomas-Minnesota Tommies,G
4709141,5.82,2.82,8.64,1353.76,Houston Mallette,Alabama Crimson Tide,G
5314646,1.4,7.23,8.63,734.98,Dalton Scantlebury,Pennsylvania Quakers,C
5176788,4.36,4.27,8.63,958.85,Bubu Benjamin,George Washington Revolutionaries,G
4712843,5.3,3.33,8.62,1509.18,Chandler Jackson,Arkansas State Red Wolves,G
5075625,7.95,0.66,8.61,1723.24,Keyshawn Hall,Auburn Tigers,F
5108081,5.93,2.66,8.59,1000.04,Nate Calmese,Wake Forest Demon Deacons,G
5060706,6.55,2.04,8.59,1478.99,Trent Perry,UCLA Bruins,G
4896453,4.87,3.72,8.59,1453.43,Tuongthach Gatkek,Little Rock Trojans,F
4895747,6.61,1.97,8.58,1382.3,Jelani Hamilton,Georgia State Panthers,G
5106674,6.83,1.75,8.58,1614.49,Peter Suder,Miami (OH) RedHawks,G
5107567,4.47,4.09,8.57,1535.49,Kyle Evans,UC Irvine Anteaters,F
4869764,6.28,2.29,8.57,1538.36,Elliot Cadeau,Michigan Wolverines,G
5101833,6.18,2.38,8.56,1466.94,Amari Allen,Alabama Crimson Tide,F
5176571,4.98,3.57,8.55,861.7,Dani Pounds,Tennessee Tech Golden Eagles,F
4898278,4.76,3.79,8.55,1880.08,Nate Johnson,Kansas State Wildcats,G
5107627,5.16,3.37,8.53,1403.34,Jack Campion,SIU Edwardsville Cougars,G
5311502,4.29,4.24,8.53,1422.94,Elyjah Freeman,Auburn Tigers,G
4848625,6.1,2.42,8.51,1726.64,Dailyn Swain,Texas Longhorns,G
5142620,7.05,1.46,8.51,2057.08,Darius Acuff Jr.,Arkansas Razorbacks,G
5144110,9.78,-1.29,8.49,1257.53,Jordan Watford,Queens University Royals,G
5102618,4.56,3.93,8.48,789.66,Jack Benter,Purdue Boilermakers,G
5241667,3.95,4.53,8.48,1449.27,Jamichael Stillwell,UCF Knights,F
5239554,5.06,3.42,8.48,933.66,Malachi Palmer,Villanova Wildcats,G
4684596,5.95,2.52,8.47,814.85,Will Tschetter,Michigan Wolverines,F
5176347,4.67,3.78,8.44,1504.3,Eli Shetlar,Drake Bulldogs,G
5176081,3.77,4.66,8.43,771.5,Troy Cicero Jr.,Loyola Maryland Greyhounds,G
5262601,2.8,5.63,8.43,824.23,Khadim Mboup,BYU Cougars,F
5176311,1.16,7.27,8.43,868.9,Brigham Rogers,Belmont Bruins,F
5243230,3.02,5.41,8.43,1569.92,Charles Johnston,Furman Paladins,F
5175032,3.67,4.76,8.42,1681.58,Day Day Thomas,Cincinnati Bearcats,G
5106253,5.29,3.11,8.4,1759.76,Eli King,North Dakota Fighting Hawks,G
5174970,4.07,4.33,8.39,890.9,Isaiah Watts,Maryland Terrapins,G
5312348,3.62,4.77,8.39,897.93,Amir Taylor,Kennesaw State Owls,F
4433512,5.37,3.01,8.38,1625.64,Jahari Long,George Mason Patriots,G
4872743,1.92,6.46,8.37,1306.04,Aaron McBride,Loyola Marymount Lions,F
5311903,2.58,5.79,8.37,1631.31,Massamba Diop,Arizona State Sun Devils,C
5105410,2.87,5.49,8.37,868.37,Guillermo Diaz Graham,San Francisco Dons,F
5119095,2.79,5.57,8.36,1317.23,JJ Harper,Liberty Flames,G
5241914,5.01,3.34,8.35,1170.62,Nick Shogbonyo,Texas A&M-Corpus Christi Islanders,G
5313752,8.0,0.34,8.34,1281.88,Nasir Meyer,Wyoming Cowboys,G
5313884,5.24,3.08,8.31,1297.59,Brody Whitaker,Valparaiso Beacons,G
5242935,2.54,5.77,8.31,906.47,Godslove Nwabude,Eastern Michigan Eagles,F
5240615,3.19,5.12,8.31,849.57,Scottie Hubbard,Old Dominion Monarchs,G
5107204,4.65,3.65,8.29,1126.65,Harry Rouhliadeff,Hawai'i Rainbow Warriors,F
5175058,4.06,4.22,8.29,1253.2,Devin Vanterpool,Florida Atlantic Owls,G
5221321,2.97,5.32,8.29,1563.52,Jaylen Petty,Texas Tech Red Raiders,G
4704109,3.98,4.3,8.28,1706.46,Justin Wright,UNC Asheville Bulldogs,G
4712846,5.51,2.75,8.26,1302.35,Jaden Schutt,Virginia Tech Hokies,G
5107163,3.38,4.88,8.26,647.84,Elijah Chol,UC Irvine Anteaters,F
5105494,5.97,2.28,8.26,1345.95,Drake Allen,Utah State Aggies,G
4906515,5.41,2.85,8.26,1665.46,Kody Clouet,Winthrop Eagles,G
4848629,3.64,4.61,8.25,1087.6,Jahmere Tripp,Rhode Island Rams,F
5311740,4.03,4.22,8.25,878.31,Sergej Macura,Mississippi State Bulldogs,F
4711256,6.46,1.78,8.24,1288.02,Caleb Foster,Duke Blue Devils,G
4683944,8.23,-0.0,8.23,1698.86,Tyler Lundblade,Belmont Bruins,G
4898118,3.15,5.08,8.23,1006.63,Isaac Johnson,Hawai'i Rainbow Warriors,C
4611534,2.85,5.37,8.22,989.95,Jadon Jones,Oklahoma Sooners,G
5240545,5.73,2.47,8.2,1412.26,Dezayne Mingo,Charlotte 49ers,G
5177301,3.56,4.63,8.2,1923.8,Melvin Council Jr.,Kansas Jayhawks,G
4873181,5.41,2.78,8.19,1359.39,Jarin Stevenson,North Carolina Tar Heels,F
5177557,2.79,5.39,8.18,1632.07,Roderick Coffee III,Grambling Tigers,F
5109790,4.57,3.6,8.17,1301.79,Christoph Tilly,Ohio State Buckeyes,C
5238200,7.44,0.71,8.15,1221.27,Urban Klavzar,Florida Gators,G
5241363,3.83,4.31,8.13,1205.87,Tavion Banks,Iowa Hawkeyes,G
5196920,3.96,4.16,8.12,1381.4,Adrien Stevens,Marquette Golden Eagles,G
5177098,5.34,2.77,8.11,1356.36,Jean Aranguren,George Washington Revolutionaries,G
5176649,3.53,4.58,8.11,1314.99,Tennessee Rainwater,Le Moyne Dolphins,G
4683134,3.37,4.73,8.1,1097.53,Quincy Ballard,Mississippi State Bulldogs,C
5107174,5.41,2.68,8.1,1548.2,Nick Townsend,Yale Bulldogs,F
4707481,4.33,3.75,8.08,1302.83,Michael Imariagbe,Wright State Raiders,F
5176780,6.31,1.76,8.08,1373.59,Teagan Moore,Western Kentucky Hilltoppers,G
5105798,5.45,2.61,8.06,1575.8,Malik Reneau,Miami Hurricanes,F
5196931,3.86,4.2,8.06,1102.46,Jordan Scott,Michigan State Spartans,F
5189001,4.65,3.4,8.05,1550.09,Chaze Harris,South Alabama Jaguars,G
5254316,3.97,4.06,8.03,1204.57,Aiden Argabright,Richmond Spiders,G
4685659,6.35,1.66,8.01,950.61,Brady Dunlap,Saint Louis Billikens,F
5239783,5.98,2.03,8.01,1240.49,Layne Taylor,Murray State Racers,G
5311844,2.85,5.15,8.0,1190.7,Johann Grunloh,Virginia Cavaliers,C
4873202,4.75,3.24,8.0,1038.54,Isaac Davis,Utah Valley Wolverines,F
5107530,5.87,2.12,7.99,1698.03,Mateo Esmeraldo,Lipscomb Bisons,G
4700877,3.75,4.23,7.98,1243.05,Chad Baker-Mazara,USC Trojans,G
5329888,5.9,2.07,7.97,507.65,Kirill Elatontsev,Oklahoma Sooners,C
5176310,5.14,2.82,7.95,1143.56,Sam Orme,Belmont Bruins,F
5102798,0.69,7.26,7.95,1043.17,James Scott,Ole Miss Rebels,F
5240745,6.17,1.77,7.94,1753.83,Cooper Campbell,Troy Trojans,G
