athlete_id,athlete_display_name,team_id,team_display_name,ortg_on,drtg_on,nrtg_on,ortg_off,drtg_off,nrtg_off,on_off,ortg_on_pct,drtg_on_pct,nrtg_on_pct,ortg_off_pct,drtg_off_pct,nrtg_off_pct,on_off_pct,fg_pct_on,efg_pct_on,3p_pct_on,3p_rate_on,ft_rate_on,ft_pct_on,opp_fg_pct_on,opp_efg_pct_on,opp_3p_pct_on,opp_3p_rate_on,drb_pct_on,orb_pct_on,drb_per100_on,orb_per100_on,opp_orb_per100_on,poss_off_on,poss_def_on,poss_off_off,poss_def_off,pts_for_on,pts_against_on,pts_for_off,pts_against_off,fga_for_on,fgm_for_on,tpa_for_on,tpm_for_on,fga_against_on,fgm_against_on,tpa_against_on,tpm_against_on,orb_for_on,drb_for_on,orb_against_on,drb_against_on
62752,Tony Hicks,97,Louisville Cardinals,146.9773,73.2338,73.7435,108.2796,104.4678,3.8118,69.9317,,,,,,,,0.5821,0.5821,,0.0,0.3433,0.6957,0.2549,0.2549,,0.0,0.8095,0.4375,48.8225,19.4121,11.4877,72.12,69.64,762.84,761.0,106.0,51.0,826.0,795.0,67.0,39.0,0.0,0.0,51.0,13.0,0.0,0.0,14.0,34.0,8.0,18.0
4067068,Javien Williams,5,UAB Blazers,130.2395,64.4871,65.7524,107.022,107.9191,-0.8972,66.6496,,,,,,,,0.5345,0.5345,,0.0,0.3448,0.65,0.2321,0.2321,,0.0,0.7333,0.3333,49.4901,14.9701,17.9964,66.8,66.68,1182.0,1181.44,87.0,43.0,1265.0,1275.0,58.0,31.0,0.0,0.0,56.0,13.0,0.0,0.0,10.0,33.0,12.0,20.0
3913214,Jonathan Jean,231,Furman Paladins,121.7765,54.9287,66.8478,111.8456,104.6964,7.1492,59.6985,,,,,,,,0.5455,0.5455,,0.0,0.3636,0.7,0.2679,0.2679,,0.0,0.766,0.2759,53.4442,11.4613,16.3302,69.8,67.36,1198.08,1203.48,85.0,37.0,1340.0,1260.0,55.0,30.0,0.0,0.0,56.0,15.0,0.0,0.0,8.0,36.0,11.0,21.0
3138286,Tyler Nelson,2217,Fairfield Stags,103.6812,100.3474,3.3338,60.049,115.0733,-55.0243,58.3581,,,,,,,,0.45,0.45,,0.0,0.2764,0.6622,0.4262,0.4262,,0.0,0.7341,0.2305,39.2389,11.6513,14.2113,1270.24,1266.6,81.6,79.08,1317.0,1271.0,49.0,91.0,1071.0,482.0,0.0,0.0,1070.0,456.0,0.0,0.0,148.0,497.0,180.0,494.0
67071,Zach Garber,2649,Toledo Rockets,125.6575,77.8098,47.8477,104.5198,112.9477,-8.4279,56.2756,,,,,,,,0.5167,0.5167,,0.0,0.4333,0.6538,0.3134,0.3134,,0.0,0.7609,0.3889,50.4323,20.4559,15.8501,68.44,69.4,70.8,72.6,86.0,54.0,74.0,82.0,60.0,31.0,0.0,0.0,67.0,21.0,0.0,0.0,14.0,35.0,11.0,22.0
66929,Justin Brickman,2803,Bryant Bulldogs,132.0371,108.5118,23.5253,103.0111,127.8119,-24.8008,48.3261,,,,,,,,0.5079,0.5079,,0.0,0.2857,0.7778,0.4918,0.4918,,0.0,0.7273,0.4062,33.8219,18.8624,12.6832,68.92,70.96,75.72,78.24,91.0,77.0,78.0,100.0,63.0,32.0,0.0,0.0,61.0,30.0,0.0,0.0,13.0,24.0,9.0,19.0
3155941,Josh Perkins,2250,Gonzaga Bulldogs,122.2091,84.4311,37.778,96.2581,106.4116,-10.1535,47.9315,,,,,,,,0.5406,0.5406,,0.0,0.39,0.7469,0.3608,0.3608,,0.0,0.7843,0.2631,46.655,10.8915,12.8342,1248.68,1238.88,73.76,74.24,1526.0,1046.0,71.0,79.0,1023.0,553.0,0.0,0.0,1081.0,390.0,0.0,0.0,136.0,578.0,159.0,381.0
4066785,Cyril Langevine,227,Rhode Island Rams,137.028,83.8826,53.1455,106.8565,97.4657,9.3908,43.7547,,,,,,,,0.5556,0.5556,,0.0,0.3492,0.4545,0.3269,0.3269,,0.0,0.7381,0.4286,46.435,22.838,16.4769,65.68,66.76,1356.96,1336.88,90.0,56.0,1450.0,1303.0,63.0,35.0,0.0,0.0,52.0,17.0,0.0,0.0,15.0,31.0,11.0,20.0
3156147,Jack Shaughnessy,2547,Seattle U Redhawks,132.5088,96.4964,36.0124,94.8914,101.4364,-6.545,42.5574,,,,,,,,0.5789,0.5789,,0.0,0.3158,0.6111,0.4107,0.4107,,0.0,0.6857,0.3,35.6295,13.2509,16.3302,67.92,67.36,950.56,969.08,90.0,65.0,902.0,983.0,57.0,33.0,0.0,0.0,56.0,23.0,0.0,0.0,9.0,24.0,11.0,21.0
66596,Jake McDowell,235,Memphis Tigers,121.822,94.697,27.1251,95.2915,110.228,-14.9365,42.0616,,,,,,,,0.4921,0.4921,,0.0,0.5238,0.697,0.4154,0.4154,,0.0,0.6341,0.2439,35.1732,13.2415,20.2922,75.52,73.92,428.16,422.76,92.0,70.0,408.0,466.0,63.0,31.0,0.0,0.0,65.0,27.0,0.0,0.0,10.0,26.0,15.0,31.0
