athlete_id,athlete_display_name,team_id,team_display_name,ortg_on,drtg_on,nrtg_on,ortg_off,drtg_off,nrtg_off,on_off,ortg_on_pct,drtg_on_pct,nrtg_on_pct,ortg_off_pct,drtg_off_pct,nrtg_off_pct,on_off_pct,fg_pct_on,efg_pct_on,3p_pct_on,3p_rate_on,ft_rate_on,ft_pct_on,opp_fg_pct_on,opp_efg_pct_on,opp_3p_pct_on,opp_3p_rate_on,drb_pct_on,orb_pct_on,drb_per100_on,orb_per100_on,opp_orb_per100_on,poss_off_on,poss_def_on,poss_off_off,poss_def_off,pts_for_on,pts_against_on,pts_for_off,pts_against_off,fga_for_on,fgm_for_on,tpa_for_on,tpm_for_on,fga_against_on,fgm_against_on,tpa_against_on,tpm_against_on,orb_for_on,drb_for_on,orb_against_on,drb_against_on
57498,Grant White,2253,Grand Canyon Lopes,102.5092,78.7402,23.769,75.2106,109.5119,-34.3013,58.0703,,,,,,,,0.4138,0.4138,,0.0,0.3276,0.3684,0.3462,0.3462,,0.0,0.775,0.2143,46.9412,13.7699,13.6281,65.36,66.04,66.48,63.92,67.0,52.0,50.0,70.0,58.0,24.0,0.0,0.0,52.0,18.0,0.0,0.0,9.0,31.0,9.0,33.0
3908843,Doral Moore,154,Wake Forest Demon Deacons,104.9943,66.5927,38.4016,99.2077,113.4597,-14.252,52.6537,,,,,,,,0.4576,0.4576,,0.0,0.2881,0.7059,0.3103,0.3103,,0.0,0.8293,0.3143,47.1698,15.6073,9.7114,70.48,72.08,1211.6,1209.24,74.0,48.0,1202.0,1372.0,59.0,27.0,0.0,0.0,58.0,18.0,0.0,0.0,11.0,34.0,7.0,24.0
3924914,Rashad Jackson,2501,Portland Pilots,123.0204,86.0585,36.9618,108.0359,123.7021,-15.6662,52.6281,,,,,,,,0.5082,0.5082,,0.0,0.2131,0.8462,0.3636,0.3636,,0.0,0.766,0.3667,51.6351,15.5543,15.7774,70.72,69.72,494.28,493.12,87.0,60.0,534.0,610.0,61.0,31.0,0.0,0.0,66.0,24.0,0.0,0.0,11.0,36.0,11.0,19.0
3960429,Chris Lydon,113,UMass Minutemen,97.5679,72.6663,24.9016,74.0083,101.432,-27.4237,52.3253,,,,,,,,0.4194,0.4194,,0.0,0.2097,0.7692,0.2812,0.2812,,0.0,0.6909,0.1842,53.1023,9.8982,23.7563,70.72,71.56,67.56,67.04,69.0,52.0,50.0,68.0,62.0,26.0,0.0,0.0,64.0,18.0,0.0,0.0,7.0,38.0,17.0,31.0
67802,Mason Ramsey,2635,Tennessee Tech Golden Eagles,133.2748,81.0731,52.2016,113.5964,112.804,0.7924,51.4092,,,,,,,,0.5484,0.5484,,0.0,0.1935,0.75,0.3333,0.3333,,0.0,0.6889,0.2333,45.6958,10.2519,20.6368,68.28,67.84,1024.68,1021.24,91.0,55.0,1164.0,1152.0,62.0,34.0,0.0,0.0,66.0,22.0,0.0,0.0,7.0,31.0,14.0,23.0
3085631,Brandon Busuttil,189,Bowling Green Falcons,121.1171,119.9602,1.1569,78.3517,124.6499,-46.2981,47.455,,,,,,,,0.5289,0.5289,,0.0,0.3636,0.6818,0.5159,0.5159,,0.0,0.7576,0.3281,35.4912,14.9615,11.3572,140.36,140.88,68.92,71.4,170.0,169.0,54.0,89.0,121.0,64.0,0.0,0.0,126.0,65.0,0.0,0.0,21.0,50.0,16.0,43.0
61214,Eron Harris,127,Michigan State Spartans,120.6111,99.0965,21.5146,85.8556,111.699,-25.8434,47.3579,,,,,,,,0.481,0.481,,0.0,0.2628,0.7453,0.3898,0.3898,,0.0,0.7546,0.3737,43.5021,18.8691,14.1458,1324.92,1314.88,68.72,68.04,1598.0,1303.0,59.0,76.0,1210.0,582.0,0.0,0.0,1139.0,444.0,0.0,0.0,250.0,572.0,186.0,419.0
3147362,Jaylen Johnson,97,Louisville Cardinals,105.887,98.8985,6.9885,79.0922,118.8811,-39.789,46.7775,,,,,,,,0.4451,0.4451,,0.0,0.2907,0.6993,0.4083,0.4083,,0.0,0.6816,0.3423,36.2292,18.3405,16.9253,1106.84,1093.04,58.16,57.2,1172.0,1081.0,46.0,68.0,984.0,438.0,0.0,0.0,889.0,363.0,0.0,0.0,203.0,396.0,185.0,390.0
68087,Gabe Levin,299,Long Beach State Beach,107.9218,99.3183,8.6035,95.8786,134.0083,-38.1297,46.7332,,,,,,,,0.4467,0.4467,,0.0,0.3746,0.7294,0.4212,0.4212,,0.0,0.7321,0.2528,38.5539,12.572,14.1085,707.92,715.88,69.88,67.16,764.0,711.0,67.0,90.0,582.0,260.0,0.0,0.0,584.0,246.0,0.0,0.0,89.0,276.0,101.0,263.0
66356,Lucas Stivrins,2440,Nevada Wolf Pack,113.4565,85.1812,28.2753,92.4264,109.5247,-17.0982,45.3735,,,,,,,,0.4783,0.4783,,0.0,0.2899,0.65,0.3725,0.3725,,0.0,0.775,0.2619,41.9145,14.5119,12.1687,75.8,73.96,222.88,225.52,86.0,63.0,206.0,247.0,69.0,33.0,0.0,0.0,51.0,19.0,0.0,0.0,11.0,31.0,9.0,31.0
56305,Geoffrey Groselle,156,Creighton Bluejays,107.0445,100.9705,6.074,91.0232,128.7221,-37.6989,43.7729,,,,,,,,0.4435,0.4435,,0.0,0.3978,0.7391,0.4353,0.4353,,0.0,0.7407,0.2404,38.1037,11.9399,13.3404,1206.04,1199.36,63.72,64.48,1291.0,1211.0,58.0,83.0,983.0,436.0,0.0,0.0,997.0,434.0,0.0,0.0,144.0,457.0,160.0,455.0
