athlete_id,o_rapm,d_rapm,rapm,o_rapm_bp,d_rapm_bp,rapm_bp,athlete_display_name,team_id,team_display_name,total_poss
4432165,2.57,1.42,3.9899999999999998,2.57,1.49,4.06,Jalen Suggs,2250,Gonzaga Bulldogs,1256.84
4431695,2.57,1.42,3.9899999999999998,2.81,1.48,4.29,Drew Timme,2250,Gonzaga Bulldogs,1256.84
4280150,2.57,1.42,3.9899999999999998,2.6,1.47,4.07,Joel Ayayi,2250,Gonzaga Bulldogs,1256.84
4280151,2.57,1.42,3.9899999999999998,2.7,1.49,4.19,Corey Kispert,2250,Gonzaga Bulldogs,1256.84
4067322,2.12,1.18,3.3,2.2,1.22,3.42,Justin Gorham,248,Houston Cougars,1297.0
4066796,2.12,1.18,3.3,2.2,1.23,3.43,DeJon Jarreau,248,Houston Cougars,1297.0
4279147,1.21,2.01,3.2199999999999998,1.17,2.1,3.27,Lucas Williamson,2350,Loyola Chicago Ramblers,1315.76
4397778,1.21,2.01,3.2199999999999998,1.17,2.02,3.19,Braden Norris,2350,Loyola Chicago Ramblers,1315.76
4279150,1.21,2.01,3.2199999999999998,1.48,2.19,3.67,Cameron Krutwig,2350,Loyola Chicago Ramblers,1315.76
4066717,1.21,2.01,3.2199999999999998,1.19,2.04,3.23,Aher Uguak,2350,Loyola Chicago Ramblers,1315.76
4278736,1.74,1.27,3.01,1.82,1.29,3.1100000000000003,Terrell Gomez,21,San Diego State Aztecs,940.28
4397014,1.81,1.19,3.0,1.96,1.25,3.21,Quentin Grimes,248,Houston Cougars,1233.16
4701995,0.6,2.39,2.99,0.57,2.4,2.9699999999999998,Rollie Worster,328,Utah State Aggies,1225.16
4279923,2.07,0.91,2.98,2.29,1.01,3.3,Nick Muszynski,2057,Belmont Bruins,1415.6
4067625,1.14,1.84,2.98,1.31,1.89,3.2,Kolton Kohl,2000,Abilene Christian Wildcats,1212.6
4397958,1.14,1.84,2.98,1.2,1.88,3.08,Joe Pleasant,2000,Abilene Christian Wildcats,1212.6
4593747,1.14,1.84,2.98,1.15,1.94,3.09,Reggie Miller,2000,Abilene Christian Wildcats,1212.6
4432107,2.06,0.87,2.93,2.12,0.87,2.99,Marcus Sasser,248,Houston Cougars,1229.4
4278707,1.33,1.6,2.93,1.54,1.66,3.2,Jordan Schakel,21,San Diego State Aztecs,1267.16
4593083,1.33,1.6,2.93,1.22,1.66,2.88,Trey Pulliam,21,San Diego State Aztecs,1267.16
4397371,1.53,1.37,2.9000000000000004,1.47,1.43,2.9,Nathan Mensah,21,San Diego State Aztecs,1199.1200000000001
4067458,1.55,1.34,2.89,1.74,1.5,3.24,Loudon Love,2750,Wright State Raiders,1435.56
4431915,1.55,1.34,2.89,1.38,1.36,2.74,Trey Calvin,2750,Wright State Raiders,1435.56
4431990,1.55,1.34,2.89,1.8,1.41,3.21,Tanner Holden,2750,Wright State Raiders,1435.56
4396017,1.52,1.25,2.77,1.44,1.33,2.77,Tim Finke,2750,Wright State Raiders,1363.04
4398040,1.81,0.86,2.67,1.92,0.98,2.9,Tucker Richardson,2142,Colgate Raiders,1081.36
4593087,1.81,0.86,2.67,1.7,0.9,2.6,Ryan Moffatt,2142,Colgate Raiders,1081.36
4279317,1.81,0.86,2.67,1.87,0.83,2.7,Nelly Cummings,2142,Colgate Raiders,1081.36
4593089,1.81,0.86,2.67,1.87,0.91,2.7800000000000002,Keegan Records,2142,Colgate Raiders,1081.36
4280047,1.81,0.86,2.67,2.02,0.95,2.9699999999999998,Jordan Burns,2142,Colgate Raiders,1081.36
4397957,1.0,1.63,2.63,0.91,1.72,2.63,Damien Daniels,2000,Abilene Christian Wildcats,1139.44
4278720,0.48,2.12,2.6,0.55,2.2,2.75,Justin Bean,328,Utah State Aggies,1511.48
4278034,0.48,2.12,2.6,0.42,2.14,2.56,Marco Anthony,328,Utah State Aggies,1511.48
4397424,0.48,2.12,2.6,0.71,2.42,3.13,Neemias Queta,328,Utah State Aggies,1511.48
4402243,1.69,0.88,2.57,1.74,0.93,2.67,Luke Smith,2057,Belmont Bruins,1653.52
4433076,1.69,0.88,2.57,1.72,0.89,2.61,Ben Sheppard,2057,Belmont Bruins,1653.52
4279920,1.69,0.88,2.57,1.87,1.09,2.96,Grayson Murphy,2057,Belmont Bruins,1653.52
4592695,0.59,1.99,2.58,0.7,2.0,2.7,Keith Clemons,2350,Loyola Chicago Ramblers,1056.48
4278721,0.67,1.87,2.54,0.62,1.79,2.41,Brock Miller,328,Utah State Aggies,1383.04
4702176,0.81,1.67,2.48,0.82,1.71,2.53,Joshua Primo,333,Alabama Crimson Tide,1216.56
4397840,1.2,1.27,2.4699999999999998,1.13,1.25,2.38,Micheal Anumba,2737,Winthrop Eagles,1486.92
4279060,1.2,1.27,2.4699999999999998,1.21,1.29,2.5,Charles Falden,2737,Winthrop Eagles,1486.92
4279061,1.2,1.27,2.4699999999999998,1.05,1.3,2.35,Kyle Zunic,2737,Winthrop Eagles,1486.92
4396933,1.02,1.44,2.46,1.1,1.47,2.5700000000000003,D.J. Burns Jr.,2737,Winthrop Eagles,1415.48
4432846,0.67,1.78,2.45,0.79,1.8,2.59,Jaden Shackelford,333,Alabama Crimson Tide,1430.6
