Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
Cameron Steele,240.0,510.0,26.41,96.31067961165049,69.9009900990099,96.31,68.54,51.26,97.86,10.1,29.32,0.0,0.0,16.5,29.51,0.0,13.59,3.88,18.64,23.3,46.01,Abilene Christian Wildcats
Hunter Jack Madden,480.0,960.0,16.1,97.90136411332634,81.79937952430197,97.9,83.0,52.36,99.16,10.18,27.7,0.0,0.0,14.8,28.02,0.0,11.12,3.78,15.63,25.6,42.82,Abilene Christian Wildcats
Tobias Cameron,1130.0,2257.5,6.74,93.59605911330048,86.85363716038562,93.6,88.76,50.69,98.25,9.0,25.62,0.0,0.0,14.02,27.9,0.0,10.88,2.87,15.76,26.06,41.92,Abilene Christian Wildcats
Damien Daniels,1210.0,2427.0,6.3,92.75905118601749,86.45450836393309,92.76,88.18,50.6,98.0,8.78,25.51,0.0,0.0,13.69,27.67,0.0,10.94,2.95,15.69,26.05,41.36,Abilene Christian Wildcats
Immanuel Allen,840.0,1683.0,5.02,90.44471153846155,85.42890716803761,90.44,87.38,48.92,96.27,8.95,26.02,0.0,0.0,13.1,27.22,0.0,11.3,3.49,16.83,26.26,40.32,Abilene Christian Wildcats
Joe Pleasant,930.0,1856.5,4.92,93.57298474945533,88.65210442194991,93.57,90.63,51.58,99.24,8.5,24.95,0.0,0.0,13.45,27.61,0.0,10.24,2.67,14.22,26.31,41.06,Abilene Christian Wildcats
Ali Abdou Dibba,450.0,917.0,0.55,91.93370165745857,91.3885898815931,91.93,93.81,53.04,100.11,7.07,22.65,0.0,0.0,12.82,25.41,0.0,10.5,2.1,12.71,27.29,38.23,Abilene Christian Wildcats
Airion Simmons,730.0,1443.0,0.26,89.7687456201822,89.51336531871145,89.77,91.52,48.98,96.64,8.27,24.32,0.0,0.0,12.89,28.38,0.0,10.58,2.45,16.26,25.79,41.27,Abilene Christian Wildcats
Ja'Sean Jackson,40.0,81.0,-15.56,77.21518987341773,92.7710843373494,77.22,97.47,36.71,86.08,8.86,27.85,0.0,0.0,15.19,29.11,0.0,13.92,3.8,29.11,29.11,44.3,Abilene Christian Wildcats
Corbin Green,480.0,856.5,10.55,98.60302677532013,88.05620608899297,98.6,87.54,52.27,95.46,11.99,31.66,0.0,0.0,11.87,31.08,0.0,9.31,6.75,16.41,23.05,42.95,Air Force Falcons
Marcell McCreary,205.0,356.0,6.94,96.25360230547551,89.31506849315069,96.25,93.95,48.13,96.54,13.26,37.18,0.0,0.0,10.95,34.87,0.0,8.07,4.9,14.41,23.34,45.82,Air Force Falcons
Camden Vander Zwaag,685.0,1231.5,6.69,94.38110749185668,87.6923076923077,94.38,88.19,49.92,95.11,11.64,32.41,0.0,0.0,12.21,32.82,0.0,9.12,5.94,17.1,23.94,45.03,Air Force Falcons
Jeffrey Mills,1049.8,1872.0,1.99,94.72551130247578,92.73594909862142,94.73,94.13,50.16,93.7,11.19,31.11,0.0,0.0,11.25,31.75,0.0,8.29,5.87,17.55,24.43,43.0,Air Force Falcons
Jake Heidbreder,1294.8,2299.5,1.74,93.98331137461572,92.24806201550388,93.98,94.07,49.36,94.2,11.46,32.19,0.0,0.0,11.37,32.37,0.0,8.08,5.53,17.17,24.07,43.74,Air Force Falcons
Ethan Taylor,1209.8,2152.5,1.17,93.48335677449602,92.31123388581952,93.48,94.0,48.99,93.44,11.63,32.44,0.0,0.0,10.83,32.11,0.0,8.06,5.81,17.39,23.96,42.94,Air Force Falcons
Nikc Jackson,40.0,67.5,-1.6,91.04477611940298,92.64705882352942,91.04,94.03,47.76,107.46,8.96,32.84,0.0,0.0,20.9,37.31,0.0,8.96,0.0,13.43,22.39,58.21,Air Force Falcons
Lucas Moerman,165.0,307.5,-2.51,83.11258278145695,85.62300319488818,83.11,88.74,43.71,91.39,11.26,34.44,0.0,0.0,11.26,36.75,0.0,8.61,4.97,19.87,26.82,48.01,Air Force Falcons
Rytis Petraitis,649.8,1135.5,-3.77,93.36917562724014,97.14285714285714,93.37,100.54,48.66,94.0,11.11,31.99,0.0,0.0,11.02,32.17,0.0,6.99,4.75,17.03,24.1,43.19,Air Force Falcons
Beau Becker,609.8,1068.0,-3.91,93.51763584366063,97.42410303587856,93.52,100.95,48.71,93.14,11.25,31.94,0.0,0.0,10.39,31.84,0.0,6.86,5.05,17.25,24.21,42.23,Air Force Falcons
Carter Murphy,85.0,151.0,-4.24,87.91946308724832,92.15686274509804,87.92,94.63,48.32,100.0,9.4,30.2,0.0,0.0,17.45,35.57,0.0,5.37,1.34,17.45,23.49,53.02,Air Force Falcons
Tavari Johnson,320.0,600.0,17.93,95.87458745874588,77.94612794612794,95.87,76.4,51.49,100.83,11.88,31.85,0.0,0.0,17.66,37.29,0.0,10.73,3.63,16.83,20.46,54.95,Akron Zips
Enrique Freeman,1290.0,2395.5,7.87,97.55693581780538,89.68855218855218,97.56,88.24,52.3,101.41,11.97,33.83,0.0,0.0,16.36,34.41,0.0,7.95,3.44,14.95,21.57,50.77,Akron Zips
Trendon Hankerson,1290.0,2395.5,7.87,97.55693581780538,89.68855218855218,97.56,88.24,52.3,101.41,11.97,33.83,0.0,0.0,16.36,34.41,0.0,7.95,3.44,14.95,21.57,50.77,Akron Zips
Xavier Castaneda,1210.0,2241.5,7.59,98.14241486068111,90.54905490549055,98.14,88.99,52.15,101.55,12.38,34.72,0.0,0.0,16.28,34.67,0.0,7.92,3.36,14.73,21.05,50.95,Akron Zips
Greg Tribble,1250.0,2326.5,7.3,96.93225394120152,89.6357328707719,96.93,88.07,52.15,101.36,11.76,33.45,0.0,0.0,16.53,34.21,0.0,7.88,3.45,15.17,21.6,50.74,Akron Zips
Sammy Hunter,890.0,1656.0,5.87,98.20143884892086,92.33576642335767,98.2,91.01,53.36,100.54,11.93,33.45,0.0,0.0,15.29,32.67,0.0,7.25,3.78,14.75,23.38,47.96,Akron Zips
Nate Johnson,200.0,362.5,5.81,97.7961432506887,91.9889502762431,97.8,91.74,50.69,105.79,11.02,35.81,0.0,0.0,18.46,37.19,0.0,7.16,1.93,12.67,18.18,55.65,Akron Zips
Xavier Brewer,130.0,234.0,10.99,92.57641921397381,81.58995815899581,92.58,85.15,52.84,100.0,6.11,22.27,0.0,0.0,17.03,26.64,0.0,11.79,4.37,17.03,24.89,43.67,Alabama A&M Bulldogs
Messiah Thompson,929.7,1790.0,1.33,88.12605514912775,86.7997781475319,88.13,88.07,48.45,97.24,8.67,23.35,0.0,0.0,17.28,30.16,0.0,10.35,5.35,20.03,24.25,47.44,Alabama A&M Bulldogs
EJ Williams,929.7,1809.5,0.3,88.32318760376315,88.0242825607064,88.32,88.27,49.25,98.23,8.3,23.41,0.0,0.0,17.82,30.16,0.0,10.29,5.42,19.59,24.57,47.98,Alabama A&M Bulldogs
Dailin Smith,879.9,1738.5,-0.95,88.45037724898432,89.39566704675028,88.45,91.0,48.29,97.27,8.65,22.98,0.0,0.0,16.6,29.77,0.0,10.27,5.34,19.33,24.67,46.37,Alabama A&M Bulldogs
Lorenzo Downey,159.8,305.5,-0.96,89.03654485049833,90.0,89.04,92.69,48.5,93.02,10.63,26.58,0.0,0.0,16.61,31.89,0.0,6.98,5.98,23.59,23.26,48.5,Alabama A&M Bulldogs
Garrett Hicks,1089.7,2120.0,-1.28,86.99572852396773,88.2794186591655,87.0,89.37,48.17,98.05,8.12,23.07,0.0,0.0,17.66,29.9,0.0,10.25,5.22,19.6,24.68,47.56,Alabama A&M Bulldogs
Olisa Blaise Akonobi,719.7,1377.0,-2.1,85.87115666178624,87.96829971181556,85.87,89.39,46.56,95.68,8.57,23.87,0.0,0.0,17.64,30.53,0.0,10.18,5.49,21.96,24.08,48.17,Alabama A&M Bulldogs
Brandon Powell,120.0,238.5,-3.1,94.01709401709401,97.11934156378601,94.02,100.85,47.01,92.74,11.54,26.07,0.0,0.0,15.38,30.77,0.0,8.12,6.84,22.65,27.35,46.15,Alabama A&M Bulldogs
Cameron Tucker,530.0,1039.5,-3.14,84.82228626320845,87.95761078998073,84.82,87.7,48.22,100.38,7.11,22.38,0.0,0.0,18.64,30.93,0.0,9.51,5.09,18.25,26.03,49.57,Alabama A&M Bulldogs
Austin Harvell,160.0,310.0,-9.73,77.96610169491525,87.6923076923077,77.97,96.61,39.66,93.9,7.46,21.69,0.0,0.0,16.27,31.53,0.0,9.15,4.41,22.37,26.78,47.8,Alabama A&M Bulldogs
Jahvon Quinerly,240.0,474.5,18.2,96.42857142857143,78.22410147991543,96.43,77.73,50.63,105.67,11.97,38.24,0.0,0.0,20.17,39.29,0.0,7.14,7.14,14.5,22.48,59.46,Alabama Crimson Tide
Noah Gurley,40.0,88.5,16.51,90.32258064516128,73.80952380952381,90.32,66.67,50.54,95.7,7.53,29.03,0.0,0.0,13.98,35.48,0.0,11.83,6.45,18.28,13.98,49.46,Alabama Crimson Tide
Brandon Miller,1510.0,3149.5,14.55,95.09279647687953,80.5448717948718,95.09,79.05,51.49,99.43,11.51,34.41,0.0,0.0,15.6,36.68,0.0,7.05,5.95,16.17,22.21,52.28,Alabama Crimson Tide
Charles Bediako,1510.0,3149.5,14.55,95.09279647687953,80.5448717948718,95.09,79.05,51.49,99.43,11.51,34.41,0.0,0.0,15.6,36.68,0.0,7.05,5.95,16.17,22.21,52.28,Alabama Crimson Tide
Mark Sears,1510.0,3149.5,14.55,95.09279647687953,80.5448717948718,95.09,79.05,51.49,99.43,11.51,34.41,0.0,0.0,15.6,36.68,0.0,7.05,5.95,16.17,22.21,52.28,Alabama Crimson Tide
Noah Clowney,1470.0,3061.0,14.51,95.23655217109527,80.73122529644269,95.24,79.42,51.52,99.55,11.63,34.58,0.0,0.0,15.65,36.71,0.0,6.9,5.93,16.1,22.46,52.36,Alabama Crimson Tide
Jaden Bradley,890.0,1896.5,14.24,95.96012591815321,81.71701112877582,95.96,80.9,52.31,97.48,11.28,33.63,0.0,0.0,13.17,35.62,0.0,7.29,5.3,15.69,21.98,48.79,Alabama Crimson Tide
Nimari Burnett,380.0,778.5,13.14,92.22082810539524,79.07894736842105,92.22,75.41,50.06,100.38,11.79,34.0,0.0,0.0,18.7,37.64,0.0,6.4,6.78,18.32,22.58,56.34,Alabama Crimson Tide
Christian McCray,40.0,65.5,8.69,83.33333333333334,74.64788732394366,83.33,88.33,38.33,111.67,15.0,50.0,0.0,0.0,31.67,45.0,0.0,6.67,3.33,20.0,23.33,76.67,Alabama State Hornets
Alex Anderson,160.0,288.5,4.86,91.54929577464789,86.68941979522185,91.55,89.44,50.0,103.52,9.86,31.34,0.0,0.0,21.13,31.69,0.0,7.75,5.63,17.61,23.59,52.82,Alabama State Hornets
Jordan O'Neal,804.5,1551.5,-6.15,83.45276872964169,89.6045918367347,83.45,91.53,46.58,100.13,8.08,26.64,0.0,0.0,19.02,32.51,0.0,8.01,5.28,18.89,23.71,51.53,Alabama State Hornets
Damien Madison,159.5,287.5,-7.43,81.2720848056537,88.6986301369863,81.27,91.52,44.52,103.89,8.13,27.21,0.0,0.0,20.85,32.16,0.0,8.48,3.53,16.96,25.09,53.01,Alabama State Hornets
Duane Posey,645.0,1244.5,-8.57,83.3868378812199,91.9549477071601,83.39,91.73,46.95,103.21,7.62,24.64,0.0,0.0,20.06,33.79,0.0,7.22,4.33,16.85,22.39,53.85,Alabama State Hornets
Roland McCoy,605.0,1159.0,-8.61,83.27526132404182,91.88034188034187,83.28,93.64,46.69,100.26,7.84,26.05,0.0,0.0,18.82,31.71,0.0,7.23,5.92,18.55,23.95,50.53,Alabama State Hornets
TJ Madlock,1124.5,2155.0,-9.81,82.8731867103416,92.6829268292683,82.87,94.24,46.0,102.15,7.96,25.41,0.0,0.0,19.65,32.43,0.0,7.58,4.73,17.5,23.68,52.08,Alabama State Hornets
Isaiah Range,884.5,1725.5,-11.29,82.2637106184364,93.55210132412205,82.26,94.81,45.92,102.45,7.64,24.27,0.0,0.0,19.25,32.5,0.0,7.47,4.43,16.8,23.69,51.75,Alabama State Hornets
Amarr Knox,360.0,708.5,-12.78,82.86118980169972,95.63994374120956,82.86,96.32,45.47,104.53,8.07,23.65,0.0,0.0,20.54,33.71,0.0,7.79,3.26,16.01,22.66,54.25,Alabama State Hornets
Eric Coleman,759.5,1448.5,-15.69,81.78646196789951,97.47267759562843,81.79,99.58,44.87,103.0,7.82,23.73,0.0,0.0,19.47,30.64,0.0,7.47,4.54,16.47,24.77,50.11,Alabama State Hornets
Kendal Parker,80.0,141.0,-21.74,72.66187050359713,94.4055944055944,72.66,97.12,38.85,95.68,7.91,27.34,0.0,0.0,21.58,33.09,0.0,8.63,6.47,25.9,23.74,54.67,Alabama State Hornets
Oddyst Walker,520.0,950.0,2.0,89.15789473684211,87.1578947368421,89.16,87.16,49.58,100.32,7.68,23.68,0.0,0.0,18.32,31.89,0.0,12.42,4.11,18.0,23.58,50.21,Alcorn State Braves
Dekedran Thorn,575.0,1066.5,-3.64,86.92380056444027,90.5607476635514,86.92,91.16,49.86,103.39,6.4,21.92,0.0,0.0,19.1,30.67,0.0,10.44,3.39,15.71,24.84,49.77,Alcorn State Braves
Jeremiah Kendall,900.0,1680.0,-3.73,85.9197124026363,89.65109402720284,85.92,90.83,48.47,102.88,6.65,22.89,0.0,0.0,19.29,29.96,0.0,11.02,3.42,16.42,25.64,49.25,Alcorn State Braves
Byron Joshua,940.0,1753.0,-4.39,85.41068351522114,89.80169971671388,85.41,91.04,48.25,103.04,6.66,22.86,0.0,0.0,19.41,29.93,0.0,11.03,3.33,16.37,25.5,49.34,Alcorn State Braves
Cameron Butler,80.0,164.0,-6.71,71.60493827160494,78.3132530120482,71.6,80.25,41.36,102.47,6.17,23.46,0.0,0.0,15.43,30.25,0.0,12.35,2.47,12.96,28.4,45.68,Alcorn State Braves
Dontrell McQuarter,740.0,1393.0,-8.49,82.04199855177407,90.53380782918148,82.04,92.11,47.14,101.88,5.94,21.8,0.0,0.0,19.33,28.53,0.0,11.37,3.33,17.45,25.85,47.86,Alcorn State Braves
DJ Brewton,200.0,366.5,-12.0,79.88980716253444,91.8918918918919,79.89,93.66,44.35,91.46,6.89,23.14,0.0,0.0,13.22,30.3,0.0,11.02,3.31,21.76,25.9,43.52,Alcorn State Braves
Trevin Wade,580.0,1107.0,-12.37,80.86080586080587,93.22638146167557,80.86,95.79,46.15,103.85,5.86,22.99,0.0,0.0,20.42,27.84,0.0,9.98,2.47,16.58,27.29,48.26,Alcorn State Braves
Keondre Montgomery,125.0,230.5,-15.47,85.40772532188842,100.87719298245614,85.41,98.71,48.07,109.87,4.72,21.03,0.0,0.0,23.18,27.04,0.0,9.87,3.86,13.3,21.46,50.22,Alcorn State Braves
Mike Pajeaud,160.0,297.5,-22.62,78.69415807560138,101.3157894736842,78.69,105.84,43.99,100.0,6.53,26.46,0.0,0.0,17.87,25.43,0.0,8.93,1.72,17.87,27.15,43.3,Alcorn State Braves
Ladarius Marshall,80.0,152.0,-42.55,62.0,104.54545454545455,62.0,107.33,38.0,94.0,4.0,21.33,0.0,0.0,16.0,24.0,0.0,10.0,1.33,22.0,24.0,40.0,Alcorn State Braves
Jaxon Knotek,440.0,770.5,8.46,96.83377308707124,88.37803320561942,96.83,91.29,50.4,92.88,11.08,29.42,0.0,0.0,12.01,33.38,0.0,10.82,4.62,19.13,21.9,45.39,American University Eagles
