athlete_id,o_rapm,d_rapm,rapm,athlete_display_name,team_id,team_display_name,total_poss
3914044,3.1,3.01,6.109999999999999,Landry Shamet,2724,Wichita State Shockers,2204.2400000000002
62585,2.66,2.87,5.53,Przemek Karnowski,2250,Gonzaga Bulldogs,2046.68
66328,2.66,2.87,5.53,Jordan Mathews,2250,Gonzaga Bulldogs,2046.68
66260,2.66,2.87,5.53,Johnathan Williams,2250,Gonzaga Bulldogs,2046.68
3947257,2.82,2.63,5.449999999999999,Esa Ahmad,277,West Virginia Mountaineers,2021.44
66155,2.5,2.85,5.35,Nathan Adrian,277,West Virginia Mountaineers,2360.36
67434,2.13,3.1,5.23,Conner Frankamp,2724,Wichita State Shockers,1438.16
3148998,2.56,2.64,5.2,Zach Brown,2724,Wichita State Shockers,1793.1200000000001
66874,2.96,2.18,5.140000000000001,Isaiah Hicks,153,North Carolina Tar Heels,2096.56
3155941,2.6,2.52,5.12,Josh Perkins,2250,Gonzaga Bulldogs,1746.04
3133635,2.27,2.71,4.98,Jevon Carter,277,West Virginia Mountaineers,2284.92
3138155,3.04,1.92,4.96,Joel Berry II,153,North Carolina Tar Heels,1941.72
67814,2.29,2.67,4.96,Nigel Williams-Goss,2250,Gonzaga Bulldogs,1979.48
3908807,2.08,2.87,4.95,Deng Adel,97,Louisville Cardinals,1924.6000000000001
66873,3.07,1.87,4.9399999999999995,Kennedy Meeks,153,North Carolina Tar Heels,2163.48
66116,2.73,2.14,4.87,Sterling Brown,2567,SMU Mustangs,2024.72
61586,3.13,1.69,4.82,Amile Jefferson,150,Duke Blue Devils,2121.56
3934672,2.78,2.03,4.81,Jalen Brunson,222,Villanova Wildcats,2078.2400000000002
3138156,2.78,2.01,4.789999999999999,Justin Jackson,153,North Carolina Tar Heels,2090.24
67751,2.21,2.52,4.73,Shaquille Morris,2724,Wichita State Shockers,1301.88
3908809,2.13,2.47,4.6,Donovan Mitchell,97,Louisville Cardinals,2129.16
3913174,2.97,1.62,4.59,Luke Kennard,150,Duke Blue Devils,2191.08
66172,2.79,1.69,4.48,Kris Jenkins,222,Villanova Wildcats,1939.8000000000002
66173,2.68,1.79,4.470000000000001,Josh Hart,222,Villanova Wildcats,2009.1200000000001
4066354,2.32,2.14,4.46,Payton Pritchard,2483,Oregon Ducks,1858.76
4066261,2.57,1.8,4.37,Bam Adebayo,96,Kentucky Wildcats,2075.92
3090679,2.54,1.79,4.33,Emmett Naar,2608,Saint Mary's Gaels,1862.4
