athlete_id,athlete_display_name,team_id,team_display_name,ortg_on,drtg_on,nrtg_on,ortg_off,drtg_off,nrtg_off,on_off,ortg_on_pct,drtg_on_pct,nrtg_on_pct,ortg_off_pct,drtg_off_pct,nrtg_off_pct,on_off_pct,fg_pct_on,efg_pct_on,3p_pct_on,3p_rate_on,ft_rate_on,ft_pct_on,opp_fg_pct_on,opp_efg_pct_on,opp_3p_pct_on,opp_3p_rate_on,drb_pct_on,orb_pct_on,drb_per100_on,orb_per100_on,opp_orb_per100_on,poss_off_on,poss_def_on,poss_off_off,poss_def_off,pts_for_on,pts_against_on,pts_for_off,pts_against_off,fga_for_on,fgm_for_on,tpa_for_on,tpm_for_on,fga_against_on,fgm_against_on,tpa_against_on,tpm_against_on,orb_for_on,drb_for_on,orb_against_on,drb_against_on
3136467,Jalen Morgan,2710,Western Illinois Leathernecks,133.6375,90.7323,42.9052,85.1708,104.8349,-19.6641,62.5693,,,,,,,,0.5273,0.5273,,0.0,0.3455,0.8947,0.3443,0.3443,,0.0,0.725,0.2593,46.9864,11.4081,17.8224,61.36,61.72,845.36,848.0,82.0,56.0,720.0,889.0,55.0,29.0,0.0,0.0,61.0,21.0,0.0,0.0,7.0,29.0,11.0,20.0
4066786,Jeff Dowtin Jr.,227,Rhode Island Rams,114.4069,99.4249,14.9821,68.6499,111.0478,-42.398,57.38,,,,,,,,0.4702,0.4702,,0.0,0.3049,0.7259,0.4395,0.4395,,0.0,0.7194,0.3181,34.1492,16.5427,13.3166,1221.08,1224.04,69.92,70.24,1397.0,1217.0,48.0,78.0,1089.0,512.0,0.0,0.0,951.0,418.0,0.0,0.0,202.0,418.0,163.0,433.0
4280147,Matt Lindsey,324,Coastal Carolina Chanticleers,133.452,92.2771,41.1748,90.5903,105.2632,-14.6729,55.8477,,,,,,,,0.4833,0.4833,,0.0,0.4333,0.8077,0.3729,0.3729,,0.0,0.6829,0.3824,39.7501,19.2764,18.4554,67.44,70.44,205.32,201.4,90.0,65.0,186.0,212.0,60.0,29.0,0.0,0.0,59.0,22.0,0.0,0.0,13.0,28.0,13.0,21.0
66784,Jake Flaggert,2638,UTEP Miners,113.4245,69.1824,44.2421,95.2826,103.3903,-8.1077,52.3498,,,,,,,,0.4615,0.4615,,0.0,0.3654,0.8421,0.2963,0.2963,,0.0,0.8293,0.2069,53.4591,9.3226,11.0063,64.36,63.6,1156.56,1153.88,73.0,44.0,1102.0,1193.0,52.0,24.0,0.0,0.0,54.0,16.0,0.0,0.0,6.0,34.0,7.0,23.0
3084627,Steve Leonard,218,Temple Owls,114.6789,87.2274,27.4515,81.8216,104.7045,-22.883,50.3344,,,,,,,,0.5088,0.5088,,0.0,0.1754,0.8,0.3265,0.3265,,0.0,0.8333,0.2,54.5171,7.6453,10.9034,65.4,64.2,213.88,209.16,75.0,56.0,175.0,219.0,57.0,29.0,0.0,0.0,49.0,16.0,0.0,0.0,5.0,35.0,7.0,20.0
4278681,Jordan Whitfield,2097,Campbell Fighting Camels,131.4217,81.2274,50.1943,101.7252,99.712,2.0132,48.1811,,,,,,,,0.569,0.569,,0.0,0.1552,0.6667,0.3148,0.3148,,0.0,0.7692,0.1786,45.1264,7.4671,13.5379,66.96,66.48,918.16,916.64,88.0,54.0,934.0,914.0,58.0,33.0,0.0,0.0,54.0,17.0,0.0,0.0,5.0,30.0,9.0,23.0
4066713,Kevin Hempy,2492,Pepperdine Waves,103.6484,89.5355,14.1129,94.8551,126.9341,-32.079,46.1919,,,,,,,,0.4286,0.4286,,0.0,0.3016,0.6842,0.42,0.42,,0.0,0.9062,0.3333,40.5708,17.9657,4.197,72.36,71.48,263.56,266.28,75.0,64.0,250.0,338.0,63.0,27.0,0.0,0.0,50.0,21.0,0.0,0.0,13.0,29.0,3.0,26.0
66344,Kam Williams,194,Ohio State Buckeyes,117.5639,99.0518,18.5121,87.7057,114.0139,-26.3082,44.8203,,,,,,,,0.5095,0.5095,,0.0,0.2731,0.7454,0.401,0.401,,0.0,0.7332,0.2947,42.5144,13.4801,15.4699,905.04,898.52,128.84,132.44,1064.0,890.0,113.0,151.0,791.0,403.0,0.0,0.0,793.0,318.0,0.0,0.0,122.0,382.0,139.0,292.0
4279792,Kyle Foster,47,Howard Bison,119.6581,76.5864,43.0717,111.5935,111.3244,0.2691,42.8026,,,,,,,,0.5,0.5,,0.0,0.5556,0.8,0.2754,0.2754,,0.0,0.7091,0.3,53.337,12.8205,21.8818,70.2,73.12,589.64,593.76,84.0,56.0,658.0,661.0,54.0,27.0,0.0,0.0,69.0,19.0,0.0,0.0,9.0,39.0,16.0,21.0
4279836,Mack Smith,2197,Eastern Illinois Panthers,92.2676,96.8054,-4.5379,78.5973,125.4705,-46.8732,42.3353,,,,,,,,0.4261,0.4261,,0.0,0.3707,0.695,0.4351,0.4351,,0.0,0.7152,0.2857,36.8667,14.8143,14.6822,1242.04,1239.6,66.16,63.76,1146.0,1200.0,52.0,80.0,920.0,392.0,0.0,0.0,940.0,409.0,0.0,0.0,184.0,457.0,182.0,460.0
