Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Damien Daniels, Jaylen Franklin, Kolton Kohl",39.6,68.5,18.82,98.52941176470588,79.71014492753623,98.53,80.88,44.12,92.65,14.71,35.29,0.0,0.0,5.88,42.65,0.0,11.76,0.0,13.24,19.12,48.53,Abilene Christian Wildcats
"Damien Daniels, Jaren Lewis, Kolton Kohl",39.6,68.5,18.82,98.52941176470588,79.71014492753623,98.53,80.88,44.12,92.65,14.71,35.29,0.0,0.0,5.88,42.65,0.0,11.76,0.0,13.24,19.12,48.53,Abilene Christian Wildcats
"Damien Daniels, Kolton Kohl, Payten Ricks",39.6,68.5,18.82,98.52941176470588,79.71014492753623,98.53,80.88,44.12,92.65,14.71,35.29,0.0,0.0,5.88,42.65,0.0,11.76,0.0,13.24,19.12,48.53,Abilene Christian Wildcats
"B.J. Maxwell, Jalone Friday, Jaylen Franklin",619.8,1217.5,18.06,96.4550700741962,78.39607201309329,96.46,78.98,52.51,96.04,8.74,23.66,0.0,0.0,12.86,29.6,0.0,11.21,3.87,16.82,24.73,42.46,Abilene Christian Wildcats
"B.J. Maxwell, Jalone Friday, Jaren Lewis",619.8,1217.5,18.06,96.4550700741962,78.39607201309329,96.46,78.98,52.51,96.04,8.74,23.66,0.0,0.0,12.86,29.6,0.0,11.21,3.87,16.82,24.73,42.46,Abilene Christian Wildcats
"B.J. Maxwell, Jalone Friday, Payten Ricks",619.8,1217.5,18.06,96.4550700741962,78.39607201309329,96.46,78.98,52.51,96.04,8.74,23.66,0.0,0.0,12.86,29.6,0.0,11.21,3.87,16.82,24.73,42.46,Abilene Christian Wildcats
"Jalone Friday, Jaren Lewis, Payten Ricks",859.8,1700.5,17.49,95.40636042402826,77.92131532589548,95.41,78.15,52.3,96.0,8.78,23.56,0.0,0.0,12.9,29.27,0.0,11.66,3.89,16.9,24.32,42.17,Abilene Christian Wildcats
"Jalone Friday, Jaylen Franklin, Payten Ricks",859.8,1700.5,17.49,95.40636042402826,77.92131532589548,95.41,78.15,52.3,96.0,8.78,23.56,0.0,0.0,12.9,29.27,0.0,11.66,3.89,16.9,24.32,42.17,Abilene Christian Wildcats
"Jalone Friday, Jaren Lewis, Jaylen Franklin",859.8,1700.5,17.49,95.40636042402826,77.92131532589548,95.41,78.15,52.3,96.0,8.78,23.56,0.0,0.0,12.9,29.27,0.0,11.66,3.89,16.9,24.32,42.17,Abilene Christian Wildcats
"B.J. Maxwell, Jaylen Franklin, Payten Ricks",699.8,1369.0,16.81,96.84055841293167,80.02904865649964,96.84,80.97,52.61,96.4,8.96,23.66,0.0,0.0,12.49,29.54,0.0,10.73,3.82,16.09,25.13,42.03,Abilene Christian Wildcats
"B.J. Maxwell, Jaren Lewis, Jaylen Franklin",699.8,1369.0,16.81,96.84055841293167,80.02904865649964,96.84,80.97,52.61,96.4,8.96,23.66,0.0,0.0,12.49,29.54,0.0,10.73,3.82,16.09,25.13,42.03,Abilene Christian Wildcats
"B.J. Maxwell, Jaren Lewis, Payten Ricks",699.8,1369.0,16.81,96.84055841293167,80.02904865649964,96.84,80.97,52.61,96.4,8.96,23.66,0.0,0.0,12.49,29.54,0.0,10.73,3.82,16.09,25.13,42.03,Abilene Christian Wildcats
"Jalone Friday, Payten Ricks, Trey Lenox",240.0,483.0,16.07,92.78350515463917,76.71517671517671,92.78,76.08,51.75,95.88,8.87,23.3,0.0,0.0,12.99,28.45,0.0,12.78,3.92,17.11,23.3,41.44,Abilene Christian Wildcats
