athlete_id,o_rapm,d_rapm,rapm,o_rapm_bp,d_rapm_bp,rapm_bp,athlete_display_name,team_id,team_display_name,total_poss
4433149,2.04,3.37,5.41,2.54,3.77,6.3100000000000005,L.J. Cryer,248,Houston Cougars,2174.92
4432241,2.04,3.37,5.41,2.57,3.88,6.449999999999999,Jamal Shead,248,Houston Cougars,2174.92
4684301,2.04,3.37,5.41,2.33,3.82,6.15,Ja'Vier Francis,248,Houston Cougars,2174.92
4592965,3.54,1.7,5.24,4.05,2.18,6.23,Tristen Newton,41,UConn Huskies,2226.16
4433083,3.54,1.7,5.24,4.05,2.15,6.199999999999999,Cam Spencer,41,UConn Huskies,2226.16
4917149,3.47,1.57,5.04,3.91,2.03,5.9399999999999995,Alex Karaban,41,UConn Huskies,2162.48
4701228,2.54,2.43,4.970000000000001,2.96,2.89,5.85,Christian Shumate,2377,McNeese Cowboys,2128.0
4432856,2.54,2.43,4.970000000000001,2.82,2.81,5.63,Antavion Collum,2377,McNeese Cowboys,2128.0
5105565,3.27,1.63,4.9,3.83,2.15,5.98,Donovan Clingan,41,UConn Huskies,1781.96
4897197,2.22,2.52,4.74,2.71,2.98,5.6899999999999995,Augustas Marciulionis,2608,Saint Mary's Gaels,2085.96
4432971,2.22,2.52,4.74,2.61,3.0,5.609999999999999,Alex Ducas,2608,Saint Mary's Gaels,2085.96
4701182,2.22,2.52,4.74,2.71,2.99,5.7,Mitchell Saxen,2608,Saint Mary's Gaels,2085.96
4684628,2.22,2.52,4.74,2.63,2.93,5.5600000000000005,Aidan Mahaney,2608,Saint Mary's Gaels,2085.96
4897493,2.94,1.78,4.72,3.25,2.19,5.4399999999999995,Denver Jones,2,Auburn Tigers,2252.7200000000003
4433068,1.78,2.92,4.7,2.23,3.42,5.65,J'Wan Roberts,248,Houston Cougars,2113.88
4431776,2.05,2.58,4.63,2.55,3.06,5.609999999999999,Jaylin Williams,2,Auburn Tigers,2247.2400000000002
4684276,2.59,1.97,4.56,2.89,2.37,5.26,Aden Holloway,2,Auburn Tigers,1753.8
5106254,1.66,2.88,4.54,2.15,3.42,5.57,Tamin Lipsey,66,Iowa State Cyclones,2235.64
4702703,2.71,1.81,4.52,3.05,2.25,5.3,Noah Waterman,252,BYU Cougars,2221.0
4398319,1.67,2.84,4.51,2.01,3.26,5.27,Tre King,66,Iowa State Cyclones,2304.36
4848637,1.67,2.84,4.51,2.03,3.24,5.27,Milan Momcilovic,66,Iowa State Cyclones,2304.36
4585618,1.67,2.84,4.51,2.15,3.31,5.46,Keshon Gilbert,66,Iowa State Cyclones,2304.36
4431786,2.6,1.89,4.49,3.04,2.35,5.390000000000001,Keshad Johnson,12,Arizona Wildcats,2433.08
4433144,2.6,1.89,4.49,3.15,2.36,5.51,Caleb Love,12,Arizona Wildcats,2433.08
4601025,2.6,1.89,4.49,3.09,2.3,5.39,Pelle Larsson,12,Arizona Wildcats,2433.08
4594109,2.6,1.89,4.49,3.12,2.41,5.53,Oumar Ballo,12,Arizona Wildcats,2433.08
4433569,2.58,1.86,4.44,3.13,2.42,5.55,Johni Broome,2,Auburn Tigers,2320.76
4701219,2.82,1.61,4.43,3.15,2.07,5.22,Spencer Johnson,252,BYU Cougars,2289.2
4683737,2.75,1.63,4.38,3.16,2.05,5.21,Nolan Hickman,2250,Gonzaga Bulldogs,2156.04
4431705,2.75,1.63,4.38,3.27,2.12,5.390000000000001,Anton Watson,2250,Gonzaga Bulldogs,2156.04
4703396,2.75,1.63,4.38,3.3,2.06,5.359999999999999,Graham Ike,2250,Gonzaga Bulldogs,2156.04
4433629,2.75,1.63,4.38,3.21,2.07,5.279999999999999,Ryan Nembhard,2250,Gonzaga Bulldogs,2156.04
5105854,2.84,1.52,4.359999999999999,3.34,2.03,5.369999999999999,Braden Smith,2509,Purdue Boilermakers,2268.0
5105853,2.84,1.52,4.359999999999999,3.16,1.92,5.08,Fletcher Loyer,2509,Purdue Boilermakers,2268.0
4600663,2.84,1.52,4.359999999999999,3.8,2.06,5.859999999999999,Zach Edey,2509,Purdue Boilermakers,2268.0
4897438,2.84,1.52,4.359999999999999,3.07,1.92,4.99,Trey Kaufman-Renn,2509,Purdue Boilermakers,2268.0
4432002,2.84,1.52,4.359999999999999,3.19,1.96,5.15,Lance Jones,2509,Purdue Boilermakers,2268.0
4593744,2.2,2.08,4.28,2.73,2.5,5.23,Trevin Knell,252,BYU Cougars,1882.24
4433135,2.72,1.51,4.23,3.24,1.92,5.16,Jeremy Roach,150,Duke Blue Devils,1950.36
4431674,2.2,2.03,4.23,2.72,2.53,5.25,Armando Bacot,153,North Carolina Tar Heels,2408.52
4433176,2.2,2.03,4.23,2.86,2.47,5.33,RJ Davis,153,North Carolina Tar Heels,2408.52
4683682,3.66,0.56,4.220000000000001,4.04,0.99,5.03,Rylan Griffen,333,Alabama Crimson Tide,2065.0
4684269,2.03,2.08,4.109999999999999,2.36,2.53,4.89,Kylan Boswell,12,Arizona Wildcats,2362.72
4683778,2.66,1.42,4.08,3.05,1.86,4.91,Jared McCain,150,Duke Blue Devils,2151.6
4684793,2.66,1.42,4.08,3.19,1.93,5.12,Kyle Filipowski,150,Duke Blue Devils,2151.6
4609299,1.58,2.48,4.0600000000000005,1.86,2.91,4.7700000000000005,Santiago Vescovi,2633,Tennessee Volunteers,2230.32
4897943,1.58,2.48,4.0600000000000005,2.23,2.95,5.18,Dalton Knecht,2633,Tennessee Volunteers,2230.32
4431685,1.58,2.48,4.0600000000000005,1.9,3.0,4.9,Josiah-Jordan James,2633,Tennessee Volunteers,2230.32
4684682,1.58,2.48,4.0600000000000005,2.04,3.0,5.04,Jonas Aidoo,2633,Tennessee Volunteers,2230.32
4433285,2.34,1.72,4.06,2.83,2.2,5.03,Mark Mitchell,150,Duke Blue Devils,1882.88
4845367,2.7,1.33,4.03,3.12,1.77,4.890000000000001,Stephon Castle,41,UConn Huskies,1566.8
4432996,2.91,1.07,3.9800000000000004,3.2,1.5,4.7,Quincy Guerrier,356,Illinois Fighting Illini,2391.56
4431943,2.91,1.07,3.9800000000000004,3.4,1.5,4.9,Marcus Domask,356,Illinois Fighting Illini,2391.56
5105792,2.91,1.07,3.9800000000000004,3.18,1.49,4.67,Ty Rodgers,356,Illinois Fighting Illini,2391.56
4593385,3.5,0.41,3.91,3.91,0.91,4.82,Aaron Estrada,333,Alabama Crimson Tide,2370.2
4703530,3.5,0.41,3.91,4.16,0.9,5.0600000000000005,Mark Sears,333,Alabama Crimson Tide,2370.2
4702670,3.5,0.41,3.91,3.86,0.89,4.75,Grant Nelson,333,Alabama Crimson Tide,2370.2
4703889,2.56,1.34,3.9000000000000004,3.02,1.79,4.8100000000000005,Jayson Kent,282,Indiana State Sycamores,2269.32
4703015,1.8,2.06,3.8600000000000003,2.12,2.54,4.66,Nelly Junior Joseph,167,New Mexico Lobos,2437.12
5106058,1.47,2.37,3.84,1.97,2.83,4.8,Emanuel Sharp,248,Houston Cougars,1861.64
4431751,2.67,1.16,3.83,3.08,1.58,4.66,Rylan Jones,2535,Samford Bulldogs,2421.32
4702056,2.46,1.34,3.8,3.12,1.89,5.01,Shahada Wells,2377,McNeese Cowboys,2050.52
