Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
Leonardo Bettiol,551.1,1069.0,5.02,88.04554079696395,83.02583025830258,88.05,85.39,48.01,95.35,5.79,17.36,0.0,0.0,14.8,28.94,0.0,14.33,3.61,19.45,27.13,43.74,Abilene Christian Wildcats
Rich Smith,563.8,1112.5,4.82,88.33181403828624,83.51063829787235,88.33,85.87,49.32,96.44,5.65,16.96,0.0,0.0,15.68,29.35,0.0,12.94,3.92,19.23,27.53,45.03,Abilene Christian Wildcats
Bradyn Hubbard,556.0,1083.0,4.68,89.29236499068901,84.61538461538461,89.29,86.03,48.79,96.09,6.52,18.72,0.0,0.0,14.99,28.58,0.0,13.41,3.54,18.9,26.63,43.57,Abilene Christian Wildcats
Hunter Jack Madden,485.4,981.0,3.93,86.0392967942089,82.1105527638191,86.04,84.49,48.09,97.83,5.27,17.48,0.0,0.0,15.82,28.13,0.0,13.86,3.83,17.99,27.71,43.95,Abilene Christian Wildcats
Quion Williams,625.0,1244.0,2.2,86.73218673218673,84.5303867403315,86.73,87.71,48.48,96.56,5.32,17.69,0.0,0.0,15.4,28.5,0.0,13.35,3.52,18.84,27.76,43.9,Abilene Christian Wildcats
Christian Alston,47.0,98.5,-0.79,78.26086956521739,79.04761904761905,78.26,90.22,41.3,91.3,2.17,14.13,0.0,0.0,13.04,33.7,0.0,16.3,8.7,21.74,27.17,46.74,Abilene Christian Wildcats
Yaniel Rivera,252.2,485.5,-1.97,83.54430379746836,85.51307847082495,83.54,89.66,46.62,93.46,5.7,17.93,0.0,0.0,15.82,30.59,0.0,11.39,4.01,22.36,27.0,46.41,Abilene Christian Wildcats
Dontrez Williams,106.5,215.0,-5.48,77.33990147783251,82.81938325991189,77.34,92.61,46.8,95.57,2.96,15.27,0.0,0.0,14.29,30.54,0.0,12.81,4.43,18.72,33.5,44.83,Abilene Christian Wildcats
Nasir DeGruy,122.7,250.0,-6.67,78.33333333333333,85.0,78.33,92.08,43.75,98.33,4.17,20.0,0.0,0.0,16.67,27.92,0.0,16.25,4.17,18.33,30.83,44.59,Abilene Christian Wildcats
Cade Hornecker,90.6,184.0,-17.11,80.7909604519774,97.90575916230367,80.79,105.65,45.2,106.21,5.08,23.73,0.0,0.0,23.73,27.12,0.0,10.73,3.95,17.51,26.55,50.85,Abilene Christian Wildcats
Ma'Shy Hill,36.9,74.5,-18.29,69.86301369863014,88.1578947368421,69.86,91.78,42.47,80.82,1.37,6.85,0.0,0.0,8.22,26.03,0.0,10.96,8.22,27.4,30.14,34.25,Abilene Christian Wildcats
Sam Duskin,14.9,32.0,-9.68,100.0,109.6774193548387,100.0,103.03,51.52,118.18,9.09,36.36,0.0,0.0,39.39,30.3,0.0,0.0,12.12,21.21,18.18,69.69,Air Force Falcons
Beau Becker,55.9,94.5,-12.48,96.7032967032967,109.18367346938776,96.7,117.58,41.76,87.91,16.48,43.96,0.0,0.0,5.49,34.07,0.0,10.99,4.4,17.58,34.07,39.56,Air Force Falcons
Caleb Walker,310.0,554.5,-16.61,84.27787934186472,100.88967971530249,84.28,103.66,42.96,93.6,11.88,34.92,0.0,0.0,14.44,29.25,0.0,9.14,3.47,20.84,25.05,43.69,Air Force Falcons
Jeffrey Mills,760.5,1363.0,-19.71,83.469843633656,103.1814895155459,83.47,106.25,42.81,93.97,11.69,34.92,0.0,0.0,13.48,30.83,0.0,8.04,3.57,19.51,25.91,44.31,Air Force Falcons
Kyle Marshall,676.4,1234.0,-20.63,83.48250610252238,104.11622276029055,83.48,104.96,43.61,94.87,10.98,34.17,0.0,0.0,14.73,30.59,0.0,8.14,3.58,19.85,25.31,45.32,Air Force Falcons
Chase Beasley,117.1,215.0,-20.92,81.2807881773399,102.20264317180616,81.28,114.29,38.92,89.66,11.82,38.42,0.0,0.0,10.34,29.56,0.0,9.36,2.96,20.69,27.59,39.9,Air Force Falcons
Luke Kearney,689.4,1225.0,-21.15,82.74445357436319,103.89294403892944,82.74,105.26,42.73,95.07,11.42,36.15,0.0,0.0,14.38,31.06,0.0,8.3,3.78,19.31,25.14,45.44,Air Force Falcons
Will Cooper,182.2,337.5,-21.42,80.60606060606061,102.02898550724638,80.61,106.67,40.3,89.09,11.21,36.67,0.0,0.0,8.48,30.0,0.0,7.27,2.73,19.39,24.24,38.48,Air Force Falcons
Ethan Taylor,805.1,1448.5,-21.67,82.28291316526611,103.94826412525529,82.28,106.93,42.44,94.05,11.34,35.71,0.0,0.0,13.38,30.67,0.0,8.26,3.43,19.33,25.49,44.05,Air Force Falcons
Wesley Celichowski,481.3,882.5,-25.73,79.22374429223744,104.9493813273341,79.22,106.51,42.12,93.61,10.16,34.47,0.0,0.0,12.9,31.05,0.0,7.08,3.2,19.29,24.77,43.95,Air Force Falcons
Byron Brown,89.0,164.5,-25.89,81.76100628930818,107.6470588235294,81.76,115.09,41.51,79.87,11.32,26.42,0.0,0.0,4.4,26.42,0.0,6.29,1.26,24.53,29.56,30.82,Air Force Falcons
Yoda Oke,27.4,50.5,-28.16,64.0,92.15686274509804,64.0,94.0,34.0,88.0,8.0,40.0,0.0,0.0,8.0,40.0,0.0,2.0,4.0,20.0,20.0,48.0,Air Force Falcons
A.J. Patterson,29.8,62.0,-28.63,81.53846153846153,110.16949152542372,81.54,100.0,43.08,109.23,4.62,44.62,0.0,0.0,30.77,27.69,0.0,3.08,4.62,21.54,18.46,58.46,Air Force Falcons
Isaiah Gray,661.4,1322.5,23.04,112.7314814814815,89.69607116382505,112.73,93.36,56.1,100.39,13.73,36.19,0.0,0.0,15.51,35.88,0.0,9.8,5.48,15.12,23.15,51.39,Akron Zips
James Okonkwo,562.2,1119.0,20.91,113.24863883847549,92.34154929577466,113.25,95.19,56.81,101.09,13.97,35.84,0.0,0.0,16.15,35.03,0.0,9.44,4.81,15.06,24.32,51.18,Akron Zips
Seth Wilson,612.6,1223.5,19.44,112.81407035175879,93.37589784517158,112.81,97.99,55.78,100.25,13.9,36.01,0.0,0.0,15.75,35.51,0.0,8.71,4.86,15.49,24.46,51.26,Akron Zips
Tavari Johnson,706.1,1396.0,18.91,111.64483260553129,92.73624823695346,111.64,95.71,55.31,100.07,13.76,35.88,0.0,0.0,14.99,35.01,0.0,8.88,5.31,14.92,23.0,50.0,Akron Zips
Nate Johnson,705.5,1402.5,16.95,110.34732272069465,93.39423752635277,110.35,96.16,55.43,99.86,13.1,34.3,0.0,0.0,14.91,34.37,0.0,9.55,5.07,15.05,23.3,49.28,Akron Zips
Amani Lyles,248.9,480.0,15.17,106.35593220338984,91.18852459016394,106.36,94.28,51.91,99.58,12.08,35.59,0.0,0.0,13.35,34.75,0.0,9.96,6.14,13.77,20.97,48.1,Akron Zips
Bowen Hardman,152.9,297.5,13.96,110.99656357388317,97.03947368421053,111.0,101.37,52.92,102.06,15.12,39.18,0.0,0.0,14.78,31.27,0.0,11.0,3.09,12.71,24.05,46.05,Akron Zips
Shammah Scott,264.5,508.0,12.2,108.66141732283465,96.45669291338582,108.66,96.46,54.92,101.97,10.83,31.69,0.0,0.0,13.78,32.48,0.0,10.24,5.51,11.81,20.87,46.26,Akron Zips
Sharron Young,144.0,282.5,8.8,109.1549295774648,100.35587188612101,109.15,99.3,55.63,102.82,9.86,33.45,0.0,0.0,14.79,29.93,0.0,11.97,4.58,11.97,25.7,44.72,Akron Zips
Marvin Musiime-Kamali,132.0,263.0,3.33,100.0,96.66666666666667,100.0,101.95,50.39,98.44,10.16,36.72,0.0,0.0,13.28,32.03,0.0,7.42,4.3,14.84,24.22,45.31,Akron Zips
AC Bryant,595.0,1131.5,-3.7,88.90860692102927,92.6056338028169,88.91,93.35,45.79,98.58,10.56,32.56,0.0,0.0,19.96,29.99,0.0,9.32,5.77,21.38,25.64,49.95,Alabama A&M Bulldogs
London Riley,142.6,256.0,-4.58,100.39840637450199,104.98084291187739,100.4,109.16,46.61,99.6,12.35,37.05,0.0,0.0,14.74,27.89,0.0,8.76,5.18,15.14,30.28,42.63,Alabama A&M Bulldogs
Saliou Seye,452.7,866.5,-4.72,85.69780853517878,90.41570438799076,85.7,90.31,45.1,96.77,10.61,31.95,0.0,0.0,19.84,29.99,0.0,8.88,6.0,23.07,24.68,49.83,Alabama A&M Bulldogs
Quincy McGriff,414.5,799.0,-6.38,87.27959697732997,93.65671641791045,87.28,94.84,46.35,100.13,10.96,33.0,0.0,0.0,21.28,29.09,0.0,8.69,4.79,21.16,25.94,50.37,Alabama A&M Bulldogs
Lorenzo Downey,548.0,1043.0,-7.98,85.50863723608445,93.48659003831418,85.51,93.67,45.01,98.56,9.6,31.77,0.0,0.0,20.25,30.81,0.0,8.93,5.37,21.69,25.05,51.06,Alabama A&M Bulldogs
Chad Moodie,526.0,1008.0,-8.42,86.839481555334,95.26159921026654,86.84,96.21,45.86,97.81,10.17,31.41,0.0,0.0,19.54,30.51,0.0,7.88,6.08,21.73,24.73,50.05,Alabama A&M Bulldogs
Darius Ford,159.1,295.5,-10.33,84.72222222222221,95.04950495049505,84.72,100.0,44.1,98.61,8.33,31.25,0.0,0.0,17.01,30.21,0.0,10.76,4.51,18.4,30.9,47.22,Alabama A&M Bulldogs
Clance Crosby,132.1,259.0,-10.94,91.699604743083,102.64150943396227,91.7,107.51,48.22,104.35,10.28,33.2,0.0,0.0,20.16,23.72,0.0,10.28,4.35,15.81,27.27,43.88,Alabama A&M Bulldogs
Aaron Smith,41.5,78.5,-15.74,101.33333333333334,117.07317073170731,101.33,128.0,45.33,101.33,8.0,29.33,0.0,0.0,18.67,26.67,0.0,17.33,8.0,17.33,32.0,45.34,Alabama A&M Bulldogs
Angok Anyang,52.5,88.5,-16.28,83.72093023255815,100.0,83.72,105.81,34.88,86.05,6.98,26.74,0.0,0.0,10.47,29.07,0.0,10.47,4.65,24.42,39.53,39.54,Alabama A&M Bulldogs
Bilal Abdur-Rahman,169.2,324.5,-19.14,80.54711246200608,99.6875,80.55,96.96,41.03,96.35,8.81,33.43,0.0,0.0,18.54,27.96,0.0,8.21,4.56,22.19,29.18,46.5,Alabama A&M Bulldogs
Jaylen Colon,62.1,127.5,-22.8,90.0,112.79999999999998,90.0,108.46,41.54,91.54,10.0,33.08,0.0,0.0,10.0,23.08,0.0,10.77,6.15,18.46,26.15,33.08,Alabama A&M Bulldogs
Dylan Mclean,151.9,280.5,-25.18,83.15789473684211,108.33333333333333,83.16,104.91,42.81,92.63,8.07,26.67,0.0,0.0,12.63,27.02,0.0,7.72,5.96,20.0,24.56,39.65,Alabama A&M Bulldogs
Warren Yeh,32.3,68.0,-26.95,70.1492537313433,97.10144927536231,70.15,100.0,37.31,100.0,4.48,38.81,0.0,0.0,19.4,28.36,0.0,14.93,13.43,19.4,37.31,47.76,Alabama A&M Bulldogs
Jarin Stevenson,626.5,1362.5,10.65,106.62251655629137,95.97364568081991,106.62,96.47,57.1,100.81,12.29,32.01,0.0,0.0,15.97,33.85,0.0,6.7,5.15,15.16,23.11,49.82,Alabama Crimson Tide
Mark Sears,742.0,1612.5,10.29,104.66998754669987,94.37924644842496,104.67,95.14,55.48,100.56,11.64,31.69,0.0,0.0,15.63,34.25,0.0,6.91,5.11,15.07,22.6,49.88,Alabama Crimson Tide
Clifford Omoruyi,625.2,1350.5,10.14,104.74777448071218,94.60458240946046,104.75,94.96,56.16,100.59,11.65,31.31,0.0,0.0,15.95,34.94,0.0,6.68,5.64,15.36,21.74,50.89,Alabama Crimson Tide
Chris Youngblood,440.7,941.0,10.02,106.86695278969958,96.84210526315789,106.87,98.71,54.29,99.25,12.88,33.48,0.0,0.0,14.7,36.16,0.0,6.55,4.61,15.45,21.57,50.86,Alabama Crimson Tide
Aiden Sherrell,85.3,198.5,9.06,106.03015075376885,96.96969696969697,106.03,96.48,55.28,98.99,15.08,31.66,0.0,0.0,10.55,32.66,0.0,6.53,2.01,11.56,19.6,43.21,Alabama Crimson Tide
