Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Clay Gayman, Coryon Mason, Joe Pleasant, Payten Ricks, Reggie Miller",159.5,332.0,21.82,96.66666666666667,74.8502994011976,96.67,75.76,55.15,93.64,8.48,24.55,0.0,0.0,11.52,30.61,0.0,11.82,3.03,17.88,26.97,42.13,Abilene Christian Wildcats
"Coryon Mason, Damien Daniels, Joe Pleasant, Kolton Kohl, Payten Ricks",240.0,509.5,11.28,89.10505836575877,77.82178217821783,89.11,76.46,51.95,94.36,6.81,22.37,0.0,0.0,13.04,23.74,0.0,11.67,3.5,18.68,26.46,36.78,Abilene Christian Wildcats
"Clay Gayman, Coryon Mason, Hayden Howell, Payten Ricks, Reggie Miller",45.0,77.5,5.03,92.20779220779221,87.17948717948718,92.21,88.31,49.35,100.0,9.09,31.17,0.0,0.0,12.99,35.06,0.0,9.09,2.6,12.99,20.78,48.05,Abilene Christian Wildcats
"Clay Gayman, Hayden Howell, Payten Ricks, Reggie Miller, Trey Lenox",40.0,90.5,2.67,83.72093023255815,81.05263157894737,83.72,89.53,52.33,96.51,3.49,20.93,0.0,0.0,15.12,29.07,0.0,8.14,4.65,18.6,33.72,44.19,Abilene Christian Wildcats
"Coryon Mason, Joe Pleasant, Kolton Kohl, Payten Ricks, Reggie Miller",165.0,317.0,-0.99,85.0,85.98726114649682,85.0,84.38,47.19,96.88,9.69,28.75,0.0,0.0,16.88,25.31,0.0,10.94,3.44,20.0,28.12,42.19,Abilene Christian Wildcats
"A.J. Walker, Chris Joyce, Lavelle Scottie, Ryan Swan, Sid Tomes",80.0,158.0,1.26,100.0,98.74213836477988,100.0,100.0,50.32,102.55,12.74,31.21,0.0,0.0,17.2,33.76,0.0,6.37,1.27,14.65,22.29,50.96,Air Force Falcons
"A.J. Walker, Caleb Morris, Keaton Van Soelen, Lavelle Scottie, Ryan Swan",80.0,161.0,-5.07,105.55555555555556,110.625,105.56,109.26,54.32,98.77,16.05,33.95,0.0,0.0,10.49,27.78,0.0,8.02,1.85,11.73,21.6,38.27,Air Force Falcons
"A.J. Walker, Caleb Morris, Lavelle Scottie, Ryan Swan, Sid Tomes",400.0,765.5,-7.4,91.82058047493403,99.22380336351875,91.82,101.19,46.57,95.91,11.87,34.3,0.0,0.0,13.06,34.04,0.0,6.99,0.92,17.15,22.43,47.1,Air Force Falcons
"Caleb Morris, Lavelle Scottie, LeSean Brown, Ryan Swan, Sid Tomes",40.0,83.5,-14.74,82.75862068965517,97.5,82.76,89.66,49.43,95.4,3.45,16.09,0.0,0.0,13.79,27.59,0.0,4.6,0.0,18.39,17.24,41.38,Air Force Falcons
"Caleb Morris, Chris Joyce, Lavelle Scottie, Ryan Swan, Sid Tomes",40.0,76.5,-15.44,98.66666666666667,114.1025641025641,98.67,118.67,53.33,102.67,10.67,26.67,0.0,0.0,13.33,30.67,0.0,5.33,1.33,10.67,29.33,44.0,Air Force Falcons
"A.J. Walker, Caleb Morris, Chris Joyce, Lavelle Scottie, Ryan Swan",40.0,77.5,-17.0,74.02597402597402,91.02564102564102,74.03,92.21,38.96,90.91,12.99,35.06,0.0,0.0,12.99,35.06,0.0,3.9,1.3,22.08,28.57,48.05,Air Force Falcons
"Caleb Morris, Chris Joyce, Keaton Van Soelen, Lavelle Scottie, Sid Tomes",40.0,76.0,-17.84,77.02702702702703,94.87179487179486,77.03,100.0,41.89,86.49,8.11,32.43,0.0,0.0,6.76,40.54,0.0,5.41,1.35,20.27,27.03,47.3,Air Force Falcons
"A.J. Walker, Keaton Van Soelen, Lavelle Scottie, Ryan Swan, Sid Tomes",80.0,160.0,-19.0,79.04191616766467,98.0392156862745,79.04,89.82,49.1,96.41,4.79,20.96,0.0,0.0,8.98,31.14,0.0,5.99,0.6,12.57,17.37,40.12,Air Force Falcons
"Camron Reece, Channel Banks, Deng Riak, Loren Cristian Jackson, Xeyrius Williams",40.0,85.5,14.12,100.0,85.88235294117646,100.0,84.88,55.81,103.49,9.3,29.07,0.0,0.0,18.6,43.02,0.0,5.81,2.33,15.12,20.93,61.62,Akron Zips
"Channel Banks, Deng Riak, Loren Cristian Jackson, Tyler Cheese, Xeyrius Williams",680.0,1301.5,8.51,97.09257842387146,88.58024691358025,97.09,87.83,52.41,98.09,11.94,33.05,0.0,0.0,13.24,34.51,0.0,6.73,3.44,15.15,23.95,47.75,Akron Zips
"Brandon Miller, Cameron Tucker, EJ Williams, Garrett Hicks, TJ Parham",80.0,151.0,6.51,79.61783439490446,73.10344827586206,79.62,67.52,50.32,108.92,3.82,17.83,0.0,0.0,19.75,35.67,0.0,8.92,2.55,10.83,24.84,55.42,Alabama A&M Bulldogs
"Cameron Alford, Cameron Tucker, EJ Williams, Evan Wiley, Garrett Hicks",159.7,302.0,-3.96,81.93979933110369,85.90163934426229,81.94,87.63,47.49,98.66,7.02,21.74,0.0,0.0,14.72,36.12,0.0,5.35,2.01,16.05,29.1,50.84,Alabama A&M Bulldogs
"Brandon Miller, Cameron Alford, Cameron Tucker, EJ Williams, TJ Parham",40.0,75.5,-9.16,86.8421052631579,96.0,86.84,94.74,46.05,103.95,7.89,31.58,0.0,0.0,19.74,34.21,0.0,5.26,6.58,15.79,13.16,53.95,Alabama A&M Bulldogs
"Cameron Alford, Cameron Tucker, Evan Wiley, Garrett Hicks, TJ Parham",80.0,155.0,-11.61,67.74193548387096,79.35483870967742,67.74,79.35,40.0,93.55,3.87,18.06,0.0,0.0,13.55,31.61,0.0,5.16,1.94,20.0,28.39,45.16,Alabama A&M Bulldogs
"Cameron Alford, Cameron Tucker, EJ Williams, Garrett Hicks, Jalen Johnson",200.0,349.5,-16.53,72.72727272727273,89.25831202046037,72.73,113.31,42.21,96.43,6.17,17.53,0.0,0.0,14.61,32.14,0.0,7.14,4.87,18.18,20.78,46.75,Alabama A&M Bulldogs
"Cameron Alford, Cameron Tucker, Evan Wiley, Garrett Hicks, Jalen Johnson",40.0,80.5,-18.89,74.69879518072288,93.58974358974359,74.7,87.95,46.99,91.57,4.82,18.07,0.0,0.0,10.84,27.71,0.0,6.02,1.2,19.28,21.69,38.55,Alabama A&M Bulldogs
"Alex Reese, Herbert Jones, Jaden Shackelford, John Petty Jr., Kira Lewis Jr.",280.0,615.0,10.44,94.15584415584416,83.71335504885994,94.16,83.44,50.16,97.24,13.31,37.18,0.0,0.0,14.29,30.84,0.0,7.79,4.87,17.05,23.21,45.13,Alabama Crimson Tide
"Alex Reese, Galin Smith, Herbert Jones, John Petty Jr., Kira Lewis Jr.",80.0,170.5,6.52,91.81286549707602,85.29411764705883,91.81,84.8,50.88,104.68,8.19,26.32,0.0,0.0,15.2,35.09,0.0,3.51,7.02,10.53,18.13,50.29,Alabama Crimson Tide
"Alex Reese, Jaden Shackelford, Javian Davis, John Petty Jr., Kira Lewis Jr.",170.0,367.0,2.44,94.70752089136491,92.26666666666667,94.71,96.38,47.63,97.49,13.65,39.55,0.0,0.0,13.93,29.53,0.0,6.96,5.29,16.43,27.02,43.46,Alabama Crimson Tide
"Alex Reese, Herbert Jones, Jaden Shackelford, Javian Davis, Kira Lewis Jr.",40.0,96.5,-4.37,89.10891089108911,93.47826086956522,89.11,85.15,56.44,100.99,8.91,23.76,0.0,0.0,11.88,31.68,0.0,5.94,2.97,10.89,23.76,43.56,Alabama Crimson Tide
"Alex Reese, Herbert Jones, Jaden Shackelford, James Bolden, Kira Lewis Jr.",40.0,80.0,-10.06,97.53086419753086,107.59493670886076,97.53,104.94,50.62,102.47,14.81,44.44,0.0,0.0,17.28,23.46,0.0,6.17,3.7,14.81,22.22,40.74,Alabama Crimson Tide
"Alex Reese, Galin Smith, Herbert Jones, Jaden Shackelford, Kira Lewis Jr.",40.0,83.5,-10.82,93.82716049382715,104.65116279069768,93.83,111.11,44.44,102.47,12.35,46.91,0.0,0.0,13.58,24.69,0.0,3.7,6.17,11.11,20.99,38.27,Alabama Crimson Tide
"Galin Smith, Herbert Jones, Jaden Shackelford, John Petty Jr., Kira Lewis Jr.",90.0,186.5,-12.02,80.0,92.02127659574468,80.0,93.51,46.49,98.38,9.19,31.89,0.0,0.0,14.59,27.03,0.0,7.03,1.62,16.22,27.03,41.62,Alabama Crimson Tide
"Brandon Battle, Jeremy Hamilton, Kevin Holston, Leon Daniels, Tobi Ewuosho",80.0,157.5,17.62,83.43949044585987,65.82278481012658,83.44,66.24,43.31,97.45,11.46,34.39,0.0,0.0,21.66,39.49,0.0,6.37,2.55,24.2,26.11,61.15,Alabama State Hornets
"Brandon Battle, Decardo Day, Kevin Holston, Leon Daniels, Tobi Ewuosho",40.0,76.5,2.31,70.37037037037037,68.05555555555556,70.37,60.49,45.68,92.59,3.7,18.52,0.0,0.0,20.99,32.1,0.0,9.88,3.7,28.4,23.46,53.09,Alabama State Hornets
"Austin Rogers, DJ Heath, Jacoby Ross, Tobi Ewuosho, Tyrese Robinson",80.0,177.5,-2.85,75.72254335260115,78.57142857142857,75.72,82.66,41.62,89.6,7.51,24.86,0.0,0.0,12.14,29.48,0.0,9.25,4.62,22.54,27.17,41.62,Alabama State Hornets
"Brandon Battle, DJ Heath, Decardo Day, Leon Daniels, Tobi Ewuosho",280.0,529.5,-4.29,82.22222222222221,86.51252408477842,82.22,83.15,45.93,100.74,8.15,26.48,0.0,0.0,18.15,34.44,0.0,8.52,2.59,17.41,24.81,52.59,Alabama State Hornets
"AJ Farrar, Decardo Day, Leon Daniels, Tobi Ewuosho, Tyrese Robinson",40.0,84.5,-11.52,69.87951807228916,81.3953488372093,69.88,84.34,37.35,98.8,10.84,37.35,0.0,0.0,26.51,28.92,0.0,13.25,8.43,27.71,32.53,55.43,Alabama State Hornets
"Brandon Battle, Decardo Day, Jeremy Hamilton, Leon Daniels, Tobi Ewuosho",40.0,73.5,-13.51,74.64788732394366,88.1578947368421,74.65,94.37,38.03,90.14,4.23,22.54,0.0,0.0,12.68,33.8,0.0,5.63,1.41,22.54,29.58,46.48,Alabama State Hornets
"DJ Heath, Jacoby Ross, Leon Daniels, Tobi Ewuosho, Tyrese Robinson",40.0,75.0,-16.0,78.66666666666666,94.66666666666667,78.67,94.67,45.33,106.67,8.0,32.0,0.0,0.0,25.33,28.0,0.0,9.33,4.0,18.67,21.33,53.33,Alabama State Hornets
"Ahmad Clark, Brent Hank, Cameron Healy, Malachi De Sousa, Trey Hutcheson",285.0,566.0,4.72,91.63763066202091,86.91756272401435,91.64,84.49,50.52,97.74,11.85,30.49,0.0,0.0,14.11,34.67,0.0,8.36,2.79,16.38,21.25,48.78,Albany Great Danes
"Ahmad Clark, Antonio Rizzuto, Brent Hank, Romani Hansen, Trey Hutcheson",40.0,79.5,2.12,94.8051948051948,92.6829268292683,94.81,98.7,45.45,94.81,16.88,36.36,0.0,0.0,9.09,29.87,0.0,7.79,0.0,14.29,27.27,38.96,Albany Great Danes
"Ahmad Clark, Kendall Lauderdale, Nick Fruscio, Romani Hansen, Sasha French",40.0,61.0,-2.2,81.66666666666667,83.87096774193549,81.67,86.67,40.0,103.33,8.33,36.67,0.0,0.0,13.33,43.33,0.0,8.33,3.33,10.0,25.0,56.66,Albany Great Danes
"Ahmad Clark, Antonio Rizzuto, Brent Hank, Malachi De Sousa, Trey Hutcheson",158.2,292.0,-3.87,83.50515463917526,87.37201365187714,83.51,87.97,42.61,95.88,12.03,40.21,0.0,0.0,16.15,36.77,0.0,8.93,5.5,20.27,20.62,52.92,Albany Great Danes
"Ahmad Clark, Cameron Healy, Malachi De Sousa, Sasha French, Trey Hutcheson",80.0,152.0,-21.61,81.69934640522875,103.31125827814569,81.7,101.96,46.41,98.04,5.88,26.14,0.0,0.0,12.42,28.76,0.0,7.19,4.58,14.38,20.92,41.18,Albany Great Danes
"Ahmad Clark, Antonio Rizzuto, Brent Hank, Nick Fruscio, Romani Hansen",40.0,77.5,-23.58,82.66666666666667,106.25,82.67,113.33,40.0,92.0,13.33,37.33,0.0,0.0,12.0,28.0,0.0,8.0,1.33,20.0,22.67,40.0,Albany Great Danes
"Alonzo Campbell, Corey Tillery, Deshaw Andrews, Maurice Howard, Troymain Crosby",525.0,1031.0,-2.42,88.16682832201745,90.59165858389913,88.17,90.59,48.3,96.9,10.18,28.42,0.0,0.0,15.52,35.01,0.0,8.92,4.07,18.62,23.57,50.53,Alcorn State Braves
"Alonzo Campbell, Corey Tillery, Deshaw Andrews, Dominic Brewton, Maurice Howard",39.5,82.0,-13.41,84.14634146341463,97.5609756097561,84.15,97.56,46.34,100.0,6.1,30.49,0.0,0.0,18.29,24.39,0.0,10.98,3.66,18.29,26.83,42.68,Alcorn State Braves
"Connor Nelson, Jamir Harris, Mark Gasperini, Sa'eed Nelson, Stacy Beckton Jr.",320.0,600.5,12.44,95.82637729549248,83.38870431893687,95.83,83.81,51.75,100.5,8.68,25.04,0.0,0.0,16.03,32.72,0.0,13.02,5.68,15.53,22.04,48.75,American University Eagles
"Jacob Boonyasith, Jamir Harris, Mark Gasperini, Sa'eed Nelson, Stacy Beckton Jr.",445.0,835.0,3.96,93.80315917375455,89.8465171192444,93.8,92.47,50.43,98.42,8.75,27.83,0.0,0.0,14.09,32.69,0.0,10.09,4.13,15.67,23.09,46.78,American University Eagles
"Adrian Delph, Hunter Seacat, Isaac Johnson, Justin Forrest, O'Showen Williams",285.0,530.5,1.04,97.58812615955473,96.55172413793103,97.59,93.51,54.92,100.37,9.65,25.97,0.0,0.0,15.03,30.98,0.0,9.28,2.41,14.66,20.59,46.01,Appalachian State Mountaineers
"Adrian Delph, Hunter Seacat, Isaac Johnson, Kendall Lewis, O'Showen Williams",200.0,391.0,-3.59,81.6377171215881,85.22427440633246,81.64,80.15,49.13,96.77,5.21,22.83,0.0,0.0,12.16,31.27,0.0,9.68,2.98,15.38,19.11,43.43,Appalachian State Mountaineers
