Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Bradyn Hubbard, Joseph Venzant, Ma'Shy Hill, Rich Smith, Yaniel Rivera",32.4,54.2,45.0,118.46367422489588,73.46189164370982,118.46,74.04,42.57,79.59,11.11,22.21,22.21,35.17,20.36,38.87,12.96,18.51,7.4,24.06,31.47,59.23,Abilene Christian Wildcats
"Bradyn Hubbard, Cbo Newton, Joseph Scott, Joseph Venzant, Rich Smith",52.7,83.2,20.8,125.67438908283084,104.8731832430892,125.67,116.79,43.16,95.21,8.89,27.93,30.47,36.81,26.66,26.66,10.16,13.96,2.54,13.96,41.89,53.32,Abilene Christian Wildcats
"Bradyn Hubbard, Cade Hornecker, Cbo Newton, Joseph Venzant, Rich Smith",43.4,75.3,9.95,98.50939727802981,88.5558583106267,98.51,84.25,28.52,60.92,3.89,15.55,37.59,44.07,10.37,32.4,18.15,9.07,3.89,28.52,28.52,42.77,Abilene Christian Wildcats
"Bradyn Hubbard, Cade Hornecker, Joseph Venzant, Rich Smith, Yaniel Rivera",55.5,95.7,-13.85,99.74293059125964,113.58811040339702,99.74,110.03,34.96,87.4,9.25,27.76,20.57,30.85,16.45,34.96,11.31,7.2,2.06,14.4,26.74,51.41,Abilene Christian Wildcats
"Bradyn Hubbard, Cade Hornecker, Cbo Newton, Rich Smith, Yaniel Rivera",42.4,72.1,-25.66,84.08408408408408,109.74729241877257,84.08,101.43,26.69,78.75,8.01,29.36,22.69,30.7,14.68,25.36,17.35,9.34,2.67,21.35,29.36,40.04,Abilene Christian Wildcats
"A.J. Patterson, Caleb Walker, Eli Robinson, Ethan Greenberg, Lucas Hobin",36.4,59.7,-2.72,120.10443864229765,122.82828282828282,120.1,132.29,38.29,71.37,12.18,26.11,31.33,38.29,8.7,36.55,6.96,8.7,1.74,19.15,34.81,45.25,Air Force Falcons
"Caleb Walker, Eli Robinson, Ethan Greenberg, Kam Sanders, Wesley Celichowski",33.5,56.7,-14.07,91.85441941074522,105.92459605026929,91.85,102.25,36.4,77.99,12.13,32.93,6.93,20.8,8.67,27.73,0.0,12.13,0.0,20.8,12.13,36.4,Air Force Falcons
"Ethan Greenberg, Kam Sanders, Kolby Gilles, Lucas Hobin, Wesley Celichowski",30.9,53.6,-18.7,96.61835748792271,115.31531531531532,96.62,123.67,34.78,75.36,15.46,46.38,11.59,19.32,5.8,34.78,17.39,9.66,3.86,21.26,30.92,40.58,Air Force Falcons
"Eli Robinson, Ethan Greenberg, Kam Sanders, Lucas Hobin, Wesley Celichowski",204.2,338.5,-27.11,86.96916812100058,114.07985589912938,86.97,110.53,32.87,77.66,11.63,36.65,9.6,13.96,5.82,33.45,12.8,7.27,4.36,21.52,23.85,39.27,Air Force Falcons
"Caleb Walker, Eli Robinson, Ethan Greenberg, Kam Sanders, Lucas Hobin",107.6,188.0,-27.68,97.40347100766851,125.0821179871239,97.4,128.08,31.21,75.34,8.07,26.37,26.91,36.06,10.22,34.44,6.46,8.07,2.15,17.76,22.06,44.66,Air Force Falcons
"Eric Mahaffey, Evan Mahaffey, Marvin Musiime-Kamali, Shammah Scott, Tavari Johnson",43.8,72.9,41.14,137.5921375921376,96.45010046885464,137.59,101.09,50.54,85.64,23.87,42.12,12.64,15.44,14.04,33.7,14.04,19.66,2.81,21.06,35.1,47.74,Akron Zips
"Amani Lyles, Evan Mahaffey, Sharron Young, Tavari Johnson, Zach Halligan",99.4,174.4,37.43,121.5579968611785,84.12561221549984,121.56,83.32,51.93,95.31,12.56,38.24,5.14,6.28,13.13,39.38,29.68,12.56,0.57,14.84,19.4,52.51,Akron Zips
"Amani Lyles, Eric Mahaffey, Evan Mahaffey, Shammah Scott, Tavari Johnson",183.2,328.3,36.86,135.8292079207921,98.96536212325687,135.83,102.1,50.43,89.42,18.25,38.99,16.71,22.28,15.47,34.96,11.76,13.61,3.09,15.47,19.49,50.43,Akron Zips
"Amani Lyles, Evan Mahaffey, Shammah Scott, Sharron Young, Tavari Johnson",42.0,71.8,26.27,134.49899125756556,108.22510822510823,134.5,100.87,45.73,88.77,20.17,39.0,22.86,34.97,13.45,32.28,20.17,8.07,5.38,8.07,24.21,45.73,Akron Zips
