athlete_id,athlete_display_name,team_display_name,o_rapm,d_rapm,rapm,o_pipm,d_pipm,pipm,delta,total_poss
5107223,Brycen Blaine,Charleston Southern Buccaneers,-0.15,0.93,0.78,-0.35,2.53,2.1799999999999997,1.4,1294.099372619591
5239885,Nakavieon White,Georgia Southern Eagles,0.92,-0.54,0.38,2.51,-0.33,2.1799999999999997,1.8,1286.8106675270608
4910887,Landon Seaman,Cal State Fullerton Titans,1.15,-0.42,0.73,3.06,-0.89,2.17,1.44,1347.0417760053049
5144166,T.O. Barrett,Missouri Tigers,1.58,-1.08,0.5,4.17,-2.01,2.16,1.66,1231.8199996400836
5239624,Kevon Vanderhorst,Drexel Dragons,-0.94,1.39,0.4499999999999999,-1.12,3.27,2.15,1.7,1607.2170256729453
5239758,Ari Fulton,NJIT Highlanders,-0.23,-0.08,-0.31,2.3,-0.15,2.15,2.46,1554.5583650539484
5238169,Xander Alarie,Northeastern Huskies,-0.15,0.51,0.36,0.14,2.01,2.15,1.79,529.2916202641529
4703009,Ryan Myers,Western Kentucky Hilltoppers,0.11,0.56,0.67,0.63,1.51,2.14,1.47,1283.186699544713
5182412,Tyler Perkins,Villanova Wildcats,0.8,0.25,1.05,1.5,0.64,2.14,1.09,1565.2240217107262
5259802,Alex Mirhosseini,Arkansas-Pine Bluff Golden Lions,-0.45,0.47,0.0199999999999999,-0.64,2.78,2.1399999999999997,2.12,1732.7440925170993
5107653,Dorion Staples,Maryland Eastern Shore Hawks,-0.74,0.44,-0.3,0.49,1.65,2.1399999999999997,2.44,1240.1207851313102
5177051,Damon Wilkinson,South Dakota State Jackrabbits,0.78,-0.08,0.7000000000000001,1.91,0.22,2.13,1.43,1311.7682660578432
5312336,Thiago Sucatzky,Florida International Panthers,1.03,-0.51,0.52,3.93,-1.8,2.13,1.61,820.5201655920104
5313206,Adam Olsen,South Alabama Jaguars,0.48,0.74,1.22,1.12,1.01,2.13,0.91,1761.8094333737026
5105795,Kaleb Banks,DePaul Blue Demons,-0.2,0.75,0.55,0.2,1.93,2.13,1.58,852.5058547202874
5312289,Jermaine O'Neal Jr.,SMU Mustangs,0.4,0.16,0.56,1.02,1.1,2.12,1.56,871.6933501258428
5060684,Jordan Burks,UCF Knights,1.22,-0.41,0.81,2.84,-0.72,2.12,1.31,1575.667164108008
5177096,Greg Gordon,Long Island University Sharks,-0.08,0.85,0.77,0.12,2.0,2.12,1.35,1912.472195359402
5313291,Edwin Suarez Jr.,Weber State Wildcats,0.72,-0.12,0.6,1.74,0.38,2.12,1.52,1162.0071668787723
5176159,Lukas Walls,Radford Highlanders,1.04,-0.45,0.5900000000000001,3.56,-1.45,2.1100000000000003,1.52,1372.3912671132373
5101676,Royce Parham,Marquette Golden Eagles,0.39,-0.36,0.03,2.54,-0.43,2.11,2.08,1547.844405259591
5107273,Damari Wheeler-Thomas,North Dakota State Bison,0.96,0.64,1.6,1.52,0.58,2.1,0.5,1607.8731964003766
5177521,AC Bryant,Jacksonville State Gamecocks,-0.05,0.46,0.41,1.32,0.78,2.1,1.69,1426.0112912727316
5313093,Christian Brown,James Madison Dukes,0.07,0.09,0.16,0.54,1.55,2.09,1.93,749.2653567640751
4869768,David Castillo,Kansas State Wildcats,-0.42,0.24,-0.18,0.4,1.69,2.09,2.27,1651.7354121449785
5101807,DeMarco Johnson,Elon Phoenix,0.75,-0.52,0.2299999999999999,3.31,-1.23,2.08,1.85,761.0182023493228
5142358,Jamichael Davis,Rutgers Scarlet Knights,-0.58,0.34,-0.2399999999999999,-0.23,2.31,2.08,2.32,1427.9756046055254
5174317,Jaquan Scott,Arkansas-Pine Bluff Golden Lions,0.58,-0.45,0.1299999999999999,2.13,-0.05,2.08,1.95,1527.9815544969877
4904206,Kael Robinson,Northern Kentucky Norse,0.1,0.62,0.72,-0.07,2.15,2.08,1.36,1443.0586727506395
5105627,Michael Rataj,Baylor Bears,1.82,-0.71,1.11,3.93,-1.86,2.0700000000000003,0.96,1332.4761320425284
5174319,Mike Williams,Seton Hall Pirates,-0.15,0.87,0.72,0.72,1.35,2.0700000000000003,1.35,1098.5481986840855
5312012,Troy Plumtree,Cal Poly Mustangs,0.29,-0.02,0.2699999999999999,1.34,0.73,2.0700000000000003,1.8,713.4642575981112
5243211,Mihailo Boškovic,BYU Cougars,0.85,-0.15,0.7,2.27,-0.2,2.07,1.37,695.4840517457534
5106706,Tayshawn Comer,Nevada Wolf Pack,0.8,0.12,0.92,2.19,-0.12,2.07,1.15,1405.2708541560478
5107312,LeJuan Watts,Texas Tech Red Raiders,1.91,-0.56,1.35,4.06,-1.99,2.0699999999999994,0.72,1427.9793761664896
5314587,Narit Chotikavanic,Stephen F. Austin Lumberjacks,0.53,0.66,1.19,0.98,1.08,2.06,0.87,1228.1536355250926
5314594,Ahamed Mohammed,Stephen F. Austin Lumberjacks,0.27,0.47,0.74,0.85,1.21,2.06,1.32,831.792035944008
5176789,Devon Barnes,Ball State Cardinals,-0.16,0.52,0.36,0.77,1.29,2.06,1.7,1053.1576304293806
5105543,Aidan Shaw,Boston College Eagles,-0.84,1.01,0.17,-0.9,2.96,2.06,1.89,1234.891700185524
5144105,Acaden Lewis,Villanova Wildcats,0.9,0.16,1.06,1.77,0.29,2.06,1.0,1602.527815722732
5239995,Dante Oliver,North Florida Ospreys,-0.17,0.22,0.0499999999999999,0.29,1.77,2.06,2.01,692.3281421570969
5242439,Clayton Jackson,Lindenwood Lions,-0.49,1.5,1.01,-0.95,3.01,2.0599999999999996,1.05,1505.8038047815826
5316219,Danas Kazakevicius,Howard Bison,-0.29,1.18,0.8899999999999999,-0.91,2.96,2.05,1.16,834.6128721095207
5242553,Jayden Williams,Bucknell Bison,-0.78,-0.15,-0.93,1.05,1.0,2.05,2.98,1780.8619810219586
5312333,Alex Kazanecki,Delaware Blue Hens,0.36,-0.57,-0.2099999999999999,2.65,-0.6,2.05,2.26,1431.5824055801666
5313713,Khoi Thurmon,Oakland Golden Grizzlies,0.55,-0.21,0.3400000000000001,1.78,0.26,2.04,1.7,621.2011591555873
5108719,Kaseem Watson,UTEP Miners,-0.01,0.29,0.2799999999999999,1.5,0.54,2.04,1.76,1583.63831748627
5241305,Alex Dupre,Portland State Vikings,-0.16,0.7,0.5399999999999999,-0.01,2.05,2.04,1.5,802.1691186758443
5242764,Azmar Abdullah,Boston University Terriers,1.08,-0.45,0.6300000000000001,2.06,-0.02,2.04,1.41,1610.017582986966
5093403,Isaiah Abraham,Georgetown Hoyas,0.43,0.05,0.48,1.5,0.53,2.0300000000000002,1.55,1088.4804969516829
5279252,Myles Parker,Marist Red Foxes,-0.37,1.0,0.63,-0.96,2.99,2.0300000000000002,1.4,764.995088328276
5311579,Markus Blackwell,Eastern Illinois Panthers,0.46,0.14,0.6000000000000001,2.17,-0.14,2.03,1.43,634.6547133063871
4848631,Malik Presley,George Mason Patriots,0.61,0.48,1.09,0.88,1.15,2.03,0.94,828.0185942278924
5313402,R'Chaun King,Alabama State Hornets,0.21,0.07,0.28,1.29,0.73,2.02,1.74,641.9458710140694
5311733,Halon Rawlins,Fairfield Stags,0.35,0.52,0.87,0.84,1.18,2.02,1.15,928.3804219810868
5243118,Scooter Williams,Louisiana Tech Bulldogs,-0.34,0.86,0.52,-0.15,2.17,2.02,1.5,991.0397352107676
5314356,Justin Hawkins,Niagara Purple Eagles,-0.29,-0.22,-0.51,1.01,1.01,2.02,2.53,1214.4512793530243
5061595,Damarius Owens,Marquette Golden Eagles,-0.37,0.55,0.18,-0.23,2.24,2.0100000000000002,1.83,810.7969461346473
5143603,Gabe Warren,Holy Cross Crusaders,-0.34,-0.1,-0.44,0.87,1.14,2.01,2.45,1714.2014629216924
5105455,Cord Stansberry,Western Carolina Catamounts,0.66,-0.17,0.49,1.28,0.73,2.01,1.52,1559.832782288374
4897534,Myron Amey Jr.,Loyola Marymount Lions,-0.3,0.45,0.15,0.28,1.73,2.01,1.86,1631.303666156447
4897478,Landon Wolf,Illinois State Redbirds,0.5,-0.17,0.3299999999999999,2.43,-0.43,2.0,1.67,1226.386799053011
5177606,Tidjiane Dioumassi,Western Carolina Catamounts,0.8,-0.38,0.42,2.16,-0.16,2.0,1.58,1158.7871485157252
5177229,Darin Smith Jr.,Central Connecticut Blue Devils,0.92,-0.34,0.5800000000000001,2.4,-0.4,2.0,1.42,1600.4656251309634
4873101,Jeremiah Jenkins,Brown Bears,-0.75,0.54,-0.2099999999999999,0.08,1.92,2.0,2.21,1375.7701316611074
5176728,Kaden Gumbs,Texas State Bobcats,-0.31,1.06,0.75,-0.65,2.65,2.0,1.25,1502.6171559656796
5315246,Samuel Dada,Western Carolina Catamounts,1.1,-0.8,0.3,3.2,-1.21,1.9900000000000002,1.69,1096.2772458448685
4700841,Kasen Jennings,App State Mountaineers,0.13,0.86,0.99,0.31,1.68,1.99,1.0,1661.9350716374438
5314513,Carter Berg-McLean,Loyola Maryland Greyhounds,-0.3,0.63,0.33,-0.59,2.57,1.98,1.65,702.0078314774894
4900669,Ariel Bland,Bethune-Cookman Wildcats,-0.55,0.23,-0.32,0.26,1.72,1.98,2.3,1142.157933324354
5332491,Xzayvion Childress,Mississippi Valley State Delta Devils,-0.65,0.53,-0.12,-0.36,2.34,1.98,2.1,665.3990290684814
5176449,Joey Chammaa,Arkansas State Red Wolves,0.04,0.55,0.5900000000000001,0.07,1.91,1.98,1.39,650.3658391046595
5239618,Macon Emory,Delaware Blue Hens,-0.53,0.03,-0.5,-0.03,2.01,1.9799999999999998,2.48,1821.2505749789975
5177355,Cougar Downing,UMBC Retrievers,0.28,0.59,0.87,1.18,0.79,1.97,1.1,619.6584273744081
5177701,KJ Debrick,North Carolina A&T Aggies,-0.31,0.62,0.31,-1.05,3.02,1.97,1.66,597.879948660726
4432398,Noah Taitz,Utah Valley Wolverines,0.34,0.69,1.03,0.7,1.27,1.97,0.94,961.306705778552
5041945,Bryce Heard,Dayton Flyers,0.83,-0.28,0.5499999999999999,3.36,-1.4,1.96,1.41,1030.2688133871984
5314472,Jordan Frison,Chattanooga Mocs,0.45,-0.37,0.08,0.99,0.97,1.96,1.88,1567.3288327207358
5243100,Isaiah Brown,Howard Bison,-0.25,0.8,0.55,-0.46,2.42,1.96,1.41,584.9130078957991
5177187,Samson Aletan,Yale Bulldogs,0.91,0.04,0.95,1.31,0.65,1.96,1.01,1140.2519982627068
5313270,Tylik Weeks,Southern Miss Golden Eagles,-0.01,0.45,0.44,0.83,1.12,1.9500000000000002,1.51,1935.3279005143324
5176937,DeAndre Craig Jr.,Purdue Fort Wayne Mastodons,1.07,-0.89,0.18,3.6,-1.65,1.9500000000000002,1.77,1615.7682724032593
5312256,Brady Koehler,Notre Dame Fighting Irish,0.33,-0.33,0.0,1.24,0.71,1.95,1.95,797.5402013164146
4683758,Malik Thomas,Virginia Cavaliers,0.45,1.06,1.51,-0.01,1.96,1.95,0.44,1267.1518370275303
5312429,Davius Loury,Cal State Northridge Matadors,-0.7,0.83,0.13,-1.14,3.09,1.95,1.82,1070.82326291565
5315578,Bastien Rieber,Fresno State Bulldogs,-0.53,0.65,0.12,0.22,1.73,1.95,1.83,907.1423481666118
5176196,Rashaan Mbemba,Colorado State Rams,0.29,-0.19,0.0999999999999999,1.76,0.19,1.95,1.85,543.3162160501943
4693725,Javon Ruffin,Bowling Green Falcons,0.37,0.55,0.92,1.25,0.7,1.95,1.03,1301.882209788212
5240285,Tyran Mason,UT Arlington Mavericks,-0.39,0.64,0.25,0.46,1.49,1.95,1.7,885.8327345120705
5105975,Christian Winborne,Nicholls Colonels,0.81,-0.78,0.03,3.58,-1.64,1.9400000000000002,1.91,1124.719893473977
5095152,Tounde Yessoufou,Baylor Bears,1.32,-0.28,1.04,1.75,0.19,1.94,0.9,1800.8017215116165
5239763,Tyler Doyle,Bellarmine Knights,1.94,-1.92,0.02,4.76,-2.82,1.94,1.92,1179.592777695255
5313210,Finley Woodward,IU Indianapolis Jaguars,1.02,-1.42,-0.3999999999999999,3.9,-1.96,1.94,2.34,1804.428255107364
5175853,Malcolm Wrisby-Jefferson,Brown Bears,-0.98,0.85,-0.13,-0.96,2.89,1.9300000000000002,2.06,966.6214006944272
4585602,D'Avian Houston,Texas A&M-Corpus Christi Islanders,-0.31,0.55,0.24,-0.16,2.09,1.93,1.69,939.1249549282088
5317314,Nick Jones,Wagner Seahawks,-0.21,0.16,-0.0499999999999999,0.76,1.17,1.93,1.98,1476.0295727611208
5106619,Jackson Benigni,Binghamton Bearcats,0.6,-1.22,-0.62,4.06,-2.13,1.9299999999999997,2.55,1513.869919644907
4895790,Noah Amenhauser,Oregon State Beavers,0.34,-0.16,0.18,1.8,0.12,1.92,1.74,553.0807010190894
5312155,Aidan Haskins,Hampton Pirates,-0.23,0.86,0.63,-0.69,2.6,1.9100000000000001,1.28,564.5971565150779
5313087,Matija Samar,Oregon State Beavers,0.05,0.1,0.15,0.99,0.92,1.9100000000000001,1.76,736.3999372649686
5312338,Eric Dibami,Florida International Panthers,-0.59,1.07,0.4800000000000001,-1.63,3.54,1.9100000000000001,1.43,1493.9361419895745
5243096,EJ Ryans,Western Michigan Broncos,0.1,-0.48,-0.38,1.4,0.51,1.91,2.29,1460.0511717221398
5174947,Colby Duggan,Charleston Cougars,0.44,0.08,0.52,1.75,0.16,1.91,1.39,922.7322639332568
5175080,Nils Machowski,Wofford Terriers,1.14,-0.77,0.3699999999999999,2.53,-0.62,1.9099999999999997,1.54,1817.7354696990496
4903216,Don McHenry,Utah Utes,1.51,-1.82,-0.31,5.26,-3.35,1.9099999999999997,2.22,1614.369909031819
5313193,Ramel Bethea,Green Bay Phoenix,0.67,-0.64,0.03,2.64,-0.74,1.9000000000000001,1.87,633.035917443455
4904931,Lance Williams,Prairie View A&M Panthers,-0.69,0.76,0.07,0.2,1.7,1.9,1.83,2245.0454063282837
5061576,Dylan Grant,Rutgers Scarlet Knights,-0.31,0.15,-0.16,0.28,1.61,1.8900000000000001,2.05,1311.4953192472665
5175857,N'famara Dabo,Brown Bears,-1.0,0.89,-0.1099999999999999,-1.31,3.2,1.8900000000000001,2.0,1015.949778558199
4683748,Ty Harper,Oral Roberts Golden Eagles,-0.02,-0.17,-0.19,1.68,0.21,1.89,2.08,1605.6475840563608
5101840,Jaden Toombs,SMU Mustangs,0.41,-0.12,0.29,1.43,0.45,1.88,1.59,846.0073457821514
5315585,Tomislav Buljan,New Mexico Lobos,0.36,0.38,0.74,0.71,1.17,1.88,1.14,1415.553997240494
5311732,Tony Williams,Fairfield Stags,0.16,0.61,0.77,0.56,1.31,1.87,1.1,1090.7087851924412
5105607,Kam Craft,Georgia Tech Yellow Jackets,0.48,-0.39,0.0899999999999999,2.85,-0.98,1.87,1.78,1098.8680144979903
5312885,Zyree Collins,Austin Peay Governors,0.29,0.69,0.98,0.16,1.71,1.8699999999999999,0.89,1620.8059576977496
5316047,Thomas Bassong,Florida State Seminoles,-0.1,0.49,0.39,-0.22,2.09,1.8699999999999999,1.48,1105.3122306334533
5107070,Colin Porter,Liberty Flames,1.35,-0.29,1.06,2.06,-0.2,1.86,0.8,1633.739517133375
5149116,Ty Davis,Creighton Bluejays,-0.43,0.49,0.06,-0.15,2.01,1.8599999999999999,1.8,605.3384148021357
5241352,Kai Burdick,Southern Utah Thunderbirds,0.61,-0.31,0.3,2.75,-0.9,1.85,1.55,789.7965947430896
5241712,Gerard O'Keefe,Columbia Lions,0.9,-0.16,0.74,2.85,-1.0,1.85,1.11,989.9530475448706
5108011,Aidan Hadaway,Ohio Bobcats,0.29,-0.09,0.1999999999999999,0.4,1.45,1.85,1.65,1790.7613063012843
5174791,Malik Abdullahi,Princeton Tigers,-0.04,0.2,0.16,0.43,1.42,1.8499999999999999,1.69,1211.4725441052467
5240407,Baboucarr Njie,UTSA Roadrunners,-0.72,-0.08,-0.7999999999999999,-0.3,2.15,1.8499999999999999,2.65,1296.2299301666849
5313558,Rob Lee Jr.,Lamar Cardinals,0.1,0.12,0.22,1.5,0.34,1.84,1.62,1427.1570209033343
5240368,Babatunde Durodola,Temple Owls,1.18,-0.67,0.5099999999999999,3.29,-1.45,1.84,1.33,992.4615557949676
5101852,Shon Abaev,Cincinnati Bearcats,-0.22,1.03,0.81,-0.3,2.14,1.84,1.03,693.0276063725869
5107259,Luke Jungers,Iona Gaels,0.43,-0.0,0.43,2.07,-0.23,1.8399999999999999,1.41,810.3035116487584
5115866,Malcolm Noel,West Georgia Wolves,-0.01,0.08,0.07,0.9,0.94,1.8399999999999999,1.77,1140.9466104203814
5243023,Fallou Gueye,Sacred Heart Pioneers,0.02,0.17,0.19,0.8,1.03,1.83,1.64,609.3719062393291
5239775,Brayden Fagbemi,UC Davis Aggies,-0.45,0.75,0.3,-0.22,2.05,1.8299999999999998,1.53,1414.067167549474
4684840,DJ Nix,Cornell Big Red,0.87,-0.34,0.53,2.04,-0.22,1.82,1.29,613.1607738659264
5314734,Julien Gomez,UT Rio Grande Valley Vaqueros,0.93,0.11,1.04,2.07,-0.25,1.8199999999999998,0.78,1175.8562446322974
4682856,Logan Duncomb,Winthrop Eagles,2.18,-1.02,1.16,4.92,-3.1,1.8199999999999998,0.66,1363.6615908180354
5176206,LA Hayes,UTEP Miners,-0.56,0.74,0.1799999999999999,-1.64,3.45,1.8100000000000003,1.63,526.6874472157498
5312922,Harry Beauchamp,Central Arkansas Bears,1.02,-0.22,0.8,2.24,-0.43,1.8100000000000003,1.01,870.4695165220957
5314441,Karyiek Dixon,Western Illinois Leathernecks,-0.66,0.24,-0.42,-0.41,2.22,1.8100000000000003,2.23,845.4976528753904
5180818,Dylan Brumfield,Southern Miss Golden Eagles,0.05,0.33,0.38,1.44,0.37,1.81,1.43,1855.9111658680133
5311900,Andrija Grbovic,Arizona State Sun Devils,0.1,0.07,0.17,0.88,0.93,1.81,1.64,1151.9393242359542
5312050,Corey Caulker,East Carolina Pirates,0.04,-0.34,-0.3,2.22,-0.42,1.8000000000000003,2.1,1639.5738169330784
4897192,AJ Lopez,Richmond Spiders,1.14,-0.94,0.1999999999999999,3.39,-1.59,1.8,1.6,1388.3362852200294
4683676,Justice Williams,Western Michigan Broncos,0.71,-0.89,-0.18,3.06,-1.26,1.8,1.98,894.1381828719349
4848644,JaQualon Roberts,Davidson Wildcats,0.28,0.06,0.34,0.95,0.85,1.7999999999999998,1.46,571.5587297160654
5241444,Andy Sigiscar,Tarleton State Texans,-0.87,1.38,0.5099999999999999,-2.41,4.21,1.7999999999999998,1.29,671.8807923720208
5242133,Al Green,UNLV Rebels,0.75,-0.59,0.16,3.17,-1.37,1.7999999999999998,1.64,639.3699666698913
5107226,Tyren Moore,Georgia Southern Eagles,1.54,-1.0,0.54,3.56,-1.77,1.79,1.25,1865.0601247282048
5245765,Noah Bolanga,Utah Tech Trailblazers,0.65,-0.39,0.26,2.11,-0.32,1.7899999999999998,1.53,1875.316617527147
5177741,Jayson Petty,Kansas City Roos,-1.17,-0.64,-1.81,0.85,0.93,1.78,3.59,1640.9869204312874
5175391,Arman Madi,Sacramento State Hornets,-0.11,0.06,-0.05,0.4,1.38,1.7799999999999998,1.83,1172.8133780534304
5175029,Malachi Davis,Long Island University Sharks,0.32,0.6,0.92,0.83,0.95,1.7799999999999998,0.86,1799.4860861268703
5151855,Luka Toews,Boston College Eagles,-0.63,0.54,-0.0899999999999999,-0.25,2.03,1.7799999999999998,1.87,969.546136369996
4896620,Justin Neely,UNC Greensboro Spartans,0.83,-1.14,-0.3099999999999999,2.18,-0.41,1.7700000000000002,2.08,1869.7203860209584
5242403,Victor Payne,Saint Francis Red Flash,-0.99,0.39,-0.6,-1.12,2.89,1.77,2.37,1286.6949420040976
5312057,Yohann Sissoko,Florida Atlantic Owls,0.47,-0.25,0.2199999999999999,2.76,-0.99,1.7699999999999998,1.55,538.6017816622877
5101673,Jovan Milicevic,Xavier Musketeers,1.17,-0.95,0.2199999999999999,3.05,-1.28,1.7699999999999998,1.55,1529.8214935319236
5239798,Kevin de Kovachich,North Alabama Lions,-0.2,-0.65,-0.8500000000000001,1.08,0.68,1.7600000000000002,2.61,1517.4610426117958
5312171,Mujahiid Burton,North Carolina A&T Aggies,0.46,-0.24,0.22,2.48,-0.72,1.76,1.54,588.3434943162639
5142625,Joson Sanon,St. John's Red Storm,0.37,0.98,1.35,0.27,1.49,1.76,0.41,1276.3158482325532
5061572,Robert Hinton,Harvard Crimson,-0.41,1.37,0.9600000000000002,-1.49,3.25,1.76,0.8,1547.5787062036568
5108120,Tyeree Bryan,Texas Tech Red Raiders,0.62,0.11,0.73,1.39,0.37,1.7599999999999998,1.03,900.0314272396969
5243038,Alex Chaikin,UC San Diego Tritons,-0.03,0.76,0.73,0.37,1.39,1.7599999999999998,1.03,1510.6584278874393
4683697,J.J. Starling,Syracuse Orange,-0.41,0.6,0.19,-0.87,2.63,1.7599999999999998,1.57,1460.931154929065
5176757,Josh Hayes,Utah Utes,0.77,-0.63,0.14,2.98,-1.23,1.75,1.61,699.1925112979251
4683734,Anton Brookshire,Austin Peay Governors,0.05,0.84,0.89,-0.44,2.19,1.75,0.86,1337.1919809962014
5313324,Quinn Woidke,Kent State Golden Flashes,0.43,0.45,0.88,0.62,1.13,1.75,0.87,1157.9842205261778
5152729,Jalin Holland,Colorado Buffaloes,0.17,0.07,0.24,0.3,1.45,1.75,1.51,912.14616006429
5241622,Josiah Moore,Tulane Green Wave,-0.62,0.9,0.28,-1.79,3.54,1.75,1.47,676.6602191981192
4898212,Jaden Cooper,Maryland Eastern Shore Hawks,-1.72,1.3,-0.4199999999999999,-2.8,4.54,1.7400000000000002,2.16,1343.3157372863527
5177114,Seydou Traore,Utah Utes,-0.14,-0.23,-0.37,-0.16,1.9,1.74,2.11,1451.3148311101434
4683765,Rayvon Griffith,Kent State Golden Flashes,0.05,0.29,0.3399999999999999,0.43,1.31,1.74,1.4,796.1936529482473
5241395,Zaxton King,Missouri State Bears,0.04,0.47,0.51,-0.2,1.93,1.73,1.22,1504.7654194466688
5240746,Cobi Campbell,Troy Trojans,1.03,0.18,1.21,1.9,-0.17,1.73,0.52,1465.5277256527943
5105987,Barry Evans,VCU Rams,0.64,0.72,1.36,0.3,1.43,1.73,0.37,1521.8607049626996
5106703,Jack Collins,Monmouth Hawks,0.04,0.53,0.5700000000000001,0.81,0.91,1.7200000000000002,1.15,1797.5953334708795
5313152,Xavier Spencer,UMass Lowell River Hawks,-0.57,0.25,-0.3199999999999999,-1.23,2.95,1.7200000000000002,2.04,1910.3204298775504
5243245,Dante Kearse,The Citadel Bulldogs,0.45,-0.26,0.19,2.31,-0.59,1.7200000000000002,1.53,581.2617696861711
5177368,TJ Biel,Maine Black Bears,-1.58,0.88,-0.7000000000000001,-0.76,2.48,1.72,2.42,1567.831185445179
5107180,Frank Mitchell,St. Bonaventure Bonnies,0.92,-0.59,0.33,1.9,-0.18,1.72,1.39,1911.1176796114528
5107345,Marcus Kell,Western Carolina Catamounts,1.27,-0.87,0.4,3.53,-1.81,1.7199999999999998,1.32,1554.146293837318
5314176,Joseph Locandro,Maryland Eastern Shore Hawks,-0.12,-0.04,-0.16,1.37,0.34,1.7100000000000002,1.87,987.5375687296043
5175014,Thomas Ndong,California Baptist Lancers,-0.08,0.81,0.7300000000000001,-0.38,2.09,1.71,0.98,906.47221882728
5241721,Kareem Thomas,Dartmouth Big Green,-0.3,0.25,-0.0499999999999999,-0.48,2.18,1.7000000000000002,1.75,1264.6401958890683
5177174,Jackson Hicke,Princeton Tigers,0.43,-0.65,-0.22,2.86,-1.16,1.7,1.92,1552.4901095878492
5060728,Brandin Cummings,Pittsburgh Panthers,0.98,-0.63,0.35,3.86,-2.16,1.6999999999999997,1.35,788.2657283788612
5176260,Pavle Stošic,Pepperdine Waves,-0.94,0.53,-0.4099999999999999,-1.66,3.35,1.6900000000000002,2.1,864.3626415209129
5239791,Darren Williams,Florida Gulf Coast Eagles,1.14,-0.76,0.3799999999999999,3.84,-2.15,1.69,1.31,1062.5816603806638
4897982,Chance Trujillo,Utah Tech Trailblazers,0.33,0.1,0.43,1.22,0.47,1.69,1.26,1837.5204427291485
5240356,Taj Glover,Sacramento State Hornets,0.55,-0.39,0.16,2.7,-1.02,1.6800000000000002,1.52,719.1896124059081
4897467,Micah Thomas,Northwestern State Demons,-0.19,-0.1,-0.29,1.28,0.4,1.6800000000000002,1.97,1518.7744660562837
5105606,Desmond Claude,Washington Huskies,0.33,0.13,0.46,1.31,0.37,1.6800000000000002,1.22,589.0678227916327
5107220,Ed Nnamoko,Winthrop Eagles,-0.22,0.94,0.72,-1.19,2.87,1.6800000000000002,0.96,663.33526805977
5107325,Anthony Arrington,Mount St. Mary's Mountaineers,-0.97,1.39,0.4199999999999999,-2.56,4.23,1.6700000000000004,1.25,702.1974123242647
5242807,Micah Simpson,Alabama State Hornets,-0.34,-0.26,-0.6000000000000001,2.14,-0.47,1.6700000000000002,2.27,1827.8026367273328
5107178,Youri Fritz,Northeastern Huskies,0.12,-0.42,-0.3,0.99,0.68,1.67,1.97,1098.079672576275
5312445,Ryan Richardson,Binghamton Bearcats,-0.38,0.45,0.07,-0.62,2.29,1.67,1.6,897.7289203830256
5194058,JaVar Daniel,West Georgia Wolves,0.3,-0.26,0.0399999999999999,1.44,0.23,1.67,1.63,1050.1901700541498
5106620,Chas Stinson,Stonehill Skyhawks,-1.47,1.49,0.02,-1.76,3.41,1.6500000000000001,1.63,1465.137889578718
4869741,Yohan Traore,Butler Bulldogs,1.15,-1.25,-0.1,4.34,-2.69,1.65,1.75,1068.183300034824
5242812,Jerquarius Stanback,Alabama State Hornets,-0.73,0.51,-0.2199999999999999,-0.62,2.27,1.65,1.87,1397.1019709984182
5176361,Bukky Oboye,Santa Clara Broncos,0.15,0.54,0.6900000000000001,-0.29,1.94,1.65,0.96,1047.8651481193358
4898243,Bernie Blunt III,Mercyhurst Lakers,0.31,0.16,0.47,2.08,-0.44,1.6400000000000001,1.17,1671.7968525003084
5314203,Taj Walters,Northern Illinois Huskies,-0.95,0.25,-0.7,-0.19,1.83,1.6400000000000001,2.34,1339.432139637068
5106284,Lamar Washington,Georgia Tech Yellow Jackets,-0.64,0.11,-0.53,0.5,1.14,1.64,2.17,1496.3417332031458
5106243,Adam Hinton,Cornell Big Red,1.91,-1.1,0.8099999999999998,3.44,-1.8,1.64,0.83,1223.2249176888083
4709424,Sean Lang,Mercyhurst Lakers,-0.2,0.69,0.4899999999999999,-0.76,2.39,1.6300000000000001,1.14,688.5617522982898
5240369,Aiden Tobiason,Temple Owls,0.81,-0.08,0.7300000000000001,1.87,-0.24,1.6300000000000001,0.9,1836.247349808398
5313722,Yuval Levin,Purdue Fort Wayne Mastodons,0.14,0.37,0.51,0.52,1.1,1.62,1.11,558.8582768037334
5239644,Daniel Johnson,Hampton Pirates,-0.46,0.42,-0.04,0.2,1.42,1.6199999999999999,1.66,1311.3237974080605
4897501,Will Allen,Louisiana Tech Bulldogs,-0.82,1.11,0.2900000000000001,-2.02,3.63,1.6099999999999999,1.32,844.9134918224969
5109787,Kosy Akametu,Iona Gaels,-0.05,0.4,0.35,0.11,1.48,1.59,1.24,1201.9976107365574
5313308,Gregory Lawson II,Eastern Michigan Eagles,-0.76,0.54,-0.2199999999999999,-1.32,2.91,1.59,1.81,859.0572898484022
5177049,Bubz Alvarez,South Dakota State Jackrabbits,0.46,-0.21,0.25,2.29,-0.7,1.59,1.34,525.0203579005037
5239829,Jaehshon Thomas,Drake Bulldogs,0.54,-0.29,0.25,2.19,-0.6,1.5899999999999999,1.34,1186.686756743875
5105660,Geoff Sprouse,American University Eagles,0.89,-0.48,0.41,2.8,-1.21,1.5899999999999999,1.18,1430.3069442063709
