athlete_id,o_rapm,d_rapm,rapm,athlete_display_name,team_id,team_display_name,total_poss
3133817,3.63,1.37,5.0,Eric Paschall,222,Villanova Wildcats,2170.2400000000002
3147657,3.77,1.19,4.96,Mikal Bridges,222,Villanova Wildcats,2310.64
3934672,3.77,1.19,4.96,Jalen Brunson,222,Villanova Wildcats,2310.64
4277843,3.21,1.69,4.9,Gary Trent Jr.,150,Duke Blue Devils,2326.7200000000003
4277847,3.21,1.69,4.9,Wendell Carter Jr.,150,Duke Blue Devils,2326.7200000000003
3135045,3.21,1.69,4.9,Grayson Allen,150,Duke Blue Devils,2326.7200000000003
3936297,2.77,2.05,4.82,Charles Matthews,130,Michigan Wolverines,2168.28
3136492,2.77,2.05,4.82,Muhammad-Ali Abdur-Rahkman,130,Michigan Wolverines,2168.28
3133630,2.03,2.72,4.75,Justin Gray,2641,Texas Tech Red Raiders,2100.4
3155941,3.37,1.37,4.74,Josh Perkins,2250,Gonzaga Bulldogs,2305.8
3155940,3.37,1.37,4.74,Silas Melson,2250,Gonzaga Bulldogs,2305.8
3132042,1.86,2.86,4.72,Gary Clark,2132,Cincinnati Bearcats,2237.0
3934621,1.86,2.86,4.72,Jacob Evans,2132,Cincinnati Bearcats,2237.0
4066486,1.86,2.86,4.72,Jarron Cumberland,2132,Cincinnati Bearcats,2237.0
4277842,3.41,1.28,4.69,Trevon Duval,150,Duke Blue Devils,2124.88
66138,1.8,2.75,4.55,Devon Hall,258,Virginia Cavaliers,1988.92
3138203,1.8,2.75,4.55,Isaiah Wilkins,258,Virginia Cavaliers,1988.92
3138200,1.8,2.75,4.55,Jack Salt,258,Virginia Cavaliers,1988.92
4065733,1.8,2.75,4.55,Ty Jerome,258,Virginia Cavaliers,1988.92
3147656,2.88,1.65,4.529999999999999,Phil Booth,222,Villanova Wildcats,1666.76
4066381,2.67,1.85,4.52,Joshua Langford,127,Michigan State Spartans,2173.4
4065730,1.82,2.67,4.49,Kyle Guy,258,Virginia Cavaliers,1929.68
3136989,2.7,1.76,4.46,Vincent Edwards,2509,Purdue Boilermakers,2033.16
3136990,3.15,1.3,4.45,Isaac Haas,2509,Purdue Boilermakers,2166.68
3136993,3.15,1.3,4.45,P.J. Thompson,2509,Purdue Boilermakers,2166.68
4066407,3.15,1.3,4.45,Carsen Edwards,2509,Purdue Boilermakers,2166.68
3136991,3.15,1.3,4.45,Dakota Mathias,2509,Purdue Boilermakers,2166.68
66260,2.93,1.43,4.36,Johnathan Williams,2250,Gonzaga Bulldogs,2232.04
4066651,2.93,1.43,4.36,Killian Tillie,2250,Gonzaga Bulldogs,2232.04
3914044,3.19,1.07,4.26,Landry Shamet,2724,Wichita State Shockers,2155.88
4065836,3.36,0.87,4.2299999999999995,Omari Spellman,222,Villanova Wildcats,2243.36
3133629,1.92,2.29,4.21,Keenan Evans,2641,Texas Tech Red Raiders,2033.44
4277961,2.41,1.75,4.16,Jaren Jackson Jr.,127,Michigan State Spartans,2109.96
4066382,2.41,1.75,4.16,Cassius Winston,127,Michigan State Spartans,2109.96
4066384,2.41,1.75,4.16,Nick Ward,127,Michigan State Spartans,2109.96
3934619,1.54,2.54,4.08,Justin Jenifer,2132,Cincinnati Bearcats,1999.2
3136481,3.33,0.73,4.0600000000000005,Trevon Bluiett,2752,Xavier Musketeers,2225.04
4065847,3.07,0.98,4.05,Quentin Goodin,2752,Xavier Musketeers,2304.04
3136483,3.22,0.78,4.0,J.P. Macura,2752,Xavier Musketeers,2224.6
4066383,2.6,1.36,3.96,Miles Bridges,127,Michigan State Spartans,2040.52
3133633,1.53,2.41,3.9400000000000004,Zach Smith,2641,Texas Tech Red Raiders,1049.16
3138161,3.64,0.26,3.9000000000000004,Cody Martin,2440,Nevada Wolf Pack,2109.6
66429,3.25,0.63,3.88,Reggie Lynch,135,Minnesota Golden Gophers,1083.68
66607,2.24,1.62,3.8600000000000003,Devin Davis,248,Houston Cougars,2239.32
3907359,2.31,1.53,3.84,Malik Newman,2305,Kansas Jayhawks,1937.8400000000001
66344,2.75,1.08,3.83,Kam Williams,194,Ohio State Buckeyes,1263.1200000000001
3134915,2.3,1.51,3.8099999999999996,Malik Marquetti,309,Louisiana Ragin' Cajuns,2139.7200000000003
3133602,2.88,0.94,3.82,Svi Mykhailiuk,2305,Kansas Jayhawks,2367.6
3133601,2.88,0.94,3.82,Devonte' Graham,2305,Kansas Jayhawks,2367.6
3136779,2.15,1.67,3.82,Keita Bates-Diop,194,Ohio State Buckeyes,2086.28
3136777,2.15,1.67,3.82,Jae'Sean Tate,194,Ohio State Buckeyes,2086.28
