team_id,opp_orb,opp_drb,opp_trb,opp_fga,opp_3pa,opp_poss
2,56,167,223,405,158,478.0
5,9,26,35,58,29,65.48
6,19,52,71,113,88,130.96
8,58,140,198,403,145,452.4
9,30,44,74,132,58,140.48000000000002
12,95,170,265,522,204,554.72
13,7,31,38,55,20,72.0
16,14,37,51,65,33,71.8
21,40,73,113,183,76,199.76
23,27,52,79,123,44,137.04000000000002
24,29,49,78,131,37,132.39999999999998
25,30,67,97,186,69,206.12
26,72,118,190,295,126,329.72
28,18,57,75,126,60,143.64
30,10,30,40,70,29,79.36
36,33,82,115,160,57,197.8
38,27,55,82,135,54,153.48000000000002
41,89,197,286,470,173,562.32
43,49,70,119,202,91,196.72
44,6,18,24,53,19,60.88
45,38,100,138,232,100,273.4
46,31,58,89,178,75,185.76
47,34,96,130,220,87,273.32
50,29,45,74,124,47,141.52
52,37,47,84,125,61,135.68
55,12,23,35,56,18,64.12
56,17,46,63,108,47,128.83999999999997
57,35,64,99,228,90,266.08000000000004
58,38,79,117,164,73,208.12
61,19,66,85,132,48,153.76
62,31,75,106,197,64,220.36
66,59,137,196,330,132,408.15999999999997
68,9,23,32,61,25,68.56
70,36,140,176,298,101,345.72
71,16,75,91,159,50,209.92
77,28,58,86,153,56,183.32
79,9,22,31,56,31,64.03999999999999
82,33,81,114,225,99,269.0
84,8,19,27,54,14,61.24
85,5,32,37,59,20,81.12
91,22,41,63,118,45,125.64
93,22,59,81,136,34,149.16
94,26,73,99,186,69,216.16
96,61,128,189,311,114,355.72
97,51,92,143,246,99,270.48
98,11,24,35,59,18,76.48
99,11,22,33,64,22,68.12
104,42,54,96,177,53,178.64000000000001
107,9,51,60,108,34,132.2
108,6,25,31,65,20,70.52
111,24,47,71,105,29,137.04
113,12,43,55,114,53,137.07999999999998
116,12,24,36,56,25,59.480000000000004
119,46,61,107,186,76,188.56
120,14,39,53,105,44,128.04
127,27,84,111,226,110,265.52
130,106,198,304,584,260,622.24
135,15,49,64,112,42,123.0
139,52,100,152,258,125,287.12
140,12,31,43,60,27,69.48
142,23,50,73,115,45,132.88
145,48,109,157,253,106,289.64
147,4,30,34,55,16,66.92
149,39,74,113,200,75,216.07999999999998
150,69,125,194,425,182,452.12
152,30,72,102,167,69,199.92000000000002
153,10,58,68,121,45,145.16000000000003
154,63,84,147,260,110,267.44
155,35,79,114,162,68,192.24
156,29,90,119,190,54,207.72
158,36,90,126,214,126,242.95999999999998
160,4,27,31,53,28,63.92
161,4,29,33,49,17,63.04
164,25,81,106,167,72,205.96
166,27,57,84,114,42,132.32
167,66,147,213,362,171,419.32
172,16,22,38,64,25,61.16
179,38,64,102,174,64,195.95999999999998
183,19,25,44,73,33,64.52
189,11,23,34,61,16,66.72
193,42,76,118,191,56,200.92000000000002
194,25,71,96,157,61,183.07999999999998
195,9,23,32,61,20,69.76
197,49,102,151,278,118,286.04
198,29,41,70,129,50,135.92000000000002
201,75,144,219,367,167,417.84000000000003
202,87,184,271,467,195,523.44
204,22,49,71,114,42,125.96
213,10,18,28,53,21,60.68
218,10,27,37,50,11,62.28
219,48,85,133,207,91,205.6
221,11,39,50,103,43,122.52
222,24,58,82,110,36,131.44
227,16,23,39,62,24,58.0
228,42,110,152,208,101,243.52
231,36,87,123,219,89,258.76
232,17,27,44,64,22,59.519999999999996
233,8,30,38,59,26,64.36
235,15,25,40,62,34,69.32
236,8,21,29,59,31,62.72
238,69,116,185,300,103,318.52
239,20,75,95,163,67,197.32000000000002
245,49,77,126,183,84,189.76
248,61,145,206,321,130,375.36
249,17,70,87,115,53,160.68
250,20,53,73,110,51,132.84
251,44,120,164,301,84,326.36
252,49,87,136,229,80,273.88
253,20,30,50,70,17,70.12
254,11,29,40,60,23,63.92
256,19,40,59,122,27,141.2
257,6,30,36,43,28,60.56
258,58,105,163,295,117,321.8
259,7,21,28,59,22,74.2
261,21,65,86,147,63,183.2
264,21,50,71,138,60,147.44
265,6,32,38,55,15,68.24
269,7,30,37,64,23,75.48
270,7,31,38,56,19,67.24
275,52,109,161,270,119,276.64
276,18,25,43,65,26,71.76
277,42,100,142,243,90,273.6
278,13,22,35,59,30,61.599999999999994
279,25,46,71,112,56,123.96000000000001
282,16,19,35,57,23,58.68000000000001
284,22,62,84,121,45,133.51999999999998
288,13,29,42,61,22,61.959999999999994
290,79,132,211,349,153,408.6
292,30,45,75,135,45,150.12
294,6,23,29,54,20,63.8
295,15,49,64,106,51,136.16000000000003
300,33,71,104,188,75,212.83999999999997
301,19,43,62,109,37,122.19999999999999
302,24,66,90,118,44,152.92000000000002
304,11,48,59,108,35,139.04000000000002
305,12,30,42,56,14,61.92
309,19,52,71,107,30,139.56
311,7,26,33,50,19,64.72
314,8,26,34,58,37,67.56
322,8,25,33,60,24,66.92
324,12,23,35,65,29,66.36
325,22,52,74,133,39,152.36
326,6,20,26,47,8,68.28
328,63,127,190,281,105,334.84
331,12,51,63,109,40,136.32
333,49,108,157,263,95,281.15999999999997
338,66,92,158,252,95,276.12
339,12,25,37,60,28,61.68000000000001
344,11,32,43,65,30,70.68
349,8,28,36,53,21,64.92
350,40,84,124,180,74,197.36
356,59,124,183,372,198,387.24
357,24,30,54,110,36,117.6
399,13,23,36,62,21,67.92
526,19,72,91,163,73,195.6
2000,17,44,61,105,28,143.4
2005,12,32,44,57,20,71.2
2006,40,103,143,231,98,267.88
2010,19,52,71,112,31,137.76
2011,7,30,37,55,16,71.2
2016,25,54,79,123,45,134.68
2026,17,25,42,64,13,68.44
2029,8,21,29,51,16,64.12
2031,16,32,48,64,15,75.92
2032,6,23,29,53,35,65.8
2046,16,47,63,124,53,132.68
2057,4,29,33,52,26,69.64
2065,10,23,33,53,14,63.8
2083,23,41,64,114,65,129.64
2084,10,26,36,59,24,67.92
2086,9,28,37,65,27,70.72
2097,37,53,90,189,59,210.36
2110,35,75,110,179,96,210.64
2115,8,25,33,58,20,60.28
2116,39,92,131,187,63,212.04000000000002
2127,15,39,54,72,25,77.2
2130,12,18,30,49,14,59.0
2132,29,57,86,136,42,142.16000000000003
2142,12,45,57,110,44,132.60000000000002
2166,28,88,116,163,54,198.24
2168,40,153,193,302,121,380.28
2169,27,41,68,117,37,129.32
2172,10,25,35,61,23,69.12
2174,36,69,105,174,61,196.27999999999997
2181,42,75,117,192,84,198.36
2182,20,43,63,113,39,131.60000000000002
2184,19,48,67,103,43,123.08
2193,35,68,103,164,80,190.39999999999998
2197,29,49,78,119,59,128.72
2198,10,22,32,61,31,64.92
2210,9,23,32,53,20,67.32
2217,33,78,111,162,53,193.64
2226,21,44,65,116,21,135.96
2229,7,20,27,49,26,63.68
2230,10,26,36,50,26,62.24
2239,22,61,83,125,51,157.12
2241,27,51,78,119,52,135.84
2244,16,48,64,106,28,122.8
2247,18,22,40,61,17,67.4
2250,47,90,137,242,91,257.52
2253,7,25,32,45,10,68.8
2261,10,27,37,54,11,67.0
2272,54,142,196,318,117,364.76
2275,49,96,145,230,97,257.04
2277,11,32,43,55,12,69.88
2287,46,128,174,293,109,326.56
2294,64,118,182,309,141,350.84000000000003
2296,27,48,75,115,37,136.48000000000002
2305,45,115,160,250,95,272.48
2306,14,26,40,73,32,77.92
2309,27,89,116,174,81,205.88
2325,17,24,41,67,24,70.16
2329,29,94,123,224,65,261.68
2330,9,30,39,64,39,70.04
2335,34,78,112,163,50,186.04
2344,6,24,30,52,26,76.6
2348,37,68,105,160,72,184.24
2349,28,47,75,132,46,131.88
2350,17,45,62,114,56,128.60000000000002
2351,12,25,37,55,26,61.36
2352,7,23,30,51,19,62.12
2363,13,24,37,65,27,67.6
2368,26,45,71,117,37,134.56
2377,24,84,108,161,75,213.28
2378,44,91,135,244,99,265.28
2379,9,20,29,53,18,67.12
2382,25,28,53,69,28,66.8
2385,20,80,100,156,51,196.24
2390,32,97,129,219,92,261.36
2393,11,21,32,58,16,64.36
2400,11,25,36,55,24,66.56
2405,41,75,116,163,62,196.95999999999998
2413,27,57,84,127,45,133.51999999999998
2415,12,30,42,61,10,74.2
2426,33,64,97,164,83,187.16
2427,28,52,80,124,50,141.4
2428,42,60,102,159,56,187.92000000000002
2429,35,65,100,187,81,195.56
2430,26,62,88,173,76,197.95999999999998
2433,9,27,36,60,20,68.68
2437,26,58,84,123,57,130.92000000000002
2439,59,103,162,247,82,271.16
2440,50,132,182,335,130,407.2
2443,20,48,68,105,44,128.51999999999998
2447,19,42,61,102,47,122.76
2448,11,22,33,62,23,72.12
2449,24,110,134,213,107,268.8
2450,13,20,33,58,18,74.96000000000001
2453,12,23,35,63,17,61.08
2454,12,29,41,62,24,72.12
2458,7,29,36,58,21,73.2
2460,49,102,151,269,112,306.48
2463,27,52,79,125,58,144.16000000000003
2464,20,25,45,61,18,63.879999999999995
2466,11,23,34,55,19,60.4
2473,11,29,40,61,28,71.2
2483,13,25,38,57,30,61.92
2492,12,29,41,59,17,68.24
2501,44,72,116,199,90,204.07999999999998
2502,12,59,71,104,48,144.0
