athlete_id,o_rapm,d_rapm,rapm,athlete_display_name,team_id,team_display_name,total_poss
61817,2.86,2.43,5.29,Bryn Forbes,127,Michigan State Spartans,2150.04
62612,3.13,2.11,5.24,Matt Costello,127,Michigan State Spartans,2210.08
3906671,2.62,2.46,5.08,Caleb Swanigan,2509,Purdue Boilermakers,2226.44
62615,2.75,2.22,4.970000000000001,Denzel Valentine,127,Michigan State Spartans,1861.0
3136989,2.43,2.48,4.91,Vincent Edwards,2509,Purdue Boilermakers,2294.8
67430,2.72,1.95,4.67,Frank Mason III,2305,Kansas Jayhawks,2221.24
61622,2.72,1.95,4.67,Perry Ellis,2305,Kansas Jayhawks,2221.24
66116,2.94,1.68,4.62,Sterling Brown,2567,SMU Mustangs,1893.84
3130724,2.24,2.3,4.54,Demetrious Floyd,2617,Stephen F. Austin Lumberjacks,1876.76
61653,2.7,1.81,4.51,Brice Johnson,153,North Carolina Tar Heels,2262.6
3936299,2.97,1.52,4.49,Jamal Murray,96,Kentucky Wildcats,2236.6
67431,2.43,2.06,4.49,Wayne Selden,2305,Kansas Jayhawks,2154.64
56407,2.67,1.82,4.49,Nic Moore,2567,SMU Mustangs,1896.6
56899,1.86,2.62,4.48,Damion Lee,97,Louisville Cardinals,1977.48
56490,2.51,1.95,4.46,Anthony Gill,258,Virginia Cavaliers,1944.0800000000002
56119,2.51,1.95,4.46,Malcolm Brogdon,258,Virginia Cavaliers,1944.0800000000002
3138156,2.67,1.74,4.41,Justin Jackson,153,North Carolina Tar Heels,2192.24
66606,2.96,1.43,4.39,Troy Williams,84,Indiana Hoosiers,2120.68
56231,1.88,2.4,4.279999999999999,Trey Lewis,97,Louisville Cardinals,1778.64
3136194,3.1,1.18,4.28,Tyler Ulis,96,Kentucky Wildcats,2162.36
3138155,2.61,1.67,4.279999999999999,Joel Berry II,153,North Carolina Tar Heels,2256.52
3934723,3.06,1.19,4.25,Thomas Bryant,84,Indiana Hoosiers,2189.2400000000002
61789,3.06,1.19,4.25,Yogi Ferrell,84,Indiana Hoosiers,2189.2400000000002
56624,2.42,1.82,4.24,Ryan Anderson,12,Arizona Wildcats,2135.84
61553,2.42,1.82,4.24,Gabe York,12,Arizona Wildcats,2135.84
3147366,1.67,2.55,4.22,Chinanu Onuaku,97,Louisville Cardinals,1908.72
3133919,1.14,3.06,4.2,Tevonn Walker,2674,Valparaiso Beacons,1767.96
62189,1.79,2.38,4.17,Fred VanVleet,2724,Wichita State Shockers,1776.08
3147360,2.04,2.08,4.12,Quentin Snider,97,Louisville Cardinals,1586.92
66118,2.48,1.6,4.08,Ben Moore,2567,SMU Mustangs,1761.76
67751,1.59,2.46,4.05,Shaquille Morris,2724,Wichita State Shockers,1640.48
66139,2.46,1.55,4.01,London Perrantes,258,Virginia Cavaliers,1824.88
3155941,2.41,1.6,4.01,Josh Perkins,2250,Gonzaga Bulldogs,2150.64
57052,2.41,1.6,4.01,Eric McClellan,2250,Gonzaga Bulldogs,2150.64
56355,2.41,1.6,4.01,Kyle Wiltjer,2250,Gonzaga Bulldogs,2150.64
61810,1.98,1.92,3.9,Caris LeVert,130,Michigan Wolverines,855.96
66821,1.2,2.66,3.8600000000000003,Alec Peters,2674,Valparaiso Beacons,2120.04
66173,2.02,1.84,3.8600000000000003,Josh Hart,222,Villanova Wildcats,2159.08
61757,2.02,1.84,3.8600000000000003,Ryan Arcidiacono,222,Villanova Wildcats,2159.08
61273,2.42,1.43,3.8499999999999996,Rapheal Davis,2509,Purdue Boilermakers,2021.32
66563,3.14,0.68,3.8200000000000003,Matt Jones,150,Duke Blue Devils,2108.6
56422,1.56,2.22,3.7800000000000002,Evan Wessel,2724,Wichita State Shockers,2038.52
57475,1.56,2.22,3.7800000000000002,Ron Baker,2724,Wichita State Shockers,2038.52
3947078,2.21,1.53,3.74,Tyler Davis,245,Texas A&M Aggies,2108.76
3907339,1.6,2.13,3.73,TJ Holyfield,2617,Stephen F. Austin Lumberjacks,2086.84
