athlete_id,athlete_display_name,team_id,team_display_name,ortg_on,drtg_on,nrtg_on,ortg_off,drtg_off,nrtg_off,on_off,ortg_on_pct,drtg_on_pct,nrtg_on_pct,ortg_off_pct,drtg_off_pct,nrtg_off_pct,on_off_pct,fg_pct_on,efg_pct_on,3p_pct_on,3p_rate_on,ft_rate_on,ft_pct_on,opp_fg_pct_on,opp_efg_pct_on,opp_3p_pct_on,opp_3p_rate_on,drb_pct_on,orb_pct_on,drb_per100_on,orb_per100_on,opp_orb_per100_on,poss_off_on,poss_def_on,poss_off_off,poss_def_off,pts_for_on,pts_against_on,pts_for_off,pts_against_off,fga_for_on,fgm_for_on,tpa_for_on,tpm_for_on,fga_against_on,fgm_against_on,tpa_against_on,tpm_against_on,orb_for_on,drb_for_on,orb_against_on,drb_against_on
4593341,Emmanuel Newsome,2473,Oakland Golden Grizzlies,155.6196,56.2746,99.345,107.4941,94.2115,13.2827,86.0623,,,,,,,,0.6267,0.6267,,0.0,0.1333,0.8,0.2857,0.2857,,0.0,0.6364,0.6452,39.3922,28.8184,22.5098,69.4,71.08,919.12,912.84,108.0,40.0,988.0,860.0,75.0,47.0,0.0,0.0,56.0,16.0,0.0,0.0,20.0,28.0,16.0,11.0
4702651,Damani Hayes,233,South Dakota Coyotes,137.3302,52.7968,84.5334,112.0588,105.5662,6.4926,78.0408,,,,,,,,0.5286,0.5286,,0.0,0.1857,0.7692,0.2745,0.2745,,0.0,0.8333,0.3714,42.8082,19.1967,8.5616,67.72,70.08,1662.52,1667.2,93.0,37.0,1863.0,1760.0,70.0,37.0,0.0,0.0,51.0,14.0,0.0,0.0,13.0,30.0,6.0,22.0
4703247,Jay Pal,55,Jacksonville State Gamecocks,158.9147,78.8348,80.0799,106.7887,98.9984,7.7903,72.2896,,,,,,,,0.6234,0.6234,,0.0,0.1299,0.7,0.3929,0.3929,,0.0,0.8421,0.5312,42.7579,21.9638,8.0171,77.4,74.84,1625.64,1633.36,123.0,59.0,1736.0,1617.0,77.0,48.0,0.0,0.0,56.0,22.0,0.0,0.0,17.0,32.0,6.0,15.0
4898235,Mason Hooks,163,Princeton Tigers,126.0965,39.5257,86.5708,113.8461,99.0275,14.8186,71.7522,,,,,,,,0.5362,0.5362,,0.0,0.1304,0.5556,0.2632,0.2632,,0.0,0.9,0.303,38.1141,13.7061,4.2349,72.96,70.84,1516.96,1521.8,92.0,28.0,1727.0,1507.0,69.0,37.0,0.0,0.0,38.0,10.0,0.0,0.0,10.0,27.0,3.0,23.0
4700841,Kasen Jennings,338,Kennesaw State Owls,139.8964,65.051,74.8454,107.7273,103.8887,3.8387,71.0067,,,,,,,,0.6271,0.6271,,0.0,0.5085,0.6333,0.3016,0.3016,,0.0,0.7447,0.3939,44.6429,16.8394,15.3061,77.2,78.4,1984.64,1993.48,108.0,51.0,2138.0,2071.0,59.0,37.0,0.0,0.0,63.0,19.0,0.0,0.0,13.0,35.0,12.0,20.0
4640701,Josh LeBlanc Sr.,5,UAB Blazers,125.3651,35.5218,89.8433,111.7745,91.6793,20.0952,69.7481,,,,,,,,0.5,0.5,,0.0,0.175,0.8571,0.193,0.193,,0.0,0.8,0.3902,44.096,19.4742,11.024,82.16,81.64,1413.56,1423.44,103.0,29.0,1580.0,1305.0,80.0,40.0,0.0,0.0,57.0,11.0,0.0,0.0,16.0,36.0,9.0,25.0
4702993,Alex Huibregtse,2750,Wright State Raiders,103.3058,65.7895,37.5163,86.698,118.4308,-31.7327,69.2491,,,,,,,,0.4154,0.4154,,0.0,0.3692,0.7917,0.3125,0.3125,,0.0,0.7778,0.3721,45.1496,20.6612,12.8999,77.44,77.52,161.48,162.12,80.0,51.0,140.0,192.0,65.0,27.0,0.0,0.0,64.0,20.0,0.0,0.0,16.0,35.0,10.0,27.0
4593103,Kuba Karwowski,2534,Sam Houston Bearkats,133.3669,58.9441,74.4228,101.047,94.1155,6.9316,67.4912,,,,,,,,0.6154,0.6154,,0.0,0.2615,0.5882,0.3462,0.3462,,0.0,0.9024,0.3704,47.4116,12.5818,5.1256,79.48,78.04,2078.24,2062.36,106.0,46.0,2100.0,1941.0,65.0,40.0,0.0,0.0,52.0,18.0,0.0,0.0,10.0,37.0,4.0,17.0
4405121,Andrew Aiken,111926,Regent University Royals,77.6915,99.094,-21.4025,48.5,137.2736,-88.7736,67.3711,,,,,,,,0.375,0.375,,0.0,0.1094,0.5714,0.3898,0.3898,,0.0,0.6429,0.381,38.222,22.1976,21.2344,72.08,70.64,200.0,209.8,56.0,70.0,97.0,288.0,64.0,24.0,0.0,0.0,59.0,23.0,0.0,0.0,16.0,27.0,15.0,26.0
4593711,Louis Tang,2678,VMI Keydets,125.6425,55.9597,69.6828,111.3343,106.9672,4.367,65.3157,,,,,,,,0.5,0.5,,0.0,0.25,0.75,0.2778,0.2778,,0.0,0.8085,0.4167,53.1617,21.4163,12.5909,70.04,71.48,1603.28,1602.36,88.0,40.0,1785.0,1714.0,64.0,32.0,0.0,0.0,54.0,15.0,0.0,0.0,15.0,38.0,9.0,21.0
4278674,Michal Kozak,2692,Weber State Wildcats,119.5335,52.2648,67.2687,102.9681,99.5513,3.4168,63.8519,,,,,,,,0.5312,0.5312,,0.0,0.2344,0.8,0.25,0.25,,0.0,0.8511,0.3939,58.072,18.9504,10.1626,68.6,68.88,983.8,989.44,82.0,36.0,1013.0,985.0,64.0,34.0,0.0,0.0,60.0,15.0,0.0,0.0,13.0,40.0,7.0,20.0
4592767,Tommy Bruner,294,Jacksonville Dolphins,143.2749,64.3225,78.9524,101.3565,85.2042,16.1523,62.8001,,,,,,,,0.6061,0.6061,,0.0,0.1515,0.8,0.3273,0.3273,,0.0,0.775,0.3571,44.311,14.6199,12.8645,68.4,69.96,787.32,787.52,98.0,45.0,798.0,671.0,66.0,40.0,0.0,0.0,55.0,18.0,0.0,0.0,10.0,31.0,9.0,18.0
4701576,Tanner Christensen,70,Idaho Vandals,102.4599,110.0998,-7.6399,85.1004,153.2621,-68.1616,60.5217,,,,,,,,0.4427,0.4427,,0.0,0.334,0.7364,0.4722,0.4722,,0.0,0.7106,0.2673,37.5912,13.7766,15.3091,1909.04,1907.36,71.68,71.12,1956.0,2100.0,61.0,109.0,1545.0,684.0,0.0,0.0,1620.0,765.0,0.0,0.0,263.0,717.0,292.0,721.0
4596952,John Abate,2590,Spring Hill Badgers,80.9479,98.0839,-17.136,52.9169,129.5074,-76.5905,59.4545,,,,,,,,0.4528,0.4528,,0.0,0.3962,0.7143,0.4328,0.4328,,0.0,0.6667,0.2857,31.9343,11.7316,15.9672,85.24,87.68,77.48,78.76,69.0,86.0,41.0,102.0,53.0,24.0,0.0,0.0,67.0,29.0,0.0,0.0,10.0,28.0,14.0,25.0
