athlete_id,o_rapm,d_rapm,rapm,o_rapm_bp,d_rapm_bp,rapm_bp,athlete_display_name,team_id,team_display_name,total_poss
4701182,2.08,1.65,3.73,2.15,1.73,3.88,Mitchell Saxen,2608,Saint Mary's Gaels,1118.08
4897197,2.08,1.65,3.73,2.27,1.73,4.0,Augustas Marciulionis,2608,Saint Mary's Gaels,1118.08
4432971,2.08,1.65,3.73,2.12,1.79,3.91,Alex Ducas,2608,Saint Mary's Gaels,1118.08
4684628,2.08,1.65,3.73,2.15,1.62,3.77,Aidan Mahaney,2608,Saint Mary's Gaels,1118.08
4845367,2.37,1.08,3.45,2.39,1.09,3.4800000000000004,Stephon Castle,41,UConn Huskies,1423.4
4702056,1.8,1.51,3.31,2.12,1.8,3.92,Shahada Wells,2377,McNeese Cowboys,1262.0
5176641,1.8,1.51,3.31,1.58,1.49,3.0700000000000003,Omar Cooper,2377,McNeese Cowboys,1262.0
4701228,1.8,1.51,3.31,1.92,1.66,3.58,Christian Shumate,2377,McNeese Cowboys,1262.0
4432856,1.8,1.51,3.31,1.75,1.5,3.25,Antavion Collum,2377,McNeese Cowboys,1262.0
4701125,1.8,1.51,3.31,1.97,1.53,3.5,Javohn Garcia,2377,McNeese Cowboys,1262.0
4431705,2.15,1.0,3.15,2.29,1.09,3.38,Anton Watson,2250,Gonzaga Bulldogs,1219.44
4683737,2.15,1.0,3.15,2.25,1.01,3.26,Nolan Hickman,2250,Gonzaga Bulldogs,1219.44
4703396,2.15,1.0,3.15,2.32,1.01,3.33,Graham Ike,2250,Gonzaga Bulldogs,1219.44
4433629,2.15,1.0,3.15,2.32,1.05,3.37,Ryan Nembhard,2250,Gonzaga Bulldogs,1219.44
4897493,1.72,1.24,2.96,1.65,1.21,2.86,Denver Jones,2,Auburn Tigers,1408.76
4592965,2.13,0.8,2.9299999999999997,2.27,0.9,3.17,Tristen Newton,41,UConn Huskies,1485.1200000000001
4433083,2.13,0.8,2.9299999999999997,2.29,0.88,3.17,Cam Spencer,41,UConn Huskies,1485.1200000000001
5105671,0.84,2.07,2.9099999999999997,0.79,2.01,2.8,Brady Cummins,2142,Colgate Raiders,1099.84
4711313,2.2,0.59,2.79,2.27,0.79,3.06,Ben Gregg,2250,Gonzaga Bulldogs,997.12
4917149,2.04,0.66,2.7,2.11,0.73,2.84,Alex Karaban,41,UConn Huskies,1421.44
5105565,1.89,0.8,2.69,2.08,0.99,3.0700000000000003,Donovan Clingan,41,UConn Huskies,1040.92
5105672,0.83,1.84,2.67,0.85,1.98,2.83,Braeden Smith,2142,Colgate Raiders,1362.08
4397863,1.1,1.56,2.66,1.21,1.69,2.9,Jordan Lathon,2413,Morehead State Eagles,1084.88
5177362,1.31,1.34,2.6500000000000004,1.8,1.53,3.33,Riley Minix,2413,Morehead State Eagles,1349.0
4433569,1.34,1.3,2.64,1.52,1.51,3.0300000000000002,Johni Broome,2,Auburn Tigers,1476.8
4593089,1.02,1.6,2.62,1.14,1.66,2.8,Keegan Records,2142,Colgate Raiders,1235.24
4431776,0.82,1.73,2.55,0.97,1.75,2.7199999999999998,Jaylin Williams,2,Auburn Tigers,1332.44
4897375,1.59,0.95,2.54,1.68,1.0,2.6799999999999997,Jaden Campbell,2535,Samford Bulldogs,1431.04
4703889,1.59,0.94,2.5300000000000002,1.7,1.05,2.75,Jayson Kent,282,Indiana State Sycamores,1473.44
4592912,1.29,1.24,2.5300000000000002,1.3,1.22,2.52,Kalil Thomas,2413,Morehead State Eagles,1274.88
4431956,1.28,1.23,2.51,1.39,1.3,2.69,Noah Freidel,256,James Madison Dukes,1523.2
4702766,1.28,1.23,2.51,1.48,1.26,2.74,Terrence Edwards Jr.,256,James Madison Dukes,1523.2
4433127,1.28,1.23,2.51,1.23,1.2,2.4299999999999997,Julien Wooden,256,James Madison Dukes,1523.2
4870564,1.06,1.38,2.44,1.16,1.51,2.67,Joshua Jefferson,2608,Saint Mary's Gaels,678.04
4431786,1.63,0.79,2.42,1.67,0.84,2.51,Keshad Johnson,12,Arizona Wildcats,1588.16
4594109,1.63,0.79,2.42,1.8,0.97,2.77,Oumar Ballo,12,Arizona Wildcats,1588.16
4433144,1.63,0.79,2.42,1.82,0.87,2.69,Caleb Love,12,Arizona Wildcats,1588.16
4601025,1.63,0.79,2.42,1.72,0.79,2.51,Pelle Larsson,12,Arizona Wildcats,1588.16
