Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
"Cameron Steele, Joe Pleasant",40.0,99.5,60.47,112.99999999999999,52.52525252525253,113.0,52.0,56.0,103.0,13.0,35.0,0.0,0.0,21.0,37.0,0.0,13.0,4.0,18.0,20.0,58.0,Abilene Christian Wildcats
"Cameron Steele, Hunter Jack Madden",120.0,258.0,34.93,103.43511450381679,68.50393700787401,103.44,66.41,54.58,104.96,11.83,33.59,0.0,0.0,20.99,29.39,0.0,13.36,3.82,16.03,24.05,50.38,Abilene Christian Wildcats
"Cameron Steele, Damien Daniels",240.0,510.0,26.41,96.31067961165049,69.9009900990099,96.31,68.54,51.26,97.86,10.1,29.32,0.0,0.0,16.5,29.51,0.0,13.59,3.88,18.64,23.3,46.01,Abilene Christian Wildcats
"Cameron Steele, Tobias Cameron",240.0,510.0,26.41,96.31067961165049,69.9009900990099,96.31,68.54,51.26,97.86,10.1,29.32,0.0,0.0,16.5,29.51,0.0,13.59,3.88,18.64,23.3,46.01,Abilene Christian Wildcats
"Hunter Jack Madden, Tobias Cameron",400.0,790.5,19.45,101.40485312899105,81.95488721804512,101.4,83.52,53.0,100.13,11.11,28.48,0.0,0.0,15.96,28.74,0.0,10.98,3.7,15.84,25.54,44.7,Abilene Christian Wildcats
"Cameron Steele, Immanuel Allen",200.0,410.5,18.15,92.28915662650601,74.13793103448276,92.29,72.53,50.12,96.63,9.4,27.95,0.0,0.0,15.42,27.71,0.0,13.73,3.86,18.8,24.1,43.13,Abilene Christian Wildcats
"Airion Simmons, Cameron Steele",120.0,252.0,17.62,88.93280632411067,71.31474103585657,88.93,70.75,47.83,90.51,8.3,24.9,0.0,0.0,11.86,29.64,0.0,13.83,3.95,21.34,22.53,41.5,Abilene Christian Wildcats
"Hunter Jack Madden, Joe Pleasant",360.0,722.5,17.18,98.60724233983287,81.43053645116919,98.61,82.45,52.92,98.75,9.75,27.02,0.0,0.0,14.07,28.83,0.0,10.72,3.76,15.32,25.21,42.9,Abilene Christian Wildcats
"Damien Daniels, Hunter Jack Madden",480.0,960.0,16.1,97.90136411332634,81.79937952430197,97.9,83.0,52.36,99.16,10.18,27.7,0.0,0.0,14.8,28.02,0.0,11.12,3.78,15.63,25.6,42.82,Abilene Christian Wildcats
"Hunter Jack Madden, Immanuel Allen",440.0,860.5,10.99,96.13130128956624,85.13824884792626,96.13,86.64,51.93,98.71,9.85,26.85,0.0,0.0,14.07,26.96,0.0,10.9,3.75,15.36,26.26,41.03,Abilene Christian Wildcats
"Damien Daniels, Tobias Cameron",1130.0,2257.5,6.74,93.59605911330048,86.85363716038562,93.6,88.76,50.69,98.25,9.0,25.62,0.0,0.0,14.02,27.9,0.0,10.88,2.87,15.76,26.06,41.92,Abilene Christian Wildcats
"Immanuel Allen, Tobias Cameron",760.0,1513.5,5.52,91.43239625167337,85.90998043052838,91.43,88.15,48.86,96.45,9.3,26.24,0.0,0.0,13.52,27.51,0.0,11.24,3.41,17.07,26.31,41.03,Abilene Christian Wildcats
"Joe Pleasant, Tobias Cameron",850.0,1687.0,5.38,94.77791116446579,89.40281030444966,94.78,91.66,51.8,99.7,8.76,25.03,0.0,0.0,13.87,27.91,0.0,10.08,2.52,14.17,26.35,41.78,Abilene Christian Wildcats
"Damien Daniels, Immanuel Allen",840.0,1683.0,5.02,90.44471153846155,85.42890716803761,90.44,87.38,48.92,96.27,8.95,26.02,0.0,0.0,13.1,27.22,0.0,11.3,3.49,16.83,26.26,40.32,Abilene Christian Wildcats
"Damien Daniels, Joe Pleasant",930.0,1856.5,4.92,93.57298474945533,88.65210442194991,93.57,90.63,51.58,99.24,8.5,24.95,0.0,0.0,13.45,27.61,0.0,10.24,2.67,14.22,26.31,41.06,Abilene Christian Wildcats
"Immanuel Allen, Joe Pleasant",560.0,1112.5,2.05,90.61075660893346,88.56382978723404,90.61,91.07,49.68,97.45,8.57,25.34,0.0,0.0,12.4,26.89,0.0,10.3,3.28,14.95,26.8,39.29,Abilene Christian Wildcats
"Airion Simmons, Ali Abdou Dibba",330.0,644.5,1.31,95.61815336463224,94.3076923076923,95.62,95.93,54.15,101.72,7.67,22.69,0.0,0.0,14.08,27.39,0.0,9.7,1.41,12.36,26.45,41.47,Abilene Christian Wildcats
