team_id,opp_orb,opp_drb,opp_trb,opp_fga,opp_3pa,opp_poss
2,403,803,1206,2029,678,2446.48
3,19,34,53,76,20,74.16
5,397,818,1215,2122,779,2416.2
6,369,869,1238,1948,694,2255.2
8,366,834,1200,2039,696,2388.24
9,338,960,1298,1887,740,2247.16
12,323,852,1175,2252,853,2668.52
13,360,872,1232,1778,543,2125.36
16,264,727,991,1854,720,2200.92
21,377,868,1245,2117,867,2499.64
22,16,31,47,58,26,67.08
23,307,840,1147,1804,638,2122.48
24,319,821,1140,2020,759,2283.84
25,308,856,1164,1949,706,2261.2400000000002
26,299,775,1074,1747,748,2107.04
27,279,930,1209,1900,632,2284.88
28,314,811,1125,1911,693,2215.16
30,377,812,1189,1981,768,2317.44
35,22,37,59,74,21,68.04
36,332,845,1177,2030,684,2392.28
38,330,787,1117,2234,787,2564.4
40,11,49,60,83,39,83.72
41,395,808,1203,2278,749,2616.96
42,11,27,38,50,18,61.68
43,271,801,1072,1873,784,2195.12
44,255,724,979,1706,733,2019.52
45,363,839,1202,2128,810,2295.12
46,310,777,1087,1841,703,2158.92
47,366,745,1111,2035,668,2439.84
48,338,798,1136,1991,723,2222.84
50,329,727,1056,1732,626,2037.4
52,372,842,1214,1892,723,2354.0
55,262,721,983,1735,619,2132.72
56,382,820,1202,2168,823,2351.44
57,403,886,1289,2311,748,2651.2
58,378,835,1213,1924,730,2259.6
59,339,794,1133,1976,779,2194.56
60,12,21,33,53,26,71.24000000000001
61,418,987,1405,2289,852,2589.2400000000002
62,286,800,1086,1935,496,2300.72
66,357,869,1226,1909,863,2480.16
67,11,31,42,75,31,77.12
68,242,742,984,1818,671,2208.2
70,284,801,1085,1736,669,2086.84
71,342,808,1150,1955,749,2352.7200000000003
73,20,31,51,75,22,79.76
75,12,21,33,59,19,71.56
77,300,837,1137,1788,668,2218.88
79,263,757,1020,1747,537,2104.56
81,6,34,40,68,40,80.48
82,330,886,1216,1920,668,2292.52
83,10,26,36,62,29,79.56
84,361,790,1151,2013,829,2273.2799999999997
85,337,727,1064,1828,685,2187.4
87,313,816,1129,1910,702,2155.56
88,318,833,1151,1781,657,2209.44
91,296,836,1132,1813,800,2074.44
93,253,810,1063,1750,743,2084.56
94,371,813,1184,1968,815,2327.04
96,398,817,1215,2138,859,2445.6
97,297,812,1109,1890,740,2239.7200000000003
98,361,882,1243,2144,877,2565.28
99,380,778,1158,1981,821,2320.48
100,28,50,78,118,44,125.52
101,27,78,105,130,37,149.07999999999998
103,333,902,1235,2121,801,2435.8
104,253,846,1099,1777,718,2177.2
107,310,856,1166,1922,758,2142.56
108,314,682,996,1667,684,1832.72
111,282,699,981,1792,696,2090.08
113,333,720,1053,1755,674,2127.32
116,312,718,1030,1890,657,2231.68
117,32,58,90,119,41,126.04
119,311,739,1050,1833,676,2151.32
120,328,819,1147,1825,549,2181.84
127,344,832,1176,1938,806,2302.32
129,17,26,43,75,32,75.28
130,347,770,1117,1988,649,2213.64
135,342,774,1116,1999,609,2288.48
139,330,822,1152,1965,830,2276.68
140,275,755,1030,1705,637,2156.96
142,388,800,1188,1818,724,2178.2400000000002
145,419,767,1186,1916,708,2167.36
147,328,902,1230,2000,681,2460.48
148,14,29,43,72,31,77.36
149,331,842,1173,2085,673,2413.64
150,327,809,1136,2055,713,2389.32
151,339,802,1141,1835,788,2169.28
152,424,1059,1483,2408,887,2819.4
153,331,920,1251,2281,817,2625.36
154,313,827,1140,2045,725,2400.04
155,277,800,1077,1871,636,2167.56
156,345,831,1176,2324,648,2408.68
158,411,848,1259,2136,885,2372.48
159,220,718,938,1584,673,1776.16
160,289,916,1205,1930,748,2254.64
161,355,909,1264,1967,780,2347.44
163,223,705,928,1616,629,1891.3200000000002
164,363,904,1267,1798,709,2183.04
166,309,811,1120,1812,766,2208.96
167,346,898,1244,2058,747,2508.56
171,269,633,902,1616,695,1873.96
172,345,722,1067,1826,760,2140.4
177,12,34,46,59,26,64.16
179,304,754,1058,1799,732,2185.4
182,10,33,43,73,23,82.6
183,360,843,1203,1964,732,2291.84
185,9,39,48,63,17,74.24
189,302,881,1183,2028,700,2365.52
190,41,74,115,182,66,208.2
191,17,37,54,79,43,77.72
193,339,828,1167,1870,683,2189.16
194,375,859,1234,2133,717,2426.7200000000003
195,375,824,1199,1904,715,2266.56
197,312,775,1087,1891,623,2177.68
198,341,840,1181,1882,722,2124.04
201,290,719,1009,1855,662,2183.32
202,357,818,1175,1872,721,2206.96
203,24,52,76,119,49,135.0
204,341,751,1092,1832,699,2148.44
212,18,31,49,69,31,75.0
213,355,863,1218,1888,620,2318.84
214,17,35,52,67,22,67.6
218,374,1026,1400,2085,807,2468.8
219,268,707,975,1721,748,1943.52
221,264,836,1100,1841,711,2190.28
222,287,870,1157,1926,872,2220.44
225,290,779,1069,1797,687,2128.12
226,14,31,45,67,33,71.44
227,326,774,1100,1967,776,2185.64
228,355,871,1226,2140,879,2427.84
229,7,28,35,60,13,77.12
231,315,868,1183,2036,709,2365.28
232,327,903,1230,2112,784,2455.52
233,327,768,1095,2063,796,2250.84
235,406,763,1169,2001,854,2298.92
236,357,775,1132,2039,860,2264.24
238,314,876,1190,1881,744,2158.2
239,308,715,1023,1987,708,2358.32
241,10,40,50,79,23,92.92
242,334,804,1138,1941,748,2166.0
245,355,858,1213,2095,940,2442.92
248,397,851,1248,1862,747,2372.96
249,356,755,1111,1785,641,2141.48
250,358,785,1143,1961,691,2422.2
251,362,796,1158,1940,637,2306.4
252,306,830,1136,2003,681,2360.04
253,349,809,1158,1894,522,2192.6
254,372,972,1344,2347,855,2617.96
256,357,863,1220,2112,753,2587.2400000000002
257,324,900,1224,1932,786,2215.16
258,316,865,1181,1805,715,2102.04
259,297,789,1086,1943,658,2295.28
261,285,889,1174,1982,710,2276.24
263,7,38,45,58,31,72.32
264,346,811,1157,2003,698,2319.72
265,309,798,1107,1979,616,2316.16
269,397,929,1326,2156,923,2558.2
270,413,845,1258,2194,836,2503.56
275,278,835,1113,1961,672,2380.7200000000003
276,349,941,1290,2060,718,2369.52
277,343,804,1147,1969,846,2201.32
278,342,808,1150,1952,722,2193.28
279,324,889,1213,1867,739,2200.6
282,338,907,1245,2406,819,2779.56
284,343,862,1205,1875,867,2136.12
285,12,33,45,63,19,68.28
288,324,791,1115,2015,754,2261.96
289,14,37,51,68,39,67.52
290,400,858,1258,1947,708,2316.72
292,350,873,1223,1898,638,2278.36
294,335,724,1059,1853,738,2252.12
295,362,933,1295,1893,794,2273.36
299,387,900,1287,2205,967,2612.16
300,343,775,1118,1984,603,2362.08
301,365,872,1237,1941,776,2340.16
302,338,778,1116,1803,601,2246.96
304,259,770,1029,1835,568,2240.04
305,343,826,1169,1948,801,2166.76
309,363,807,1170,1856,590,2306.04
311,293,836,1129,1794,589,2175.0
314,312,839,1151,1700,680,2146.2
315,264,744,1008,1834,508,2182.48
322,323,861,1184,1801,692,2099.96
324,382,790,1172,2035,935,2210.88
325,424,897,1321,2047,784,2450.44
326,354,828,1182,1954,687,2371.56
328,330,827,1157,2070,755,2435.96
329,19,43,62,76,34,77.44
331,304,705,1009,1912,781,2261.28
332,6,36,42,69,23,72.16
333,446,878,1324,2351,873,2724.28
338,342,853,1195,1916,742,2334.08
339,318,928,1246,2074,899,2433.56
344,346,795,1141,2016,830,2395.04
349,261,816,1077,1712,679,2026.44
350,321,755,1076,1762,645,2070.4
353,22,36,58,69,21,67.64
355,15,33,48,72,27,78.28
356,381,878,1259,2418,684,2652.24
357,280,829,1109,1755,647,2327.6
366,12,26,38,52,21,71.16
380,12,29,41,56,20,75.84
395,5,33,38,55,25,68.92
398,13,24,37,60,22,67.48
399,320,822,1142,1944,576,2366.36
402,23,28,51,74,30,75.44
407,14,28,42,63,21,69.12
415,14,35,49,68,21,76.36
417,18,31,49,57,23,63.44
418,16,34,50,62,28,71.64
437,25,59,84,112,41,143.12
461,27,68,95,141,50,148.6
465,14,29,43,72,28,69.16
484,32,77,109,150,84,146.56
486,9,24,33,70,30,74.04
494,31,71,102,133,53,138.16000000000003
495,15,30,45,72,25,80.44
500,11,22,33,59,18,71.56
502,11,38,49,60,23,74.44
506,11,21,32,58,18,65.56
509,9,28,37,62,23,66.48
511,13,32,45,60,19,76.2
513,16,44,60,72,21,77.16
524,27,85,112,158,63,177.92000000000002
526,307,736,1043,1845,792,2095.28
533,28,54,82,135,46,134.2
534,15,32,47,70,33,73.92
538,11,25,36,72,30,76.84
548,14,26,40,79,35,87.12
551,13,35,48,78,33,76.48
556,16,24,40,59,23,65.56
561,10,38,48,66,37,75.36
569,11,27,38,62,19,70.36
573,37,91,128,207,77,210.24
594,23,43,66,88,45,81.6
603,16,26,42,67,19,72.92
608,25,53,78,143,67,157.64
619,14,32,46,64,24,63.92
628,16,30,46,68,31,68.16
2000,342,909,1251,1923,613,2413.04
2001,21,43,64,126,53,150.07999999999998
2005,297,719,1016,1631,598,1962.28
2006,306,822,1128,1985,738,2325.84
2010,413,841,1254,2010,742,2484.52
2011,316,942,1258,1751,726,2226.84
2013,21,30,51,73,19,80.68
2016,316,712,1028,1818,828,2173.04
2025,11,31,42,51,23,64.96000000000001
2026,393,843,1236,2225,732,2395.68
2027,13,32,45,68,34,76.48
2029,370,813,1183,2010,768,2291.08
2031,377,788,1165,2012,772,2372.84
2032,377,927,1304,2234,602,2568.32
2036,6,34,40,66,33,77.68
2044,13,37,50,66,31,72.04
2046,359,880,1239,1967,713,2324.2400000000002
2048,33,51,84,127,46,135.95999999999998
2050,298,746,1044,1821,643,2114.2
2056,12,27,39,69,26,73.24
2057,337,857,1194,2067,827,2369.56
2061,10,31,41,62,31,67.68
2062,35,76,111,161,53,163.0
2064,9,49,58,115,46,141.2
2065,377,836,1213,1869,669,2440.84
2066,273,717,990,1790,691,2054.4
2070,7,22,29,64,8,71.16
2071,14,33,47,65,26,74.8
2075,8,33,41,57,28,74.12
2077,21,34,55,74,32,79.24
2079,23,62,85,122,28,141.07999999999998
2081,14,45,59,78,31,83.04
2083,320,791,1111,1831,772,2116.88
2084,327,810,1137,1926,688,2173.32
2085,8,29,37,65,15,76.44
2086,350,837,1187,2094,777,2325.96
2092,13,32,45,68,22,85.72
2097,349,763,1112,1928,825,2163.48
2098,16,32,48,77,35,80.8
2099,311,757,1068,1913,601,2195.2
2104,24,57,81,133,50,152.8
2110,342,849,1191,1933,812,2238.72
2115,302,748,1050,1809,634,2110.56
2116,308,832,1140,1800,712,2273.84
2117,366,840,1206,1916,780,2165.08
2124,39,112,151,200,71,218.07999999999998
2127,300,774,1074,1795,563,2036.72
