athlete_id,3PA,3P%,streak_score,p_value,runs_z_score,runs_p_value
5319615,6,0.3333333333333333,0.75,0.058,-1.237436867076458,0.21592493894014042
4701543,6,0.3333333333333333,0.75,0.083,-1.237436867076458,0.21592493894014042
5311985,6,0.3333333333333333,0.75,1.0,-1.237436867076458,0.21592493894014042
5239608,6,0.3333333333333333,0.75,0.059,-1.237436867076458,0.21592493894014042
5109018,6,0.3333333333333333,0.75,1.0,-1.237436867076458,0.21592493894014042
5177101,7,0.5714285714285714,0.75,1.0,-1.6371154689952476,0.10160634497555665
5174600,5,0.4,0.6666666666666667,0.339,-0.9819805060619656,0.32610945202048913
5176759,6,0.5,0.6666666666666667,0.099,-1.3693063937629153,0.17090352023079747
5113388,5,0.4,0.6666666666666667,1.0,-0.9819805060619656,0.32610945202048913
5261346,6,0.5,0.6666666666666667,0.049,-1.3693063937629153,0.17090352023079747
5313683,5,0.4,0.6666666666666667,0.099,-0.9819805060619656,0.32610945202048913
5116420,5,0.4,0.6666666666666667,0.161,-0.9819805060619656,0.32610945202048913
5263812,5,0.4,0.6666666666666667,1.0,-0.9819805060619656,0.32610945202048913
5324300,6,0.5,0.6666666666666667,0.257,-1.3693063937629153,0.17090352023079747
5194093,8,0.625,0.6666666666666667,0.033,-1.853743141959974,0.06377591639194595
4896978,6,0.5,0.6666666666666667,0.048,-1.3693063937629153,0.17090352023079747
5242588,5,0.4,0.6666666666666667,1.0,-0.9819805060619656,0.32610945202048913
5317319,4,0.75,0.6666666666666666,1.0,0.0,1.0
4904188,4,0.75,0.6666666666666666,0.256,0.0,1.0
5324535,5,0.6,0.6666666666666666,0.107,-0.9819805060619656,0.32610945202048913
5329895,4,0.75,0.6666666666666666,0.233,0.0,1.0
5324959,4,0.75,0.6666666666666666,0.256,0.0,1.0
5182688,5,0.6,0.6666666666666666,0.101,-0.9819805060619656,0.32610945202048913
5247367,4,0.75,0.6666666666666666,0.508,0.0,1.0
5248079,6,0.5,0.6666666666666666,0.243,-1.3693063937629153,0.17090352023079747
5188097,8,0.375,0.6666666666666666,0.035,-1.853743141959974,0.06377591639194595
5322122,4,0.75,0.6666666666666666,0.244,0.0,1.0
5325382,4,0.75,0.6666666666666666,0.247,0.0,1.0
5324099,4,0.75,0.6666666666666666,0.252,0.0,1.0
5322114,10,0.3,0.6666666666666666,0.017,-2.209456138639423,0.027142929983305707
5258664,5,0.6,0.6666666666666666,0.102,-0.9819805060619656,0.32610945202048913
5264290,4,0.75,0.6666666666666666,0.234,0.0,1.0
5115454,8,0.375,0.6666666666666666,0.194,-1.853743141959974,0.06377591639194595
5261775,5,0.6,0.6666666666666666,0.094,-0.9819805060619656,0.32610945202048913
5325178,4,0.75,0.6666666666666666,0.247,0.0,1.0
5313385,7,0.42857142857142855,0.6666666666666666,0.145,-1.6371154689952476,0.10160634497555665
5105675,15,0.4666666666666667,0.5714285714285714,0.382,-2.135925521887771,0.03268548495340474
4711296,22,0.22727272727272727,0.5375,0.398,-2.6868119890582034,0.007213754438106452
5247712,11,0.2727272727272727,0.5238095238095237,0.089,-1.5382693270433894,0.1239827762058311
5239715,26,0.2692307692307692,0.5087719298245614,0.597,-2.434045411998135,0.014931121694507268
5239719,3,0.6666666666666666,0.5,0.51,0.3535533905932744,0.7236736098317627
5316425,4,0.5,0.5,1.0,-0.6123724356957945,0.5402913746074199
5241401,4,0.5,0.5,1.0,-0.6123724356957945,0.5402913746074199
5239824,3,0.6666666666666666,0.5,1.0,0.3535533905932744,0.7236736098317627
5314681,7,0.2857142857142857,0.5,0.488,-1.443153598094225,0.14897720758262634
5101856,6,0.3333333333333333,0.5,0.344,-1.237436867076458,0.21592493894014042
5105427,4,0.5,0.5,0.32,-0.6123724356957945,0.5402913746074199
5247376,6,0.3333333333333333,0.5,0.144,-1.237436867076458,0.21592493894014042
5105546,3,0.6666666666666666,0.5,1.0,0.3535533905932744,0.7236736098317627
5325146,4,0.5,0.5,0.326,-0.6123724356957945,0.5402913746074199
5314572,4,0.5,0.5,1.0,-0.6123724356957945,0.5402913746074199
