Combo,Mins,Avg_Poss,NetRtg,ORtg,DRtg,PF_100,PA_100,FGM_100,FGA_100,FG3M_100,FG3A_100,FTM_100,FTA_100,ORB_100,DRB_100,AST_100,STL_100,BLK_100,TOV_100,Foul_100,REB_100,Team
Jovan Crnic,405.0,811.5,3.68,87.5784190715182,83.89830508474576,87.58,86.95,47.93,90.97,8.66,22.96,0.0,0.0,9.16,33.63,0.0,9.66,4.39,18.19,27.23,42.79,Abilene Christian Wildcats
Payten Ricks,205.0,405.0,3.57,93.18181818181817,89.61352657004831,93.18,93.69,51.52,89.9,9.6,23.23,0.0,0.0,8.08,31.31,0.0,6.82,3.28,18.18,29.29,39.39,Abilene Christian Wildcats
Hayden Howell,780.0,1545.5,3.13,87.00527704485488,83.87301587301587,87.01,87.14,47.03,90.83,9.3,24.21,0.0,0.0,9.3,31.0,0.0,9.43,3.89,18.47,28.17,40.3,Abilene Christian Wildcats
Jaren Lewis,1099.9,2173.5,0.64,88.15543071161048,87.51696065128901,88.16,90.59,47.19,91.43,9.32,24.2,0.0,0.0,9.69,30.15,0.0,8.99,3.65,18.26,27.81,39.84,Abilene Christian Wildcats
Jalone Friday,415.0,817.5,0.41,91.15815691158157,90.7451923076923,91.16,94.02,48.07,92.28,10.34,25.16,0.0,0.0,10.09,27.4,0.0,7.72,3.11,17.81,27.4,37.49,Abilene Christian Wildcats
Drake Green,694.9,1358.5,0.31,88.23088455772114,87.92480115690527,88.23,91.15,46.85,90.55,8.85,23.24,0.0,0.0,8.47,31.18,0.0,9.22,3.82,17.92,27.44,39.65,Abilene Christian Wildcats
Trey Lenox,40.0,76.0,0.24,79.72972972972973,79.48717948717949,79.73,83.78,37.84,95.95,10.81,27.03,0.0,0.0,14.86,32.43,0.0,5.41,5.41,18.92,24.32,47.29,Abilene Christian Wildcats
Jaylen Franklin,934.9,1861.0,-0.14,88.19026790595954,88.32540940306392,88.19,91.42,47.02,91.8,9.29,24.28,0.0,0.0,9.84,29.52,0.0,9.57,3.44,18.04,27.83,39.36,Abilene Christian Wildcats
Diamante Langston,160.0,323.0,-0.19,80.8641975308642,81.05590062111801,80.86,80.56,45.37,90.43,8.64,22.22,0.0,0.0,9.26,27.47,0.0,10.8,4.01,18.83,28.4,36.73,Abilene Christian Wildcats
Isaiah Tripp,524.9,1030.5,-2.39,88.35143139190524,90.7442748091603,88.35,93.88,47.19,92.0,9.58,25.57,0.0,0.0,10.86,27.94,0.0,8.19,3.26,18.85,28.92,38.8,Abilene Christian Wildcats
Hayden Farquhar,239.9,465.5,-3.52,89.08296943231441,92.60042283298098,89.08,95.63,45.63,93.89,9.61,25.98,0.0,0.0,12.45,31.0,0.0,8.52,3.49,18.56,25.76,43.45,Abilene Christian Wildcats
Trevor Lyons,730.0,1462.0,-0.36,91.88640973630832,92.2491349480969,91.89,90.13,51.45,99.05,9.94,27.99,0.0,0.0,13.18,31.91,0.0,6.76,1.89,14.13,22.92,45.09,Air Force Falcons
Hayden Graham,1295.0,2572.0,-3.26,90.56966897613549,93.83346425765907,90.57,91.96,49.92,97.15,9.97,27.41,0.0,0.0,11.66,31.41,0.0,7.2,2.12,14.51,22.29,43.07,Air Force Falcons
Jacob Van,1170.0,2329.0,-3.94,90.28425965210013,94.21990438939591,90.28,91.98,50.19,97.62,9.93,27.92,0.0,0.0,12.18,31.48,0.0,7.21,1.99,14.55,22.27,43.66,Air Force Falcons
Frank Toohey,1335.0,2649.0,-4.19,90.13084112149534,94.3194815097217,90.13,92.49,49.72,96.82,9.87,27.33,0.0,0.0,11.59,31.33,0.0,7.36,2.09,14.77,22.28,42.92,Air Force Falcons
Zach Kocur,1335.0,2649.0,-4.19,90.13084112149534,94.3194815097217,90.13,92.49,49.72,96.82,9.87,27.33,0.0,0.0,11.59,31.33,0.0,7.36,2.09,14.77,22.28,42.92,Air Force Falcons
Ryan Manning,125.0,240.5,-5.79,90.04149377593362,95.83333333333334,90.04,95.44,46.47,90.46,10.37,25.73,0.0,0.0,7.47,29.05,0.0,9.13,1.66,17.01,20.75,36.52,Air Force Falcons
Sid Tomes,165.0,320.0,-6.04,88.9937106918239,95.03105590062113,88.99,96.23,46.23,90.88,9.43,22.96,0.0,0.0,7.23,30.19,0.0,8.49,2.83,16.35,22.33,37.42,Air Force Falcons
Pervis Louder,40.0,79.5,-6.97,85.71428571428571,92.6829268292683,85.71,98.7,45.45,92.21,6.49,14.29,0.0,0.0,6.49,33.77,0.0,6.49,6.49,14.29,27.27,40.26,Air Force Falcons
CJ Siples,320.0,638.0,-8.28,88.54489164086688,96.82539682539682,88.54,94.43,47.99,95.05,10.37,26.63,0.0,0.0,11.15,32.04,0.0,7.89,2.79,16.1,21.52,43.19,Air Force Falcons
Lavelle Scottie,120.0,229.0,-14.64,84.91379310344827,99.5575221238938,84.91,96.98,48.28,95.69,8.62,31.03,0.0,0.0,8.62,27.16,0.0,8.19,0.43,12.93,20.26,35.78,Air Force Falcons
Dane Norman,40.0,77.0,-35.06,75.32467532467533,110.3896103896104,75.32,110.39,42.86,85.71,6.49,24.68,0.0,0.0,9.09,28.57,0.0,12.99,1.3,23.38,22.08,37.66,Air Force Falcons
Tavian Dunn-Martin,40.0,68.0,26.48,113.43283582089552,86.95652173913044,113.43,89.55,53.73,101.49,14.93,40.3,0.0,0.0,22.39,44.78,0.0,2.99,5.97,20.9,23.88,67.17,Akron Zips
Josh Williams,360.0,696.5,16.96,101.84397163120566,84.88372093023256,101.84,82.84,53.19,96.45,14.04,36.17,0.0,0.0,13.19,32.48,0.0,6.38,5.25,16.74,22.55,45.67,Akron Zips
Emmanuel Olojakpoke,40.0,81.0,9.88,108.64197530864197,98.76543209876543,108.64,98.77,56.79,98.77,18.52,38.27,0.0,0.0,7.41,25.93,0.0,8.64,0.0,8.64,24.69,33.34,Akron Zips
Michael Hughes,40.0,81.0,9.88,108.64197530864197,98.76543209876543,108.64,98.77,56.79,98.77,18.52,38.27,0.0,0.0,7.41,25.93,0.0,8.64,0.0,8.64,24.69,33.34,Akron Zips
Daniel Utomi,80.0,161.5,6.83,100.0,93.16770186335404,100.0,92.59,54.32,96.91,15.43,33.95,0.0,0.0,9.26,27.78,0.0,12.35,2.47,12.35,24.07,37.04,Akron Zips
