athlete_id,o_rapm,d_rapm,rapm,o_rapm_bp,d_rapm_bp,rapm_bp,athlete_display_name,team_id,team_display_name,total_poss
4590360,1.88,2.17,4.05,2.4,2.64,5.04,Chucky Hepburn,97,Louisville Cardinals,2200.6323694618336
4585618,1.63,2.41,4.04,2.04,2.84,4.88,Keshon Gilbert,66,Iowa State Cyclones,1896.9476039305862
4897535,2.01,2.02,4.029999999999999,2.42,2.45,4.87,Alvaro Cardenas,68,Boise State Broncos,2171.6559418776815
4567079,2.43,1.57,4.0,2.65,1.89,4.54,Kerwin Walton,2641,Texas Tech Red Raiders,1885.9110479083058
5103630,2.4,1.6,4.0,2.82,2.05,4.869999999999999,John Blackwell,275,Wisconsin Badgers,2242.186830474928
4433183,2.59,1.4,3.9899999999999998,3.04,1.81,4.85,Lamont Butler,96,Kentucky Wildcats,1504.4544005153623
4610012,1.94,2.03,3.9699999999999998,2.41,2.46,4.87,Eric Dailey Jr.,26,UCLA Bruins,1879.2309435164238
4883573,1.88,2.08,3.96,2.41,2.57,4.98,Zakai Zeigler,2633,Tennessee Volunteers,1961.3623348669803
4693954,2.16,1.79,3.95,2.65,2.28,4.93,Ian Schieffelin,228,Clemson Tigers,2001.6548863379503
4703396,2.47,1.46,3.93,3.05,1.89,4.9399999999999995,Graham Ike,2250,Gonzaga Bulldogs,2043.580249299841
5107782,1.71,2.21,3.92,2.31,2.64,4.95,Donovan Dent,167,New Mexico Lobos,2368.3471943192176
4433187,1.56,2.33,3.89,1.91,2.71,4.62,Selton Miguel,120,Maryland Terrapins,2107.8722882756833
5107070,1.75,2.13,3.88,2.12,2.51,4.63,Colin Porter,2335,Liberty Flames,2111.3791118252516
4432180,1.3,2.58,3.88,1.86,3.12,4.98,Hunter Dickinson,2305,Kansas Jayhawks,2128.2430080529552
5243405,1.91,1.95,3.86,2.35,2.48,4.83,Jayden Johnson,2569,South Carolina State Bulldogs,638.7127224882634
4593744,1.92,1.93,3.8499999999999996,2.39,2.33,4.720000000000001,Trevin Knell,252,BYU Cougars,1447.9215975306277
4897438,2.93,0.91,3.8400000000000003,3.56,1.32,4.88,Trey Kaufman-Renn,2509,Purdue Boilermakers,2016.8186818398024
4873181,3.25,0.59,3.84,3.51,1.0,4.51,Jarin Stevenson,333,Alabama Crimson Tide,1841.2165057562597
4433176,2.4,1.43,3.83,2.89,1.85,4.74,RJ Davis,153,North Carolina Tar Heels,2349.5016331123475
4684163,1.74,2.09,3.83,2.01,2.51,4.52,Chris Howell,28,UC San Diego Tritons,1962.7785979240257
4431983,1.02,2.8,3.82,1.41,3.25,4.66,Dajuan Harris Jr.,2305,Kansas Jayhawks,2075.1757007417687
4712862,1.76,2.07,3.83,2.16,2.5,4.66,Malik Dia,145,Ole Miss Rebels,1924.505085859344
4697268,1.82,1.99,3.81,2.42,2.42,4.84,Kam Jones,269,Marquette Golden Eagles,2179.278547217417
5081887,2.06,1.74,3.8,2.52,2.16,4.68,Andrew Meadow,68,Boise State Broncos,1959.9771772623278
4702721,2.08,1.71,3.79,2.44,2.08,4.52,Trey Townsend,12,Arizona Wildcats,1830.5659686019742
4431719,1.93,1.87,3.8,2.32,2.28,4.6,Khalif Battle,2250,Gonzaga Bulldogs,1941.980949809224
4895783,2.25,1.53,3.7800000000000002,2.68,1.97,4.65,Nolan Winter,275,Wisconsin Badgers,2025.293325234849
4684634,2.38,1.4,3.78,2.85,1.78,4.63,Rodney Rice,120,Maryland Terrapins,1896.4055728228166
5177736,2.33,1.44,3.77,2.65,1.87,4.52,Ben Humrichous,356,Illinois Fighting Illini,1920.0287033589807
4703572,1.58,2.19,3.77,1.98,2.57,4.55,Kaden Metheny,2335,Liberty Flames,2017.7270938274607
5105569,1.22,2.53,3.75,1.51,2.92,4.43,Filip Borovicanin,167,New Mexico Lobos,1721.3718254986045
5105815,1.99,1.74,3.73,2.39,2.21,4.6,Jaxon Kohler,127,Michigan State Spartans,1819.9506786930294
5037873,1.48,2.25,3.73,1.88,2.72,4.6,Drake Powell,153,North Carolina Tar Heels,1410.949617336879
5102798,1.93,1.79,3.7199999999999998,2.33,2.24,4.57,James Scott,97,Louisville Cardinals,1870.9015094704746
4432586,1.95,1.77,3.7199999999999998,2.45,2.3,4.75,Nate Bittle,2483,Oregon Ducks,2127.6791676883768
4898260,1.96,1.75,3.71,2.54,2.15,4.6899999999999995,Tyson Degenhart,68,Boise State Broncos,2137.1837843469934
4702743,2.78,0.92,3.6999999999999997,3.28,1.38,4.66,Andrew Carr,96,Kentucky Wildcats,1599.4265220968655
4702784,2.11,1.59,3.7,2.52,2.03,4.55,J'Vonne Hadley,97,Louisville Cardinals,2261.789534747649
5105552,2.48,1.19,3.67,2.8,1.72,4.52,B.J. Edwards,2567,SMU Mustangs,2104.2820808050474
5105643,1.34,2.33,3.67,1.74,2.73,4.47,Tre White,356,Illinois Fighting Illini,1875.0094715713242
4703015,1.59,2.06,3.6500000000000004,2.03,2.59,4.619999999999999,Nelly Junior Joseph,167,New Mexico Lobos,2332.702867483881
4683833,1.56,2.06,3.62,2.03,2.48,4.51,Wade Taylor IV,245,Texas A&M Aggies,1723.750756550952
4896614,2.24,1.38,3.62,2.6,1.78,4.38,Jayden Nunn,239,Baylor Bears,1754.4139409860595
4684269,2.33,1.29,3.62,2.7,1.74,4.44,Kylan Boswell,356,Illinois Fighting Illini,2125.127893279809
4709151,1.09,2.53,3.62,1.61,2.95,4.5600000000000005,Jalen Haynes,2244,George Mason Patriots,2046.6273653446767
5105854,2.63,0.98,3.61,3.16,1.54,4.7,Braden Smith,2509,Purdue Boilermakers,2078.430836059345
4592184,1.96,1.64,3.5999999999999996,2.48,2.07,4.55,Chase Hunter,228,Clemson Tigers,1937.834653410399
5174661,1.95,1.64,3.59,2.28,2.09,4.369999999999999,Blue Cain,61,Georgia Bulldogs,2047.6453753012495
4432522,1.81,1.76,3.5700000000000003,2.08,2.16,4.24,Grant Huffman,238,Vanderbilt Commodores,1164.6868625506397
4702195,1.01,2.55,3.5599999999999996,1.38,2.91,4.29,Ray Harrison,2253,Grand Canyon Lopes,2127.4127950270977
4897404,1.52,2.05,3.57,1.98,2.5,4.48,Igor Milicic Jr.,2633,Tennessee Volunteers,1818.7424922320956
4701192,1.74,1.82,3.56,2.18,2.3,4.48,Viktor Lakhin,228,Clemson Tigers,1852.8854499820043
4711255,1.28,2.27,3.55,1.66,2.67,4.33,Jeremy Fears Jr.,127,Michigan State Spartans,1853.1929206026618
5177187,1.81,1.74,3.55,2.17,2.15,4.32,Samson Aletan,43,Yale Bulldogs,1675.737976065331
4897618,2.23,1.29,3.52,2.59,1.64,4.2299999999999995,Aubin Gateretse,328,Utah State Aggies,1751.1520250771948
4896615,1.79,1.73,3.52,2.17,2.17,4.34,Jaeden Zackery,228,Clemson Tigers,2046.753696492233
4433259,0.97,2.55,3.5199999999999996,1.43,2.99,4.42,KJ Adams Jr.,2305,Kansas Jayhawks,1759.5830432134228
4601285,1.17,2.35,3.52,1.45,2.78,4.2299999999999995,Woody Newton,2244,George Mason Patriots,2030.6379923502848
4897766,2.15,1.37,3.52,2.49,1.8,4.29,Elijah Hawkins,2641,Texas Tech Red Raiders,1883.121081307869
5214640,2.59,0.92,3.51,3.04,1.36,4.4,Kasparas Jakucionis,356,Illinois Fighting Illini,2039.8810327551948
4701228,1.96,1.53,3.49,2.39,1.97,4.36,Christian Shumate,2377,McNeese Cowboys,1751.2039732213418
4683933,2.59,0.89,3.48,3.05,1.33,4.38,Tamar Bates,142,Missouri Tigers,1949.4810386944919
4701846,1.96,1.51,3.4699999999999998,2.39,1.89,4.28,Puff Johnson,213,Penn State Nittany Lions,1150.92
5143604,2.54,0.93,3.47,3.12,1.45,4.57,JT Toppin,2641,Texas Tech Red Raiders,1781.722021610623
5106275,1.61,1.84,3.45,2.21,2.31,4.52,P.J. Haggerty,235,Memphis Tigers,2294.5204838690174
4432537,1.25,2.19,3.44,1.7,2.63,4.33,Joe Bamisile,2670,VCU Rams,1988.9175576288565
4590356,1.59,1.85,3.4400000000000004,2.01,2.27,4.279999999999999,Will Pruitt,288,Lipscomb Bisons,2234.5815553895186
5105486,1.57,1.87,3.4400000000000004,2.0,2.28,4.279999999999999,Chendall Weaver,251,Texas Longhorns,742.9955736818517
4576060,1.7,1.74,3.44,2.39,2.31,4.7,Ryan Kalkbrenner,156,Creighton Bluejays,2161.3431411889437
4895737,2.49,0.95,3.4400000000000004,2.92,1.35,4.27,Solo Ball,41,UConn Huskies,2045.1386004368549
5105449,0.92,2.49,3.41,1.23,2.85,4.08,RJ Godfrey,61,Georgia Bulldogs,1871.6342447003788
5107173,1.38,2.03,3.4099999999999997,1.83,2.58,4.41,Danny Wolf,130,Michigan Wolverines,2177.5803486977675
5105853,2.45,0.95,3.4000000000000004,2.87,1.34,4.21,Fletcher Loyer,2509,Purdue Boilermakers,1970.205949159944
4601026,2.85,0.54,3.39,3.32,0.94,4.26,Ian Martinez,328,Utah State Aggies,2090.464532962766
4898283,1.89,1.5,3.3899999999999997,2.31,1.92,4.23,Boopie Miller,2567,SMU Mustangs,1878.773069048147
4703393,1.02,2.36,3.38,1.51,2.81,4.32,Devin Tillis,300,UC Irvine Anteaters,2072.7499112241735
4894236,2.18,1.19,3.37,2.55,1.57,4.12,Josh Ojianwuna,239,Baylor Bears,1574.1200000000001
4433024,1.59,1.79,3.38,1.96,2.3,4.26,Jaden Walker,357,Texas A&M-Corpus Christi Islanders,992.1606606638863
4897676,0.87,2.49,3.3600000000000003,1.48,2.99,4.470000000000001,Bent Leuchten,300,UC Irvine Anteaters,2113.1966241599075
5107260,2.49,0.86,3.35,3.14,1.28,4.42,JJ White,2437,Omaha Mavericks,1518.4842382411566
5109790,1.77,1.59,3.3600000000000003,2.22,1.98,4.2,Christoph Tilly,2541,Santa Clara Broncos,1763.8066085434773
4432282,1.29,2.05,3.34,1.77,2.47,4.24,JaKobe Coles,2253,Grand Canyon Lopes,2106.394896596282
5105837,2.03,1.3,3.33,2.63,1.76,4.39,Bruce Thornton,194,Ohio State Buckeyes,2181.008651999869
4433144,2.51,0.82,3.3299999999999996,2.91,1.28,4.19,Caleb Love,12,Arizona Wildcats,2303.850444707
4702766,1.15,2.14,3.29,1.64,2.55,4.1899999999999995,Terrence Edwards Jr.,97,Louisville Cardinals,2030.343501204938
4709150,1.21,2.07,3.28,1.54,2.44,3.98,Kuluel Mading,2450,Norfolk State Spartans,1516.9506577019201
5033017,1.43,1.85,3.2800000000000002,1.8,2.32,4.12,Miro Little,254,Utah Utes,1011.55408855671
5105562,1.35,1.92,3.27,1.64,2.36,4.0,Solomon Washington,245,Texas A&M Aggies,1585.500392847879
5176241,0.79,2.47,3.2600000000000002,1.15,2.86,4.01,BJ Davis,21,San Diego State Aztecs,1759.2191730276759
5105816,1.94,1.3,3.24,2.34,1.71,4.05,Tre Holloman,127,Michigan State Spartans,1471.2941839084176
4703421,2.08,1.15,3.23,3.5,1.78,5.28,Taelon Peter,2335,Liberty Flames,561.6079875705933
4433599,2.01,1.21,3.2199999999999998,2.44,1.71,4.15,Arthur Kaluma,251,Texas Longhorns,2016.7126582523883
5105599,1.49,1.72,3.21,1.82,2.11,3.9299999999999997,Ben Gold,269,Marquette Golden Eagles,2033.902290993606
5105494,1.74,1.46,3.2,2.23,1.94,4.17,Drake Allen,328,Utah State Aggies,1017.2886413756037
5107174,2.2,0.99,3.1900000000000004,2.74,1.44,4.18,Nick Townsend,43,Yale Bulldogs,1844.1426096745672
4897149,2.13,1.05,3.1799999999999997,2.58,1.45,4.03,Duke Deen,71,Bradley Braves,2158.5606205205845
4683857,1.51,1.67,3.1799999999999997,1.87,2.14,4.01,Kobe Johnson,26,UCLA Bruins,2004.9124449459362
4897562,1.67,1.5,3.17,2.01,1.89,3.8999999999999995,Gyasi Powell,288,Lipscomb Bisons,2189.8357354391605
4701318,1.32,1.86,3.18,1.74,2.29,4.03,Dre Davis,145,Ole Miss Rebels,1835.999028435939
4700827,2.04,1.13,3.17,2.55,1.53,4.08,Bash Wieland,236,Chattanooga Mocs,1896.4925051848086
4791227,1.92,1.24,3.16,2.38,1.69,4.07,Devin McGlockton,238,Vanderbilt Commodores,1967.7205524057192
4702384,1.83,1.32,3.1500000000000004,2.42,1.89,4.31,Nique Clifford,36,Colorado State Rams,2187.576631796149
5176734,1.29,1.84,3.13,1.75,2.28,4.029999999999999,Myles Rigsby,2653,Troy Trojans,1701.0383813435108
5106035,0.75,2.38,3.13,1.29,2.86,4.15,RJ Luis Jr.,2599,St. John's Red Storm,2049.7898658560803
5054083,1.56,1.58,3.14,1.97,2.03,4.0,Silas Demary Jr.,61,Georgia Bulldogs,2104.919672837223
4703811,1.61,1.51,3.12,2.01,2.01,4.02,Joe Anderson,288,Lipscomb Bisons,2240.2480999161726
5105794,1.34,1.77,3.1100000000000003,1.69,2.19,3.88,Skyy Clark,26,UCLA Bruins,1952.6187601978002
5107269,0.86,2.26,3.1199999999999997,1.25,2.65,3.9,Brayden O'Connor,2244,George Mason Patriots,2022.0903511943054
4702745,2.63,0.48,3.11,3.04,1.0,4.04,Amari Williams,96,Kentucky Wildcats,2016.8623615365238
4898238,2.64,0.46,3.1,3.17,0.85,4.02,John Poulakidas,43,Yale Bulldogs,1653.5513178854737
5240882,2.06,1.04,3.1,2.48,1.4,3.88,Nate Kingz,204,Oregon State Beavers,1935.1414047429894
4612709,2.53,0.57,3.0999999999999996,2.78,0.96,3.7399999999999998,Chase Johnston,2272,High Point Panthers,1978.4860497698924
5124612,2.01,1.08,3.09,2.48,1.58,4.0600000000000005,VJ Edgecombe,239,Baylor Bears,2015.646875324496
4703983,1.57,1.51,3.08,2.18,1.93,4.11,Jacob Ognacevic,288,Lipscomb Bisons,2255.2318879357335
4897157,1.85,1.22,3.0700000000000003,2.33,1.7,4.03,Tyrel Morgan,326,Texas State Bobcats,1362.6639034931886
5105798,1.55,1.5,3.05,2.09,1.93,4.02,Malik Reneau,84,Indiana Hoosiers,1473.178087226242
5108973,1.06,1.99,3.05,1.59,2.42,4.01,Garry Clark,357,Texas A&M-Corpus Christi Islanders,1921.7776339288248
5241411,2.48,0.57,3.05,2.88,0.97,3.8499999999999996,Miles Barnstable,2900,St. Thomas-Minnesota Tommies,2230.8015777213795
5037875,1.23,1.8,3.0300000000000002,1.6,2.25,3.85,Tyrone Riley IV,2539,San Francisco Dons,2130.83259015077
5060631,0.78,2.26,3.04,1.32,2.71,4.03,Adou Thiero,8,Arkansas Razorbacks,1731.7332726332515
4702491,1.41,1.63,3.04,1.91,2.0,3.91,Atin Wright,249,North Texas Mean Green,1832.3050016158134
4845361,1.5,1.54,3.04,1.9,1.96,3.86,Jackson Shelstad,2483,Oregon Ducks,2171.627369629551
5108141,1.67,1.36,3.0300000000000002,2.12,1.77,3.89,Anthony Dell'Orso,12,Arizona Wildcats,1326.9795943110348
4701993,1.31,1.72,3.0300000000000002,1.64,2.08,3.7199999999999998,Szymon Zapala,127,Michigan State Spartans,1787.5344613712537
4701991,1.55,1.47,3.02,2.03,1.86,3.8899999999999997,Steven Ashworth,156,Creighton Bluejays,2190.8590146493684
4711402,1.51,1.5,3.01,1.84,1.91,3.75,Jordan Ross,2608,Saint Mary's Gaels,1889.1859391051787
4711313,2.21,0.79,3.0,2.87,1.26,4.13,Ben Gregg,2250,Gonzaga Bulldogs,1117.8548501431412
5239590,2.0,1.0,3.0,2.41,1.42,3.83,Liam McNeeley,41,UConn Huskies,1484.8879341391737
4702670,2.32,0.67,2.9899999999999998,2.76,1.17,3.9299999999999997,Grant Nelson,333,Alabama Crimson Tide,2028.1647423863028
5108059,2.11,0.87,2.98,2.51,1.24,3.75,Tavari Johnson,2006,Akron Zips,2117.9444766394586
4432692,1.07,1.91,2.98,1.46,2.35,3.81,Casey Simmons,43,Yale Bulldogs,1257.1581354980844
4702134,2.2,0.78,2.9800000000000004,2.74,1.26,4.0,Norchad Omier,239,Baylor Bears,2135.6072319634873
4869739,1.5,1.48,2.98,1.77,1.89,3.66,Sean Stewart,194,Ohio State Buckeyes,1796.250393298328
4588201,1.83,1.14,2.9699999999999998,2.23,1.58,3.81,Steve Crowl,275,Wisconsin Badgers,2102.2623545304978
5107157,1.75,1.22,2.9699999999999998,2.25,1.61,3.8600000000000003,Ryan Conwell,2752,Xavier Musketeers,2063.6267877456976
5107369,1.92,1.04,2.96,2.31,1.46,3.77,Ben Vander Wal,231,Furman Paladins,1708.3281332625543
4894462,1.21,1.73,2.94,1.66,2.14,3.8,Jaylen Crocker-Johnson,36,Colorado State Rams,1508.5885543679449
5175662,2.18,0.75,2.93,2.49,1.24,3.7300000000000004,Juslin Bodo Bodo,2272,High Point Panthers,1978.1220375020528
5093253,1.39,1.54,2.9299999999999997,1.77,1.92,3.69,Kyan Evans,36,Colorado State Rams,2099.9473372064494
5241706,1.66,1.26,2.92,2.08,1.69,3.77,Cris Carroll,2754,Youngstown State Penguins,1627.7507118719875
5105659,1.15,1.75,2.9,1.57,2.17,3.74,Kymany Houinsou,2350,Loyola Chicago Ramblers,1247.508687979345
4838721,2.06,0.84,2.9,2.41,1.23,3.64,Tyler Nickel,238,Vanderbilt Commodores,2009.5095238132349
5176354,2.43,0.47,2.9000000000000004,2.99,0.86,3.85,Chase Walker,2287,Illinois State Redbirds,1848.005536937368
4709131,1.46,1.43,2.8899999999999997,1.92,1.87,3.79,Sean Pedulla,145,Ole Miss Rebels,2086.330015479407
5106742,1.01,1.88,2.8899999999999997,1.49,2.32,3.8099999999999996,Dylan Arnett,325,Cleveland State Vikings,2003.0961764314925
4709895,0.78,2.1,2.88,1.13,2.54,3.67,Jayvon Maughmer,2335,Liberty Flames,1896.1736888867358
4699725,1.56,1.32,2.88,1.91,1.82,3.73,Zhuric Phelps,245,Texas A&M Aggies,1790.6985159761152
4703885,2.05,0.83,2.88,2.4,1.23,3.63,Max Klesmit,275,Wisconsin Badgers,1876.8193361199837
5241368,1.35,1.52,2.87,1.75,1.92,3.67,Daniel Abreu,2181,Drake Bulldogs,1624.9226720948495
4683860,1.86,1.0,2.8600000000000003,2.31,1.44,3.75,Quadir Copeland,2377,McNeese Cowboys,1267.8177826686392
5106283,0.41,2.46,2.87,0.84,2.95,3.79,Dillon Mitchell,2132,Cincinnati Bearcats,1906.8633151929612
4898110,2.22,0.64,2.8600000000000003,2.5,1.06,3.56,Enoch Boakye,222,Villanova Wildcats,1761.0382649563292
5105598,1.57,1.29,2.8600000000000003,1.96,1.76,3.7199999999999998,Chase Ross,269,Marquette Golden Eagles,2089.993457423113
4870569,0.38,2.47,2.85,0.84,2.89,3.73,Duke Brennan,2253,Grand Canyon Lopes,1853.6521528426813
4431710,1.81,1.04,2.85,2.21,1.49,3.7,Kadin Shedrick,251,Texas Longhorns,2052.822563613793
4706679,2.0,0.85,2.85,2.31,1.26,3.5700000000000003,Josh Gray,142,Missouri Tigers,1147.3336913469975
4898278,1.91,0.94,2.8499999999999996,2.31,1.4,3.71,Nate Johnson,2006,Akron Zips,2123.93308299503
5105462,2.2,0.64,2.8400000000000003,2.74,1.08,3.8200000000000003,Richie Saunders,252,BYU Cougars,1983.1697543339149
4837237,1.39,1.45,2.84,1.72,1.9,3.62,Jamiya Neal,156,Creighton Bluejays,2247.3658406321783
4684306,1.29,1.54,2.83,1.69,1.98,3.67,David Joplin,269,Marquette Golden Eagles,2112.459375246848
5107355,1.47,1.36,2.83,1.86,1.7,3.56,Donovan Atwell,2430,UNC Greensboro Spartans,1932.9668717604497
5107251,1.39,1.45,2.84,1.95,1.96,3.91,Izaiyah Nelson,2032,Arkansas State Red Wolves,1253.2803229799038
5241364,1.43,1.4,2.83,2.14,1.95,4.09,Bennett Stirtz,2181,Drake Bulldogs,1737.7681370465957
